rank,player-name,year signed,age,year 2,value,average/year
1,Larry Fitzgerald,2011-2018 (FA: 2019),27,7,"$113,000,000","$16,142,857"
15,Vincent Jackson,2011-2011 (FA: 2012),28,1,"$11,424,000","$11,424,000"
18,Greg Camarillo,2011-2011 (FA: 2012),28,1,"$9,250,000","$9,250,000"
2,Santonio Holmes,2011-2015 (FA: 2016),27,5,"$45,000,000","$9,000,000"
3,Brandon Marshall,2011-2014 (FA: 0),26,5,"$44,779,000","$8,955,800"
4,Sidney Rice,2011-2015 (FA: 2016),24,5,"$41,000,000","$8,200,000"
10,Santana Moss,2011-2013 (FA: 2014),32,3,"$15,000,000","$5,000,000"
7,A.J. Green,2011-2015 (FA: 2016),22,4,"$19,688,098","$4,922,025"
5,Steve Breaston,2011-2015 (FA: 2016),27,5,"$22,550,000","$4,510,000"
13,Jordy Nelson,2011-2014 (FA: 2015),26,3,"$13,100,000","$4,366,667"
9,Julio Jones,2011-2015 (FA: 2016),22,4,"$16,183,750","$4,045,938"
6,Lance Moore,2011-2015 (FA: 2016),27,5,"$20,000,000","$4,000,000"
25,Steve Smith,2011-2011 (FA: 2012),26,1,"$4,000,000","$4,000,000"
14,Chad Johnson,2011-2013 (FA: 2014),33,3,"$11,950,000","$3,983,333"
8,Mike Thomas,2011-2015 (FA: 2016),23,5,"$19,045,000","$3,809,000"
10,Earl Bennett,2011-2015 (FA: 2016),24,4,"$15,000,000","$3,750,000"
27,Mike Sims-Walker,2011-2011 (FA: 2012),26,1,"$3,700,000","$3,700,000"
12,Brad Smith,2011-2014 (FA: 2015),27,4,"$14,750,000","$3,687,500"
16,Jacoby Jones,2011-2013 (FA: 2014),27,3,"$10,500,000","$3,500,000"
17,James Jones,2011-2013 (FA: 2014),26,3,"$9,700,000","$3,233,333"
32,Plaxico Burress,2011-2011 (FA: 2012),33,1,"$3,017,000","$3,017,000"
19,Michael Jenkins,2011-2013 (FA: 2014),28,3,"$8,750,000","$2,916,667"
22,Malcom Floyd,2011-2012 (FA: 2013),29,2,"$5,000,000","$2,500,000"
42,Roy Williams,2011-2011 (FA: 2012),29,1,"$2,500,000","$2,500,000"
21,Ben Obomanu,2011-2013 (FA: 2014),27,3,"$6,900,000","$2,300,000"
26,Derrick Mason,2011-2012 (FA: 2013),27,2,"$3,810,000","$1,905,000"
20,Jonathan Baldwin,2011-2014 (FA: 2015),21,4,"$7,551,602","$1,887,901"
60,Eric Weems,2011-2011 (FA: 2012),25,1,"$1,835,000","$1,835,000"
28,Chansi Stuckey,2011-2012 (FA: 2013),27,2,"$3,500,000","$1,750,000"
24,Sam Hurd,2011-2013 (FA: 2014),26,3,"$4,150,000","$1,383,333"
94,Early Doucet,2011-2011 (FA: 2012),25,1,"$1,200,000","$1,200,000"
23,Titus Young,2011-2014 (FA: 2015),21,4,"$4,561,321","$1,140,330"
97,Mark Clayton,2011-2011 (FA: 2012),29,1,"$1,000,000","$1,000,000"
97,Braylon Edwards,2011-2011 (FA: 2012),28,1,"$1,000,000","$1,000,000"
