rank,player-name,year signed,age,year 2,value,average/year
4,Brandon Marshall,2014-2017 (FA: 2018),30,3,"$30,000,000","$10,000,000"
1,Jordy Nelson,2014-2018 (FA: 2019),29,4,"$39,050,000","$9,762,500"
2,Eric Decker,2014-2018 (FA: 2019),26,5,"$36,250,000","$7,250,000"
3,Golden Tate,2014-2018 (FA: 2019),25,5,"$31,000,000","$6,200,000"
5,DeSean Jackson,2014-2016 (FA: 2017),27,4,"$24,000,000","$6,000,000"
8,Roddy White,2014-2017 (FA: 2018),32,3,"$18,000,000","$6,000,000"
15,Anquan Boldin,2014-2015 (FA: 2016),33,2,"$12,000,000","$6,000,000"
25,Jeremy Maclin,2014-2014 (FA: 2015),25,1,"$5,250,000","$5,250,000"
11,Emmanuel Sanders,2014-2016 (FA: 2017),26,3,"$15,000,000","$5,000,000"
7,Sammy Watkins,2014-2017 (FA: 2018),20,4,"$19,935,603","$4,983,901"
6,Riley Cooper,2014-2017 (FA: 2018),26,5,"$22,500,000","$4,500,000"
14,Doug Baldwin,2014-2016 (FA: 2017),25,3,"$13,000,000","$4,333,333"
9,Julian Edelman,2014-2017 (FA: 2018),27,4,"$17,000,000","$4,250,000"
10,Andre Roberts,2014-2017 (FA: 2018),26,4,"$16,000,000","$4,000,000"
29,Hakeem Nicks,2014-2014 (FA: 2015),26,1,"$4,000,000","$4,000,000"
12,Mike Evans,2014-2018 (FA: 2019),20,4,"$14,631,502","$3,657,876"
17,Steve Smith,2014-2016 (FA: 2017),34,3,"$10,500,000","$3,500,000"
33,Eddie Royal,2014-2014 (FA: 2015),27,1,"$3,500,000","$3,500,000"
13,Andrew Hawkins,2014-2017 (FA: 2018),28,4,"$13,600,000","$3,400,000"
19,James Jones,2014-2016 (FA: 2017),29,3,"$10,000,000","$3,333,333"
20,Ted Ginn Jr.,2014-2016 (FA: 2017),28,3,"$9,750,000","$3,250,000"
15,Jacoby Jones,2014-2017 (FA: 2018),29,4,"$12,000,000","$3,000,000"
21,Devin Hester,2014-2016 (FA: 2017),31,3,"$9,000,000","$3,000,000"
21,Brandon LaFell,2014-2016 (FA: 2017),27,3,"$9,000,000","$3,000,000"
18,"Odell Beckham, Jr.",2014-2018 (FA: 2019),21,4,"$10,406,198","$2,601,550"
59,Doug Baldwin,2014-2014 (FA: 2015),25,1,"$2,187,000","$2,187,000"
23,Brandin Cooks,2014-2018 (FA: 2019),20,4,"$8,383,452","$2,095,863"
61,Miles Austin,2014-2014 (FA: 2015),29,1,"$2,000,000","$2,000,000"
24,Jerricho Cotchery,2014-2018 (FA: 2019),31,5,"$8,015,000","$1,603,000"
35,Lance Moore,2014-2015 (FA: 2016),30,2,"$3,000,000","$1,500,000"
139,Andrew Hawkins,2014-2014 (FA: 2015),27,1,"$1,431,000","$1,431,000"
140,Sidney Rice,2014-2014 (FA: 2015),27,1,"$1,400,000","$1,400,000"
140,Kenny Britt,2014-2014 (FA: 2015),25,1,"$1,400,000","$1,400,000"
40,Andre Caldwell,2014-2015 (FA: 2016),28,2,"$2,700,000","$1,350,000"
26,Marqise Lee,2014-2017 (FA: 2018),22,4,"$5,174,022","$1,293,506"
146,Vincent Brown,2014-2014 (FA: 2015),25,1,"$1,250,000","$1,250,000"
27,Jordan Matthews,2014-2017 (FA: 2018),21,4,"$4,949,269","$1,237,317"
152,Dane Sanzenbacher,2014-2014 (FA: 2015),25,1,"$1,200,000","$1,200,000"
28,Paul Richardson,2014-2017 (FA: 2018),22,4,"$4,712,835","$1,178,209"
60,Tiquan Underwood,2014-2015 (FA: 2016),26,2,"$2,100,000","$1,050,000"
166,Jason Avant,2014-2014 (FA: 2015),30,1,"$1,050,000","$1,050,000"
167,Brandon Tate,2014-2014 (FA: 2015),26,1,"$1,024,000","$1,024,000"
168,Santana Moss,2014-2014 (FA: 2015),34,1,"$1,020,000","$1,020,000"
168,Nate Burleson,2014-2014 (FA: 2015),32,1,"$1,020,000","$1,020,000"
170,Brandon Lloyd,2014-2014 (FA: 2015),32,1,"$1,005,000","$1,005,000"
171,Jerome Simpson,2014-2014 (FA: 2015),28,1,"$1,000,000","$1,000,000"
30,Davante Adams,2014-2017 (FA: 2018),21,4,"$3,933,402","$983,351"
172,Kassim Osgood,2014-2014 (FA: 2015),33,1,"$955,000","$955,000"
175,Domenik Hixon,2014-2014 (FA: 2015),29,1,"$930,000","$930,000"
31,Cody Latimer,2014-2017 (FA: 2018),21,4,"$3,708,650","$927,163"
32,Allen Robinson,2014-2017 (FA: 2018),20,4,"$3,510,870","$877,718"
34,Jarvis Landry,2014-2017 (FA: 2018),21,4,"$3,474,911","$868,728"
223,Joshua Cribbs,2014-2014 (FA: 2015),30,1,"$855,000","$855,000"
223,Santonio Holmes,2014-2014 (FA: 2015),30,1,"$855,000","$855,000"
223,Jason Avant,2014-2014 (FA: 2015),30,1,"$855,000","$855,000"
223,Robert Meachem,2014-2014 (FA: 2015),29,1,"$855,000","$855,000"
223,Derek Hagan,2014-2014 (FA: 2015),29,1,"$855,000","$855,000"
223,Courtney Roby,2014-2014 (FA: 2015),31,1,"$855,000","$855,000"
229,Mario Manningham,2014-2014 (FA: 2015),27,1,"$795,000","$795,000"
229,Darrius Heyward-Bey,2014-2014 (FA: 2015),27,1,"$795,000","$795,000"
229,Louis Murphy,2014-2014 (FA: 2015),26,1,"$795,000","$795,000"
229,Seyi Ajirotutu,2014-2014 (FA: 2015),26,1,"$795,000","$795,000"
229,Kevin Ogletree,2014-2014 (FA: 2015),26,1,"$795,000","$795,000"
234,Damian Williams,2014-2014 (FA: 2015),25,1,"$760,000","$760,000"
137,Tandon Doss,2014-2015 (FA: 2016),24,2,"$1,505,000","$752,500"
235,Jacoby Ford,2014-2014 (FA: 2015),26,1,"$740,000","$740,000"
235,Kyle Williams,2014-2014 (FA: 2015),25,1,"$740,000","$740,000"
138,Ramses Barden,2014-2015 (FA: 2016),28,2,"$1,475,000","$737,500"
237,Eric Weems,2014-2014 (FA: 2015),29,1,"$730,000","$730,000"
237,Lavelle Hawkins,2014-2014 (FA: 2015),27,1,"$730,000","$730,000"
237,Josh Morgan,2014-2014 (FA: 2015),28,1,"$730,000","$730,000"
237,Earl Bennett,2014-2014 (FA: 2015),27,1,"$730,000","$730,000"
237,Brian Robiskie,2014-2014 (FA: 2015),26,1,"$730,000","$730,000"
237,Mike Thomas,2014-2014 (FA: 2015),26,1,"$730,000","$730,000"
237,Ramses Barden,2014-2014 (FA: 2015),28,1,"$730,000","$730,000"
237,Louis Murphy,2014-2014 (FA: 2015),26,1,"$730,000","$730,000"
237,Micheal Spurlock,2014-2014 (FA: 2015),31,1,"$730,000","$730,000"
237,Armanti Edwards,2014-2014 (FA: 2015),26,1,"$730,000","$730,000"
237,David Reed,2014-2014 (FA: 2015),26,1,"$730,000","$730,000"
237,Kevin Ogletree,2014-2014 (FA: 2015),27,1,"$730,000","$730,000"
237,Marlon Moore,2014-2014 (FA: 2015),26,1,"$730,000","$730,000"
237,Damian Williams,2014-2014 (FA: 2015),25,1,"$730,000","$730,000"
237,Damian Williams,2014-2014 (FA: 2015),25,1,"$730,000","$730,000"
36,Josh Huff,2014-2017 (FA: 2018),22,4,"$2,820,944","$705,236"
37,Donte Moncrief,2014-2017 (FA: 2018),20,4,"$2,808,520","$702,130"
38,John Brown,2014-2017 (FA: 2018),24,4,"$2,798,900","$699,725"
142,Dezmon Briscoe,2014-2015 (FA: 2016),24,2,"$1,390,000","$695,000"
142,Jordan Norwood,2014-2015 (FA: 2016),27,2,"$1,390,000","$695,000"
142,Greg Little,2014-2015 (FA: 2016),24,2,"$1,390,000","$695,000"
39,Jalen Saunders,2014-2017 (FA: 2018),21,4,"$2,701,448","$675,362"
41,Bruce Ellington,2014-2017 (FA: 2018),22,4,"$2,694,428","$673,607"
42,Shaquelle Evans,2014-2017 (FA: 2018),23,4,"$2,670,900","$667,725"
43,De'Anthony Thomas,2014-2017 (FA: 2018),21,4,"$2,665,108","$666,277"
44,Martavis Bryant,2014-2018 (FA: 2019),22,4,"$2,659,220","$664,805"
45,Kevin Norwood,2014-2017 (FA: 2018),24,4,"$2,640,108","$660,027"
252,Kris Durham,2014-2014 (FA: 2015),25,1,"$645,000","$645,000"
252,Chad Hall,2014-2014 (FA: 2015),28,1,"$645,000","$645,000"
252,Weslye Saunders,2014-2014 (FA: 2015),24,1,"$645,000","$645,000"
252,Arrelious Benn,2014-2014 (FA: 2015),25,1,"$645,000","$645,000"
252,Stephen Williams,2014-2014 (FA: 2015),27,1,"$645,000","$645,000"
252,Tom Nelson,2014-2014 (FA: 2015),27,1,"$645,000","$645,000"
258,Lestar Jean,2014-2014 (FA: 2015),26,1,"$635,000","$635,000"
146,Joseph Anderson,2014-2015 (FA: 2016),25,2,"$1,250,000","$625,000"
148,Marc Mariani,2014-2015 (FA: 2016),27,2,"$1,230,000","$615,000"
148,Preston Parker,2014-2015 (FA: 2016),26,2,"$1,230,000","$615,000"
148,T.J. Graham,2014-2015 (FA: 2016),24,2,"$1,230,000","$615,000"
148,Chris Owusu,2014-2015 (FA: 2016),23,2,"$1,230,000","$615,000"
259,Marc Mariani,2014-2014 (FA: 2015),26,1,"$610,000","$610,000"
46,Ryan Grant,2014-2017 (FA: 2018),23,4,"$2,433,612","$608,403"
47,Devin Street,2014-2017 (FA: 2018),23,4,"$2,421,972","$605,493"
48,Jared Abbrederis,2014-2017 (FA: 2018),23,4,"$2,364,560","$591,140"
62,B.J Cunningham,2014-2016 (FA: 2017),24,3,"$1,755,000","$585,000"
49,Robert Herron,2014-2017 (FA: 2018),21,4,"$2,332,000","$583,000"
50,TJ Jones,2014-2017 (FA: 2018),21,4,"$2,326,200","$581,550"
51,Matt Hazel,2014-2017 (FA: 2018),22,4,"$2,325,800","$581,450"
