rank,player-name,year signed,age,year 2,value,average/year
1,Javon Walker,2008-2013 (FA: 2014),29,6,"$55,000,000","$9,166,667"
6,Terrell Owens,2008-2011 (FA: 2012),34,3,"$27,000,000","$9,000,000"
6,Randy Moss,2008-2010 (FA: 2011),30,3,"$27,000,000","$9,000,000"
8,Larry Fitzgerald,2008-2011 (FA: 2012),24,3,"$25,407,500","$8,469,167"
2,Bernard Berrian,2008-2013 (FA: 2014),27,6,"$43,400,000","$7,233,333"
5,Plaxico Burress,2008-2012 (FA: 2013),30,5,"$30,000,000","$6,000,000"
4,Jerry Porter,2008-2013 (FA: 2014),29,6,"$30,400,000","$5,066,667"
3,Donte Stallworth,2008-2014 (FA: 2015),27,7,"$35,000,000","$5,000,000"
9,Michael Jenkins,2008-2012 (FA: 2013),26,4,"$18,000,000","$4,500,000"
14,Roscoe Parrish,2008-2011 (FA: 2012),25,3,"$12,310,000","$4,103,333"
10,Marques Colston,2008-2011 (FA: 2012),24,4,"$15,000,000","$3,750,000"
11,Patrick Crayton,2008-2011 (FA: 2012),28,4,"$14,000,000","$3,500,000"
11,Justin Gage,2008-2011 (FA: 2012),26,4,"$14,000,000","$3,500,000"
13,Ernest Wilford,2008-2011 (FA: 2012),28,4,"$13,000,000","$3,250,000"
15,Brandon Stokley,2008-2010 (FA: 2011),31,3,"$9,200,000","$3,066,667"
17,David Patten,2008-2009 (FA: 2010),33,2,"$6,000,000","$3,000,000"
18,Issac Bruce,2008-2009 (FA: 2010),35,2,"$5,500,000","$2,750,000"
16,Keary Colbert,2008-2010 (FA: 2011),25,3,"$7,105,000","$2,368,333"
39,Bryant Johnson,2008-2008 (FA: 2009),26,1,"$2,000,000","$2,000,000"
39,Devery Henderson,2008-2008 (FA: 2009),25,1,"$2,000,000","$2,000,000"
25,D.J. Hackett,2008-2009 (FA: 2010),26,2,"$3,500,000","$1,750,000"
29,Muhsin Muhammad,2008-2009 (FA: 2010),34,2,"$3,000,000","$1,500,000"
55,Nate Washington,2008-2008 (FA: 2009),24,1,"$1,417,000","$1,417,000"
30,Terrance Copper,2008-2009 (FA: 2010),25,2,"$2,750,000","$1,375,000"
23,Rashied Davis,2008-2010 (FA: 2011),28,3,"$3,870,000","$1,290,000"
58,Jabar Gaffney,2008-2008 (FA: 2009),27,1,"$1,275,000","$1,275,000"
19,Devin Thomas,2008-2011 (FA: 2012),21,4,"$4,833,000","$1,208,250"
20,Donnie Avery,2008-2011 (FA: 2012),24,4,"$4,800,000","$1,200,000"
33,Troy Williamson,2008-2009 (FA: 2010),24,2,"$2,345,000","$1,172,500"
21,Jordy Nelson,2008-2011 (FA: 2012),23,4,"$4,643,250","$1,160,813"
65,Kelley Washington,2008-2008 (FA: 2009),28,1,"$1,055,000","$1,055,000"
22,Eddie Royal,2008-2011 (FA: 2012),22,4,"$3,949,830","$987,458"
66,Tab Perry,2008-2008 (FA: 2009),25,1,"$935,000","$935,000"
24,Jerome Simpson,2008-2011 (FA: 2012),22,4,"$3,617,000","$904,250"
26,DeSean Jackson,2008-2011 (FA: 2012),21,4,"$3,469,335","$867,334"
27,Malcolm Kelly,2008-2011 (FA: 2012),21,4,"$3,360,000","$840,000"
28,James Hardy,2008-2011 (FA: 2012),22,4,"$3,174,000","$793,500"
69,Brandon Lloyd,2008-2008 (FA: 2009),26,1,"$645,000","$645,000"
69,Ashley Lelie,2008-2008 (FA: 2009),27,1,"$645,000","$645,000"
31,Earl Bennett,2008-2011 (FA: 2012),21,4,"$2,525,837","$631,459"
71,Antonio Bryant,2008-2008 (FA: 2009),26,1,"$605,000","$605,000"
71,Malcom Floyd,2008-2008 (FA: 2009),26,1,"$605,000","$605,000"
32,Harry Douglas,2008-2011 (FA: 2012),22,4,"$2,409,050","$602,263"
61,Derek Hagan,2008-2009 (FA: 2010),24,2,"$1,195,000","$597,500"
50,Early Doucet,2008-2010 (FA: 2011),22,3,"$1,750,000","$583,333"
34,Mario Manningham,2008-2011 (FA: 2012),22,4,"$2,322,000","$580,500"
35,Andre Caldwell,2008-2011 (FA: 2012),23,4,"$2,306,000","$576,500"
64,Chris Henry,2008-2009 (FA: 2010),25,2,"$1,150,000","$575,000"
36,Will Franklin,2008-2011 (FA: 2012),22,4,"$2,198,000","$549,500"
37,Arman Shields,2008-2011 (FA: 2012),23,4,"$2,132,000","$533,000"
38,Lavelle Hawkins,2008-2011 (FA: 2012),22,4,"$2,127,750","$531,938"
53,Marcus Smith,2008-2010 (FA: 2011),23,3,"$1,519,125","$506,375"
54,Keenan Burton,2008-2010 (FA: 2011),23,3,"$1,459,000","$486,333"
41,Matthew Slater,2008-2011 (FA: 2012),22,4,"$1,880,000","$470,000"
56,Devin Aromashodu,2008-2010 (FA: 2011),23,3,"$1,375,000","$458,333"
42,Marcus Henry,2008-2011 (FA: 2012),22,4,"$1,816,200","$454,050"
43,Josh Morgan,2008-2011 (FA: 2012),22,4,"$1,811,500","$452,875"
44,Paul Hubbard,2008-2011 (FA: 2012),23,4,"$1,797,800","$449,450"
45,Jaymar Johnson,2008-2011 (FA: 2012),24,4,"$1,796,000","$449,000"
73,Ruvell Martin,2008-2008 (FA: 2009),25,1,"$445,000","$445,000"
73,Harry Williams,2008-2008 (FA: 2009),25,1,"$445,000","$445,000"
73,Courtney Roby,2008-2008 (FA: 2009),24,1,"$445,000","$445,000"
46,Pierre Garcon,2008-2011 (FA: 2012),21,4,"$1,776,600","$444,150"
47,Brett Swain,2008-2010 (FA: 2011),23,4,"$1,762,610","$440,653"
48,Stevie Johnson,2008-2011 (FA: 2012),21,4,"$1,759,030","$439,758"
49,Chaz Schilens,2008-2011 (FA: 2012),22,4,"$1,756,346","$439,087"
51,Mario Urrutia,2008-2011 (FA: 2012),22,4,"$1,744,000","$436,000"
57,Kenneth Moore,2008-2010 (FA: 2011),0,3,"$1,308,000","$436,000"
52,Marcus Monk,2008-2011 (FA: 2012),22,4,"$1,742,000","$435,500"
59,Eric Weems,2008-2010 (FA: 2011),22,3,"$1,246,840","$415,613"
