rank,player-name,year signed,age,year 2,value,average/year
1,Andre Johnson,2010-2016 (FA: 2017),29,7,"$67,800,000","$9,685,714"
4,Anquan Boldin,2010-2013 (FA: 2014),29,3,"$25,000,000","$8,333,333"
2,Miles Austin,2010-2016 (FA: 2017),25,7,"$54,100,000","$7,728,571"
18,Randy Moss,2010-2010 (FA: 0),32,1,"$7,105,882","$7,105,882"
3,Antonio Bryant,2010-2013 (FA: 2014),28,4,"$27,000,000","$6,750,000"
21,Braylon Edwards,2010-2010 (FA: 2011),27,1,"$5,835,000","$5,835,000"
8,Donald Driver,2010-2012 (FA: 2013),34,3,"$17,208,000","$5,736,000"
6,Devin Hester,2010-2013 (FA: 2014),25,4,"$21,956,025","$5,489,006"
9,Joshua Cribbs,2010-2012 (FA: 2013),26,3,"$15,496,000","$5,165,333"
4,Nate Burleson,2010-2014 (FA: 2015),28,5,"$25,000,000","$5,000,000"
7,Kevin Walter,2010-2014 (FA: 2015),28,5,"$21,500,000","$4,300,000"
12,Chris Chambers,2010-2012 (FA: 2013),31,3,"$12,000,000","$4,000,000"
16,Derrick Mason,2010-2011 (FA: 2012),26,2,"$8,000,000","$4,000,000"
23,Terrell Owens,2010-2010 (FA: 2011),36,1,"$4,000,000","$4,000,000"
17,Deion Branch,2010-2011 (FA: 2012),30,2,"$7,670,000","$3,835,000"
14,Mike Williams,2010-2013 (FA: 2014),25,3,"$11,250,000","$3,750,000"
28,Malcom Floyd,2010-2010 (FA: 2011),28,1,"$3,168,000","$3,168,000"
10,Jason Avant,2010-2014 (FA: 2015),26,5,"$14,750,000","$2,950,000"
11,Demaryius Thomas,2010-2014 (FA: 2015),22,5,"$14,150,500","$2,830,100"
35,Brandon Marshall,2010-2010 (FA: 2011),25,1,"$2,512,000","$2,512,000"
36,Steve Breaston,2010-2010 (FA: 2011),26,1,"$2,396,000","$2,396,000"
13,Dez Bryant,2010-2014 (FA: 2015),21,5,"$11,810,500","$2,362,100"
19,Antwaan Randle El,2010-2012 (FA: 2013),30,3,"$7,000,000","$2,333,333"
40,Mark Clayton,2010-2010 (FA: 2011),27,1,"$2,277,000","$2,277,000"
