rank,player-name,year signed,age,year 2,value,average/year
7,Terrell Owens,2006-2008 (FA: 2009),32,3,"$25,000,000","$8,333,333"
1,Nate Burleson,2006-2009 (FA: 2010),24,7,"$49,000,000","$7,000,000"
2,Reggie Wayne,2006-2011 (FA: 2012),27,6,"$39,500,000","$6,583,333"
3,Deion Branch,2006-2011 (FA: 2012),26,6,"$39,000,000","$6,500,000"
4,Chad Johnson,2006-2011 (FA: 2012),28,6,"$35,350,000","$5,891,667"
9,Issac Bruce,2006-2008 (FA: 2009),33,3,"$15,000,000","$5,000,000"
5,Antwaan Randle El,2006-2012 (FA: 2013),26,7,"$31,250,000","$4,464,286"
8,Donald Driver,2006-2009 (FA: 2010),30,4,"$17,000,000","$4,250,000"
6,Brandon Lloyd,2006-2012 (FA: 2013),24,7,"$29,000,000","$4,142,857"
10,Eric Moulds,2006-2009 (FA: 2010),32,4,"$14,500,000","$3,625,000"
11,Keyshawn Johnson,2006-2009 (FA: 2010),33,4,"$14,000,000","$3,500,000"
12,Antonio Bryant,2006-2009 (FA: 2010),24,4,"$13,900,000","$3,475,000"
26,Kevin Walter,2006-2006 (FA: 2007),24,1,"$2,500,000","$2,500,000"
14,Brian Finneran,2006-2009 (FA: 2010),29,4,"$8,000,000","$2,000,000"
36,Donte Stallworth,2006-2006 (FA: 2007),25,1,"$1,920,000","$1,920,000"
16,Devin Hester,2006-2009 (FA: 2010),23,4,"$6,630,000","$1,657,500"
13,Santonio Holmes,2006-2010 (FA: 2011),22,5,"$8,110,000","$1,622,000"
18,Kevin Walter,2006-2009 (FA: 2010),24,4,"$6,300,000","$1,575,000"
45,Kevin Curtis,2006-2006 (FA: 2007),27,1,"$1,573,000","$1,573,000"
17,David Tyree,2006-2010 (FA: 2011),26,5,"$6,500,000","$1,300,000"
15,Joshua Cribbs,2006-2009 (FA: 2010),22,6,"$6,800,000","$1,133,333"
20,Chad Jackson,2006-2009 (FA: 2010),21,4,"$4,000,000","$1,000,000"
34,Reche Caldwell,2006-2007 (FA: 2008),26,2,"$2,000,000","$1,000,000"
19,Greg Lewis,2006-2011 (FA: 2012),25,6,"$5,885,000","$980,833"
21,Brandon Marshall,2006-2009 (FA: 2010),22,4,"$3,698,000","$924,500"
25,Daniel Wilcox,2006-2008 (FA: 2009),28,3,"$2,740,000","$913,333"
22,Kassim Osgood,2006-2009 (FA: 2010),25,4,"$3,650,000","$912,500"
23,Sinorice Moss,2006-2009 (FA: 2010),22,4,"$3,510,000","$877,500"
24,Greg Jennings,2006-2009 (FA: 2010),22,4,"$3,095,000","$773,750"
55,Kelley Washington,2006-2006 (FA: 2007),26,1,"$721,600","$721,600"
55,Aaron Moorehead,2006-2006 (FA: 2007),25,1,"$721,600","$721,600"
57,Peter Warrick,2006-2006 (FA: 2007),-,1,"$625,000","$625,000"
49,Jabar Gaffney,2006-2007 (FA: 2008),25,2,"$1,180,000","$590,000"
58,Terrence Wilkins,2006-2006 (FA: 2007),30,1,"$585,000","$585,000"
58,Troy Walters,2006-2006 (FA: 2007),29,1,"$585,000","$585,000"
27,Travis Wilson,2006-2009 (FA: 2010),22,4,"$2,334,000","$583,500"
28,Derek Hagan,2006-2009 (FA: 2010),21,4,"$2,317,000","$579,250"
29,Brandon Williams,2006-2009 (FA: 2010),22,4,"$2,285,000","$571,250"
30,Brad Smith,2006-2009 (FA: 2010),22,4,"$2,083,000","$520,750"
31,Cory Rodgers,2006-2009 (FA: 2010),23,4,"$2,075,120","$518,780"
32,Jason Avant,2006-2009 (FA: 2010),23,4,"$2,063,000","$515,750"
46,Willie Reid,2006-2008 (FA: 2009),23,3,"$1,534,000","$511,333"
33,Skyler Green,2006-2009 (FA: 2010),21,4,"$2,012,000","$503,000"
35,Domenik Hixon,2006-2009 (FA: 2010),21,4,"$1,993,000","$498,250"
47,Demetrius Williams,2006-2008 (FA: 2009),23,3,"$1,415,000","$471,667"
37,Jonathan Orr,2006-2009 (FA: 2010),23,4,"$1,723,000","$430,750"
38,Adam Jennings,2006-2009 (FA: 2010),23,4,"$1,704,400","$426,100"
39,Jeff Webb,2006-2009 (FA: 2010),24,4,"$1,703,000","$425,750"
61,Patrick Crayton,2006-2006 (FA: 2007),26,1,"$425,000","$425,000"
61,Terrance Copper,2006-2006 (FA: 2007),23,1,"$425,000","$425,000"
40,Mike Hass,2006-2009 (FA: 2010),23,4,"$1,695,875","$423,969"
41,Devin Aromashodu,2006-2009 (FA: 2010),22,4,"$1,660,025","$415,006"
42,Bennie Brazell,2006-2009 (FA: 2010),24,4,"$1,655,500","$413,875"
43,Ben Obomanu,2006-2009 (FA: 2010),23,4,"$1,646,000","$411,500"
44,Maurice Stovall,2006-2009 (FA: 2010),21,4,"$1,640,000","$410,000"
48,Marques Hagans,2006-2008 (FA: 2009),23,3,"$1,218,000","$406,000"
50,Kevin McMahan,2006-2008 (FA: 2009),23,3,"$1,104,900","$368,300"
51,David Anderson,2006-2008 (FA: 2009),22,3,"$1,104,700","$368,233"
52,Marques Colston,2006-2008 (FA: 2009),23,3,"$1,104,600","$368,200"
53,Miles Austin,2006-2008 (FA: 2009),21,3,"$1,096,400","$365,467"
54,Sam Hurd,2006-2008 (FA: 2009),21,3,"$1,090,000","$363,333"
63,Lance Moore,2006-2006 (FA: 2007),22,1,"$275,000","$275,000"
63,Greg Camarillo,2006-2006 (FA: 2007),23,1,"$275,000","$275,000"
60,Ruvell Martin,2006-2007 (FA: 2008),23,2,"$545,000","$272,500"
