rank,player-name,year signed,age,year 2,value,average/year
2,Tyreek Hill,2022-2026 (FA: 2027),28,4,"$120,000,000","$30,000,000"
1,Davante Adams,2022-2026 (FA: 2027),29,5,"$140,000,000","$28,000,000"
3,A.J. Brown,2022-2026 (FA: 2027),24,4,"$100,000,000","$25,000,000"
4,Stefon Diggs,2022-2027 (FA: 2028),28,4,"$96,000,000","$24,000,000"
6,D.J. Moore,2022-2025 (FA: 2026),24,3,"$61,884,000","$20,628,000"
17,Davante Adams,2022-2022 (FA: 2023),29,1,"$20,145,000","$20,145,000"
7,Chris Godwin,2022-2024 (FA: 2025),26,3,"$60,000,000","$20,000,000"
7,Mike Williams,2022-2024 (FA: 2025),27,3,"$60,000,000","$20,000,000"
11,Brandin Cooks,2022-2024 (FA: 2025),28,2,"$39,764,000","$19,882,000"
18,Chris Godwin,2022-2022 (FA: 2023),26,1,"$19,179,600","$19,179,600"
5,Christian Kirk,2022-2025 (FA: 2026),25,4,"$72,000,000","$18,000,000"
10,Allen Robinson,2022-2024 (FA: 2025),28,3,"$46,500,000","$15,500,000"
14,Robby Anderson,2022-2023 (FA: 2024),28,2,"$29,500,000","$14,750,000"
9,Michael Gallup,2022-2026 (FA: 2027),26,5,"$57,500,000","$11,500,000"
12,Marquez Valdes-Scantling,2022-2024 (FA: 2025),27,3,"$30,000,000","$10,000,000"
12,Russell Gage,2022-2024 (FA: 2025),26,3,"$30,000,000","$10,000,000"
20,DJ Chark,2022-2022 (FA: 2023),25,1,"$10,000,000","$10,000,000"
15,Zay Jones,2022-2024 (FA: 2025),26,3,"$24,000,000","$8,000,000"
16,Cedrick Wilson,2022-2024 (FA: 2025),26,3,"$22,050,000","$7,350,000"
19,Braxton Berrios,2022-2023 (FA: 2024),26,2,"$12,000,000","$6,000,000"
27,Byron Pringle,2022-2022 (FA: 2023),28,1,"$4,125,000","$4,125,000"
29,Allen Lazard,2022-2022 (FA: 2023),26,1,"$3,986,000","$3,986,000"
29,Jakobi Meyers,2022-2022 (FA: 2023),25,1,"$3,986,000","$3,986,000"
29,Deonte Harty,2022-2022 (FA: 2023),24,1,"$3,986,000","$3,986,000"
33,A.J. Green,2022-2022 (FA: 2023),33,1,"$3,500,000","$3,500,000"
20,Jakeem Grant,2022-2024 (FA: 2025),29,3,"$10,000,000","$3,333,333"
34,JuJu Smith-Schuster,2022-2022 (FA: 2023),25,1,"$3,250,000","$3,250,000"
22,Tre'quan Smith,2022-2023 (FA: 2024),26,2,"$6,000,000","$3,000,000"
22,Josh Reynolds,2022-2023 (FA: 2024),27,2,"$6,000,000","$3,000,000"
35,Matthew Slater,2022-2022 (FA: 2023),36,1,"$2,622,500","$2,622,500"
36,Cam Sims,2022-2022 (FA: 2023),26,1,"$2,590,000","$2,590,000"
24,Kalif Raymond,2022-2023 (FA: 2024),27,2,"$5,000,000","$2,500,000"
94,Olamide Zaccheaus,2022-2022 (FA: 2023),24,1,"$2,433,000","$2,433,000"
94,Ashton Dulin,2022-2022 (FA: 2023),24,1,"$2,433,000","$2,433,000"
25,Isaiah McKenzie,2022-2023 (FA: 2024),26,2,"$4,400,000","$2,200,000"
26,Gunner Olszewski,2022-2023 (FA: 2024),25,2,"$4,200,000","$2,100,000"
28,Ray-Ray McCloud,2022-2023 (FA: 2024),25,2,"$4,000,000","$2,000,000"
97,Jamison Crowder,2022-2022 (FA: 2023),28,1,"$2,000,000","$2,000,000"
97,Mack Hollins,2022-2022 (FA: 2023),28,1,"$2,000,000","$2,000,000"
97,Chris Conley,2022-2022 (FA: 2023),29,1,"$2,000,000","$2,000,000"
100,Sammy Watkins,2022-2022 (FA: 2023),28,1,"$1,850,000","$1,850,000"
32,Ty Montgomery,2022-2023 (FA: 2024),29,2,"$3,600,000","$1,800,000"
109,Andre Roberts,2022-2022 (FA: 2023),34,1,"$1,750,000","$1,750,000"
121,Zach Pascal,2022-2022 (FA: 2023),27,1,"$1,500,000","$1,500,000"
122,Preston Williams,2022-2022 (FA: 2023),24,1,"$1,490,000","$1,490,000"
123,Breshad Perriman,2022-2022 (FA: 2023),28,1,"$1,272,500","$1,272,500"
124,Brandon Zylstra,2022-2022 (FA: 2023),28,1,"$1,187,500","$1,187,500"
124,Rashard Higgins,2022-2022 (FA: 2023),27,1,"$1,187,500","$1,187,500"
124,Noah Brown,2022-2022 (FA: 2023),26,1,"$1,187,500","$1,187,500"
124,Trent Sherfield,2022-2022 (FA: 2023),26,1,"$1,187,500","$1,187,500"
124,Damiere Byrd,2022-2022 (FA: 2023),29,1,"$1,187,500","$1,187,500"
124,Jake Kumerow,2022-2022 (FA: 2023),30,1,"$1,187,500","$1,187,500"
124,Laquon Treadwell,2022-2022 (FA: 2023),26,1,"$1,187,500","$1,187,500"
124,James Washington,2022-2022 (FA: 2023),25,1,"$1,187,500","$1,187,500"
124,Demarcus Robinson,2022-2022 (FA: 2023),27,1,"$1,187,500","$1,187,500"
124,Chris Moore,2022-2022 (FA: 2023),28,1,"$1,187,500","$1,187,500"
96,Stanley Morgan,2022-2023 (FA: 2024),25,2,"$2,295,000","$1,147,500"
134,Deandre Carter,2022-2022 (FA: 2023),28,1,"$1,135,000","$1,135,000"
134,Trent Taylor,2022-2022 (FA: 2023),27,1,"$1,135,000","$1,135,000"
136,Mike Thomas,2022-2022 (FA: 2023),27,1,"$1,120,000","$1,120,000"
136,Josh Gordon,2022-2022 (FA: 2023),30,1,"$1,120,000","$1,120,000"
136,Auden Tate,2022-2022 (FA: 2023),25,1,"$1,120,000","$1,120,000"
139,Malik Turner,2022-2022 (FA: 2023),26,1,"$1,110,000","$1,110,000"
140,Khadarel Hodge,2022-2022 (FA: 2023),27,1,"$1,070,000","$1,070,000"
141,Richie James,2022-2022 (FA: 2023),26,1,"$1,065,000","$1,065,000"
141,Daesean Hamilton,2022-2022 (FA: 2023),27,1,"$1,065,000","$1,065,000"
143,Anthony Miller,2022-2022 (FA: 0),27,1,"$1,035,000","$1,035,000"
143,Jordan Matthews,2022-2022 (FA: 0),29,1,"$1,035,000","$1,035,000"
143,Justin Watson,2022-2022 (FA: 2023),26,1,"$1,035,000","$1,035,000"
143,David Moore,2022-2022 (FA: 2023),27,1,"$1,035,000","$1,035,000"
143,Cody Core,2022-2022 (FA: 0),27,1,"$1,035,000","$1,035,000"
143,Kevin White,2022-2022 (FA: 0),28,1,"$1,035,000","$1,035,000"
143,Marcus Johnson,2022-2022 (FA: 2023),27,1,"$1,035,000","$1,035,000"
143,Brandon Powell,2022-2022 (FA: 2023),25,1,"$1,035,000","$1,035,000"
151,Greg Ward,2022-2022 (FA: 2023),26,1,"$1,000,000","$1,000,000"
152,C.J. Board,2022-2022 (FA: 2023),28,1,"$990,000","$990,000"
153,Corey Coleman,2022-2022 (FA: 2023),27,1,"$965,000","$965,000"
153,Javon Wims,2022-2022 (FA: 2023),27,1,"$965,000","$965,000"
153,Daurice Fountain,2022-2022 (FA: 2023),26,1,"$965,000","$965,000"
153,Equanimeous St. Brown,2022-2022 (FA: 2023),25,1,"$965,000","$965,000"
153,River Cracraft,2022-2022 (FA: 0),27,1,"$965,000","$965,000"
153,Keke Coutee,2022-2022 (FA: 0),24,1,"$965,000","$965,000"
153,Josh Malone,2022-2022 (FA: 2023),25,1,"$965,000","$965,000"
153,Vyncint Smith,2022-2022 (FA: 2023),25,1,"$965,000","$965,000"
153,Nsimba Webster,2022-2022 (FA: 0),25,1,"$965,000","$965,000"
153,Jalen Guyton,2022-2022 (FA: 2023),24,1,"$965,000","$965,000"
153,Robert Foster,2022-2022 (FA: 0),27,1,"$965,000","$965,000"
153,Robert Foster,2022-2022 (FA: 2023),27,1,"$965,000","$965,000"
165,Juwan Johnson,2022-2022 (FA: 2023),25,1,"$895,000","$895,000"
