rank,player-name,year signed,age,year 2,value,average/year
1,"Odell Beckham, Jr.",2018-2023 (FA: 2024),25,5,"$90,000,000","$18,000,000"
2,Mike Evans,2018-2023 (FA: 2024),24,5,"$82,500,000","$16,500,000"
3,Brandin Cooks,2018-2022 (FA: 2023),24,5,"$81,000,000","$16,200,000"
6,Sammy Watkins,2018-2020 (FA: 2021),24,3,"$48,000,000","$16,000,000"
15,Jarvis Landry,2018-2018 (FA: 2019),25,1,"$15,982,000","$15,982,000"
4,Jarvis Landry,2018-2022 (FA: 2023),25,5,"$75,500,000","$15,100,000"
5,Stefon Diggs,2018-2023 (FA: 2024),24,5,"$72,000,000","$14,400,000"
7,Allen Robinson,2018-2020 (FA: 2021),24,3,"$42,000,000","$14,000,000"
10,Tyler Lockett,2018-2021 (FA: 2022),25,3,"$30,750,000","$10,250,000"
21,Donte Moncrief,2018-2018 (FA: 2019),24,1,"$9,600,000","$9,600,000"
9,Marqise Lee,2018-2021 (FA: 2022),26,4,"$34,000,000","$8,500,000"
8,Paul Richardson,2018-2022 (FA: 2023),25,5,"$40,000,000","$8,000,000"
12,Albert Wilson,2018-2020 (FA: 2021),25,3,"$24,000,000","$8,000,000"
23,Rishard Matthews,2018-2019 (FA: 2020),28,1,"$7,750,000","$7,750,000"
16,Jordy Nelson,2018-2019 (FA: 2020),32,2,"$14,200,000","$7,100,000"
13,Michael Crabtree,2018-2020 (FA: 2021),30,3,"$21,000,000","$7,000,000"
25,Tavon Austin,2018-2018 (FA: 2019),27,1,"$7,000,000","$7,000,000"
11,Taylor Gabriel,2018-2021 (FA: 2022),27,4,"$26,000,000","$6,500,000"
14,Marquise Goodwin,2018-2022 (FA: 2023),27,3,"$19,250,000","$6,416,667"
17,Danny Amendola,2018-2019 (FA: 2020),32,2,"$12,000,000","$6,000,000"
17,Allen Hurns,2018-2019 (FA: 2020),26,2,"$12,000,000","$6,000,000"
33,John Brown,2018-2018 (FA: 2019),27,1,"$5,000,000","$5,000,000"
33,Ryan Grant,2018-2018 (FA: 2019),27,1,"$5,000,000","$5,000,000"
22,Cameron Meredith,2018-2019 (FA: 2020),25,2,"$9,500,000","$4,750,000"
37,Terrelle Pryor,2018-2018 (FA: 2019),28,1,"$4,500,000","$4,500,000"
39,Mike Wallace,2018-2018 (FA: 2019),31,1,"$4,000,000","$4,000,000"
25,Willie Snead,2018-2019 (FA: 2020),25,2,"$7,000,000","$3,500,000"
46,Quincy Enunwa,2018-2018 (FA: 0),25,1,"$2,914,000","$2,914,000"
46,Tyrell Williams,2018-2018 (FA: 2019),26,1,"$2,914,000","$2,914,000"
46,Adam Humphries,2018-2018 (FA: 2019),24,1,"$2,914,000","$2,914,000"
19,D.J. Moore,2018-2022 (FA: 2023),21,4,"$11,171,316","$2,792,829"
30,Jaron Brown,2018-2019 (FA: 2020),28,2,"$5,500,000","$2,750,000"
20,Calvin Ridley,2018-2023 (FA: 2024),23,4,"$10,900,711","$2,725,178"
32,Matthew Slater,2018-2019 (FA: 2020),32,2,"$5,200,000","$2,600,000"
24,Jarius Wright,2018-2020 (FA: 2021),28,3,"$7,500,000","$2,500,000"
69,Cody Latimer,2018-2018 (FA: 2019),25,1,"$2,500,000","$2,500,000"
35,Alex Erickson,2018-2020 (FA: 2021),25,2,"$4,680,000","$2,340,000"
70,Josh Bellamy,2018-2018 (FA: 2019),28,1,"$1,907,000","$1,907,000"
70,Martavis Bryant,2018-2018 (FA: 2019),26,1,"$1,907,000","$1,907,000"
70,TJ Jones,2018-2018 (FA: 2019),25,1,"$1,907,000","$1,907,000"
70,Willie Snead,2018-2018 (FA: 2019),25,1,"$1,907,000","$1,907,000"
70,Cameron Meredith,2018-2018 (FA: 2019),25,1,"$1,907,000","$1,907,000"
75,Eric Decker,2018-2018 (FA: 2019),31,1,"$1,900,000","$1,900,000"
76,Deonte Thompson,2018-2018 (FA: 2019),29,1,"$1,800,000","$1,800,000"
77,Brandon LaFell,2018-2018 (FA: 2019),31,1,"$1,750,000","$1,750,000"
27,Courtland Sutton,2018-2021 (FA: 2022),22,4,"$6,841,920","$1,710,480"
28,Dante Pettis,2018-2021 (FA: 2022),22,4,"$6,400,558","$1,600,140"
174,Charles Johnson,2018-2018 (FA: 2019),29,1,"$1,500,000","$1,500,000"
29,Christian Kirk,2018-2021 (FA: 2022),21,4,"$5,894,867","$1,473,717"
31,Anthony Miller,2018-2021 (FA: 2022),23,4,"$5,353,700","$1,338,425"
59,Brice Butler,2018-2019 (FA: 2020),28,2,"$2,600,000","$1,300,000"
179,Jeff Janis,2018-2018 (FA: 2019),26,1,"$1,250,000","$1,250,000"
179,Dez Bryant,2018-2018 (FA: 2019),30,1,"$1,250,000","$1,250,000"
179,Russell Shepard,2018-2018 (FA: 2019),27,1,"$1,250,000","$1,250,000"
179,Bruce Ellington,2018-2018 (FA: 2019),26,1,"$1,250,000","$1,250,000"
36,James Washington,2018-2021 (FA: 2022),22,4,"$4,501,345","$1,125,336"
38,DJ Chark,2018-2021 (FA: 2022),21,4,"$4,447,229","$1,111,807"
241,Brandon Marshall,2018-2018 (FA: 2019),34,1,"$1,015,000","$1,015,000"
241,Brandon Tate,2018-2018 (FA: 2019),30,1,"$1,015,000","$1,015,000"
243,Andre Roberts,2018-2018 (FA: 2019),30,1,"$1,005,000","$1,005,000"
243,Dwayne Harris,2018-2018 (FA: 2019),30,1,"$1,005,000","$1,005,000"
245,Kendall Wright,2018-2018 (FA: 2019),28,1,"$1,000,000","$1,000,000"
245,Jordan Matthews,2018-2018 (FA: 2019),25,1,"$1,000,000","$1,000,000"
245,Bennie Fowler,2018-2018 (FA: 2019),26,1,"$1,000,000","$1,000,000"
245,Brandon Coleman,2018-2018 (FA: 2019),25,1,"$1,000,000","$1,000,000"
250,Jeremy Kerley,2018-2018 (FA: 2019),29,1,"$960,000","$960,000"
251,Rishard Matthews,2018-2018 (FA: 2019),28,1,"$915,000","$915,000"
40,Michael Gallup,2018-2021 (FA: 2022),22,4,"$3,523,980","$880,995"
252,Brian Quick,2018-2018 (FA: 2019),28,1,"$880,000","$880,000"
252,Markus Wheaton,2018-2018 (FA: 2019),27,1,"$880,000","$880,000"
252,Tavarres King,2018-2018 (FA: 2019),27,1,"$880,000","$880,000"
252,De'Anthony Thomas,2018-2018 (FA: 2019),25,1,"$880,000","$880,000"
256,Justin Hunter,2018-2018 (FA: 2019),26,1,"$870,000","$870,000"
41,Tre'quan Smith,2018-2021 (FA: 2022),22,4,"$3,420,524","$855,131"
257,Geremy Davis,2018-2018 (FA: 2019),26,1,"$820,000","$820,000"
172,Brice Butler,2018-2019 (FA: 2020),28,2,"$1,595,000","$797,500"
172,Brice Butler,2018-2019 (FA: 2020),28,2,"$1,595,000","$797,500"
42,Keke Coutee,2018-2021 (FA: 2022),21,4,"$3,189,026","$797,257"
43,Antonio Callaway,2018-2021 (FA: 2022),21,4,"$3,177,853","$794,463"
258,Rod Streater,2018-2018 (FA: 2019),29,1,"$790,000","$790,000"
258,Josh Gordon,2018-2018 (FA: 2019),26,1,"$790,000","$790,000"
