rank,player-name,year signed,age,year 2,value,average/year
1,Calvin Johnson,2012-2019 (FA: 2020),26,7,"$113,450,000","$16,207,143"
2,Vincent Jackson,2012-2016 (FA: 2017),29,5,"$55,555,555","$11,111,111"
20,Dwayne Bowe,2012-2012 (FA: 2013),27,1,"$9,515,000","$9,515,000"
20,Wes Welker,2012-2012 (FA: 2013),30,1,"$9,515,000","$9,515,000"
3,DeSean Jackson,2012-2016 (FA: 2017),25,5,"$47,000,000","$9,400,000"
22,DeSean Jackson,2012-2012 (FA: 2013),25,1,"$9,400,000","$9,400,000"
4,Pierre Garcon,2012-2016 (FA: 2017),25,5,"$42,500,000","$8,500,000"
5,Antonio Brown,2012-2017 (FA: 2018),24,5,"$41,960,000","$8,392,000"
9,Steve Smith,2012-2016 (FA: 2017),32,4,"$30,000,000","$7,500,000"
6,Marques Colston,2012-2016 (FA: 2017),28,5,"$36,300,000","$7,260,000"
7,Stevie Johnson,2012-2016 (FA: 2017),25,5,"$36,250,000","$7,250,000"
8,Laurent Robinson,2012-2016 (FA: 2017),26,5,"$32,500,000","$6,500,000"
10,Robert Meachem,2012-2015 (FA: 2016),27,4,"$25,900,000","$6,475,000"
12,Reggie Wayne,2012-2014 (FA: 2015),33,3,"$17,500,000","$5,833,333"
17,Josh Morgan,2012-2013 (FA: 2014),26,2,"$11,500,000","$5,750,000"
11,Justin Blackmon,2012-2015 (FA: 2016),22,4,"$18,512,010","$4,628,003"
13,Eddie Royal,2012-2014 (FA: 2015),25,3,"$13,500,000","$4,500,000"
15,Brandon Lloyd,2012-2014 (FA: 2015),30,3,"$12,000,000","$4,000,000"
16,Malcom Floyd,2012-2015 (FA: 2016),31,3,"$11,550,000","$3,850,000"
24,Mario Manningham,2012-2013 (FA: 2014),25,2,"$7,375,000","$3,687,500"
27,Jacoby Jones,2012-2013 (FA: 2014),27,2,"$6,500,000","$3,250,000"
14,Harry Douglas,2012-2015 (FA: 2016),26,4,"$12,500,000","$3,125,000"
40,Mike Wallace,2012-2012 (FA: 2013),26,1,"$2,742,000","$2,742,000"
18,Mike Thomas,2012-2015 (FA: 2016),24,4,"$10,210,000","$2,552,500"
50,Steve Smith,2012-2012 (FA: 2013),26,1,"$2,500,000","$2,500,000"
50,Randy Moss,2012-2012 (FA: 2013),34,1,"$2,500,000","$2,500,000"
19,Michael Floyd,2012-2016 (FA: 2017),22,4,"$9,971,500","$2,492,875"
25,Lavelle Hawkins,2012-2014 (FA: 2015),25,3,"$7,200,000","$2,400,000"
53,Donald Driver,2012-2012 (FA: 2013),36,1,"$2,300,000","$2,300,000"
23,Kendall Wright,2012-2016 (FA: 2017),22,4,"$8,218,452","$2,054,613"
34,Early Doucet,2012-2013 (FA: 2014),26,2,"$4,000,000","$2,000,000"
67,Jerome Simpson,2012-2012 (FA: 2013),26,1,"$2,000,000","$2,000,000"
68,Danny Amendola,2012-2012 (FA: 2013),26,1,"$1,972,000","$1,972,000"
28,Matthew Slater,2012-2014 (FA: 0),26,3,"$5,400,000","$1,800,000"
26,A.J.  Jenkins,2012-2015 (FA: 2016),22,4,"$6,947,533","$1,736,883"
37,Jerricho Cotchery,2012-2013 (FA: 2014),29,2,"$3,000,000","$1,500,000"
74,Lee Evans,2012-2012 (FA: 2013),31,1,"$1,496,875","$1,496,875"
33,Eric Weems,2012-2014 (FA: 2015),26,3,"$4,240,000","$1,413,333"
168,Ted Ginn Jr.,2012-2012 (FA: 2013),26,1,"$1,375,000","$1,375,000"
29,Brian Quick,2012-2015 (FA: 2016),23,4,"$5,386,599","$1,346,650"
30,Josh Gordon,2012-2017 (FA: 2018),21,4,"$5,341,648","$1,335,412"
172,Deion Branch,2012-2012 (FA: 2013),32,1,"$1,325,000","$1,325,000"
177,Matt Willis,2012-2012 (FA: 2013),28,1,"$1,260,000","$1,260,000"
31,Stephen Hill,2012-2015 (FA: 2016),21,4,"$4,712,345","$1,178,086"
53,Jabar Gaffney,2012-2013 (FA: 2014),31,2,"$2,300,000","$1,150,000"
32,Alshon Jeffery,2012-2015 (FA: 2016),22,4,"$4,547,830","$1,136,958"
184,Terrell Owens,2012-2012 (FA: 2013),38,1,"$990,000","$990,000"
186,Chad Johnson,2012-2012 (FA: 2013),34,1,"$925,000","$925,000"
186,Brandon Stokley,2012-2012 (FA: 2013),35,1,"$925,000","$925,000"
186,Plaxico Burress,2012-2012 (FA: 2013),35,1,"$925,000","$925,000"
186,Jabar Gaffney,2012-2012 (FA: 2013),31,1,"$925,000","$925,000"
35,Ryan Broyles,2012-2015 (FA: 2016),24,4,"$3,678,500","$919,625"
69,Andre Caldwell,2012-2013 (FA: 2014),26,2,"$1,800,000","$900,000"
191,Braylon Edwards,2012-2012 (FA: 2013),28,1,"$890,000","$890,000"
191,Kassim Osgood,2012-2012 (FA: 2013),31,1,"$890,000","$890,000"
193,Donte Stallworth,2012-2012 (FA: 2013),31,1,"$875,000","$875,000"
204,Rashied Davis,2012-2012 (FA: 2013),33,1,"$825,000","$825,000"
204,Donte Stallworth,2012-2012 (FA: 2013),31,1,"$825,000","$825,000"
204,Bryant Johnson,2012-2012 (FA: 2013),30,1,"$825,000","$825,000"
36,Rueben Randle,2012-2015 (FA: 2016),21,4,"$3,291,930","$822,983"
73,Preston Parker,2012-2013 (FA: 2014),25,2,"$1,590,000","$795,000"
210,Chaz Schilens,2012-2012 (FA: 2013),26,1,"$765,000","$765,000"
