rank,player-name,year signed,age,year 2,value,average/year
19,Antonio Bryant,2009-2009 (FA: 2010),27,1,"$9,884,000","$9,884,000"
5,Lee Evans,2009-2012 (FA: 2013),27,4,"$37,250,000","$9,312,500"
1,Roy Williams,2009-2013 (FA: 2014),26,5,"$45,000,000","$9,000,000"
3,T.J. Houshmandzadeh,2009-2013 (FA: 2014),31,5,"$40,000,000","$8,000,000"
4,Darrius Heyward-Bey,2009-2013 (FA: 2014),22,5,"$38,250,000","$7,650,000"
2,Roddy White,2009-2014 (FA: 0),27,6,"$42,720,000","$7,120,000"
7,Laveranues Coles,2009-2012 (FA: 2013),31,4,"$27,500,000","$6,875,000"
8,Greg Jennings,2009-2012 (FA: 2013),25,4,"$26,885,000","$6,721,250"
12,Torry Holt,2009-2010 (FA: 2011),32,3,"$20,000,000","$6,666,667"
22,Terrell Owens,2009-2009 (FA: 2010),35,1,"$6,250,000","$6,250,000"
6,Michael Crabtree,2009-2014 (FA: 2015),22,6,"$32,000,000","$5,333,333"
10,Michael Clayton,2009-2013 (FA: 2014),26,5,"$26,000,000","$5,200,000"
11,Hines Ward,2009-2013 (FA: 2014),33,5,"$24,850,000","$4,970,000"
9,Nate Washington,2009-2014 (FA: 2015),25,6,"$26,800,000","$4,466,667"
13,Brandon Jones,2009-2013 (FA: 2014),26,5,"$16,500,000","$3,300,000"
16,Devery Henderson,2009-2012 (FA: 2013),26,4,"$12,000,000","$3,000,000"
21,Bryant Johnson,2009-2011 (FA: 2012),27,3,"$9,000,000","$3,000,000"
14,Jeremy Maclin,2009-2013 (FA: 2014),21,5,"$14,375,000","$2,875,000"
18,Jabar Gaffney,2009-2012 (FA: 2013),28,4,"$10,000,000","$2,500,000"
15,Percy Harvin,2009-2013 (FA: 2014),21,5,"$12,050,000","$2,410,000"
17,Hakeem Nicks,2009-2013 (FA: 2014),21,5,"$11,075,000","$2,215,000"
23,Greg Camarillo,2009-2011 (FA: 2012),26,3,"$6,000,000","$2,000,000"
20,Kenny Britt,2009-2013 (FA: 2014),20,5,"$9,150,010","$1,830,002"
52,Joey Galloway,2009-2009 (FA: 2010),37,1,"$1,750,000","$1,750,000"
56,Malcom Floyd,2009-2009 (FA: 2010),27,1,"$1,545,000","$1,545,000"
56,Lance Moore,2009-2009 (FA: 2010),25,1,"$1,545,000","$1,545,000"
56,Miles Austin,2009-2009 (FA: 2010),24,1,"$1,545,000","$1,545,000"
56,Sam Hurd,2009-2009 (FA: 2010),23,1,"$1,545,000","$1,545,000"
25,David Anderson,2009-2011 (FA: 2012),25,3,"$4,510,000","$1,503,333"
24,Brian Robiskie,2009-2012 (FA: 2013),21,4,"$4,910,750","$1,227,688"
62,Demetrius Williams,2009-2009 (FA: 2010),25,1,"$1,010,000","$1,010,000"
62,Ruvell Martin,2009-2009 (FA: 2010),26,1,"$1,010,000","$1,010,000"
26,Mohamed Massaquoi,2009-2012 (FA: 2013),22,4,"$3,635,705","$908,926"
45,Mark Jones,2009-2010 (FA: 2011),28,2,"$1,800,000","$900,000"
27,Limas Sweed,2009-2011 (FA: 2012),23,4,"$3,265,000","$816,250"
68,Brandon Lloyd,2009-2009 (FA: 2010),27,1,"$670,000","$670,000"
28,Juaquin Iglesias,2009-2009 (FA: 2010),21,4,"$2,556,664","$639,166"
29,Brandon Tate,2009-2012 (FA: 2013),21,4,"$2,505,000","$626,250"
30,Ramses Barden,2009-2012 (FA: 2013),23,4,"$2,481,156","$620,289"
69,David Tyree,2009-2009 (FA: 2010),28,1,"$620,000","$620,000"
69,Kelley Washington,2009-2009 (FA: 2010),29,1,"$620,000","$620,000"
69,Ernest Wilford,2009-2009 (FA: 2010),29,1,"$620,000","$620,000"
69,Terrance Copper,2009-2009 (FA: 2010),26,1,"$620,000","$620,000"
31,Patrick Turner,2009-2012 (FA: 2013),21,4,"$2,464,300","$616,075"
32,Deon Butler,2009-2012 (FA: 2013),23,4,"$2,430,750","$607,688"
51,Derrick Williams,2009-2011 (FA: 2012),23,3,"$1,756,000","$585,333"
53,Mike Wallace,2009-2011 (FA: 2012),22,3,"$1,740,500","$580,167"
33,Mike Thomas,2009-2012 (FA: 2013),21,4,"$2,257,450","$564,363"
34,Brian Hartline,2009-2012 (FA: 2013),22,4,"$2,254,975","$563,744"
35,Louis Murphy,2009-2012 (FA: 2013),22,4,"$2,198,000","$549,500"
36,Austin Collie,2009-2012 (FA: 2013),23,4,"$2,187,555","$546,889"
73,Ruvell Martin,2009-2009 (FA: 2010),26,1,"$535,000","$535,000"
73,Courtney Roby,2009-2009 (FA: 2010),25,1,"$535,000","$535,000"
73,Roydell Williams,2009-2009 (FA: 2010),28,1,"$535,000","$535,000"
37,Johnny Knox,2009-2012 (FA: 2013),22,4,"$1,954,000","$488,500"
38,Kenny McKinley,2009-2012 (FA: 2013),22,4,"$1,950,200","$487,550"
39,Jarett Dillard,2009-2012 (FA: 2013),23,4,"$1,942,000","$485,500"
40,Brooks Foster,2009-2012 (FA: 2013),23,4,"$1,925,571","$481,393"
76,Tiquan Underwood,2009-2011 (FA: 2012),21,1,"$480,000","$480,000"
41,Brandon Gibson,2009-2012 (FA: 2013),21,4,"$1,850,000","$462,500"
77,David Clowney,2009-2009 (FA: 2010),23,1,"$460,000","$460,000"
42,Dominique Edison,2009-2012 (FA: 2013),22,4,"$1,830,600","$457,650"
43,Demetrius Byrd,2009-2012 (FA: 2013),23,4,"$1,805,000","$451,250"
44,Manuel Johnson,2009-2012 (FA: 2013),22,4,"$1,801,750","$450,438"
46,Julian Edelman,2009-2012 (FA: 2013),23,4,"$1,798,700","$449,675"
47,Sammie Stroughter,2009-2012 (FA: 2013),23,4,"$1,798,270","$449,568"
48,Derek Kinder,2009-2012 (FA: 2009),23,4,"$1,787,600","$446,900"
49,Freddie Brown,2009-2009 (FA: 2009),22,4,"$1,787,500","$446,875"
50,Tiquan Underwood,2009-2012 (FA: 2013),21,4,"$1,786,546","$446,637"
54,Marko Mitchell,2009-2012 (FA: 2013),23,4,"$1,739,500","$434,875"
64,Dallas Baker,2009-2010 (FA: 2011),26,2,"$855,000","$427,500"
60,Quinten Lawrence,2009-2011 (FA: 2012),24,3,"$1,275,000","$425,000"
55,Dexter Jackson,2009-2011 (FA: 2012),22,4,"$1,689,000","$422,250"
61,Danny Amendola,2009-2011 (FA: 2012),23,3,"$1,230,000","$410,000"
78,Ben Obomanu,2009-2009 (FA: 2010),25,1,"$385,000","$385,000"
65,Tom Nelson,2009-2010 (FA: 2011),22,2,"$760,000","$380,000"
66,Maurice Price,2009-2010 (FA: 2011),23,2,"$710,000","$355,000"
67,Jaymar Johnson,2009-2010 (FA: 2011),24,2,"$705,000","$352,500"
79,Nate Hughes,2009-2009 (FA: 2010),23,1,"$310,000","$310,000"
79,Stefan Logan,2009-2009 (FA: 2010),27,1,"$310,000","$310,000"
