rank,player-name,year signed,age,year 2,value,average/year
2,Mike Wallace,2013-2017 (FA: 2018),26,5,"$60,000,000","$12,000,000"
3,Dwayne Bowe,2013-2017 (FA: 2018),28,5,"$56,000,000","$11,200,000"
1,Percy Harvin,2013-2018 (FA: 2019),24,6,"$64,245,000","$10,707,500"
4,Greg Jennings,2013-2017 (FA: 2018),29,5,"$45,000,000","$9,000,000"
5,Victor Cruz,2013-2018 (FA: 2019),26,5,"$43,000,000","$8,600,000"
9,Santonio Holmes,2013-2015 (FA: 2016),28,3,"$25,250,000","$8,416,667"
6,Mike Williams,2013-2018 (FA: 2019),26,5,"$39,620,000","$7,924,000"
7,Brian Hartline,2013-2017 (FA: 2018),26,5,"$30,775,000","$6,155,000"
11,Wes Welker,2013-2014 (FA: 2015),31,2,"$12,000,000","$6,000,000"
8,Danny Amendola,2013-2017 (FA: 2018),27,5,"$28,500,000","$5,700,000"
12,Brandon Gibson,2013-2015 (FA: 2016),25,3,"$9,780,000","$3,260,000"
10,Tavon Austin,2013-2017 (FA: 2018),23,4,"$12,751,002","$3,187,751"
13,Davone Bess,2013-2016 (FA: 2017),27,3,"$8,817,999","$2,939,333"
21,Victor Cruz,2013-2013 (FA: 2014),26,1,"$2,879,000","$2,879,000"
14,Donnie Avery,2013-2015 (FA: 2016),28,3,"$8,550,000","$2,850,000"
32,Darrius Heyward-Bey,2013-2013 (FA: 2014),26,1,"$2,500,000","$2,500,000"
32,Emmanuel Sanders,2013-2013 (FA: 2014),25,1,"$2,500,000","$2,500,000"
47,Jerome Simpson,2013-2013 (FA: 2014),27,1,"$2,100,000","$2,100,000"
15,DeAndre Hopkins,2013-2017 (FA: 2018),21,4,"$7,626,702","$1,906,676"
16,Justin Hunter,2013-2016 (FA: 2017),22,4,"$5,424,148","$1,356,037"
26,Brad Smith,2013-2014 (FA: 2015),29,2,"$2,700,000","$1,350,000"
149,Emmanuel Sanders,2013-2013 (FA: 2014),25,1,"$1,323,000","$1,323,000"
149,Danario Alexander,2013-2013 (FA: 2014),24,1,"$1,323,000","$1,323,000"
29,Kevin Ogletree,2013-2014 (FA: 2015),25,2,"$2,600,000","$1,300,000"
18,Donald Jones,2013-2013 (FA: 2014),25,3,"$3,710,000","$1,236,667"
17,Robert Woods,2013-2016 (FA: 2017),21,4,"$4,866,769","$1,216,692"
160,Domenik Hixon,2013-2013 (FA: 2014),28,1,"$1,162,500","$1,162,500"
161,Ted Ginn Jr.,2013-2013 (FA: 2014),27,1,"$1,100,000","$1,100,000"
162,Brandon Stokley,2013-2013 (FA: 2014),37,1,"$1,050,000","$1,050,000"
172,Kevin Walter,2013-2013 (FA: 2014),31,1,"$1,005,000","$1,005,000"
172,Plaxico Burress,2013-2013 (FA: 2014),35,1,"$1,005,000","$1,005,000"
175,Brandon Tate,2013-2013 (FA: 2014),25,1,"$966,000","$966,000"
176,Kassim Osgood,2013-2013 (FA: 2014),33,1,"$940,000","$940,000"
48,David Reed,2013-2014 (FA: 2015),25,2,"$1,860,000","$930,000"
177,Courtney Roby,2013-2013 (FA: 2014),30,1,"$905,000","$905,000"
49,Lavelle Hawkins,2013-2014 (FA: 2015),26,2,"$1,790,000","$895,000"
212,Joshua Cribbs,2013-2013 (FA: 2014),29,1,"$865,000","$865,000"
19,Aaron Dobson,2013-2016 (FA: 2017),21,4,"$3,428,370","$857,093"
213,Michael Jenkins,2013-2013 (FA: 2014),30,1,"$855,000","$855,000"
52,Mohamed Massaquoi,2013-2014 (FA: 2015),26,2,"$1,700,000","$850,000"
214,Devery Henderson,2013-2013 (FA: 2014),31,1,"$840,000","$840,000"
214,Derek Hagan,2013-2013 (FA: 2014),28,1,"$840,000","$840,000"
214,Joshua Cribbs,2013-2013 (FA: 2014),29,1,"$840,000","$840,000"
214,Braylon Edwards,2013-2013 (FA: 2014),30,1,"$840,000","$840,000"
214,Donte Stallworth,2013-2013 (FA: 2014),32,1,"$840,000","$840,000"
219,Arrelious Benn,2013-2013 (FA: 2014),24,1,"$830,000","$830,000"
220,Steve Smith,2013-2013 (FA: 2014),27,1,"$780,000","$780,000"
220,Ramses Barden,2013-2013 (FA: 2014),26,1,"$780,000","$780,000"
220,Louis Murphy,2013-2013 (FA: 2014),25,1,"$780,000","$780,000"
220,Micheal Spurlock,2013-2013 (FA: 2014),30,1,"$780,000","$780,000"
220,Deon Butler,2013-2013 (FA: 2014),27,1,"$780,000","$780,000"
225,Julian Edelman,2013-2013 (FA: 2014),26,1,"$765,000","$765,000"
20,Terrance Williams,2013-2016 (FA: 2017),23,4,"$2,896,972","$724,243"
226,Steve Breaston,2013-2013 (FA: 2014),29,1,"$715,000","$715,000"
226,Devin Thomas,2013-2013 (FA: 2014),26,1,"$715,000","$715,000"
226,Lavelle Hawkins,2013-2013 (FA: 2014),27,1,"$715,000","$715,000"
226,Lavelle Hawkins,2013-2013 (FA: 2014),27,1,"$715,000","$715,000"
226,Ben Obomanu,2013-2013 (FA: 2014),29,1,"$715,000","$715,000"
226,Early Doucet,2013-2013 (FA: 2014),27,1,"$715,000","$715,000"
226,Robert Meachem,2013-2013 (FA: 2014),28,1,"$715,000","$715,000"
226,Devin Aromashodu,2013-2013 (FA: 2014),29,1,"$715,000","$715,000"
226,Mohamed Massaquoi,2013-2013 (FA: 2014),26,1,"$715,000","$715,000"
226,Brian Robiskie,2013-2013 (FA: 2014),25,1,"$715,000","$715,000"
226,Matt Willis,2013-2013 (FA: 2014),29,1,"$715,000","$715,000"
226,Austin Collie,2013-2013 (FA: 2014),27,1,"$715,000","$715,000"
226,Austin Collie,2013-2013 (FA: 2014),27,1,"$715,000","$715,000"
226,Micheal Spurlock,2013-2013 (FA: 2014),29,1,"$715,000","$715,000"
226,Kevin Ogletree,2013-2013 (FA: 2014),25,1,"$715,000","$715,000"
22,Marquise Goodwin,2013-2016 (FA: 2017),22,4,"$2,853,876","$713,469"
23,Keenan Allen,2013-2016 (FA: 2017),21,4,"$2,813,800","$703,450"
24,Markus Wheaton,2013-2016 (FA: 2017),22,4,"$2,811,376","$702,844"
25,Stedman Bailey,2013-2017 (FA: 2018),22,4,"$2,736,102","$684,026"
148,Nick Miller,2013-2014 (FA: 2015),25,2,"$1,360,000","$680,000"
27,Ace  Sanders,2013-2016 (FA: 2017),21,4,"$2,641,448","$660,362"
28,Josh Boyce,2013-2016 (FA: 2017),22,4,"$2,637,000","$659,250"
151,Jordan Shipley,2013-2014 (FA: 2015),27,2,"$1,315,000","$657,500"
30,Chris Harper,2013-2016 (FA: 2017),0,4,"$2,572,560","$643,140"
31,Quinton Patton,2013-2016 (FA: 2017),22,4,"$2,551,500","$637,875"
241,Richard Goodman,2013-2013 (FA: 2014),25,1,"$630,000","$630,000"
241,Brett Swain,2013-2013 (FA: 2014),27,1,"$630,000","$630,000"
241,Anthony Armstrong,2013-2013 (FA: 2014),30,1,"$630,000","$630,000"
241,Armanti Edwards,2013-2013 (FA: 2014),24,1,"$630,000","$630,000"
241,Seyi Ajirotutu,2013-2013 (FA: 2014),25,1,"$630,000","$630,000"
241,Tom Nelson,2013-2013 (FA: 2014),26,1,"$630,000","$630,000"
241,Jordan Norwood,2013-2013 (FA: 2014),26,1,"$630,000","$630,000"
241,Marlon Moore,2013-2013 (FA: 2014),25,1,"$630,000","$630,000"
152,Carlton Mitchell,2013-2014 (FA: 2015),24,2,"$1,200,000","$600,000"
152,Terrence Austin,2013-2014 (FA: 2015),24,2,"$1,200,000","$600,000"
152,David Nelson,2013-2014 (FA: 2015),26,2,"$1,200,000","$600,000"
152,Stephen Williams,2013-2014 (FA: 2015),26,2,"$1,200,000","$600,000"
152,Greg Salas,2013-2014 (FA: 2015),24,2,"$1,200,000","$600,000"
152,Roberto Wallace,2013-2014 (FA: 2015),26,2,"$1,200,000","$600,000"
152,Dominique Curry,2013-2014 (FA: 2015),24,2,"$1,200,000","$600,000"
152,Andre Holmes,2013-2014 (FA: 2015),24,2,"$1,200,000","$600,000"
34,Kenny Stills,2013-2016 (FA: 2017),21,4,"$2,354,452","$588,613"
35,Tavarres King,2013-2016 (FA: 2017),22,4,"$2,331,480","$582,870"
249,David Nelson,2013-2013 (FA: 2014),26,1,"$580,000","$580,000"
36,Corey Fuller,2013-2016 (FA: 2017),22,4,"$2,283,100","$570,775"
50,Michael Preston,2013-2015 (FA: 2016),23,3,"$1,710,000","$570,000"
50,Josh Cooper,2013-2015 (FA: 2016),23,3,"$1,710,000","$570,000"
37,Ryan Swope,2013-2016 (FA: 2017),0,4,"$2,275,788","$568,947"
38,Justin Brown,2013-2016 (FA: 2017),22,4,"$2,264,072","$566,018"
39,Alan Bonner,2013-2016 (FA: 2017),22,4,"$2,257,000","$564,250"
40,Cobi Hamilton,2013-2016 (FA: 2017),22,4,"$2,254,052","$563,513"
41,Brice Butler,2013-2016 (FA: 2017),23,4,"$2,227,500","$556,875"
42,Charles Johnson,2013-2015 (FA: 2016),24,4,"$2,221,820","$555,455"
250,Jarett Dillard,2013-2013 (FA: 2014),27,1,"$555,000","$555,000"
250,Mardy Gilyard,2013-2013 (FA: 2014),26,1,"$555,000","$555,000"
250,Carlton Mitchell,2013-2013 (FA: 2014),25,1,"$555,000","$555,000"
250,Naaman Roosevelt,2013-2013 (FA: 2014),25,1,"$555,000","$555,000"
250,Kris Durham,2013-2013 (FA: 2014),24,1,"$555,000","$555,000"
250,Tandon Doss,2013-2013 (FA: 2014),23,1,"$555,000","$555,000"
250,Preston Parker,2013-2013 (FA: 2014),25,1,"$555,000","$555,000"
250,Chad Hall,2013-2013 (FA: 2014),26,1,"$555,000","$555,000"
250,Dominique Curry,2013-2013 (FA: 2014),24,1,"$555,000","$555,000"
250,Andrew Hawkins,2013-2013 (FA: 2014),26,1,"$555,000","$555,000"
250,Jeremy Horne,2013-2013 (FA: 2014),26,1,"$555,000","$555,000"
43,Kevin Dorsey,2013-2016 (FA: 2017),23,4,"$2,216,848","$554,212"
44,Marquess Wilson,2013-2016 (FA: 2017),20,4,"$2,207,148","$551,787"
45,B.J. Daniels,2013-2016 (FA: 2017),23,4,"$2,206,512","$551,628"
46,Aaron Mellette,2013-2016 (FA: 2017),23,4,"$2,205,896","$551,474"
53,Brittan Golden,2013-2016 (FA: 2017),24,3,"$1,605,000","$535,000"
162,Lance Long,2013-2014 (FA: 2015),26,2,"$1,050,000","$525,000"
162,Demarco Sampson,2013-2014 (FA: 2015),27,2,"$1,050,000","$525,000"
162,Julius Pruitt,2013-2014 (FA: 2015),27,2,"$1,050,000","$525,000"
162,Ricardo Lockette,2013-2014 (FA: 2015),26,2,"$1,050,000","$525,000"
162,Kris Adams,2013-2014 (FA: 2015),25,2,"$1,050,000","$525,000"
162,Bryan Walters,2013-2014 (FA: 2015),25,2,"$1,050,000","$525,000"
162,Devon Wylie,2013-2014 (FA: 2015),24,2,"$1,050,000","$525,000"
162,Jeff Maehl,2013-2014 (FA: 2015),23,2,"$1,050,000","$525,000"
162,Chastin West,2013-2014 (FA: 2015),25,2,"$1,050,000","$525,000"
54,Charles Johnson,2013-2016 (FA: 2017),23,3,"$1,530,000","$510,000"
55,Chris Williams,2013-2015 (FA: 2016),25,3,"$1,510,000","$503,333"
56,Marcus Davis,2013-2015 (FA: 2016),23,3,"$1,500,000","$500,000"
57,Rodney Smith,2013-2015 (FA: 2016),23,3,"$1,497,000","$499,000"
58,Dan Buckner,2013-2015 (FA: 2016),22,3,"$1,496,000","$498,667"
59,Omarius Hines,2013-2015 (FA: 2016),23,3,"$1,495,500","$498,500"
60,Da'Rick Rogers,2013-2015 (FA: 2016),21,3,"$1,495,000","$498,333"
60,Nick Williams,2013-2015 (FA: 2016),22,3,"$1,495,000","$498,333"
62,Jaron Brown,2013-2015 (FA: 2016),23,3,"$1,494,000","$498,000"
63,T.J. Moe,2013-2015 (FA: 2016),22,3,"$1,493,000","$497,667"
64,Jasper Collins,2013-2015 (FA: 2016),21,3,"$1,492,500","$497,500"
64,Chad Bumphis,2013-2015 (FA: 2016),23,3,"$1,492,500","$497,500"
64,Erik Highsmith,2013-2015 (FA: 2016),22,3,"$1,492,500","$497,500"
64,Russell Shepard,2013-2015 (FA: 2016),22,3,"$1,492,500","$497,500"
68,Lanear Sampson,2013-2015 (FA: 2016),22,3,"$1,492,000","$497,333"
68,Zach Rogers,2013-2015 (FA: 2016),22,3,"$1,492,000","$497,333"
