rank,player-name,year signed,age,year 2,value,average/year
2,Calvin Johnson,2007-2012 (FA: 2013),21,6,"$55,500,000","$9,250,000"
4,Javon Walker,2007-2011 (FA: 2012),28,5,"$39,750,000","$7,950,000"
1,Andre Johnson,2007-2014 (FA: 2015),25,8,"$59,750,000","$7,468,750"
3,Steve Smith,2007-2012 (FA: 2013),27,6,"$43,200,000","$7,200,000"
11,Rod Smith,2007-2008 (FA: 2009),36,2,"$13,000,000","$6,500,000"
5,Donte Stallworth,2007-2012 (FA: 2013),26,6,"$33,100,000","$5,516,667"
6,Kevin Curtis,2007-2012 (FA: 2013),28,6,"$32,000,000","$5,333,333"
8,Joe Horn,2007-2010 (FA: 2011),34,4,"$19,000,000","$4,750,000"
7,Jerricho Cotchery,2007-2012 (FA: 2013),24,5,"$20,150,000","$4,030,000"
9,Wes Welker,2007-2011 (FA: 2012),25,5,"$18,100,000","$3,620,000"
10,Ted Ginn Jr.,2007-2011 (FA: 2012),22,5,"$17,027,086","$3,405,417"
21,Randy Moss,2007-2007 (FA: 2008),29,1,"$2,500,000","$2,500,000"
16,Joey Galloway,2007-2009 (FA: 2010),35,3,"$7,267,000","$2,422,333"
12,Robert Meachem,2007-2011 (FA: 2012),22,5,"$11,300,000","$2,260,000"
17,Ashley Lelie,2007-2008 (FA: 2009),26,2,"$4,300,000","$2,150,000"
13,Dwayne Bowe,2007-2011 (FA: 2012),22,5,"$9,000,000","$1,800,000"
14,Buster Davis,2007-2011 (FA: 2012),21,5,"$7,830,000","$1,566,000"
15,Anthony Gonzalez,2007-2011 (FA: 2012),22,5,"$7,500,000","$1,500,000"
42,D.J. Hackett,2007-2007 (FA: 2008),25,1,"$1,300,000","$1,300,000"
42,Patrick Crayton,2007-2007 (FA: 2008),27,1,"$1,300,000","$1,300,000"
42,Drew Carter,2007-2007 (FA: 2008),25,1,"$1,300,000","$1,300,000"
42,Ernest Wilford,2007-2007 (FA: 2008),27,1,"$1,300,000","$1,300,000"
51,Terrance Copper,2007-2007 (FA: 2008),24,1,"$1,100,000","$1,100,000"
52,David Patten,2007-2007 (FA: 2008),32,1,"$1,020,000","$1,020,000"
53,Justin Gage,2007-2007 (FA: 2008),25,1,"$1,000,000","$1,000,000"
18,Dwayne Jarrett,2007-2010 (FA: 2011),20,4,"$3,825,000","$956,250"
19,Sidney Rice,2007-2010 (FA: 2011),20,4,"$3,707,500","$926,875"
55,Kelley Washington,2007-2007 (FA: 2008),27,1,"$900,000","$900,000"
56,Devard Darling,2007-2007 (FA: 2008),24,1,"$850,000","$850,000"
56,Clarence Moore,2007-2007 (FA: 2008),24,1,"$850,000","$850,000"
56,Samie Parker,2007-2007 (FA: 2008),25,1,"$850,000","$850,000"
59,Eric Moulds,2007-2007 (FA: 2008),34,1,"$820,000","$820,000"
20,Steve Smith,2007-2010 (FA: 2011),22,4,"$3,275,000","$818,750"
61,Brandon Stokley,2007-2007 (FA: 2008),30,1,"$720,000","$720,000"
61,Troy Walters,2007-2007 (FA: 2008),30,1,"$720,000","$720,000"
61,Travis Taylor,2007-2007 (FA: 2008),27,1,"$720,000","$720,000"
67,Aaron Moorehead,2007-2007 (FA: 2008),26,1,"$620,000","$620,000"
22,Jacoby Jones,2007-2010 (FA: 2011),23,4,"$2,442,111","$610,528"
23,Laurent Robinson,2007-2010 (FA: 2011),21,4,"$2,426,400","$606,600"
24,Jason Hill,2007-2010 (FA: 2011),22,4,"$2,418,818","$604,705"
25,James Jones,2007-2010 (FA: 2011),23,4,"$2,407,250","$601,813"
26,Mike Sims-Walker,2007-2010 (FA: 2011),22,4,"$2,403,513","$600,878"
27,Paul Williams,2007-2010 (FA: 2011),23,4,"$2,392,000","$598,000"
68,Reche Caldwell,2007-2007 (FA: 2008),28,1,"$595,000","$595,000"
41,Yamon Figurs,2007-2009 (FA: 2010),24,3,"$1,693,500","$564,500"
28,Johnnie Lee Higgins,2007-2010 (FA: 2011),23,4,"$2,245,000","$561,250"
29,Ryne Robinson,2007-2010 (FA: 2011),22,4,"$2,103,305","$525,826"
69,Malcom Floyd,2007-2007 (FA: 2008),25,1,"$510,000","$510,000"
54,Lance Moore,2007-2008 (FA: 2009),23,2,"$955,000","$477,500"
30,Aundrae Allison,2007-2010 (FA: 2011),23,4,"$1,844,500","$461,125"
31,David Clowney,2007-2010 (FA: 2011),21,4,"$1,835,000","$458,750"
32,Roy Hall,2007-2010 (FA: 2011),23,4,"$1,811,750","$452,938"
33,Legedu Naanee,2007-2010 (FA: 2011),23,4,"$1,806,000","$451,500"
34,Joel Filani,2007-2010 (FA: 2011),23,4,"$1,760,780","$440,195"
35,Courtney Taylor,2007-2010 (FA: 2011),22,4,"$1,755,250","$438,813"
70,Nate Washington,2007-2007 (FA: 2008),23,1,"$435,000","$435,000"
36,Jordan Kent,2007-2010 (FA: 2011),22,4,"$1,737,750","$434,438"
37,John Broussard,2007-2010 (FA: 2011),23,4,"$1,714,850","$428,713"
38,Chandler Williams,2007-2010 (FA: 2011),21,4,"$1,710,750","$427,688"
39,Syndric Steptoe,2007-2010 (FA: 2011),22,4,"$1,710,500","$427,625"
40,Chansi Stuckey,2007-2010 (FA: 2011),23,4,"$1,699,775","$424,944"
46,Steve Breaston,2007-2009 (FA: 2010),23,3,"$1,256,250","$418,750"
60,LeRon McCoy,2007-2008 (FA: 2009),24,2,"$805,000","$402,500"
47,Dallas Baker,2007-2009 (FA: 2010),24,3,"$1,154,750","$384,917"
