player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Rob Ninkovich,3080,ED,NE,19,1,0,19,59.6,13,48,587,81.6,11.6,68,2,6.7,9,776,633,70,0,57.6,8,25,329,87.6,11.9,39,7.1,7,410,359,40
Parys Haralson,3085,LB,NO,16,0,2,20,55.1,4,7,158,72.0,7.6,12,5,5.4,3,232,167,14,0,51.4,0,3,59,77.2,6.8,4,5.9,2,79,61,5
Dawan Landry,3091,S,NYJ,16,0,0,22,73.8,1,2,26,4.7,7.7,2,0,13.5,2,594,28,5,0,79.3,0,2,9,4.8,11.1,1,22.2,1,227,11,3
Jeremy Mincey,3136,ED,DAL,18,1,0,9,77.0,7,43,440,97.1,14.3,63,2,7.5,8,487,473,58,0,80.5,7,26,198,96.0,20.7,41,10.4,4,227,218,37
Kedric Golston,3141,DI,WAS,11,0,0,32,49.6,0,0,63,100.0,1.6,1,0,0.0,0,69,69,0,0,55.7,0,0,15,100.0,6.7,1,0.0,0,17,17,0
Antoine Bethea,3152,S,SF,16,0,0,28,90.0,0,1,4,0.8,50.0,2,0,37.5,1,649,5,2,0,71.3,0,1,1,0.7,100.0,1,50.0,0,301,2,1
Cortland Finnegan,3160,CB,MIA,12,1,1,17,40.0,0,6,14,3.2,0.0,0,3,21.4,0,434,14,6,0,37.9,0,1,4,2.3,0.0,0,12.5,0,174,4,1
Stephen Bowen,3242,DI,WAS,8,1,0,32,48.2,0,2,100,100.0,2.0,2,0,1.0,0,112,112,2,1,56.4,0,2,30,100.0,6.7,2,3.3,0,36,36,2
Jarrett Bush,3261,CB,GB,7,0,0,12,60.0,0,1,2,7.4,50.0,1,0,25.0,0,27,2,1,0,,0,0,0,0.0,,0,,0,12,0,0
Tom Johnson,3378,DI,MIN,16,0,0,18,64.4,6,18,303,99.7,8.9,27,1,5.9,6,322,321,30,0,70.9,4,16,165,100.0,13.9,23,9.1,5,177,177,25
Tony McDaniel,3423,DI,SEA,19,2,0,29,49.6,0,5,195,100.0,2.1,4,6,1.3,0,207,207,5,1,51.3,0,3,60,100.0,3.3,2,2.5,0,65,65,3
Tramon Williams,3558,CB,GB,18,0,0,12,50.5,1,2,15,2.2,6.7,1,6,10.0,0,684,15,3,0,56.7,1,2,9,2.8,0.0,0,16.7,0,326,9,3
Brent Grimes,3589,CB,MIA,16,0,2,17,54.2,0,0,3,0.5,0.0,0,3,0.0,0,598,3,0,0,60.0,0,0,1,0.5,0.0,0,0.0,0,220,1,0
LaRon Landry,3622,S,IND,14,0,0,14,89.7,2,3,22,6.3,9.1,2,1,25.0,3,367,23,8,0,92.2,2,3,11,7.7,18.2,2,50.0,3,156,12,8
Patrick Willis,3627,LB,SF,6,0,1,28,70.9,1,4,18,10.0,11.1,2,3,13.9,0,229,23,5,0,71.0,0,4,8,10.9,12.5,1,25.0,0,101,11,4
Darrelle Revis,3630,CB,NE,19,0,0,19,76.5,0,0,1,0.1,100.0,1,4,100.0,1,761,1,1,0,80.0,0,0,0,0.0,,1,,1,402,0,1
Lawrence Timmons,3631,LB,PIT,17,0,1,25,62.0,4,8,93,15.2,12.9,12,2,8.6,2,666,101,14,0,56.9,2,2,43,19.0,9.3,4,9.3,2,253,48,6
Leon Hall,3634,CB,CIN,16,0,0,7,43.4,2,2,26,4.4,3.8,1,5,7.7,0,611,27,4,0,55.7,2,1,10,3.8,10.0,1,15.0,0,287,11,3
Michael Griffin,3635,S,TEN,16,0,1,31,51.2,0,1,29,5.4,3.4,1,5,12.1,3,629,34,4,0,73.1,0,1,11,4.9,0.0,0,22.7,2,225,11,3
Reggie Nelson,3637,S,CIN,17,0,1,7,60.2,4,8,57,8.1,5.3,3,4,14.0,2,724,59,14,0,53.5,1,4,19,6.2,5.3,1,18.4,1,337,21,6
Brandon Meriweather,3640,S,WAS,10,0,0,32,80.8,1,4,35,10.4,8.6,3,1,15.7,3,364,38,8,0,91.6,1,1,15,10.1,6.7,1,20.0,2,159,16,4
Jon Beason,3641,LB,NYG,4,0,0,21,60.6,1,0,6,8.1,0.0,0,0,8.3,0,86,7,1,0,65.7,1,0,3,11.4,0.0,0,16.7,0,35,4,1
Anthony Spencer,3642,ED,DAL,15,1,0,9,65.0,7,18,275,93.4,9.8,27,2,5.3,2,317,296,27,0,67.1,5,7,132,97.4,12.1,16,6.1,2,151,147,14
Alan Branch,3649,DI,NE,11,1,0,19,53.7,2,5,107,100.0,6.5,7,0,3.3,0,114,114,7,1,54.4,0,4,47,100.0,8.5,4,4.3,0,53,53,4
Paul Posluszny,3650,LB,JAX,7,0,0,15,69.0,1,2,24,8.5,12.5,3,0,14.6,2,295,25,5,0,79.1,1,1,13,10.7,15.4,2,23.1,2,131,14,4
Eric Weddle,3653,S,SD,16,1,0,27,70.5,1,4,34,6.8,8.8,3,3,7.4,0,617,42,5,0,66.1,0,3,14,8.1,21.4,3,10.7,0,247,20,3
Lamarr Woodley,3662,ED,OAK,6,0,0,23,59.9,3,7,116,88.4,7.8,9,0,4.3,0,146,129,10,0,51.2,1,2,52,92.1,5.8,3,2.9,0,63,58,3
David Harris,3663,LB,NYJ,16,1,0,22,62.8,3,4,116,19.1,6.9,8,1,8.2,6,628,120,13,0,67.4,1,2,53,22.1,11.3,6,10.4,4,244,54,7
Justin Durant,3664,LB,DAL,6,0,0,9,61.2,1,5,20,10.1,20.0,4,1,15.0,0,198,20,6,0,70.8,1,3,10,13.5,30.0,3,20.0,0,74,10,4
Josh Wilson,3671,CB,ATL,13,0,1,2,57.0,1,1,13,3.9,0.0,0,1,7.7,0,335,13,2,0,68.3,1,0,5,2.8,0.0,0,10.0,0,176,5,1
Usama Young,3682,S,OAK,4,0,0,23,91.2,0,1,3,2.5,33.3,1,0,50.0,1,119,3,2,0,79.6,0,0,2,3.6,0.0,0,50.0,1,55,2,1
Charles Johnson,3699,ED,CAR,18,2,2,5,78.5,11,60,533,96.4,16.1,86,5,8.5,10,576,555,81,0,79.0,6,37,263,97.1,20.5,54,10.5,6,280,272,49
Brandon Mebane,3701,DI,SEA,9,0,0,29,65.6,2,7,123,98.4,10.6,13,2,4.5,1,129,127,10,0,65.4,1,3,36,100.0,16.7,6,5.6,0,37,37,4
Ray McDonald,3713,DI,SF,14,0,0,28,56.7,4,32,410,99.1,9.3,38,1,5.1,3,443,439,39,0,61.5,2,25,178,100.0,14.6,26,8.7,2,196,196,29
Brian Robison,3718,ED,MIN,16,2,1,18,59.8,11,37,501,96.4,10.2,51,1,5.6,4,559,539,52,0,66.3,5,22,224,96.0,15.6,35,6.5,1,251,241,28
Paul Soliai,3724,DI,ATL,15,0,0,2,58.7,0,10,213,99.1,4.7,10,3,2.8,1,232,230,11,0,63.9,0,6,73,100.0,8.2,6,4.1,0,77,77,6
Dashon Goldson,3742,S,TB,14,0,1,30,75.3,0,1,2,0.4,50.0,1,1,25.0,0,454,2,1,0,58.8,0,0,1,0.5,0.0,0,0.0,0,202,1,0
Antwan Barnes,3750,ED,NYJ,5,0,0,22,41.6,1,2,19,61.3,10.5,2,1,7.9,0,31,19,3,0,40.7,1,1,11,73.3,18.2,2,9.1,0,15,11,2
Tarell Brown,3763,CB,OAK,14,0,0,23,59.4,0,0,1,0.2,0.0,0,7,0.0,0,524,1,0,0,,0,0,0,0.0,,0,,0,220,0,0
Corey Graham,3784,CB,BUF,16,0,0,4,60.0,0,0,1,0.2,0.0,0,4,0.0,0,490,1,0,0,,0,0,0,0.0,,0,,0,216,0,0
William Gay,3786,CB,PIT,17,0,0,25,53.7,0,1,2,0.3,0.0,0,1,25.0,0,615,2,1,0,53.7,0,1,2,0.8,0.0,0,25.0,0,243,2,1
Adam Hayward,3798,LB,WAS,4,0,0,32,57.2,0,1,2,18.2,0.0,0,0,25.0,0,11,2,1,0,,0,0,0,0.0,,0,,0,2,0,0
Trumaine McBride,3837,CB,NYG,5,0,0,21,76.0,0,0,2,1.4,50.0,1,0,50.0,1,142,2,1,0,82.2,0,0,0,0.0,,1,,1,71,0,1
Alan Ball,3853,CB,JAX,7,0,2,15,58.8,0,0,1,0.3,0.0,0,3,0.0,0,306,1,0,0,,0,0,0,0.0,,0,,0,135,0,0
Craig Dahl,3920,S,SF,9,0,0,28,50.6,0,2,3,2.4,0.0,0,1,33.3,0,123,3,2,0,53.9,0,1,2,2.6,0.0,0,25.0,0,77,2,1
Mike Devito,3928,DI,KC,1,1,0,16,61.7,0,0,15,100.0,6.7,1,0,0.0,0,15,15,0,1,65.2,0,0,11,100.0,9.1,1,0.0,0,11,11,0
Jason Trusnik,4083,LB,MIA,15,1,0,17,65.2,1,5,37,17.4,8.1,3,0,8.1,0,224,39,6,0,49.2,0,2,9,13.7,0.0,0,11.1,0,73,10,2
James Ihedigbo,4147,S,DET,14,0,0,11,93.1,3,2,26,4.3,11.5,3,3,25.0,4,600,26,9,0,65.3,0,0,6,2.0,0.0,0,16.7,1,296,6,1
Chris Long,4316,ED,SL,6,0,1,26,46.4,2,7,132,100.0,6.8,9,2,4.2,1,138,138,10,0,52.1,2,5,58,100.0,12.1,7,7.8,1,62,62,8
Keith Rivers,4323,LB,BUF,9,0,0,4,52.3,0,0,7,7.8,0.0,0,0,0.0,0,116,9,0,0,56.8,0,0,2,6.7,0.0,0,0.0,0,30,2,0
Jerod Mayo,4324,LB,NE,6,0,0,19,61.4,1,5,28,16.3,14.3,4,0,14.3,1,196,32,7,0,59.7,1,5,21,25.8,19.0,4,14.3,0,93,24,6
Leodis McKelvin,4325,CB,BUF,10,0,1,4,59.5,0,0,1,0.3,0.0,0,5,0.0,0,355,1,0,0,,0,0,0,0.0,,0,,0,163,0,0
Dominique Rodgers-Cromartie,4330,CB,NYG,16,0,0,21,59.7,0,1,1,0.2,0.0,0,5,50.0,0,471,1,1,0,,0,0,0,0.0,,0,,0,221,0,0
Aqib Talib,4334,CB,DEN,16,0,0,10,80.9,0,0,1,0.1,100.0,1,5,100.0,1,671,1,1,0,80.9,0,0,1,0.3,100.0,1,100.0,1,316,1,1
Mike Jenkins,4339,CB,TB,1,0,1,30,60.0,0,0,1,6.7,0.0,0,1,0.0,0,15,1,0,0,,0,0,0,0.0,,0,,0,4,0,0
Antoine Cason,4341,CB,BLT,13,0,2,3,59.4,0,0,1,0.2,0.0,0,8,0.0,0,423,1,0,0,,0,0,0,0.0,,0,,0,190,0,0
Brandon Flowers,4349,CB,SD,14,0,0,27,62.2,1,0,1,0.2,0.0,0,1,50.0,0,497,1,1,0,62.2,1,0,1,0.5,0.0,0,50.0,0,210,1,1
Curtis Lofton,4351,LB,NO,16,0,1,20,44.2,4,8,91,15.8,3.3,3,2,6.6,0,620,98,12,0,48.0,0,4,36,13.9,5.6,2,5.6,0,274,38,4
Calais Campbell,4364,DI,ARZ,15,1,0,1,61.9,8,33,508,99.8,12.0,61,1,5.4,7,540,539,48,1,70.9,7,21,218,100.0,18.8,41,9.2,6,237,237,34
Quentin Groves,4366,ED,TEN,11,0,2,31,53.4,0,5,85,76.5,7.1,6,3,4.1,1,115,88,6,0,49.8,0,1,35,80.4,5.7,2,1.4,0,46,37,1
Jason Jones,4368,ED,DET,17,2,1,11,59.9,11,24,455,98.8,9.0,41,7,5.4,7,494,488,42,1,69.2,10,22,238,99.6,15.1,36,9.2,6,259,258,38
Kendall Langford,4380,DI,SL,16,1,0,26,59.2,4,10,232,97.6,7.8,18,0,3.4,1,248,242,15,0,59.6,3,7,76,97.6,15.8,12,7.9,1,82,80,11
Charles Godfrey,4381,S,ATL,7,0,0,2,44.5,0,0,9,6.1,0.0,0,1,0.0,0,147,9,0,0,53.9,0,0,3,4.1,0.0,0,0.0,0,73,3,0
Pat Sims,4391,DI,OAK,16,1,0,23,55.0,2,4,173,100.0,5.8,10,2,1.7,0,186,186,6,1,54.1,0,2,58,100.0,6.9,4,1.7,0,62,62,2
Andre Fluellen,4401,DI,DET,9,0,0,11,61.2,2,8,104,99.1,11.5,12,1,6.7,2,110,109,12,0,62.7,0,6,41,100.0,19.5,8,9.8,1,43,43,7
Cliff Avril,4406,ED,SEA,19,1,1,29,75.7,14,55,509,97.8,16.9,86,7,8.5,9,558,546,78,1,80.8,4,35,237,99.2,23.6,56,11.6,8,257,255,47
Philip Wheeler,4407,LB,MIA,15,0,0,17,63.8,0,5,33,18.1,18.2,6,1,7.6,0,182,33,5,0,68.4,0,4,13,21.7,23.1,3,15.4,0,60,13,4
Thomas DeCoud,4412,S,CAR,12,0,0,5,42.2,1,0,10,2.4,0.0,0,3,5.0,0,413,10,1,0,55.9,0,0,2,1.1,0.0,0,0.0,0,181,2,0
Tyvon Branch,4414,S,OAK,3,0,0,23,68.6,0,0,5,7.0,0.0,0,0,20.0,1,86,6,1,0,72.8,0,0,3,13.8,0.0,0,33.3,1,29,4,1
William Hayes,4417,ED,SL,16,0,1,26,66.2,1,31,299,99.4,11.7,35,3,7.0,5,313,311,37,0,78.9,1,21,110,99.1,22.7,25,14.5,5,116,115,27
Dwight Lowery,4427,S,ATL,16,2,0,2,70.8,2,4,32,5.8,0.0,0,0,12.5,1,624,36,7,1,83.9,1,2,12,4.6,0.0,0,20.8,1,284,13,4
Quintin Demps,4431,S,NYG,15,1,0,21,43.6,1,3,16,4.1,0.0,0,1,12.5,0,389,16,4,0,46.7,1,0,8,4.1,0.0,0,6.3,0,195,8,1
Red Bryant,4435,ED,JAX,16,0,0,15,45.6,0,5,209,97.3,2.9,6,0,2.2,2,225,219,7,0,50.1,0,2,63,100.0,6.3,4,4.8,2,65,65,4
Brandon Carr,4454,CB,DAL,18,0,6,9,91.3,1,0,3,0.4,0.0,0,9,50.0,1,708,3,2,0,91.6,1,0,2,0.6,0.0,0,75.0,1,319,2,2
Zackary Bowman,4456,CB,NYG,14,0,1,21,52.6,0,0,3,1.2,0.0,0,1,0.0,0,249,3,0,0,58.8,0,0,1,0.8,0.0,0,0.0,0,118,1,0
Orlando Scandrick,4457,CB,DAL,16,2,0,9,91.7,1,1,35,5.9,5.7,2,6,5.7,1,629,37,3,0,50.7,0,1,12,5.1,0.0,0,4.2,0,276,14,1
Letroy Guion,4466,DI,GB,18,1,1,12,57.9,4,10,267,99.3,8.6,23,4,4.1,4,283,281,18,1,63.4,4,3,90,98.9,12.2,11,7.2,3,94,93,10
Kroy Biermann,4468,ED,ATL,16,1,0,2,57.7,8,28,373,81.1,11.3,42,1,6.4,6,487,395,42,0,54.6,3,19,184,86.0,13.0,24,7.6,3,222,191,25
Erik Walden,4481,ED,IND,18,0,0,14,67.6,18,20,369,76.5,13.3,49,4,7.3,8,510,390,46,0,72.8,12,10,157,79.4,18.5,29,10.8,6,214,170,28
Trevor Scott,4483,ED,CHI,2,0,0,6,66.0,1,1,8,100.0,25.0,2,0,12.5,0,10,10,2,0,61.0,0,1,4,100.0,25.0,1,12.5,0,5,5,1
Geno Hayes,4489,LB,JAX,16,0,0,15,92.9,0,2,15,5.9,26.7,4,0,20.0,2,273,16,4,0,61.8,0,0,4,6.6,25.0,1,0.0,0,76,5,0
Nick Hayden,4495,DI,DAL,18,1,0,9,47.4,4,10,338,96.0,4.4,15,0,2.1,0,376,361,14,1,53.9,2,6,136,100.0,8.1,11,2.9,0,148,148,8
Ahtyba Rubin,4504,DI,CLV,13,1,1,8,48.7,2,5,189,97.0,4.2,8,1,2.4,1,203,197,8,1,48.2,1,1,64,98.6,3.1,2,1.6,0,70,69,2
Ryan Mundy,4508,S,CHI,16,0,1,6,78.5,0,0,9,2.0,22.2,2,2,11.1,1,563,11,1,0,53.1,0,0,3,1.2,0.0,0,0.0,0,257,3,0
Joe Mays,4514,LB,KC,4,0,0,16,52.0,0,1,4,9.1,25.0,1,0,12.5,0,44,4,1,0,52.9,0,1,3,27.3,33.3,1,16.7,0,11,3,1
Andy Studebaker,4517,ED,IND,13,0,0,14,54.5,1,2,62,70.5,4.8,3,1,2.4,0,95,67,3,0,53.4,0,0,14,65.4,0.0,0,0.0,0,26,17,0
Landon Cohen,4530,DI,SEA,2,0,0,29,64.8,1,1,22,95.7,13.6,3,0,4.5,0,23,22,2,0,64.4,1,0,12,100.0,16.7,2,4.2,0,12,12,1
Peyton Hillis,4541,HB,NYG,1,0,0,21,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Cary Williams,4543,CB,PHI,16,0,0,24,57.9,0,0,1,0.1,0.0,0,7,0.0,0,704,1,0,0,,0,0,0,0.0,,0,,0,335,0,0
Wesley Woodyard,4583,LB,TEN,16,1,0,31,63.7,4,9,84,19.6,13.1,11,1,11.3,3,450,88,16,1,79.4,2,6,31,20.8,22.6,7,19.4,2,149,31,10
JoLonn Dunbar,4588,LB,SL,15,0,0,26,56.8,2,3,45,28.7,2.2,1,1,7.8,1,171,49,6,0,64.4,1,0,16,43.6,0.0,0,9.4,1,39,17,2
Husain Abdullah,4652,S,KC,16,0,1,16,55.4,4,3,48,8.0,4.2,2,3,7.3,0,623,50,7,0,56.7,2,2,28,10.4,7.1,2,7.1,0,280,29,4
Leger Douzable,4654,DI,NYJ,16,0,0,22,49.6,2,8,167,94.2,7.8,13,0,4.8,3,189,178,13,0,53.6,2,3,63,97.3,9.5,6,5.6,1,73,71,6
David Hawthorne,4693,LB,NO,12,0,0,20,65.3,2,3,42,10.7,9.5,4,0,13.1,3,429,46,8,0,71.6,1,3,18,11.7,11.1,2,22.2,2,179,21,6
Ropati Pitoitua,4707,DI,TEN,12,1,0,31,49.5,1,7,170,98.9,5.9,10,0,3.5,2,184,182,10,0,48.7,0,1,47,100.0,4.3,2,1.1,0,53,53,1
Danny Lansanah,4713,LB,TB,15,0,0,30,66.6,0,3,20,7.0,15.0,3,3,17.5,2,329,23,5,0,71.6,0,0,4,4.1,50.0,2,50.0,2,122,5,2
Kyle Arrington,4742,CB,NE,17,0,0,19,97.4,0,1,4,1.0,0.0,0,4,37.5,1,406,4,2,0,97.4,0,1,4,1.7,0.0,0,37.5,1,241,4,2
Wallace Gilberry,4763,ED,CIN,17,2,0,7,61.4,15,38,517,96.8,9.9,51,3,5.5,2,566,548,55,1,66.8,10,23,256,97.5,13.3,34,7.2,2,282,275,35
Jameel McClain,4788,LB,NYG,16,0,0,21,64.2,4,7,71,12.6,12.7,9,1,12.0,3,573,72,14,0,69.2,4,5,39,15.1,17.9,7,16.7,2,265,40,11
Jerrell Freeman,4888,LB,IND,15,0,0,14,64.3,3,10,113,20.2,12.4,14,3,9.3,4,588,119,17,0,75.1,3,9,61,25.8,21.3,13,14.8,3,248,64,15
Cameron Wake,4907,ED,MIA,16,1,1,17,91.0,14,39,429,93.3,17.0,73,3,9.0,12,481,449,65,0,84.4,5,20,171,97.3,19.3,33,9.6,4,186,181,29
Tyson Jackson,4926,DI,ATL,16,3,0,2,64.1,2,11,206,98.7,7.3,15,3,3.6,1,224,221,14,1,71.1,1,5,62,100.0,11.3,7,4.8,0,65,65,6
Brian Orakpo,4936,ED,WAS,7,0,0,32,63.9,6,12,179,79.6,10.6,19,0,5.6,1,240,191,19,0,63.6,3,6,79,81.1,13.9,11,7.0,1,106,86,10
Malcolm Jenkins,4937,S,PHI,16,0,0,24,38.7,1,5,20,2.8,5.0,1,2,15.0,0,707,20,6,0,45.9,0,1,8,2.4,0.0,0,6.3,0,337,8,1
Brian Cushing,4938,LB,HST,14,0,1,13,70.1,9,12,102,27.0,11.8,12,4,11.3,1,411,111,22,0,50.1,2,3,34,29.1,11.8,4,7.4,0,134,39,5
Larry English,4939,ED,TB,12,0,0,30,61.6,5,5,138,99.3,8.7,12,1,4.3,1,147,146,11,0,68.1,4,3,59,98.5,15.3,9,7.6,1,66,65,8
Robert Ayers,4941,ED,NYG,12,0,0,21,84.8,12,29,238,98.0,18.5,44,0,10.7,5,254,249,46,0,90.2,8,21,142,100.0,24.6,35,13.0,4,152,152,33
Vontae Davis,4948,CB,IND,18,0,1,14,76.4,1,0,7,1.1,14.3,1,8,21.4,1,638,7,2,0,73.0,0,0,3,1.1,33.3,1,33.3,1,277,3,1
Clay Matthews,4949,ED,GB,18,6,1,12,70.8,11,31,400,68.6,11.8,47,5,8.5,13,618,424,55,1,62.9,7,18,201,71.9,15.4,31,9.7,7,292,210,32
Ziggy Hood,4955,DI,JAX,16,0,0,15,69.1,2,16,198,100.0,8.6,17,0,4.5,0,209,209,18,0,71.9,1,7,66,100.0,13.6,9,6.1,0,71,71,8
Louis Delmas,4956,S,MIA,13,0,1,17,64.6,0,2,20,4.3,10.0,2,2,10.0,1,508,22,3,0,71.2,0,1,11,5.9,18.2,2,13.6,1,188,11,2
Patrick Chung,4957,S,NE,19,0,0,19,56.1,3,3,15,3.3,13.3,2,3,20.0,0,576,19,6,0,72.5,3,2,9,3.2,22.2,2,27.8,0,284,9,5
James Laurinaitis,4958,LB,SL,16,1,0,26,55.4,3,10,127,21.9,5.5,7,0,8.3,4,630,138,17,1,60.5,2,5,57,26.0,8.8,5,11.4,3,242,63,10
Rey Maualuga,4961,LB,CIN,13,0,0,7,56.8,0,4,23,10.3,8.7,2,1,8.7,0,234,24,4,0,56.3,0,3,9,9.9,11.1,1,16.7,0,91,9,3
Darius Butler,4964,CB,IND,17,0,2,14,50.7,2,2,15,3.0,6.7,1,5,13.3,0,528,16,4,0,57.9,1,1,7,3.2,14.3,1,14.3,0,247,8,2
Jairus Byrd,4965,S,NO,4,0,1,20,59.6,0,1,8,4.9,12.5,1,1,6.3,0,163,8,1,0,56.8,0,0,2,2.9,0.0,0,0.0,0,68,2,0
Everette Brown,4966,ED,WAS,6,0,0,32,56.9,1,4,20,77.8,20.0,4,0,12.5,0,27,21,5,0,57.2,1,0,9,76.9,11.1,1,5.6,0,13,10,1
Connor Barwin,4969,ED,PHI,16,5,1,24,74.6,11,29,349,61.2,12.9,45,3,10.3,16,613,375,56,2,75.3,6,20,209,79.6,16.7,35,12.4,13,284,226,39
Mike Mitchell,4970,S,PIT,17,0,1,25,46.4,0,2,16,2.7,6.3,1,5,6.3,0,656,18,2,0,51.3,0,1,4,1.6,0.0,0,12.5,0,252,4,1
William Moore,4978,S,ATL,7,0,0,2,59.2,0,1,6,4.1,0.0,0,1,8.3,0,196,8,1,0,70.1,0,1,4,4.3,0.0,0,12.5,0,94,4,1
Paul Kruger,4980,ED,CLV,16,2,0,8,74.4,11,30,454,88.1,12.3,56,6,7.2,12,547,482,53,0,77.9,5,17,216,92.5,13.9,30,8.8,8,254,235,30
Sherrod Martin,4982,S,JAX,8,0,0,15,69.0,1,0,3,3.8,0.0,0,1,16.7,0,78,3,1,0,,0,0,0,0.0,,0,,0,42,0,0
Sean Smith,4984,CB,KC,16,0,0,16,37.7,0,1,3,0.5,33.3,1,0,16.7,0,627,3,1,0,38.3,0,1,2,0.7,50.0,1,25.0,0,281,2,1
Sen'Derrick Marks,4985,DI,JAX,16,2,1,15,75.3,9,20,412,100.0,9.0,37,1,5.7,9,434,434,38,2,79.1,8,13,207,100.0,11.6,24,7.0,4,218,218,25
Michael Johnson,4993,ED,TB,14,0,0,30,54.4,9,15,356,98.2,8.1,29,0,4.5,4,379,372,28,0,49.1,4,11,160,98.8,10.6,17,5.9,2,168,166,17
Matt Shaughnessy,4994,ED,ARZ,9,0,0,1,50.6,0,10,149,84.9,6.7,10,0,3.4,0,185,157,10,0,53.9,0,3,55,91.0,9.1,5,2.7,0,67,61,3
Terrance Knighton,4995,DI,DEN,17,3,0,10,56.0,6,10,298,96.4,6.7,20,1,3.4,2,329,317,18,0,50.1,1,4,102,99.1,7.8,8,3.4,1,115,114,6
DeAndre Levy,4999,LB,DET,17,0,1,11,72.3,1,9,72,10.7,20.8,15,4,11.1,3,740,79,13,0,74.9,0,6,31,9.6,29.0,9,16.1,2,356,34,8
Roy Miller,5004,DI,JAX,14,1,1,15,63.3,2,9,208,100.0,6.3,13,4,3.6,2,221,221,13,1,64.1,0,3,61,100.0,8.2,5,4.1,1,65,65,4
Lardarius Webb,5011,CB,BLT,15,0,2,3,47.0,0,2,5,0.9,0.0,0,5,20.0,0,633,6,2,0,47.0,0,2,5,2.0,0.0,0,20.0,0,297,6,2
Chris Owens,5013,CB,KC,11,0,1,16,79.7,0,4,15,4.3,13.3,2,2,20.0,1,350,15,5,0,74.4,0,4,11,6.4,18.2,2,18.2,0,172,11,4
Jerraud Powers,5015,CB,ARZ,17,1,0,1,41.9,3,11,57,10.5,3.5,2,3,14.0,1,571,60,15,0,41.3,2,7,28,10.8,7.1,2,19.6,1,279,30,10
Rashad Johnson,5018,S,ARZ,17,0,0,1,89.7,2,4,17,2.4,11.8,2,0,23.5,1,721,17,7,0,65.3,0,3,7,2.2,14.3,1,35.7,1,314,7,4
Keenan Lewis,5019,CB,NO,16,0,5,20,60.0,0,1,1,0.2,0.0,0,7,50.0,0,573,1,1,0,,0,0,0,0.0,,0,,0,266,0,0
Kaluka Maiava,5027,LB,OAK,3,0,0,23,52.3,0,0,4,11.9,0.0,0,0,0.0,0,42,5,0,0,,0,0,0,0.0,,0,,0,11,0,0
Henry Melton,5028,DI,DAL,16,4,0,9,75.8,5,19,291,98.1,13.1,38,0,6.2,6,315,309,30,1,71.4,5,12,152,100.0,15.8,24,8.9,5,164,164,22
Victor Butler,5033,LB,IND,2,0,0,14,57.2,0,1,12,85.7,8.3,1,0,4.2,0,14,12,1,0,61.6,0,1,6,100.0,16.7,1,8.3,0,6,6,1
Glover Quin,5035,S,DET,17,0,0,11,58.3,0,0,2,0.3,0.0,0,2,0.0,0,737,2,0,0,,0,0,0,0.0,,0,,0,354,0,0
David Bruton,5037,S,DEN,7,0,0,10,51.9,0,1,4,2.4,0.0,0,1,12.5,0,166,4,1,0,55.6,0,0,2,2.4,0.0,0,0.0,0,84,2,0
Sammie Lee Hill,5038,DI,TEN,15,4,0,31,50.5,2,8,288,97.7,4.2,12,0,2.8,3,310,303,13,2,56.2,1,5,101,100.0,8.9,9,5.9,3,107,107,9
Lawrence Sidbury,5049,ED,TB,1,0,0,30,55.5,0,1,13,100.0,7.7,1,0,3.8,0,13,13,1,0,62.3,0,1,5,100.0,20.0,1,10.0,0,5,5,1
Greg Toler,5055,CB,IND,18,0,5,14,94.3,0,0,2,0.3,0.0,0,12,50.0,1,710,2,1,0,94.3,0,0,2,0.7,0.0,0,50.0,1,295,2,1
Jasper Brinkley,5074,LB,MIN,16,0,1,18,67.8,0,1,15,8.0,6.7,1,1,10.0,1,199,16,2,0,53.8,0,0,4,7.5,0.0,0,0.0,0,53,4,0
Don Carey,5101,S,DET,6,0,0,11,50.6,0,1,5,7.6,0.0,0,2,10.0,0,66,5,1,0,52.2,0,1,3,9.1,0.0,0,16.7,0,33,3,1
Jarius Wynn,5106,ED,BUF,11,2,0,4,58.5,1,15,168,98.9,11.3,19,2,6.0,2,187,185,18,1,69.0,1,12,67,98.7,22.4,15,11.2,1,77,76,14
Brice McCain,5112,CB,PIT,14,0,1,25,41.0,0,1,18,4.1,0.0,0,4,2.8,0,462,19,1,0,47.2,0,1,5,2.9,0.0,0,10.0,0,204,6,1
Jason McCourty,5127,CB,TEN,16,0,1,31,43.5,0,0,6,1.0,0.0,0,2,0.0,0,613,6,0,0,54.7,0,0,2,0.9,0.0,0,0.0,0,226,2,0
