player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Vance Walker,5134,DI,KC,16,0,0,16,55.5,1,8,133,100.0,9.0,12,0,5.6,3,142,142,12,0,60.8,0,5,52,100.0,17.3,9,10.6,3,55,55,8
Captain Munnerlyn,5140,CB,MIN,16,0,1,18,48.0,0,2,23,3.8,0.0,0,8,4.3,0,631,24,2,0,63.8,0,1,7,2.9,0.0,0,7.1,0,276,8,1
E.J. Biggers,5141,CB,WAS,14,0,0,32,43.9,0,4,14,4.3,14.3,2,2,14.3,0,351,15,4,0,47.8,0,2,5,3.3,20.0,1,20.0,0,181,6,2
Brad Jones,5142,LB,GB,11,0,0,12,48.5,2,1,38,26.3,2.6,1,5,3.9,0,156,41,3,0,49.8,2,1,23,28.6,4.3,1,6.5,0,84,24,3
Jamarca Sanford,5155,S,NO,2,0,0,20,50.3,0,1,4,8.5,0.0,0,0,12.5,0,47,4,1,0,58.5,0,0,2,9.5,0.0,0,0.0,0,21,2,0
Ricky Jean Francois,5168,DI,IND,19,3,0,14,49.5,3,17,424,100.0,6.1,26,2,3.3,4,443,443,24,3,55.1,1,12,181,100.0,8.8,16,5.2,3,190,190,16
Clinton McDonald,5173,DI,TB,13,1,0,30,68.6,4,12,335,100.0,6.6,22,1,3.9,5,356,356,21,0,76.3,3,7,135,100.0,10.4,14,7.4,5,145,145,15
Chris Baker,5188,DI,WAS,15,0,1,32,68.7,3,21,225,100.0,11.1,25,2,5.8,1,243,243,25,0,69.2,0,11,68,100.0,17.6,12,9.6,1,77,77,12
Tony Carter,5191,CB,DEN,5,0,1,10,56.0,0,0,2,2.7,0.0,0,1,0.0,0,75,2,0,0,60.0,0,0,1,2.1,0.0,0,0.0,0,47,1,0
Desmond Bryant,5204,DI,CLV,15,1,1,8,52.5,3,20,417,99.3,7.4,31,2,4.2,6,447,444,29,1,58.2,2,12,186,99.5,10.8,20,6.5,5,206,205,19
Steve McLendon,5232,DI,PIT,13,0,0,25,58.1,1,5,157,98.2,5.1,8,1,2.5,1,171,168,7,0,56.9,0,2,36,95.0,5.6,2,2.8,0,40,38,2
Colt Anderson,5242,S,IND,7,0,0,14,50.0,0,2,4,16.0,0.0,0,0,25.0,0,25,4,2,0,58.9,0,0,1,10.0,0.0,0,0.0,0,10,1,0
Michael Bennett,5273,ED,SEA,19,0,1,29,81.9,18,63,603,99.5,16.3,98,15,7.7,6,651,648,87,0,78.0,12,40,274,100.0,21.5,59,10.2,2,294,294,54
Ashlee Palmer,5281,LB,DET,15,1,0,11,74.9,0,3,26,25.2,15.4,4,0,13.5,2,103,26,5,0,61.5,0,0,6,22.2,16.7,1,16.7,1,27,6,1
Ramon Humber,5310,LB,NO,14,1,0,20,59.8,2,3,46,18.3,6.5,3,0,7.6,1,262,48,6,0,66.0,1,2,16,15.2,12.5,2,15.6,1,105,16,4
Dan Skuta,5349,ED,SF,13,1,2,28,77.6,1,8,104,56.8,14.4,15,4,8.2,4,199,113,13,0,65.7,0,7,50,71.4,22.0,11,13.0,3,77,55,10
Reggie Walker,5351,LB,SD,6,0,0,27,50.9,4,4,58,67.4,13.8,8,2,8.6,1,95,64,9,0,58.3,3,1,19,77.4,21.1,4,15.8,1,31,24,5
Marcus Benard,5359,ED,ARZ,10,0,0,1,64.6,2,4,52,81.7,19.2,10,0,7.7,1,71,58,7,0,63.2,1,2,28,90.9,32.1,9,8.9,1,33,30,4
C.J. Spillman,5370,S,DAL,8,0,0,9,53.0,0,0,4,7.1,0.0,0,1,0.0,0,56,4,0,0,,0,0,0,0.0,,0,,0,29,0,0
Tim Jamison,5400,DI,HST,13,0,1,13,44.6,2,9,292,99.7,5.1,15,1,2.9,3,305,304,14,0,47.7,1,7,140,100.0,7.1,10,4.3,2,150,150,10
Jonathan Casillas,5422,LB,NE,10,0,0,19,60.8,1,4,29,23.5,20.7,6,1,8.6,0,132,31,5,0,56.2,0,2,13,25.5,15.4,2,7.7,0,51,13,2
Danny Gorrer,5424,CB,BLT,10,0,0,3,57.1,0,1,2,0.8,0.0,0,2,25.0,0,253,2,1,0,59.5,0,1,1,0.6,0.0,0,50.0,0,161,1,1
Josh Mauga,5491,LB,KC,16,0,0,16,56.6,4,9,85,14.5,9.4,8,1,8.8,1,598,87,14,0,66.5,3,4,38,15.0,15.8,6,11.8,1,260,39,8
Ndamukong Suh,5527,DI,DET,17,3,1,11,71.8,12,42,566,100.0,11.8,67,8,6.4,9,610,610,63,1,76.4,7,30,282,100.0,17.4,49,9.8,9,307,307,46
Gerald McCoy,5528,DI,TB,13,3,3,30,91.5,9,27,387,99.8,13.4,52,10,7.0,9,412,411,45,1,93.5,9,24,174,100.0,22.4,39,11.8,4,188,188,37
Eric Berry,5530,S,KC,6,0,0,16,67.6,1,0,5,2.3,0.0,0,0,10.0,0,222,5,1,0,60.0,1,0,1,1.0,0.0,0,50.0,0,96,1,1
Joe Haden,5532,CB,CLV,15,0,1,8,,0,0,1,0.2,0.0,0,10,0.0,0,624,1,0,0,,0,0,0,0.0,,0,,0,275,0,0
Rolando McClain,5533,LB,DAL,15,0,0,9,72.7,3,12,39,10.4,23.1,9,1,21.8,1,394,41,16,0,71.0,1,6,15,10.0,33.3,5,30.0,1,160,16,8
Tyson Alualu,5535,ED,JAX,16,0,0,15,50.3,3,7,200,100.0,5.5,11,0,3.5,2,212,212,12,0,58.1,2,6,55,100.0,14.5,8,9.1,1,59,59,9
Brandon Graham,5538,ED,PHI,16,0,0,24,82.2,8,39,225,76.9,25.3,57,2,13.1,6,312,240,53,0,88.3,6,24,116,87.1,33.6,39,17.2,5,147,128,35
Earl Thomas III,5539,S,SEA,19,1,0,29,81.4,0,0,5,0.7,0.0,0,1,0.0,0,719,5,0,1,90.5,0,0,2,0.6,0.0,0,0.0,0,313,2,0
Jason Pierre-Paul,5540,ED,NYG,16,4,0,21,66.4,9,38,546,99.1,11.9,65,4,6.7,13,582,577,60,1,70.1,5,25,248,100.0,17.3,43,10.1,10,268,268,40
Derrick Morgan,5541,ED,TEN,16,3,2,31,70.4,8,34,381,72.0,14.7,56,2,7.3,7,567,408,49,1,81.2,3,24,156,85.0,25.6,40,11.2,4,200,170,31
Kareem Jackson,5545,CB,HST,13,0,2,13,49.2,1,0,29,6.3,3.4,1,5,1.7,0,505,32,1,0,41.1,0,0,12,6.6,0.0,0,0.0,0,212,14,0
Dan Williams,5551,DI,ARZ,17,1,0,1,66.1,2,14,200,99.5,9.0,18,3,4.5,1,218,217,17,1,63.0,0,5,59,100.0,8.5,5,4.2,0,65,65,5
Devin McCourty,5552,S,NE,19,0,0,19,44.9,0,2,5,0.9,0.0,0,0,20.0,0,745,7,2,0,48.2,0,2,5,1.5,0.0,0,20.0,0,396,6,2
Jared Odrick,5553,DI,MIA,16,5,0,17,62.1,9,18,462,97.6,6.5,30,3,3.1,1,494,482,28,0,62.7,6,7,166,99.4,8.4,14,3.9,0,174,173,13
Kyle Wilson,5554,CB,NYJ,15,0,0,22,58.3,0,0,11,4.8,0.0,0,4,9.1,1,252,12,1,0,68.1,0,0,4,4.3,0.0,0,25.0,1,117,5,1
Jerry Hughes,5556,ED,BUF,16,0,3,4,65.9,9,40,466,97.6,13.7,64,12,7.8,12,505,493,61,0,67.5,5,24,207,98.2,17.9,37,11.8,10,225,221,39
Patrick Robinson,5557,CB,NO,13,0,1,20,44.3,0,2,8,2.3,0.0,0,2,12.5,0,395,9,2,0,45.8,0,1,5,3.2,0.0,0,10.0,0,188,6,1
Chris Cook,5559,CB,SF,6,0,0,28,60.0,0,0,1,2.3,0.0,0,1,0.0,0,43,1,0,0,,0,0,0,0.0,,0,,0,25,0,0
Nate Allen,5562,S,PHI,15,0,0,24,80.7,0,0,14,2.1,0.0,0,4,7.1,1,657,14,1,0,92.6,0,0,5,1.6,0.0,0,20.0,1,308,5,1
T.J. Ward,5563,S,DEN,16,0,1,10,90.5,4,5,38,5.8,18.4,7,5,17.1,2,743,43,11,0,82.5,2,1,19,6.4,15.8,3,13.2,1,357,23,4
Koa Misi,5565,LB,MIA,11,1,0,17,77.8,3,8,48,15.9,18.8,9,0,13.5,1,321,51,12,0,74.3,1,7,22,20.7,27.3,6,18.2,0,116,24,8
Lamarr Houston,5569,ED,CHI,8,1,1,6,68.6,10,15,244,100.0,10.7,26,1,5.5,1,251,251,26,0,71.3,8,9,112,100.0,17.9,20,7.6,0,117,117,17
Linval Joseph,5571,DI,MIN,16,1,1,18,61.0,5,19,357,100.0,8.4,30,3,4.8,5,386,386,29,0,65.8,2,13,135,100.0,13.3,18,7.8,3,147,147,18
Taylor Mays,5574,S,CIN,9,0,0,7,91.1,1,2,9,18.0,11.1,1,0,27.8,1,50,9,4,0,91.4,1,1,8,28.6,12.5,1,25.0,1,28,8,3
Jason Worilds,5577,ED,PIT,17,1,1,25,71.3,16,28,437,70.3,12.8,56,5,6.9,8,660,464,52,0,65.0,10,15,202,84.8,16.3,33,7.7,3,250,212,28
Carlos Dunlap,5579,ED,CIN,17,3,1,7,64.6,22,39,562,95.1,12.1,68,2,7.0,9,633,602,70,2,75.7,16,27,265,95.4,19.6,52,10.8,7,302,288,50
Mike Neal,5581,ED,GB,18,0,0,12,51.0,10,22,428,93.7,7.9,34,2,5.1,6,473,443,38,0,58.7,9,20,235,97.2,13.2,31,8.7,6,252,245,35
Terrence Cody,5582,DI,BLT,1,0,0,3,65.8,0,1,3,100.0,33.3,1,0,16.7,0,4,4,1,0,59.1,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Brandon Spikes,5587,LB,BUF,16,1,0,4,69.6,1,3,26,11.4,19.2,5,2,11.5,1,271,31,5,0,69.5,0,1,7,12.3,28.6,2,21.4,1,73,9,2
Morgan Burnett,5596,S,GB,17,0,1,12,83.1,1,5,24,3.9,25.0,6,1,25.0,3,639,25,9,0,90.9,0,2,9,3.0,33.3,3,33.3,2,303,9,4
Alex Carrington,5597,DI,SL,8,0,0,26,56.3,0,1,71,98.7,4.2,3,0,0.7,0,75,74,1,0,49.7,0,0,23,100.0,0.0,0,0.0,0,24,24,0
Major Wright,5600,S,TB,11,0,2,30,71.2,0,0,7,2.7,14.3,1,3,14.3,1,298,8,1,0,86.2,0,0,1,0.9,100.0,1,100.0,1,114,1,1
Donald Butler,5603,LB,SD,14,0,0,27,47.7,0,3,56,15.4,1.8,1,3,4.5,1,408,63,4,0,54.9,0,2,29,22.6,3.4,1,6.9,1,155,35,3
Earl Mitchell,5605,DI,MIA,16,1,0,17,65.0,1,15,236,98.4,9.7,23,1,4.2,2,252,248,18,1,68.4,1,5,80,97.7,12.5,10,6.3,2,88,86,8
Corey Peters,5607,DI,ATL,15,0,0,2,56.0,4,15,337,98.3,8.0,27,1,3.4,2,353,347,21,0,55.4,2,11,176,98.9,9.1,16,4.3,1,181,179,14
Everson Griffen,5624,ED,MIN,16,2,2,18,69.4,13,40,515,97.0,13.4,69,11,7.3,11,576,559,64,0,76.6,7,31,232,97.3,21.6,50,11.2,7,259,252,45
Darryl Sharpton,5626,LB,CHI,3,0,0,6,68.1,2,1,18,25.0,22.2,4,0,8.3,0,72,18,3,0,63.5,1,0,10,23.3,10.0,1,5.0,0,43,10,1
Perry Riley,5627,LB,WAS,14,0,1,32,53.4,2,4,56,11.0,3.6,2,4,10.7,3,537,59,9,0,59.6,1,2,22,10.0,4.5,1,15.9,2,231,23,5
Alterraun Verner,5628,CB,TB,14,0,3,30,58.8,0,0,0,0.2,,0,6,,0,500,1,0,0,58.8,0,0,0,0.5,,0,,0,213,1,0
Corey Wootton,5633,ED,MIN,15,0,0,18,52.6,2,4,130,99.3,5.4,7,2,3.1,1,137,136,7,0,57.6,1,4,42,97.8,11.9,5,6.0,0,45,44,5
Darrell Stuckey,5634,S,SD,11,0,0,27,47.2,1,1,8,7.2,0.0,0,0,12.5,0,138,10,2,0,51.0,1,1,6,8.6,0.0,0,16.7,0,81,7,2
Walter Thurmond,5635,CB,NYG,2,0,0,21,60.0,0,0,2,4.0,0.0,0,0,0.0,0,50,2,0,0,60.0,0,0,1,4.2,0.0,0,0.0,0,24,1,0
Geno Atkins,5643,DI,CIN,17,1,1,7,69.8,4,36,497,99.8,11.1,55,4,4.8,4,527,526,44,1,74.7,3,25,245,100.0,15.9,39,6.9,3,265,265,31
Al Woods,5646,DI,TEN,16,0,0,31,55.0,0,5,123,100.0,4.1,5,2,2.8,1,128,128,6,0,57.0,0,2,31,100.0,6.5,2,6.5,1,35,35,3
O'Brien Schofield,5653,ED,SEA,19,0,1,29,65.5,9,16,231,97.3,12.1,28,1,6.7,3,258,251,28,0,71.4,6,7,99,100.0,17.2,17,9.6,3,108,108,16
Kam Chancellor,5656,S,SEA,17,0,0,29,54.4,0,1,2,0.3,0.0,0,1,25.0,0,635,2,1,0,,0,0,0,0.0,,0,,0,282,0,0
Ricky Sapp,5657,ED,HST,3,0,0,13,55.9,0,1,15,93.8,6.7,1,0,3.3,0,16,15,1,0,52.2,0,0,6,100.0,0.0,0,0.0,0,6,6,0
Kendrick Lewis,5659,S,HST,16,0,0,13,52.1,1,5,25,3.8,0.0,0,0,12.0,0,685,26,6,0,43.5,0,1,7,2.8,0.0,0,7.1,0,283,8,1
Perrish Cox,5660,CB,SF,15,0,2,28,44.0,0,4,9,1.9,0.0,0,3,22.2,0,588,11,4,0,46.0,0,3,6,3.0,0.0,0,25.0,0,267,8,3
Nolan Carroll,5668,CB,PHI,16,0,0,24,47.8,1,3,31,10.0,9.7,3,1,6.5,0,309,31,4,0,61.3,1,3,17,8.9,17.6,3,11.8,0,190,17,4
Cam Thomas,5669,DI,PIT,17,0,0,25,49.1,2,7,219,99.2,5.9,13,2,2.1,0,238,236,9,0,56.5,1,4,61,100.0,11.5,7,4.1,0,66,66,5
Arthur Jones,5680,DI,IND,12,0,0,14,51.8,5,12,276,99.7,8.0,22,3,3.8,2,293,292,19,0,60.1,5,9,113,100.0,15.9,18,8.0,2,123,123,16
Larry Asante,5683,S,OAK,6,0,0,23,38.1,0,1,2,1.9,0.0,0,0,25.0,0,103,2,1,0,,0,0,0,0.0,,0,,0,52,0,0
Reshad Jones,5686,S,MIA,12,1,0,17,95.2,2,7,20,4.5,35.0,7,0,32.5,2,449,20,11,0,91.9,0,3,8,4.8,37.5,3,31.3,1,166,8,4
Crezdon Butler,5687,CB,TB,9,0,0,30,59.4,0,0,1,1.0,0.0,0,1,0.0,0,101,1,0,0,,0,0,0,0.0,,0,,0,42,0,0
Greg Hardy,5698,ED,CAR,1,0,0,5,69.1,1,1,32,91.7,12.5,4,0,6.3,1,36,33,3,0,57.0,1,1,20,95.5,10.0,2,5.0,0,22,21,2
Arthur Moats,5701,ED,PIT,16,0,0,25,74.0,3,15,148,73.2,14.2,21,2,8.8,4,213,156,22,0,68.2,0,7,59,77.5,18.6,11,11.0,3,80,62,10
Clifton Geathers,5709,DI,PIT,6,0,0,25,50.8,1,0,38,100.0,2.6,1,0,1.3,0,39,39,1,0,58.5,1,0,8,100.0,12.5,1,6.3,0,9,9,1
Eugene Sims,5712,ED,SL,16,0,0,26,55.6,7,18,304,99.7,7.6,23,6,5.1,3,322,321,28,0,64.8,3,10,108,99.2,13.9,15,8.8,3,120,119,16
Willie Young,5736,ED,CHI,15,1,1,6,60.0,5,22,392,97.1,8.7,34,5,6.0,10,420,408,37,1,64.5,3,14,198,96.3,12.1,24,7.8,7,215,207,24
Dekoda Watson,5740,LB,DAL,5,0,0,9,60.4,1,3,13,37.8,15.4,2,0,15.4,0,37,14,4,0,57.8,0,2,8,66.7,25.0,2,12.5,0,12,8,2
Jamar Chaney,5743,LB,OAK,3,0,0,23,58.8,0,0,0,20.0,,0,0,,0,5,1,0,0,58.8,0,0,0,25.0,,0,,0,4,1,0
Phillip Adams,5747,CB,NYJ,9,0,0,22,60.0,0,0,1,0.5,0.0,0,0,0.0,0,184,1,0,0,,0,0,0,0.0,,0,,0,65,0,0
George Selvie,5749,ED,DAL,18,0,0,9,50.7,6,17,285,96.8,9.5,27,2,5.1,3,310,300,26,0,54.8,1,8,114,96.7,12.3,14,4.8,1,123,119,10
C.J. Wilson,5753,ED,OAK,16,0,0,23,60.5,0,10,146,98.7,9.6,14,0,4.8,2,158,156,12,0,69.5,0,8,53,100.0,18.9,10,9.4,1,59,59,9
Sean Lissemore,5757,DI,SD,15,0,0,27,63.8,1,8,126,100.0,11.1,14,0,4.4,1,133,133,10,0,63.3,0,1,25,100.0,12.0,3,2.0,0,30,30,1
Ricardo Mathews,5761,DI,SD,12,0,0,27,60.1,2,12,171,99.0,8.8,15,1,5.3,2,192,190,16,0,62.2,2,5,74,97.7,12.2,9,6.1,1,88,86,8
Kavell Conner,5763,LB,SD,13,0,0,27,59.7,0,3,7,6.7,14.3,1,1,35.7,1,135,9,4,0,56.0,0,0,1,7.7,0.0,0,0.0,0,26,2,0
Kurt Coleman,5767,S,KC,15,0,0,16,63.4,0,1,6,2.1,0.0,0,0,8.3,0,332,7,1,0,68.8,0,1,5,2.6,0.0,0,10.0,0,189,5,1
Brandon Deaderick,5769,DI,NO,13,0,0,20,48.9,2,8,188,100.0,5.3,10,0,2.7,0,204,204,10,0,53.6,1,7,90,100.0,10.0,9,4.4,0,100,100,8
Robert McClain,5771,CB,ATL,14,0,2,2,75.6,0,2,6,1.7,33.3,2,6,33.3,1,407,7,3,0,80.9,0,1,5,2.5,40.0,2,30.0,1,204,5,2
Stevie Brown,5773,S,NYG,14,0,0,21,60.0,1,2,13,3.8,23.1,3,0,19.2,1,345,13,4,0,70.4,0,1,4,2.7,25.0,1,12.5,0,150,4,1
Rafael Bush,5779,S,NO,10,0,0,20,64.2,0,1,5,1.6,20.0,1,2,10.0,0,305,5,1,0,70.2,0,1,3,1.9,33.3,1,16.7,0,157,3,1
Sergio Brown,5803,S,IND,15,0,0,14,56.1,1,1,28,8.4,7.1,2,1,7.1,1,333,28,3,0,50.4,0,0,8,5.4,0.0,0,0.0,0,147,8,0
Kyle Love,5806,DI,CAR,1,0,0,5,56.6,0,0,4,100.0,0.0,0,0,0.0,0,4,4,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Dane Fletcher,5807,LB,TB,9,0,0,30,56.8,0,4,26,13.2,7.7,2,0,11.5,1,204,27,5,0,62.7,0,2,8,9.6,12.5,1,25.0,1,83,8,3
Jeromy Miles,5810,S,BLT,11,0,0,3,40.4,0,3,9,3.4,11.1,1,0,16.7,0,261,9,3,0,49.8,0,1,4,3.3,25.0,1,12.5,0,123,4,1
Vincent Rey,5811,LB,CIN,17,0,0,7,45.4,2,2,65,11.2,6.2,4,1,3.1,0,618,69,4,0,49.7,2,1,26,9.6,11.5,3,5.8,0,280,27,3
Darian Stewart,5820,S,BLT,18,0,0,3,67.1,3,1,23,4.2,8.7,2,0,8.7,0,546,23,4,0,90.7,2,0,9,4.0,22.2,2,11.1,0,227,9,2
Cassius Vaughn,5845,CB,DET,13,0,1,11,42.5,0,2,14,5.6,7.1,1,2,7.1,0,324,18,2,0,53.3,0,1,3,2.4,33.3,1,16.7,0,167,4,1
Aaron Berry,5871,CB,CLV,1,0,0,8,,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Barry Church,5924,S,DAL,18,0,0,9,73.7,1,0,11,1.8,9.1,1,2,13.6,1,624,11,2,0,76.8,0,0,4,1.4,25.0,1,25.0,1,281,4,1
Sam Shields,5943,CB,GB,16,0,0,12,60.0,0,0,1,0.2,0.0,0,1,0.0,0,559,1,0,0,,0,0,0,0.0,,0,,0,264,0,0
Frank Zombo,5945,ED,KC,2,0,0,16,51.1,0,0,10,47.8,0.0,0,0,0.0,0,23,11,0,0,52.1,0,0,6,40.0,0.0,0,0.0,0,15,6,0
Josh Gordy,5990,CB,IND,15,0,2,14,60.0,0,0,2,1.0,0.0,0,3,0.0,0,207,2,0,0,,0,0,0,0.0,,0,,0,102,0,0
Anthony Levine,6013,CB,BLT,10,0,0,3,46.5,0,2,8,4.1,0.0,0,1,12.5,0,197,8,2,0,48.7,0,0,4,3.9,0.0,0,0.0,0,103,4,0
Junior Galette,6018,ED,NO,16,0,1,20,86.6,13,44,433,88.4,17.3,75,2,8.9,10,519,459,67,0,90.5,7,33,215,95.1,23.3,50,13.0,8,243,231,48
Albert McClellan,6022,LB,BLT,7,0,0,3,52.9,0,2,16,51.6,12.5,2,0,6.3,0,31,16,2,0,58.3,0,1,9,52.9,22.2,2,5.6,0,17,9,1
Mitch Unrein,6031,DI,DEN,5,0,0,10,52.2,0,1,31,100.0,3.2,1,0,1.6,0,32,32,1,0,57.0,0,1,12,100.0,8.3,1,4.2,0,12,12,1
Seyi Ajirotutu,6035,WR,SD,1,0,0,27,,0,0,1,100.0,0.0,0,2,0.0,0,1,1,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Josh Price-Brent,6072,DI,DAL,3,0,0,9,49.6,0,0,34,100.0,0.0,0,0,0.0,0,37,37,0,0,51.3,0,0,17,100.0,0.0,0,0.0,0,17,17,0
George Johnson,6112,ED,DET,17,1,0,11,64.0,5,27,333,94.7,12.3,41,0,6.9,7,377,357,39,0,64.5,3,18,187,97.1,17.1,32,9.4,7,207,201,28
Andrew Sendejo,6118,S,MIN,9,0,0,18,67.9,1,0,2,3.4,50.0,1,0,25.0,0,88,3,1,0,,0,0,0,0.0,,0,,0,36,0,0
Von Miller,6154,ED,DEN,17,2,2,10,85.6,12,47,510,81.1,17.8,91,5,8.7,15,665,539,74,0,90.4,11,31,272,90.7,25.7,70,12.9,14,323,293,56
Marcell Dareus,6155,DI,BUF,15,1,0,4,60.4,3,19,412,100.0,8.5,35,3,5.1,10,441,441,32,0,64.0,2,15,182,100.0,14.3,26,8.5,7,194,194,24
Aldon Smith,6159,ED,SF,7,0,0,28,63.5,6,24,213,90.1,15.0,32,1,8.0,2,253,228,32,0,59.9,3,8,103,94.2,13.6,14,7.3,2,121,114,13
J.J. Watt,6163,DI,HST,16,10,0,13,92.9,44,54,633,100.0,19.6,124,6,11.1,21,670,670,119,3,92.3,23,33,252,100.0,28.2,71,14.7,9,278,278,65
Nick Fairley,6165,DI,DET,8,0,0,11,73.8,3,17,169,100.0,14.2,24,5,7.1,2,181,181,22,0,70.4,2,12,77,100.0,20.8,16,10.4,1,84,84,15
Robert Quinn,6166,ED,SL,16,4,2,26,78.0,15,27,465,99.6,13.8,64,7,6.9,11,495,493,53,2,83.5,7,18,191,100.0,21.5,41,11.3,9,205,205,34
Ryan Kerrigan,6168,ED,WAS,16,0,0,32,78.7,9,51,441,79.2,14.1,62,3,9.8,13,595,471,73,0,79.5,6,29,206,89.0,19.9,41,11.9,7,255,227,42
Corey Liuget,6170,DI,SD,16,2,0,27,59.8,9,24,435,100.0,9.2,40,4,4.9,5,473,473,38,0,66.6,5,13,163,100.0,13.5,22,7.4,3,188,188,21
Prince Amukamara,6171,CB,NYG,8,0,1,21,58.8,1,0,1,0.4,0.0,0,4,50.0,0,279,1,1,0,,0,0,0,0.0,,0,,0,129,0,0
Adrian Clayborn,6172,ED,TB,1,0,0,30,58.8,1,1,28,100.0,10.7,3,0,3.6,0,28,28,2,0,64.6,1,0,10,100.0,20.0,2,5.0,0,10,10,1
Phil Taylor Sr.,6173,DI,CLV,5,1,0,8,49.1,1,0,61,98.4,1.6,1,0,0.8,0,63,62,1,0,47.9,0,0,20,100.0,0.0,0,0.0,0,21,21,0
Cameron Jordan,6176,ED,NO,16,6,0,20,59.8,4,37,565,98.7,9.9,56,3,5.0,8,613,605,49,2,63.7,1,25,251,99.3,15.5,39,7.6,6,273,271,32
Jimmy Smith,6179,CB,BLT,8,0,1,3,83.9,0,0,0,0.3,,0,4,,0,299,1,0,0,83.9,0,0,0,0.7,,0,,0,143,1,0
Muhammad Wilkerson,6182,DI,NYJ,13,5,0,22,62.8,10,18,412,96.6,9.5,39,2,5.1,7,446,431,35,1,67.3,7,11,153,97.1,17.0,26,7.8,3,170,165,21
Cameron Heyward,6183,DI,PIT,17,4,0,25,66.4,12,38,533,98.8,11.6,62,4,6.2,8,575,568,58,3,71.2,8,21,210,100.0,18.1,38,8.8,4,220,220,33
Aaron Williams,6186,S,BUF,15,0,0,4,41.8,0,1,10,1.8,0.0,0,3,5.0,0,567,10,1,0,50.3,0,1,4,1.6,0.0,0,12.5,0,251,4,1
Jabaal Sheard,6189,ED,CLV,16,2,0,8,60.1,4,24,327,87.6,10.1,33,3,4.9,2,404,354,30,1,63.9,1,15,147,87.4,13.6,20,6.8,2,191,167,18
Akeem Ayers,6191,ED,NE,13,0,0,19,60.5,5,23,237,85.1,14.3,34,1,7.6,4,303,258,32,0,60.3,4,11,145,90.5,14.5,21,7.2,3,179,162,18
Bruce Carter,6192,LB,DAL,15,2,1,9,71.8,2,2,24,6.4,12.5,3,2,12.5,1,391,25,5,0,63.1,1,1,9,5.5,11.1,1,11.1,0,182,10,2
Jarvis Jenkins,6193,DI,WAS,16,1,0,32,48.6,2,5,243,100.0,3.7,9,4,1.4,0,261,261,7,1,50.7,1,1,76,100.0,2.6,2,1.3,0,85,85,2
Brooks Reed,6194,ED,HST,16,1,0,13,60.0,6,26,322,70.4,11.2,36,1,5.6,2,487,343,34,0,61.7,4,16,164,84.4,14.6,24,7.3,2,212,179,22
Rahim Moore,6197,S,DEN,17,0,0,10,58.0,0,0,1,0.3,0.0,0,0,0.0,0,774,2,0,0,58.0,0,0,1,0.5,0.0,0,0.0,0,372,2,0
Marcus Gilchrist,6202,S,SD,16,1,2,27,64.3,1,4,30,5.2,10.0,3,6,11.7,1,598,31,6,0,75.7,1,2,13,5.8,23.1,3,19.2,1,240,14,4
Da'Quan Bowers,6203,DI,TB,11,2,0,30,60.0,2,5,166,98.4,5.4,9,0,3.3,2,183,180,9,0,65.7,1,2,64,98.6,7.8,5,5.5,2,71,70,5
Marvin Austin,6204,DI,DEN,16,0,0,10,54.8,0,5,165,95.1,6.1,10,2,1.5,0,185,176,5,0,56.3,0,2,55,95.6,5.5,3,1.8,0,68,65,2
Stephen Paea,6205,DI,CHI,16,2,0,6,77.0,11,31,418,100.0,10.8,45,0,6.2,5,436,436,47,2,82.7,9,24,198,100.0,16.2,32,9.8,3,208,208,36
Jaiquawn Jarrett,6206,S,NYJ,14,0,1,22,53.1,1,2,17,7.5,0.0,0,1,14.7,1,228,17,4,0,70.2,1,1,11,12.6,0.0,0,18.2,1,87,11,3
Brandon Harris,6212,CB,TEN,5,0,2,31,52.7,0,0,3,3.8,0.0,0,2,0.0,0,79,3,0,0,57.4,0,0,2,5.7,0.0,0,0.0,0,35,2,0
Terrell McClain,6217,DI,DAL,14,0,0,9,62.5,2,9,197,98.6,6.1,12,2,3.3,1,214,211,12,0,54.9,2,4,83,100.0,6.0,5,3.6,0,92,92,6
Dontay Moch,6218,ED,TEN,3,1,0,31,55.1,1,0,42,81.8,4.8,2,0,1.2,0,55,45,1,0,53.4,1,0,17,90.0,5.9,1,2.9,0,20,18,1
Nate Irving,6219,LB,DEN,8,0,0,10,59.0,2,1,14,7.9,7.1,1,1,17.9,1,228,18,4,0,56.9,1,1,6,11.2,16.7,1,33.3,1,89,10,3
