player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Linval Joseph,5571,DI,MIN,16,0,2,18,73.8,9,20,359,100.0,9.5,34,2,5.4,5,376,376,34,0,82.4,2,17,127,100.0,18.9,24,9.8,3,134,134,22
Carlos Dunlap,5579,ED,CIN,16,13,0,7,77.4,17,42,512,96.4,14.3,73,4,7.5,9,562,542,68,6,79.9,10,25,270,98.6,19.6,53,9.4,8,291,287,43
Sean Lee,5580,LB,DAL,16,0,0,9,54.0,2,6,72,10.6,5.6,4,0,5.6,0,727,77,8,0,59.8,2,4,42,15.6,7.1,3,7.1,0,295,46,6
Brandon Spikes,5587,ED,BUF,9,0,0,4,49.6,0,1,21,62.5,0.0,0,0,2.4,0,40,25,1,0,51.9,0,0,8,66.7,0.0,0,0.0,0,12,8,0
Morgan Burnett,5596,S,GB,18,0,0,12,74.4,1,4,43,6.3,20.9,9,3,12.8,3,709,45,8,0,82.6,1,3,24,7.1,29.2,7,16.7,2,367,26,6
Donald Butler,5603,LB,MIA,15,0,0,17,47.5,0,0,23,17.5,0.0,0,0,0.0,0,154,27,0,0,51.2,0,0,8,27.8,0.0,0,0.0,0,36,10,0
Earl Mitchell,5605,DI,MIA,10,0,0,17,74.4,2,13,169,98.4,12.4,21,1,4.4,0,187,184,15,0,81.3,1,5,53,100.0,20.8,11,5.7,0,64,64,6
Corey Peters,5607,DI,ARZ,15,0,1,1,59.0,1,7,244,98.5,4.5,11,3,1.6,0,264,260,8,0,61.8,1,4,71,98.7,7.0,5,3.5,0,77,76,5
NaVorro Bowman,5615,LB,SF,4,0,0,28,49.2,0,2,22,16.3,0.0,0,1,9.1,1,147,24,3,0,55.7,0,1,10,20.0,0.0,0,15.0,1,60,12,2
Everson Griffen,5624,ED,MIN,16,1,1,18,65.0,13,47,526,97.4,14.1,74,8,7.2,8,572,557,68,0,75.9,10,33,250,98.5,22.0,55,11.4,7,270,266,50
Perry Riley,5627,LB,OAK,12,0,0,23,59.7,0,8,38,10.4,15.8,6,0,10.5,0,412,43,8,0,57.9,0,6,24,12.6,20.8,5,12.5,0,215,27,6
Alterraun Verner,5628,CB,TB,8,0,0,30,60.0,0,0,1,0.6,0.0,0,1,0.0,0,165,1,0,0,,0,0,0,0.0,,0,,0,86,0,0
Darrell Stuckey,5634,S,SD,6,0,0,27,60.0,0,1,1,5.3,0.0,0,0,50.0,0,19,1,1,0,60.0,0,1,1,6.7,0.0,0,50.0,0,15,1,1
Geno Atkins,5643,DI,CIN,16,0,1,7,86.0,13,54,497,99.8,17.3,86,1,8.8,10,520,519,77,0,85.7,6,38,262,100.0,21.8,57,11.1,7,276,276,51
Al Woods,5646,DI,TEN,12,0,0,31,51.4,0,3,104,100.0,3.8,4,1,1.4,0,114,114,3,0,52.1,0,2,36,100.0,5.6,2,2.8,0,43,43,2
O'Brien Schofield,5653,ED,ATL,2,0,0,2,52.1,0,0,10,100.0,0.0,0,0,0.0,0,10,10,0,0,52.6,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Kam Chancellor,5656,S,SEA,14,2,0,29,90.7,1,0,5,1.6,20.0,1,5,10.0,0,507,8,1,1,90.6,1,0,2,1.3,50.0,1,25.0,0,238,3,1
Kendrick Lewis,5659,S,BLT,3,0,0,3,59.8,0,0,1,10.0,0.0,0,0,0.0,0,10,1,0,0,,0,0,0,0.0,,0,,0,5,0,0
Perrish Cox,5660,CB,TEN,11,0,2,31,60.0,0,0,1,0.2,0.0,0,6,0.0,0,429,1,0,0,,0,0,0,0.0,,0,,0,182,0,0
Cam Thomas,5669,DI,LA,16,0,1,26,58.9,0,8,181,97.0,6.1,11,3,2.8,1,200,194,9,0,57.9,0,4,53,100.0,9.4,5,5.7,1,58,58,5
Arthur Jones,5680,DI,IND,8,0,0,14,50.6,0,3,144,99.4,2.8,4,1,1.0,0,155,154,3,0,56.1,0,2,43,100.0,4.7,2,2.3,0,47,47,2
Reshad Jones,5686,S,MIA,6,2,0,17,59.9,0,3,22,9.2,4.5,1,0,11.4,1,249,23,4,0,52.0,0,0,7,7.7,0.0,0,0.0,0,91,7,0
Crezdon Butler,5687,CB,DET,2,0,0,11,59.8,0,0,1,6.3,0.0,0,0,0.0,0,16,1,0,0,,0,0,0,0.0,,0,,0,6,0,0
Arthur Moats,5701,ED,PIT,14,1,0,25,54.0,2,15,187,75.9,8.6,16,0,6.7,4,261,198,21,0,55.9,1,8,86,79.3,12.8,11,7.6,2,116,92,11
Eugene Sims,5712,ED,LA,16,2,0,26,52.7,2,13,293,96.6,5.1,15,1,3.6,3,319,308,18,0,55.6,1,6,99,100.0,10.1,10,6.6,3,108,108,10
Willie Young,5736,ED,CHI,16,2,2,6,62.0,1,32,367,92.3,11.7,43,10,6.7,8,431,398,41,0,60.6,1,20,181,95.7,14.4,26,8.6,5,210,201,26
Dekoda Watson,5740,ED,DEN,7,0,0,10,63.8,0,2,27,96.4,11.1,3,0,7.4,1,28,27,3,0,70.9,0,2,14,100.0,21.4,3,14.3,1,14,14,3
C.J. Wilson,5753,DI,CHI,6,0,0,6,66.8,3,3,51,98.1,11.8,6,0,7.8,1,54,53,7,0,72.9,3,2,24,96.3,20.8,5,14.6,1,27,26,6
Ricardo Mathews,5761,DI,PIT,17,0,0,25,49.6,2,6,199,98.6,4.0,8,0,2.5,1,211,208,9,0,58.2,2,4,72,100.0,9.7,7,5.6,1,76,76,7
Kurt Coleman,5767,S,CAR,15,0,0,5,72.8,2,4,19,3.2,10.5,2,0,21.1,1,661,21,7,0,66.8,1,0,3,1.1,0.0,0,16.7,0,283,3,1
Robert McClain,5771,CB,SD,11,0,1,27,57.2,0,2,9,4.5,11.1,1,3,22.2,1,224,10,3,0,50.9,0,2,4,4.8,0.0,0,50.0,1,84,4,3
Rafael Bush,5779,S,DET,17,0,0,11,82.9,0,1,8,2.2,37.5,3,0,18.8,1,367,8,2,0,74.7,0,0,2,1.0,50.0,1,0.0,0,191,2,0
Kyle Love,5806,DI,CAR,10,0,0,5,58.9,0,10,135,100.0,7.4,10,1,4.4,1,140,140,11,0,65.0,0,9,66,100.0,15.2,10,8.3,1,69,69,10
Vincent Rey,5811,LB,CIN,16,1,0,7,50.5,0,4,32,9.9,3.1,1,1,6.3,0,363,36,4,0,49.7,0,2,16,10.3,6.3,1,6.3,0,184,19,2
Darian Stewart,5820,S,DEN,16,1,1,10,54.0,1,1,16,2.8,6.3,1,2,6.3,0,633,18,2,0,49.4,0,0,8,3.0,0.0,0,0.0,0,333,10,0
Ben Garland,5839,DI,ATL,10,0,0,2,55.8,0,0,27,100.0,0.0,0,0,0.0,0,29,29,0,0,55.7,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Tramaine Brock Sr.,5903,CB,SF,16,0,2,28,43.0,0,1,1,0.2,100.0,1,7,50.0,0,588,1,1,0,43.1,0,1,0,0.0,,1,,0,219,0,1
Barry Church,5924,S,DAL,13,0,0,9,67.4,2,1,14,3.0,14.3,2,1,17.9,1,493,15,4,0,69.0,1,0,8,4.6,12.5,1,18.8,1,195,9,2
Frank Zombo,5945,ED,KC,15,2,0,16,53.9,2,6,176,72.7,6.3,11,1,2.8,1,256,186,9,0,52.9,0,3,61,82.5,11.5,7,4.1,1,80,66,4
Anthony Levine,6013,S,BLT,11,0,0,3,62.9,1,0,7,10.0,14.3,1,0,7.1,0,70,7,1,0,56.3,0,0,2,5.7,0.0,0,0.0,0,35,2,0
Marcus Sherels,6017,CB,MIN,1,0,0,18,60.0,0,0,1,25.0,0.0,0,0,0.0,0,4,1,0,0,60.0,0,0,1,50.0,0.0,0,0.0,0,2,1,0
Albert McClellan,6022,ED,BLT,16,0,2,3,39.1,1,2,129,38.4,3.1,4,4,1.9,1,367,141,4,0,40.9,0,2,74,47.6,4.1,3,2.7,1,166,79,3
Mitch Unrein,6031,DI,CHI,13,0,0,6,53.9,1,10,202,98.6,7.4,15,0,3.2,1,213,210,12,0,56.6,1,7,86,100.0,12.8,11,5.8,1,89,89,9
Andrew Sendejo,6118,S,MIN,14,0,0,18,58.6,0,2,14,2.7,14.3,2,2,14.3,1,556,15,3,0,52.9,0,1,3,1.1,33.3,1,16.7,0,263,3,1
Von Miller,6154,ED,DEN,16,3,0,10,89.6,10,55,432,84.6,19.9,86,7,10.8,14,557,471,79,1,90.2,6,42,233,88.5,27.5,64,14.6,10,286,253,58
Marcell Dareus,6155,DI,BUF,8,1,0,4,62.4,0,8,194,100.0,7.7,15,0,4.6,5,204,204,13,0,66.4,0,5,73,100.0,13.7,10,8.9,4,76,76,9
Patrick Peterson,6157,CB,ARZ,16,0,1,1,60.0,0,0,1,0.2,0.0,0,8,0.0,0,648,1,0,0,,0,0,0,0.0,,0,,0,273,0,0
J.J. Watt,6163,DI,HST,3,0,0,13,59.8,3,4,88,100.0,10.2,9,0,6.3,2,95,95,9,0,59.4,1,3,37,100.0,13.5,5,8.1,1,40,40,5
Nick Fairley,6165,DI,NO,16,0,0,20,67.0,10,30,461,99.6,11.9,55,4,5.9,7,488,486,47,0,73.0,8,18,198,100.0,18.2,36,9.1,5,208,208,31
Robert Quinn,6166,ED,LA,9,1,4,26,71.7,3,15,247,99.3,9.7,24,5,5.3,4,267,265,22,0,80.8,0,9,101,99.1,15.8,16,7.4,3,110,109,12
Ryan Kerrigan,6168,ED,WAS,16,2,0,32,78.3,9,51,446,95.0,16.4,73,1,9.4,12,497,472,72,0,83.9,4,29,198,96.0,23.2,46,12.4,8,223,214,41
Corey Liuget,6170,DI,SD,16,3,0,27,52.8,6,27,469,99.6,7.0,33,3,3.5,0,497,495,33,1,56.4,5,20,214,100.0,12.1,26,5.8,0,225,225,25
Prince Amukamara,6171,CB,JAX,14,0,1,15,54.3,0,0,5,0.9,0.0,0,4,0.0,0,546,5,0,0,56.1,0,0,2,0.8,0.0,0,0.0,0,263,2,0
Adrian Clayborn,6172,ED,ATL,14,0,1,2,59.9,11,25,424,98.7,10.8,46,2,5.4,5,448,442,41,0,65.4,9,16,211,98.7,15.2,32,7.8,4,226,223,29
Cameron Jordan,6176,ED,NO,16,4,2,20,86.5,16,54,589,100.0,17.0,100,4,7.5,9,619,619,79,2,91.7,9,34,228,100.0,28.1,64,12.9,8,240,240,51
Muhammad Wilkerson,6182,ED,NYJ,15,4,0,22,57.3,8,19,446,98.7,7.0,31,2,4.1,5,475,469,32,0,56.7,2,9,154,99.4,9.7,15,5.5,3,167,166,14
Cameron Heyward,6183,DI,PIT,7,3,0,25,70.8,1,15,221,98.3,10.4,23,2,5.0,3,241,237,19,0,77.5,1,9,86,98.9,16.3,14,8.1,2,95,94,12
Aaron Williams,6186,S,BUF,7,0,0,4,50.4,0,0,9,4.4,0.0,0,1,0.0,0,204,9,0,0,53.6,0,0,4,5.6,0.0,0,0.0,0,72,4,0
Jabaal Sheard,6189,ED,NE,18,0,0,19,65.2,6,31,362,82.4,14.1,51,0,6.8,6,459,378,43,0,66.0,2,16,176,88.0,15.3,27,8.0,5,209,184,23
Akeem Ayers,6191,ED,IND,16,2,0,14,62.5,2,8,133,61.5,9.8,13,1,5.3,2,231,142,12,0,59.8,1,6,57,72.9,14.0,8,7.9,1,85,62,8
Bruce Carter,6192,LB,NYJ,7,0,0,22,64.0,1,1,10,18.5,10.0,1,0,10.0,0,65,12,2,0,68.4,1,0,2,7.7,0.0,0,25.0,0,26,2,1
Jarvis Jenkins,6193,DI,KC,17,0,1,16,55.5,1,7,138,99.3,7.2,10,2,3.6,1,145,144,9,0,53.0,0,4,70,100.0,8.6,6,4.3,1,75,75,5
Brooks Reed,6194,ED,ATL,18,1,0,2,68.7,5,25,300,97.8,15.0,45,0,6.3,4,324,317,34,0,68.3,4,17,136,99.3,19.9,27,9.2,2,144,143,23
Marcus Gilchrist,6202,S,NYJ,13,0,0,22,52.4,0,3,11,2.4,0.0,0,1,13.6,0,510,12,3,0,58.2,0,2,3,1.5,0.0,0,33.3,0,200,3,2
Stephen Paea,6205,DI,CLV,13,0,0,8,65.2,2,10,135,99.3,11.1,15,1,5.2,1,141,140,13,0,69.3,1,6,48,98.1,16.7,8,7.3,0,52,51,7
Terrell McClain,6217,DI,DAL,16,0,0,9,58.5,4,7,298,98.7,4.4,13,1,2.9,3,317,313,14,0,65.4,3,1,130,100.0,4.6,6,3.1,2,137,137,6
Kelvin Sheppard,6220,LB,NYG,17,0,0,21,44.0,1,5,26,13.3,7.7,2,0,11.5,0,203,27,6,0,51.4,0,2,5,10.0,0.0,0,20.0,0,50,5,2
Justin Houston,6222,ED,KC,6,1,0,16,70.4,2,10,154,83.2,15.6,24,0,7.1,5,202,168,17,1,72.2,1,9,81,90.1,21.0,17,9.9,3,101,91,13
Jurrell Casey,6229,DI,TEN,15,5,0,31,77.6,10,36,444,97.5,13.3,59,1,6.3,5,486,474,51,1,69.9,2,20,178,99.5,12.9,23,8.4,4,200,199,26
Mason Foster,6236,LB,WAS,16,1,0,32,69.0,3,5,48,12.7,14.6,7,2,12.5,2,416,53,10,0,63.3,1,3,22,17.6,13.6,3,13.6,1,142,25,5
Allen Bailey,6238,DI,KC,5,0,0,16,49.7,0,2,84,97.8,3.6,3,0,1.2,0,92,90,2,0,53.7,0,2,23,100.0,8.7,2,4.3,0,24,24,2
Shareece Wright,6241,CB,BLT,12,0,0,3,66.3,0,1,1,0.2,100.0,1,1,50.0,0,426,1,1,0,66.3,0,1,1,0.5,100.0,1,50.0,0,193,1,1
Akeem Dent,6243,LB,HST,9,0,0,13,50.3,0,1,13,36.1,7.7,1,0,3.8,0,36,13,1,0,55.0,0,0,3,27.3,0.0,0,0.0,0,11,3,0
Chris Conte,6245,S,TB,14,0,0,30,52.5,0,1,6,1.4,0.0,0,7,8.3,0,442,6,1,0,55.8,0,0,2,1.0,0.0,0,0.0,0,208,2,0
K.J. Wright,6251,LB,SEA,18,0,1,29,70.2,5,11,83,12.8,18.1,15,3,14.5,4,696,89,20,0,64.1,1,6,40,13.0,20.0,8,11.3,1,315,41,8
Da'Norris Searcy,6252,S,TEN,14,0,0,31,56.1,0,0,15,4.2,6.7,1,1,0.0,0,382,16,0,0,59.4,0,0,9,5.1,11.1,1,0.0,0,177,9,0
Sam Acho,6255,ED,CHI,16,1,0,6,52.2,4,13,201,76.7,9.0,18,0,4.7,1,287,220,18,0,51.0,2,8,90,81.1,13.3,12,5.6,0,122,99,10
Chris Prosinski,6273,S,CHI,14,0,0,6,59.2,0,0,0,0.9,,0,0,,0,113,1,0,0,,0,0,0,0.0,,0,,0,52,0,0
Davon House,6283,CB,JAX,11,0,2,15,60.0,0,0,1,0.6,0.0,0,5,0.0,0,163,1,0,0,60.0,0,0,1,1.4,0.0,0,0.0,0,72,1,0
Buster Skrine,6289,CB,NYJ,14,0,2,22,90.9,0,3,6,1.4,33.3,2,9,41.7,1,499,7,4,0,83.5,0,2,5,3.0,40.0,2,40.0,1,200,6,3
Karl Klug,6294,DI,TEN,14,1,0,31,71.5,4,25,257,99.3,13.2,34,0,6.4,2,273,271,31,0,75.5,3,16,117,100.0,17.9,21,9.0,1,124,124,20
Richard Sherman,6306,CB,SEA,18,0,1,29,58.8,0,0,1,0.1,0.0,0,8,0.0,0,706,1,0,0,,0,0,0,0.0,,0,,0,321,0,0
Chris Carter,6314,ED,IND,3,0,0,14,56.9,0,0,2,50.0,0.0,0,0,0.0,0,4,2,0,0,59.1,0,0,1,50.0,0.0,0,0.0,0,2,1,0
Pernell McPhee,6317,ED,CHI,9,0,0,6,69.0,7,10,134,91.9,17.9,24,1,9.3,4,161,148,21,0,74.5,5,9,78,93.5,24.4,19,14.1,4,93,87,18
Byron Maxwell,6325,CB,MIA,13,0,2,17,60.0,0,1,2,0.4,0.0,0,10,25.0,0,539,2,1,0,,0,0,0,0.0,,0,,0,233,0,0
Cliff Matthews,6382,DI,ATL,3,0,0,2,51.2,0,0,28,100.0,3.6,1,0,0.0,0,34,34,0,0,53.5,0,0,19,100.0,5.3,1,0.0,0,21,21,0
Lawrence Guy,6385,DI,BLT,16,1,0,3,57.0,6,15,278,99.7,7.9,22,2,4.1,1,298,297,22,0,60.3,5,8,127,100.0,11.0,14,5.9,1,134,134,14
Andrew Gachkar,6386,LB,DAL,5,0,0,9,57.9,2,0,4,8.3,75.0,3,0,50.0,1,48,4,3,0,58.9,0,0,3,25.0,33.3,1,33.3,1,12,3,1
Malcolm Smith,6394,LB,OAK,16,0,3,23,62.2,3,6,45,8.8,8.9,4,10,10.0,0,590,52,9,0,57.3,1,3,21,8.0,4.8,1,9.5,0,289,23,4
Spencer Paysinger,6419,LB,MIA,13,0,0,17,55.2,2,3,32,14.8,0.0,0,1,7.8,0,229,34,5,0,48.0,0,1,11,12.6,0.0,0,4.5,0,95,12,1
Chris Harris Jr.,6457,CB,DEN,16,0,3,10,56.2,0,0,2,0.3,0.0,0,7,0.0,0,660,2,0,0,56.2,0,0,2,0.6,0.0,0,0.0,0,338,2,0
Sealver Siliga,6483,DI,TB,10,0,0,30,52.6,0,1,67,100.0,3.0,2,0,0.7,0,70,70,1,0,51.8,0,0,15,100.0,0.0,0,0.0,0,16,16,0
Josh Bynes,6503,LB,DET,10,0,0,11,46.1,0,2,26,12.9,0.0,0,0,3.8,0,233,30,2,0,49.7,0,1,6,7.6,0.0,0,8.3,0,92,7,1
Nick Bellore,6515,LB,SF,12,0,0,28,62.8,0,3,45,13.8,13.3,6,1,7.8,2,362,50,5,0,64.1,0,3,25,21.4,20.0,5,10.0,1,131,28,4
Mario Addison,6558,ED,CAR,14,1,0,5,76.0,5,37,293,91.9,19.5,57,3,10.6,10,334,307,52,1,78.9,4,26,149,94.5,25.5,38,14.8,7,165,156,37
Cedric Thornton,6607,DI,DAL,14,1,0,9,61.1,1,4,169,96.2,5.9,10,2,2.7,2,185,178,7,1,63.5,1,3,74,100.0,8.1,6,4.1,1,77,77,5
Doug Baldwin,6615,WR,SEA,1,0,0,29,60.0,0,0,1,100.0,0.0,0,2,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Michael Morgan,6623,LB,SEA,11,0,1,29,73.0,2,1,13,18.6,23.1,3,2,11.5,0,70,13,3,0,54.6,0,0,3,14.3,0.0,0,0.0,0,21,3,0
Ron Parker,6625,S,KC,17,0,2,16,51.9,0,0,14,2.5,0.0,0,3,0.0,0,723,18,0,0,56.0,0,0,8,3.5,0.0,0,0.0,0,312,11,0
Jonathan Freeny,6633,LB,NE,4,0,0,19,49.5,0,0,10,18.6,0.0,0,1,0.0,0,59,11,0,0,50.7,0,0,7,25.0,0.0,0,0.0,0,28,7,0
Justin Trattou,6669,ED,MIN,5,0,0,18,51.9,0,0,8,100.0,12.5,1,0,0.0,0,8,8,0,0,55.5,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Bryan Braman,6699,ED,PHI,1,0,0,24,66.7,0,1,1,100.0,100.0,1,0,50.0,0,1,1,1,0,66.7,0,1,1,100.0,100.0,1,50.0,0,1,1,1
Isa Abdul-Quddus,6722,S,MIA,15,0,1,17,67.5,4,2,29,5.2,6.9,2,4,13.8,1,592,31,7,0,59.9,1,0,6,2.5,0.0,0,8.3,0,236,6,1
Mark Herzlich,6767,LB,NYG,4,0,0,21,60.0,0,0,1,25.0,0.0,0,0,0.0,0,4,1,0,0,,0,0,0,,,0,,0,0,0,0
Corbin Bryant,6825,DI,BUF,8,0,0,4,52.1,0,2,95,98.1,2.1,2,1,1.1,0,107,105,2,0,53.2,0,1,28,100.0,3.6,1,1.8,0,31,31,1
Sterling Moore,6871,CB,NO,13,2,1,20,66.2,0,4,28,5.6,3.6,1,6,7.1,0,522,29,4,0,61.5,0,3,15,7.2,6.7,1,10.0,0,221,16,3
Michael Wilhoite,6989,LB,SF,14,0,0,28,65.0,0,5,31,13.3,19.4,6,0,11.3,1,263,35,6,0,56.1,0,2,16,17.3,12.5,2,6.3,0,104,18,2
Craig Robertson,7003,LB,NO,15,1,0,20,53.3,7,3,91,15.2,4.4,4,1,6.6,1,627,95,11,0,54.0,5,1,46,20.0,4.3,2,8.7,1,235,47,7
Morris Claiborne,7012,CB,DAL,8,0,0,9,60.0,0,0,1,0.3,0.0,0,6,0.0,0,301,1,0,0,,0,0,0,0.0,,0,,0,122,0,0
Mark Barron,7013,LB,LA,16,1,1,26,46.0,2,4,101,15.5,5.9,6,4,4.0,1,683,106,7,1,47.4,1,3,50,20.0,4.0,2,6.0,1,255,51,5
Luke Kuechly,7015,LB,CAR,10,1,0,5,82.7,2,6,44,10.9,11.4,5,1,13.6,2,431,47,10,1,87.5,1,2,14,8.7,14.3,2,17.9,1,173,15,4
Stephon Gilmore,7016,CB,BUF,15,0,1,4,77.8,0,0,1,0.3,0.0,0,8,0.0,0,574,2,0,0,68.5,0,0,0,0.5,,0,,0,221,1,0
Dontari Poe,7017,DI,KC,17,4,0,16,59.7,7,23,508,99.6,7.5,38,0,3.3,2,543,541,32,3,61.8,4,14,212,100.0,11.3,24,4.7,1,228,228,19
Fletcher Cox,7018,DI,PHI,16,2,0,24,78.9,5,45,458,98.8,14.2,65,5,7.0,7,493,487,57,0,84.1,3,35,242,98.9,19.8,48,10.3,6,261,258,44
Michael Brockers,7020,DI,LA,14,1,0,26,64.2,5,6,200,94.8,6.0,12,2,2.8,0,229,217,11,0,63.5,3,3,60,98.5,11.7,7,5.0,0,67,66,6
Bruce Irvin,7021,ED,OAK,17,2,4,23,67.6,17,32,445,80.7,13.5,60,8,7.1,7,611,493,56,0,74.1,13,24,239,88.9,19.7,47,10.3,6,305,271,43
Dre Kirkpatrick,7023,CB,CIN,15,0,0,7,58.6,0,0,1,0.2,0.0,0,9,0.0,0,632,1,0,0,58.6,0,0,1,0.3,0.0,0,0.0,0,315,1,0
Melvin Ingram III,7024,ED,SD,16,1,1,27,82.5,10,54,452,80.1,16.8,76,8,8.8,8,599,480,72,0,87.3,5,38,226,90.0,22.1,50,12.6,7,269,242,50
Shea McClellin,7025,ED,NE,17,0,0,19,58.4,3,11,120,45.9,15.0,18,1,6.7,1,281,129,15,0,60.5,1,8,64,61.3,15.6,10,8.6,1,111,68,10
Chandler Jones,7027,ED,ARZ,16,2,0,1,84.8,10,44,521,93.4,14.6,76,2,7.5,12,603,563,66,2,91.0,8,33,229,96.9,24.9,57,13.8,11,262,254,52
Dont'a Hightower,7030,LB,NE,16,0,2,19,86.3,8,16,167,31.0,18.6,31,4,10.8,6,561,174,30,0,80.9,4,12,109,46.6,19.3,21,12.8,6,247,115,22
Whitney Mercilus,7031,ED,HST,17,1,1,13,83.9,17,48,502,84.3,16.5,83,4,8.7,11,638,538,76,1,90.6,11,28,237,92.1,22.8,54,11.6,8,278,256,47
Nick Perry,7033,ED,GB,17,3,0,12,65.0,6,33,440,96.0,13.6,60,3,7.2,12,479,460,51,2,70.6,5,24,261,97.5,18.0,47,9.8,11,276,269,40
Courtney Upshaw,7039,ED,ATL,16,1,0,2,58.8,3,14,253,98.5,9.9,25,1,4.5,3,268,264,20,0,65.6,3,11,116,100.0,16.4,19,6.9,1,121,121,15
Derek Wolfe,7040,DI,DEN,14,4,0,10,58.9,9,21,371,100.0,9.7,36,2,6.2,8,405,405,38,1,59.9,5,14,201,100.0,11.9,24,8.2,7,222,222,26
Andre Branch,7042,ED,MIA,17,1,0,17,62.1,7,34,440,93.2,11.1,49,4,6.3,7,511,476,48,0,70.7,3,27,178,92.9,19.7,35,11.8,6,210,195,36
Jackrabbit Jenkins,7043,CB,NYG,16,0,2,21,67.5,0,0,3,0.5,33.3,1,8,33.3,1,658,3,1,0,60.0,0,0,1,0.3,0.0,0,0.0,0,307,1,0
Mychal Kendricks,7049,LB,PHI,15,0,0,24,78.7,1,2,8,7.8,25.0,2,0,18.8,0,115,9,3,0,71.0,0,1,2,6.1,50.0,1,25.0,0,33,2,1
Bobby Wagner,7050,LB,SEA,18,0,0,29,86.9,16,9,93,14.1,23.7,22,2,18.8,5,708,100,30,0,89.9,9,7,55,18.0,32.7,18,21.8,4,322,58,20
Tavon Wilson,7051,S,DET,16,0,2,11,68.9,0,4,31,7.8,12.9,4,5,9.7,1,434,34,5,0,60.1,0,1,5,3.4,20.0,1,10.0,0,148,5,1
Kendall Reyes,7052,DI,KC,13,0,0,16,61.4,2,6,117,99.2,9.4,11,0,4.3,1,125,124,9,0,61.0,2,2,48,100.0,10.4,5,6.3,1,53,53,5
Jerel Worthy,7054,DI,BUF,11,0,0,4,56.8,0,2,64,100.0,4.7,3,1,1.6,0,68,68,2,0,49.8,0,0,18,100.0,0.0,0,0.0,0,22,22,0
Zach Brown,7055,LB,BUF,16,0,0,4,65.6,5,3,43,9.4,23.3,10,2,16.3,3,530,50,11,0,71.0,2,1,17,9.8,23.5,4,20.6,2,193,19,5
Devon Still,7056,DI,HST,3,0,0,13,52.6,0,0,7,100.0,0.0,0,0,0.0,0,8,8,0,0,57.1,0,0,1,100.0,0.0,0,0.0,0,2,2,0
Lavonte David,7060,LB,TB,16,0,0,30,55.5,3,7,92,15.6,4.3,4,1,10.9,5,633,99,15,0,58.1,0,2,43,15.9,7.0,3,14.0,5,296,47,7
Vinny Curry,7061,ED,PHI,16,0,0,24,69.2,8,29,282,99.0,14.5,41,1,7.6,3,301,298,40,0,71.0,6,21,158,98.8,19.0,30,10.4,3,170,168,30
Casey Hayward Jr.,7064,CB,SD,16,0,2,27,57.3,0,0,2,0.3,0.0,0,6,0.0,0,633,2,0,0,60.0,0,0,1,0.3,0.0,0,0.0,0,294,1,0
Trumaine Johnson,7067,CB,LA,14,0,1,26,51.7,0,1,4,0.7,0.0,0,4,12.5,0,605,4,1,0,51.7,0,1,4,1.7,0.0,0,12.5,0,230,4,1
Olivier Vernon,7074,ED,NYG,17,0,1,21,65.4,15,63,662,96.9,13.1,87,6,7.4,10,721,699,88,0,66.9,5,37,299,97.0,16.4,49,9.7,8,334,324,50
Demario Davis,7079,LB,CLV,16,0,0,8,64.9,2,9,64,16.5,15.6,10,0,11.7,2,395,65,13,0,75.2,1,6,32,20.6,25.0,8,17.2,2,155,32,9
Tyrone Crawford,7083,ED,DAL,15,0,0,9,64.3,4,31,420,99.3,12.4,52,1,5.4,5,448,445,40,0,69.8,0,19,175,99.5,17.7,31,7.7,4,184,183,23
Sean Spence,7087,LB,TEN,15,0,1,31,68.6,4,4,51,15.0,13.7,7,1,13.7,3,360,54,11,0,62.6,1,1,27,17.0,11.1,3,11.1,2,171,29,4
John Hughes,7088,DI,TB,6,0,0,30,54.2,0,1,37,100.0,5.4,2,1,1.4,0,38,38,1,0,52.0,0,1,13,100.0,7.7,1,3.8,0,14,14,1
Akiem Hicks,7090,DI,CHI,16,2,0,6,67.8,10,32,512,98.9,10.7,55,7,5.7,8,558,552,50,2,72.3,5,22,259,99.6,14.3,37,8.3,8,283,282,35
Nigel Bradham,7105,LB,PHI,16,0,0,24,68.1,1,7,59,10.2,20.3,12,3,10.2,2,618,63,10,0,68.6,1,4,33,10.9,21.2,7,13.6,2,321,35,7
Kyle Wilber,7113,LB,DAL,6,0,0,9,55.2,0,0,18,48.6,0.0,0,0,0.0,0,37,18,0,0,63.2,0,0,5,71.4,0.0,0,0.0,0,7,5,0
