player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Michael Griffin,3635,S,TEN,14,0,0,31,71.6,0,2,12,2.2,16.7,2,2,8.3,0,541,12,2,0,88.5,0,2,5,2.1,40.0,2,20.0,0,239,5,2
Aaron Ross,3636,CB,NYG,3,0,0,21,59.3,0,1,1,1.2,0.0,0,2,50.0,0,86,1,1,0,,0,0,0,0.0,,0,,0,43,0,0
Reggie Nelson,3637,S,CIN,16,0,0,7,85.3,4,7,46,7.2,4.3,2,3,14.1,1,664,48,12,0,81.2,2,5,25,7.3,4.0,1,18.0,1,355,26,8
Brandon Meriweather,3640,S,WAS,13,0,0,32,69.3,2,1,18,4.0,0.0,0,2,13.9,1,454,18,4,0,62.8,0,0,9,4.0,0.0,0,11.1,1,225,9,1
Jon Beason,3641,LB,NYG,14,0,0,21,50.2,1,4,43,9.2,7.0,3,2,5.8,0,476,44,5,0,56.2,1,3,25,11.5,8.0,2,8.0,0,227,26,4
Anthony Spencer,3642,ED,DAL,1,0,0,9,60.1,1,1,22,100.0,9.1,2,0,4.5,0,23,23,2,0,51.7,0,0,7,100.0,0.0,0,0.0,0,7,7,0
Alan Branch,3649,DI,BUF,16,1,0,4,52.7,4,6,244,98.9,3.7,9,3,2.0,0,267,264,10,0,49.0,0,2,79,98.9,2.5,2,1.3,0,89,88,2
Paul Posluszny,3650,LB,JAX,15,0,0,15,56.1,4,5,53,9.6,9.4,5,0,16.0,4,583,56,13,0,56.2,2,2,25,11.2,8.0,2,16.0,2,242,27,6
Eric Weddle,3653,S,SD,18,1,0,27,83.6,2,9,57,8.1,10.5,6,1,11.4,1,728,59,12,0,77.8,1,3,21,7.5,14.3,3,14.3,1,293,22,5
Lamarr Woodley,3662,ED,PIT,11,1,0,25,76.7,8,24,196,66.5,16.8,33,3,10.7,5,310,206,37,0,82.1,5,16,102,81.2,23.5,24,15.2,5,133,108,26
David Harris,3663,LB,NYJ,16,0,0,22,59.4,2,12,94,14.6,8.5,8,2,9.6,2,685,100,16,0,61.6,1,5,42,17.2,14.3,6,11.9,2,262,45,8
Justin Durant,3664,LB,DAL,10,0,0,9,53.2,0,1,9,8.3,11.1,1,0,5.6,0,109,9,1,0,60.0,0,0,1,3.4,0.0,0,0.0,0,29,1,0
Eric Wright,3669,CB,SF,6,0,0,28,59.4,0,0,1,1.0,0.0,0,0,0.0,0,99,1,0,0,,0,0,0,0.0,,0,,0,55,0,0
Josh Wilson,3671,CB,WAS,16,1,0,32,85.0,3,6,42,7.9,16.7,7,2,15.5,2,569,45,11,0,90.0,3,5,25,10.4,24.0,6,24.0,2,259,27,10
Usama Young,3682,S,OAK,11,0,0,23,73.6,0,3,29,21.5,6.9,2,0,15.5,3,135,29,6,0,78.3,0,2,19,27.9,5.3,1,21.1,3,68,19,5
Charles Johnson,3699,ED,CAR,15,0,1,5,69.0,9,45,466,94.4,12.7,59,2,8.4,12,516,487,66,0,75.2,4,32,233,93.2,18.5,43,11.6,9,263,245,45
Brandon Mebane,3701,DI,SEA,19,1,0,29,73.3,6,27,282,98.7,11.3,32,0,5.9,0,310,306,33,0,72.9,2,13,97,100.0,14.4,14,7.7,0,106,106,15
Ray McDonald,3713,DI,SF,17,1,0,28,51.7,3,30,459,99.4,7.8,36,2,4.7,5,485,482,38,1,54.1,2,19,225,98.8,10.2,23,5.6,2,240,237,23
Brian Robison,3718,ED,MIN,16,3,0,18,68.4,11,63,620,98.8,10.6,66,2,7.4,9,656,648,83,0,72.5,8,40,310,99.1,15.5,48,10.0,7,334,331,55
Paul Soliai,3724,DI,MIA,15,5,0,17,64.1,3,9,218,98.3,6.4,14,2,3.7,2,238,234,14,2,70.6,2,5,72,100.0,12.5,9,7.6,2,83,83,9
Stephen Nicholas,3725,LB,ATL,6,0,0,2,62.0,0,0,6,11.1,16.7,1,0,16.7,1,54,6,1,0,56.1,0,0,2,18.2,0.0,0,0.0,0,11,2,0
Dashon Goldson,3742,S,TB,13,0,0,30,61.7,0,2,10,2.4,10.0,1,6,10.0,0,497,12,2,0,55.1,0,0,4,2.1,0.0,0,0.0,0,235,5,0
Antwan Barnes,3750,ED,NYJ,5,0,0,22,69.1,4,5,90,80.3,10.0,9,0,7.2,2,122,98,11,0,61.9,1,1,39,82.4,5.1,2,5.1,1,51,42,3
Jay Richardson,3754,ED,NO,2,0,0,20,52.4,0,0,6,100.0,0.0,0,0,0.0,0,7,7,0,0,55.6,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Tarell Brown,3763,CB,SF,16,0,1,28,53.3,0,0,3,0.5,0.0,0,6,0.0,0,595,3,0,0,60.0,0,0,1,0.3,0.0,0,0.0,0,287,1,0
Antonio Johnson,3768,DI,TEN,15,0,0,31,64.9,2,8,168,100.0,6.5,11,1,4.8,3,181,181,13,0,74.2,1,6,60,100.0,13.3,8,9.2,2,66,66,9
Will Herring,3777,LB,NO,10,0,0,20,56.6,0,1,2,10.0,0.0,0,1,25.0,0,30,3,1,0,59.1,0,0,0,12.5,,0,,0,8,1,0
Derek Landri,3782,DI,TB,7,0,0,30,51.3,0,1,75,97.4,2.7,2,0,2.0,1,77,75,2,0,50.7,0,1,36,100.0,2.8,1,1.4,0,36,36,1
Corey Graham,3784,CB,BLT,16,0,1,3,89.9,1,1,11,2.3,18.2,2,4,18.2,1,483,11,3,0,73.7,1,0,2,0.8,0.0,0,25.0,0,251,2,1
William Gay,3786,CB,PIT,16,0,0,25,87.3,0,3,15,2.6,6.7,1,3,16.7,1,581,15,4,0,92.4,0,2,8,3.2,12.5,1,25.0,1,251,8,3
Adam Hayward,3798,LB,TB,8,0,0,30,48.3,0,1,14,15.1,7.1,1,1,3.6,0,93,14,1,0,50.6,0,1,7,15.9,14.3,1,7.1,0,44,7,1
Desmond Bishop,3808,LB,MIN,3,0,0,18,57.1,0,0,4,17.4,0.0,0,0,0.0,0,23,4,0,0,59.1,0,0,1,11.1,0.0,0,0.0,0,9,1,0
Marvin Mitchell,3836,LB,MIN,16,0,0,18,57.6,0,2,15,11.8,13.3,2,0,6.7,0,127,15,2,0,,0,0,0,0.0,,0,,0,34,0,0
Alan Ball,3853,CB,JAX,15,0,1,15,57.9,0,0,1,0.2,0.0,0,6,0.0,0,589,1,0,0,,0,0,0,0.0,,0,,0,249,0,0
Keyunta Dawson,3858,ED,NO,9,0,0,20,59.1,1,4,59,91.2,10.2,6,0,7.6,2,68,62,7,0,60.0,0,3,27,90.6,18.5,5,13.0,2,32,29,5
Marquice Cole,3909,CB,DEN,7,0,0,10,54.1,0,1,2,1.9,0.0,0,0,25.0,0,106,2,1,0,,0,0,0,0.0,,0,,0,64,0,0
Craig Dahl,3920,S,SF,6,0,0,28,60.0,0,1,2,5.7,0.0,0,0,25.0,0,35,2,1,0,,0,0,0,0.0,,0,,0,16,0,0
Mike Devito,3928,DI,KC,15,0,0,16,50.7,1,12,232,100.0,5.2,12,0,2.8,0,248,248,13,0,57.1,0,9,85,100.0,10.6,9,5.3,0,94,94,9
Daniel Muir,4022,DI,OAK,10,0,0,23,51.6,4,3,123,98.5,5.7,7,0,3.7,1,133,131,8,0,55.1,4,3,69,100.0,8.7,6,5.1,0,75,75,7
Nick Roach,4054,LB,OAK,16,1,0,23,73.6,0,21,127,21.9,14.2,18,1,13.0,6,644,141,27,0,76.9,0,12,66,27.2,18.2,12,15.2,4,276,75,16
Jason Trusnik,4083,LB,MIA,8,0,0,17,64.8,0,2,9,15.6,22.2,2,0,11.1,0,64,10,2,0,56.5,0,0,2,11.8,0.0,0,0.0,0,17,2,0
James Ihedigbo,4147,S,BLT,16,0,0,3,90.2,5,5,38,6.4,18.4,7,2,13.2,0,645,41,10,0,79.9,2,2,17,6.1,17.6,3,11.8,0,295,18,4
Michael Adams,4192,CB,TB,5,0,0,30,73.7,0,2,5,6.8,20.0,1,2,40.0,1,74,5,3,0,79.7,0,0,2,5.0,50.0,1,50.0,1,40,2,1
Gary Gibson,4232,DI,TB,11,0,0,30,51.5,3,0,84,100.0,2.4,2,0,1.8,0,88,88,3,0,53.7,2,0,42,100.0,2.4,1,2.4,0,44,44,2
Akeem Jordan,4270,LB,KC,16,0,0,16,55.2,0,3,31,13.2,6.5,2,1,4.8,0,242,32,3,0,73.2,0,2,9,11.2,22.2,2,11.1,0,89,10,2
Edgar Jones,4280,ED,DAL,4,1,0,9,47.9,0,1,51,100.0,0.0,0,0,1.0,0,54,54,1,1,50.3,0,1,25,100.0,0.0,0,2.0,0,28,28,1
Chris Long,4316,ED,SL,16,2,3,26,71.9,7,46,481,98.7,12.5,60,10,7.6,10,523,516,63,0,71.2,4,32,214,99.2,17.3,37,9.8,3,238,236,39
Glenn Dorsey,4319,DI,SF,19,0,0,28,55.6,2,6,206,100.0,4.4,9,0,2.9,2,215,215,10,0,52.5,2,1,55,100.0,5.5,3,2.7,0,57,57,3
Keith Rivers,4323,LB,NYG,14,1,0,21,56.3,0,5,45,26.1,6.7,3,1,7.8,1,176,46,6,0,53.2,0,1,15,25.4,6.7,1,3.3,0,63,16,1
Jerod Mayo,4324,LB,NE,6,0,0,19,61.3,1,2,29,11.9,6.9,2,1,12.1,2,244,29,5,0,50.1,0,2,16,10.9,6.3,1,6.3,0,147,16,2
Leodis McKelvin,4325,CB,BUF,15,0,0,4,60.0,0,0,1,0.2,0.0,0,3,0.0,0,559,1,0,0,,0,0,0,0.0,,0,,0,238,0,0
Dominique Rodgers-Cromartie,4330,CB,DEN,18,0,0,10,76.5,1,1,2,0.3,50.0,1,5,50.0,0,612,2,2,0,,0,1,0,0.0,,1,,0,316,0,1
Aqib Talib,4334,CB,NE,15,0,2,19,58.5,0,0,2,0.4,0.0,0,8,0.0,0,568,2,0,0,,0,0,0,0.0,,0,,0,319,0,0
Mike Jenkins,4339,CB,OAK,15,0,1,23,46.3,0,5,9,1.6,11.1,1,8,27.8,0,549,9,5,0,60.0,0,1,1,0.4,100.0,1,50.0,0,236,1,1
Antoine Cason,4341,CB,ARZ,9,0,0,1,65.1,0,0,6,4.3,0.0,0,1,0.0,0,140,6,0,0,66.6,0,0,5,6.0,0.0,0,0.0,0,83,5,0
Phillip Merling,4346,DI,WAS,3,0,1,32,50.2,0,1,21,100.0,4.8,1,1,2.4,0,22,22,1,0,57.3,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Brandon Flowers,4349,CB,KC,14,0,2,16,82.5,2,6,23,4.3,13.0,3,6,21.7,1,587,25,9,0,90.8,2,5,16,6.6,18.8,3,28.1,1,259,17,8
Curtis Lofton,4351,LB,NO,18,1,0,20,60.5,2,9,75,13.0,8.0,6,2,11.3,3,639,83,14,1,62.5,1,2,29,11.3,6.9,2,8.6,1,275,31,4
Tracy Porter,4354,CB,OAK,16,0,2,23,59.6,2,3,42,7.1,7.1,3,6,8.3,1,619,44,6,0,79.2,1,3,20,7.5,15.0,3,15.0,1,267,20,5
Calais Campbell,4364,DI,ARZ,16,5,0,1,69.0,17,40,617,99.5,10.2,63,2,6.4,11,646,643,68,4,77.9,12,31,286,99.7,16.8,48,10.7,9,297,296,52
Quentin Groves,4366,ED,CLV,5,0,0,8,69.7,1,0,22,73.5,9.1,2,1,11.4,2,34,25,3,0,65.2,0,0,11,84.6,18.2,2,18.2,2,13,11,2
Jason Jones,4368,ED,DET,3,1,0,11,55.4,0,2,55,100.0,1.8,1,0,1.8,0,59,59,2,0,56.2,0,2,22,100.0,4.5,1,4.5,0,24,24,2
Terrell Thomas,4377,CB,NYG,14,1,0,21,69.8,0,0,16,4.1,0.0,0,0,6.3,1,415,17,1,0,52.2,0,0,3,1.3,0.0,0,0.0,0,224,3,0
Kendall Langford,4380,DI,SL,16,3,0,26,56.0,2,16,370,97.1,5.9,22,6,3.8,5,415,403,23,0,57.5,2,10,142,97.6,10.6,15,6.3,3,164,160,15
Charles Godfrey,4381,S,CAR,2,0,0,5,71.6,0,0,5,7.7,0.0,0,0,20.0,1,65,5,1,0,75.1,0,0,3,10.3,0.0,0,33.3,1,29,3,1
Pat Sims,4391,DI,OAK,16,1,1,23,58.2,7,14,327,97.7,6.7,22,6,4.1,3,355,347,24,0,58.8,5,6,125,100.0,8.8,11,5.2,1,137,137,12
Andre Fluellen,4401,DI,DET,13,0,0,11,58.7,0,5,86,100.0,5.8,5,2,2.9,0,92,92,5,0,57.1,0,2,34,100.0,5.9,2,2.9,0,38,38,2
Cliff Avril,4406,ED,SEA,18,4,0,29,90.1,14,39,417,93.4,13.9,58,4,9.0,11,482,450,64,0,90.9,5,25,223,95.7,16.6,37,10.8,9,257,246,39
Philip Wheeler,4407,LB,MIA,16,1,0,17,68.2,4,23,121,21.1,14.9,18,3,12.0,1,602,127,28,0,69.6,2,17,73,29.4,20.5,15,14.4,1,265,78,20
Thomas DeCoud,4412,S,ATL,15,1,0,2,47.6,0,1,23,4.6,0.0,0,1,2.2,0,517,24,1,0,48.9,0,1,8,4.0,0.0,0,6.3,0,224,9,1
Tyvon Branch,4414,S,OAK,2,0,0,23,89.9,1,0,3,7.9,33.3,1,0,50.0,1,38,3,2,0,60.0,0,0,1,7.7,0.0,0,0.0,0,13,1,0
William Hayes,4417,ED,SL,14,2,0,26,75.3,9,18,211,97.8,13.3,28,2,8.8,5,231,226,32,0,74.8,5,10,106,100.0,15.1,16,11.8,5,115,115,20
Quintin Demps,4431,S,KC,17,0,1,16,42.1,0,2,14,3.6,0.0,0,3,7.1,0,467,17,2,0,45.9,0,1,6,3.5,0.0,0,8.3,0,231,8,1
Craig Steltz,4434,S,CHI,7,0,0,6,49.1,0,0,6,9.1,0.0,0,0,0.0,0,66,6,0,0,53.6,0,0,3,11.5,0.0,0,0.0,0,26,3,0
Red Bryant,4435,ED,SEA,18,1,1,29,60.4,4,15,239,99.2,7.9,19,3,4.8,2,259,257,21,0,64.3,1,8,79,100.0,12.7,10,7.0,1,85,85,10
Bryan Kehl,4437,LB,WAS,2,0,0,32,58.5,0,0,1,50.0,0.0,0,0,0.0,0,2,1,0,0,58.5,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Zackary Bowman,4456,CB,CHI,14,0,1,6,58.8,0,1,1,0.3,0.0,0,3,50.0,0,324,1,1,0,,0,0,0,0.0,,0,,0,154,0,0
Orlando Scandrick,4457,CB,DAL,16,0,2,9,77.5,1,2,25,3.8,8.0,2,8,14.0,2,689,26,5,0,75.3,0,1,7,2.2,14.3,1,21.4,1,320,7,2
Letroy Guion,4466,DI,MIN,13,2,0,18,53.7,1,5,211,100.0,2.4,5,2,1.9,1,221,221,7,2,58.9,1,2,73,100.0,4.1,3,2.1,0,78,78,3
Kroy Biermann,4468,ED,ATL,2,0,0,2,53.8,1,2,36,64.4,8.3,3,0,4.2,0,59,38,3,0,60.9,1,2,19,83.3,15.8,3,7.9,0,24,20,3
Erik Walden,4481,ED,IND,17,2,0,14,58.5,12,25,370,70.7,9.7,36,3,6.4,5,560,396,42,0,59.6,7,15,177,83.1,14.1,25,7.9,3,225,187,25
Trevor Scott,4483,ED,TB,4,0,0,30,54.2,0,1,30,97.1,3.3,1,1,1.7,0,34,33,1,0,61.0,0,1,11,93.3,9.1,1,4.5,0,15,14,1
Geno Hayes,4489,LB,JAX,14,0,0,15,53.1,1,3,35,7.2,2.9,1,1,8.6,1,530,38,5,0,56.3,1,2,24,13.1,4.2,1,10.4,1,206,27,4
Nick Hayden,4495,DI,DAL,16,0,1,9,49.7,7,16,493,98.5,3.7,18,3,2.3,0,526,518,23,0,54.7,5,14,223,98.7,6.7,15,4.3,0,237,234,19
Ahtyba Rubin,4504,DI,CLV,14,0,0,8,45.3,3,7,310,97.9,3.5,11,0,2.3,2,337,330,12,0,47.0,1,5,115,100.0,5.2,6,2.6,0,122,122,6
Ryan Mundy,4508,S,NYG,13,0,0,21,80.1,0,3,16,4.2,12.5,2,0,15.6,1,385,16,4,0,77.5,0,1,3,1.6,33.3,1,16.7,0,189,3,1
Joe Mays,4514,LB,HST,14,0,0,13,60.4,3,0,36,16.1,2.8,1,0,6.9,1,249,40,4,0,57.6,1,0,13,20.8,0.0,0,3.8,0,77,16,1
Andy Studebaker,4517,ED,IND,7,0,0,14,76.0,2,1,23,62.2,13.0,3,0,10.9,1,37,23,4,0,82.0,2,0,11,64.7,18.2,2,18.2,1,17,11,3
Landon Cohen,4530,DI,CHI,15,0,1,6,59.0,2,7,171,100.0,5.3,9,2,2.6,0,175,175,9,0,64.3,1,5,57,100.0,10.5,6,5.3,0,59,59,6
Cary Williams,4543,CB,PHI,17,0,3,24,81.2,0,0,2,0.3,0.0,0,6,50.0,1,778,2,1,0,60.0,0,0,1,0.3,0.0,0,0.0,0,340,1,0
Rob Jackson,4556,ED,WAS,12,0,0,32,57.9,0,4,75,82.4,8.0,6,1,6.7,3,102,84,7,0,54.7,0,2,46,92.7,8.7,4,6.5,2,55,51,4
Wesley Woodyard,4583,LB,DEN,17,0,0,10,65.8,2,14,69,12.8,15.9,11,1,15.9,3,563,72,19,0,62.9,1,8,48,17.0,12.5,6,13.5,2,294,50,11
JoLonn Dunbar,4588,LB,SL,12,0,1,26,57.5,2,2,30,18.1,6.7,2,4,6.7,0,199,36,4,0,54.0,0,1,7,19.7,0.0,0,7.1,0,66,13,1
Husain Abdullah,4652,S,KC,17,1,0,16,83.7,2,6,26,10.9,19.2,5,1,19.2,1,256,28,9,0,85.1,1,3,14,12.5,28.6,4,21.4,1,128,16,5
Leger Douzable,4654,DI,NYJ,16,0,0,22,62.7,2,8,130,98.6,8.5,11,2,6.2,3,139,137,13,0,62.4,1,3,59,98.4,10.2,6,6.8,2,63,62,6
Erin Henderson,4656,LB,MIN,14,0,0,18,66.9,2,7,64,12.5,12.5,8,1,11.7,3,519,65,12,0,77.2,1,3,27,11.8,22.2,6,18.5,3,237,28,7
Jordan Senn,4690,LB,CAR,5,0,0,5,55.1,0,0,4,21.7,0.0,0,1,0.0,0,23,5,0,0,56.6,0,0,1,14.3,0.0,0,0.0,0,14,2,0
David Hawthorne,4693,LB,NO,18,0,0,20,65.7,1,6,44,11.5,13.6,6,0,14.8,3,400,46,10,0,58.7,0,3,15,12.4,13.3,2,16.7,1,129,16,4
Ropati Pitoitua,4707,ED,TEN,16,6,0,31,54.6,2,13,249,99.6,6.8,17,1,4.6,4,263,262,19,0,50.2,2,2,80,100.0,6.3,5,3.8,1,85,85,5
Kyle Arrington,4742,CB,NE,18,0,0,19,90.6,0,2,7,1.2,28.6,2,2,42.9,2,570,7,4,0,90.0,0,0,3,0.9,33.3,1,66.7,2,328,3,2
Anthony Toribio,4759,DI,KC,7,0,0,16,55.7,0,1,19,100.0,5.3,1,0,2.6,0,20,20,1,0,54.4,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Wallace Gilberry,4763,ED,CIN,17,2,0,7,66.1,7,23,384,98.8,8.3,32,2,6.3,9,405,400,39,1,64.6,4,17,231,99.2,10.4,24,7.1,6,243,241,27
Jameel McClain,4788,LB,BLT,10,0,0,3,55.0,1,2,12,7.9,16.7,2,0,12.5,0,164,13,3,0,65.9,1,0,4,8.7,25.0,1,12.5,0,46,4,1
Jerrell Freeman,4888,LB,IND,18,1,0,14,93.1,3,9,66,10.7,16.7,11,1,18.2,6,665,71,18,0,94.6,0,4,34,13.2,23.5,8,23.5,6,272,36,10
Cameron Wake,4907,ED,MIA,15,1,0,17,88.6,20,41,400,94.4,17.0,68,1,10.1,10,443,418,71,0,92.0,12,30,196,96.3,26.5,52,15.8,10,214,206,52
Tyson Jackson,4926,DI,KC,16,4,0,16,50.9,0,8,250,100.0,3.6,9,0,3.2,4,266,266,12,1,55.6,0,3,89,100.0,5.6,5,3.9,2,97,97,5
B.J. Raji,4932,DI,GB,17,0,0,12,51.0,3,10,295,99.4,4.4,13,1,2.2,0,311,309,13,0,51.0,2,4,89,98.9,6.7,6,3.4,0,94,93,6
Brian Orakpo,4936,ED,WAS,15,2,0,32,71.5,11,29,363,78.3,11.8,43,1,8.5,11,479,375,51,0,69.1,6,17,175,84.5,15.4,27,10.6,7,213,180,30
Malcolm Jenkins,4937,S,NO,16,0,0,20,70.7,0,7,42,7.6,4.8,2,4,15.5,3,579,44,10,0,86.7,0,4,16,6.5,6.3,1,31.3,3,246,16,7
Brian Cushing,4938,LB,HST,7,1,0,13,62.6,2,5,45,27.9,2.2,1,3,10.0,1,172,48,8,0,54.3,0,1,13,19.0,7.7,1,3.8,0,79,15,1
Larry English,4939,ED,SD,9,1,0,27,61.0,3,15,191,83.7,9.9,19,0,6.3,3,239,200,21,0,66.1,1,10,86,90.3,15.1,13,9.9,3,103,93,14
Robert Ayers,4941,ED,DEN,18,0,0,10,65.6,7,40,382,94.8,13.6,52,4,7.5,5,424,402,52,0,63.4,5,25,217,93.9,15.2,33,8.3,3,244,229,33
Peria Jerry,4947,DI,ATL,16,1,1,2,56.4,2,11,317,98.5,5.4,17,4,3.6,5,338,333,18,1,60.8,2,5,117,98.5,7.7,9,5.6,3,130,128,10
Clay Matthews,4949,ED,GB,11,1,1,12,64.7,4,21,273,84.3,9.5,26,3,7.5,8,338,285,33,0,68.1,1,14,122,89.4,13.9,17,10.2,5,142,127,20
Ziggy Hood,4955,DI,PIT,16,0,0,25,45.7,2,14,352,99.2,5.1,18,0,3.1,3,369,366,19,0,50.5,1,8,128,97.8,9.4,12,5.9,3,138,135,12
Louis Delmas,4956,S,DET,16,0,0,11,70.7,0,3,24,4.1,12.5,3,3,14.6,2,655,27,5,0,45.9,0,1,4,1.7,0.0,0,12.5,0,301,5,1
Patrick Chung,4957,S,PHI,13,0,0,24,60.8,0,3,22,4.9,0.0,0,2,6.8,0,513,25,3,0,73.5,0,1,12,6.6,0.0,0,4.2,0,211,14,1
James Laurinaitis,4958,LB,SL,16,0,0,26,57.9,2,2,68,12.7,4.4,3,1,8.8,4,630,80,8,0,56.5,1,2,27,13.1,7.4,2,13.0,2,275,36,5
Rey Maualuga,4961,LB,CIN,14,0,1,7,48.9,0,2,24,7.4,8.3,2,2,4.2,0,353,26,2,0,56.0,0,1,8,6.3,12.5,1,6.3,0,159,10,1
Darius Butler,4964,CB,IND,18,1,1,14,63.9,2,0,18,3.2,11.1,2,6,5.6,0,558,18,2,0,45.2,0,0,11,4.4,0.0,0,0.0,0,252,11,0
Jairus Byrd,4965,S,BUF,11,0,0,4,54.8,0,3,13,3.7,0.0,0,2,19.2,1,401,15,4,0,64.5,0,2,6,4.6,0.0,0,33.3,1,175,8,3
Everette Brown,4966,ED,DAL,7,0,0,9,75.1,2,6,76,96.4,11.8,9,0,6.6,1,84,81,9,0,78.5,1,2,35,100.0,11.4,4,7.1,1,38,38,4
Connor Barwin,4969,ED,PHI,17,8,1,24,57.6,7,33,421,57.8,7.8,33,4,5.5,3,771,446,43,0,54.4,3,25,229,72.7,10.9,25,7.0,2,333,242,30
Mike Mitchell,4970,S,CAR,16,0,0,5,94.8,3,5,24,3.9,12.5,3,3,33.3,4,635,25,12,0,96.4,1,3,10,3.2,10.0,1,60.0,4,308,10,8
William Moore,4978,S,ATL,16,0,0,2,89.6,2,3,30,5.1,3.3,1,3,15.0,2,605,31,7,0,85.9,1,1,6,2.3,0.0,0,33.3,1,260,6,3
Fili Moala,4979,DI,IND,16,1,0,14,56.0,3,21,296,99.7,7.8,23,0,4.7,2,312,311,26,1,61.7,3,11,122,100.0,11.5,14,7.4,2,129,129,16
Paul Kruger,4980,ED,CLV,16,2,1,8,63.7,8,39,420,80.0,10.5,44,3,6.5,4,549,439,51,1,68.9,6,26,216,89.2,15.3,33,8.8,3,251,224,35
Sean Smith,4984,CB,KC,17,0,0,16,60.0,0,0,1,0.1,0.0,0,6,0.0,0,707,1,0,0,60.0,0,0,1,0.3,0.0,0,0.0,0,336,1,0
Sen'Derrick Marks,4985,DI,JAX,16,7,0,15,74.1,12,24,513,96.9,6.8,35,3,4.3,4,554,537,40,5,62.5,8,11,230,99.6,8.3,19,4.6,1,242,241,20
Bradley Fletcher,4989,CB,PHI,14,0,0,24,72.3,0,1,3,0.5,0.0,0,6,16.7,0,642,3,1,0,57.9,0,0,1,0.4,0.0,0,0.0,0,279,1,0
Jason Williams,4992,LB,CAR,1,0,0,5,,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Michael Johnson,4993,ED,CIN,16,7,2,7,68.1,17,41,571,95.0,10.3,59,3,6.0,5,622,591,63,3,72.0,9,35,304,95.2,15.5,47,8.9,5,333,317,49
Matt Shaughnessy,4994,ED,ARZ,16,2,0,1,56.7,5,19,340,86.0,7.1,24,2,4.4,3,413,355,27,0,63.8,4,14,128,91.2,15.6,20,8.6,2,148,135,20
Terrance Knighton,4995,DI,DEN,19,0,0,10,70.1,6,27,348,95.1,10.3,36,1,6.2,5,388,369,38,0,70.0,3,19,147,97.6,15.0,22,8.2,1,164,160,23
Derek Cox,4996,CB,SD,13,0,0,27,60.0,0,0,1,0.3,0.0,0,1,0.0,0,358,1,0,0,60.0,0,0,1,0.6,0.0,0,0.0,0,162,1,0
DeAndre Levy,4999,LB,DET,16,0,0,11,63.9,4,2,33,5.7,9.1,3,2,9.1,0,654,37,6,0,61.8,1,0,9,3.7,11.1,1,5.6,0,297,11,1
Roy Miller,5004,DI,JAX,14,0,0,15,55.3,0,11,250,99.3,4.4,11,0,2.2,0,273,271,11,0,60.4,0,5,60,100.0,8.3,5,4.2,0,68,68,5
Lardarius Webb,5011,CB,BLT,16,1,0,3,72.7,0,2,17,2.8,5.9,1,6,5.9,0,607,17,2,0,60.0,0,1,7,2.5,14.3,1,7.1,0,284,7,1
Chris Owens,5013,CB,MIA,12,0,0,17,93.8,0,1,10,2.6,0.0,0,0,35.0,3,391,10,4,0,94.2,0,1,9,4.3,0.0,0,38.9,3,210,9,4
Jerraud Powers,5015,CB,ARZ,16,0,1,1,46.3,0,2,8,1.1,0.0,0,4,12.5,0,712,8,2,0,48.1,0,1,6,1.8,0.0,0,8.3,0,333,6,1
Corvey Irvin,5016,DI,DAL,6,0,0,9,56.4,1,1,48,100.0,4.2,2,1,2.1,0,53,53,2,0,60.2,0,0,9,100.0,0.0,0,0.0,0,11,11,0
Rashad Johnson,5018,S,ARZ,13,0,0,1,34.4,0,1,10,2.2,0.0,0,1,5.0,0,458,10,1,0,52.3,0,0,3,1.3,0.0,0,0.0,0,224,3,0
Keenan Lewis,5019,CB,NO,18,0,1,20,59.3,0,0,1,0.2,0.0,0,6,0.0,0,602,1,0,0,59.3,0,0,1,0.4,0.0,0,0.0,0,262,1,0
Kaluka Maiava,5027,LB,OAK,5,0,0,23,72.2,1,0,9,18.0,22.2,2,0,16.7,1,50,9,2,0,69.2,0,0,4,40.0,25.0,1,25.0,1,10,4,1
Henry Melton,5028,DI,CHI,3,0,0,6,53.1,0,2,72,100.0,2.8,2,0,1.4,0,74,74,2,0,56.7,0,2,30,100.0,6.7,2,3.3,0,30,30,2
Glover Quin,5035,S,DET,16,0,1,11,94.9,1,3,20,3.7,30.0,6,1,20.0,2,644,24,6,0,97.9,1,1,7,3.0,42.9,3,28.6,1,297,9,3
