player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Roman Harper,2988,S,NO,16,0,0,20,53.4,1,8,60,9.5,6.7,4,3,7.5,0,663,63,9,0,,0,0,0,,,0,,0,0,0,0
Cedric Griffin,2993,CB,WAS,10,0,0,32,59.2,0,1,4,1.7,0.0,0,2,12.5,0,289,5,1,0,,0,0,0,,,0,,0,0,0,0
Bernard Pollard,2999,S,BLT,17,2,0,3,92.2,1,3,32,4.8,6.3,2,8,12.5,2,723,35,6,0,,0,0,0,,,0,,0,0,0,0
Richard Marshall,3003,CB,MIA,4,1,1,17,55.0,0,1,7,4.4,14.3,1,4,7.1,0,158,7,1,0,,0,0,0,,,0,,0,0,0,0
Tim Jennings,3007,CB,CHI,14,0,0,6,61.7,0,1,6,1.0,0.0,0,3,8.3,0,596,6,1,0,,0,0,0,,,0,,0,0,0,0
Darryl Tapp,3008,ED,PHI,12,0,0,24,62.1,2,3,107,97.5,5.6,6,2,3.3,1,119,116,6,0,,0,0,0,,,0,,0,0,0,0
James Anderson,3033,LB,CAR,12,0,0,5,51.7,1,0,36,14.6,2.8,1,2,1.4,0,260,38,1,0,,0,0,0,,,0,,0,0,0,0
Frostee Rucker,3036,ED,CLV,16,1,0,8,65.0,4,13,258,92.7,7.0,18,1,4.8,4,300,278,21,0,,0,0,0,,,0,,0,0,0,0
Jason Hatcher,3037,DI,DAL,16,1,0,9,64.7,8,29,428,99.1,8.9,38,5,5.5,5,456,452,42,0,,0,0,0,,,0,,0,0,0,0
Eric Smith,3042,S,NYJ,12,0,0,22,40.0,1,1,34,16.4,2.9,1,1,2.9,0,213,35,2,0,,0,0,0,,,0,,0,0,0,0
Stephen Tulloch,3061,LB,DET,16,0,0,11,64.0,5,2,69,12.3,5.8,4,2,6.5,1,628,77,8,0,,0,0,0,,,0,,0,0,0,0
Domata Peko Sr.,3068,DI,CIN,17,2,0,7,62.7,3,9,322,100.0,4.3,14,1,2.8,3,337,337,15,0,,0,0,0,,,0,,0,0,0,0
Barry Cofield,3069,DI,WAS,17,4,0,32,68.0,15,17,474,99.4,7.0,33,1,4.0,3,506,503,35,0,,0,0,0,,,0,,0,0,0,0
Elvis Dumervil,3071,ED,DEN,17,0,0,10,76.6,11,39,523,90.6,10.9,57,9,7.3,13,616,558,63,0,,0,0,0,,,0,,0,0,0,0
Ray Edwards,3072,ED,ATL,9,0,0,2,57.9,2,2,93,95.0,4.3,4,1,2.2,0,100,95,4,0,,0,0,0,,,0,,0,0,0,0
Kyle Williams,3079,DI,BUF,16,2,0,4,78.9,11,29,442,99.4,10.0,44,6,5.7,5,474,471,45,0,,0,0,0,,,0,,0,0,0,0
Rob Ninkovich,3080,ED,NE,18,0,0,19,72.4,8,32,556,89.1,8.8,49,1,5.4,10,663,591,50,0,,0,0,0,,,0,,0,0,0,0
Dawan Landry,3091,S,JAX,16,0,0,15,40.4,0,1,19,3.7,0.0,0,3,2.6,0,614,23,1,0,,0,0,0,,,0,,0,0,0,0
Tim Dobbins,3096,LB,HST,14,0,0,13,55.7,3,2,59,24.6,1.7,1,1,4.2,0,256,63,5,0,,0,0,0,,,0,,0,0,0,0
Charlie Peprah,3103,S,DAL,5,0,0,9,58.0,0,0,1,0.9,0.0,0,0,0.0,0,117,1,0,0,,0,0,0,,,0,,0,0,0,0
Mark Anderson,3104,ED,BUF,5,0,0,4,57.6,2,7,119,92.6,7.6,9,1,4.6,1,135,125,10,0,,0,0,0,,,0,,0,0,0,0
Omar Gaither,3113,LB,OAK,5,0,0,23,58.2,0,1,8,13.6,0.0,0,0,6.3,0,59,8,1,0,,0,0,0,,,0,,0,0,0,0
Reed Doughty,3118,S,WAS,15,0,0,32,82.0,1,5,28,13.7,10.7,3,1,17.9,2,211,29,8,0,,0,0,0,,,0,,0,0,0,0
Jeremy Mincey,3136,ED,JAX,16,2,1,15,63.2,10,22,490,94.0,5.9,29,3,3.9,3,550,517,35,0,,0,0,0,,,0,,0,0,0,0
Kedric Golston,3141,DI,WAS,17,0,0,32,52.1,1,10,206,100.0,4.4,9,0,2.7,0,217,217,11,0,,0,0,0,,,0,,0,0,0,0
Antoine Bethea,3152,S,IND,17,0,0,14,77.4,1,2,20,3.8,5.0,1,2,17.5,2,654,25,5,0,,0,0,0,,,0,,0,0,0,0
Derrick Martin,3153,S,NE,3,0,0,19,64.0,0,1,6,10.5,16.7,1,0,25.0,1,57,6,2,0,,0,0,0,,,0,,0,0,0,0
Fred Evans,3157,DI,MIN,17,2,0,18,62.5,2,4,178,100.0,3.9,7,1,2.8,2,189,189,8,0,,0,0,0,,,0,,0,0,0,0
Cortland Finnegan,3160,CB,SL,16,0,0,26,42.1,0,5,27,4.3,0.0,0,2,13.0,1,623,27,6,0,,0,0,0,,,0,,0,0,0,0
Dave Tollefson,3198,ED,OAK,14,0,0,23,51.6,2,4,111,95.0,6.3,7,1,3.6,1,121,115,7,0,,0,0,0,,,0,,0,0,0,0
Stephen Bowen,3242,DI,WAS,17,3,0,32,53.8,5,21,528,100.0,5.3,28,2,3.2,4,557,557,30,0,,0,0,0,,,0,,0,0,0,0
Jarrett Bush,3261,CB,GB,11,0,0,12,43.7,0,1,6,13.5,0.0,0,1,8.3,0,52,7,1,0,,0,0,0,,,0,,0,0,0,0
John Chick,3270,ED,JAX,8,1,0,15,56.4,2,4,69,90.5,7.2,5,1,4.3,0,84,76,6,0,,0,0,0,,,0,,0,0,0,0
Abram Elam,3301,S,KC,10,0,0,16,61.1,0,1,6,2.3,0.0,0,2,8.3,0,262,6,1,0,,0,0,0,,,0,,0,0,0,0
Steve Gregory,3326,S,NE,14,0,0,19,85.6,0,2,4,0.7,0.0,0,2,25.0,0,568,4,2,0,,0,0,0,,,0,,0,0,0,0
Tom Johnson,3378,DI,NO,15,1,0,20,70.8,4,11,216,98.7,7.4,16,1,4.4,2,231,228,17,0,,0,0,0,,,0,,0,0,0,0
Tony McDaniel,3423,DI,MIA,11,1,0,17,51.7,1,2,148,96.3,2.7,4,0,1.7,1,163,157,4,0,,0,0,0,,,0,,0,0,0,0
Tramon Williams,3558,CB,GB,18,0,0,12,52.1,0,1,6,0.8,0.0,0,5,8.3,0,754,6,1,0,,0,0,0,,,0,,0,0,0,0
Brent Grimes,3589,CB,ATL,1,0,0,2,54.3,0,0,1,4.0,0.0,0,0,0.0,0,25,1,0,0,,0,0,0,,,0,,0,0,0,0
Garrett McIntyre,3598,ED,NYJ,15,1,0,22,56.7,2,5,156,81.1,7.1,11,1,4.8,4,201,163,11,0,,0,0,0,,,0,,0,0,0,0
LaRon Landry,3622,S,NYJ,16,0,0,22,62.6,3,4,34,6.8,5.9,2,3,10.3,0,555,38,7,0,,0,0,0,,,0,,0,0,0,0
Jamaal Anderson,3624,ED,CIN,2,0,0,7,57.6,1,1,31,100.0,6.5,2,0,3.2,0,33,33,2,0,,0,0,0,,,0,,0,0,0,0
Amobi Okoye,3626,DI,CHI,9,0,0,6,55.4,1,2,139,98.6,2.9,4,0,1.8,1,146,144,4,0,,0,0,0,,,0,,0,0,0,0
Patrick Willis,3627,LB,SF,19,1,0,28,65.0,2,9,86,12.2,4.7,4,1,8.7,2,729,89,13,0,,0,0,0,,,0,,0,0,0,0
Adam Carriker,3629,DI,WAS,2,0,0,32,50.0,0,0,27,100.0,0.0,0,0,0.0,0,33,33,0,0,,0,0,0,,,0,,0,0,0,0
Lawrence Timmons,3631,LB,PIT,16,0,0,25,78.3,10,12,142,24.8,7.7,11,1,12.0,6,602,149,28,0,,0,0,0,,,0,,0,0,0,0
Leon Hall,3634,CB,CIN,15,0,0,7,49.9,0,2,19,3.4,5.3,1,4,5.3,0,588,20,2,0,,0,0,0,,,0,,0,0,0,0
Michael Griffin,3635,S,TEN,16,0,0,31,74.2,2,3,18,3.0,16.7,3,5,19.4,1,643,19,6,0,,0,0,0,,,0,,0,0,0,0
Aaron Ross,3636,CB,JAX,14,0,1,15,60.3,0,2,9,2.8,0.0,0,4,11.1,0,399,11,2,0,,0,0,0,,,0,,0,0,0,0
Reggie Nelson,3637,S,CIN,15,0,0,7,60.8,5,0,36,6.3,2.8,1,1,9.7,1,590,37,6,0,,0,0,0,,,0,,0,0,0,0
Jon Beason,3641,LB,CAR,4,0,0,5,57.4,0,1,11,7.4,9.1,1,0,4.5,0,162,12,1,0,,0,0,0,,,0,,0,0,0,0
Anthony Spencer,3642,ED,DAL,14,1,0,9,79.3,2,27,299,64.8,11.7,35,6,8.5,11,488,316,40,0,,0,0,0,,,0,,0,0,0,0
Alan Branch,3649,DI,SEA,18,1,0,29,66.4,4,15,331,98.6,6.0,20,1,3.5,2,348,343,21,0,,0,0,0,,,0,,0,0,0,0
Paul Posluszny,3650,LB,JAX,16,0,1,15,61.2,3,6,80,14.9,2.5,2,3,8.1,2,609,91,11,0,,0,0,0,,,0,,0,0,0,0
Eric Weddle,3653,S,SD,16,1,0,27,86.2,2,3,23,3.5,8.7,2,0,15.2,1,652,23,6,0,,0,0,0,,,0,,0,0,0,0
Lamarr Woodley,3662,ED,PIT,13,0,0,25,65.3,8,14,235,64.5,9.8,23,0,6.4,4,380,245,26,0,,0,0,0,,,0,,0,0,0,0
David Harris,3663,LB,NYJ,16,0,0,22,59.1,4,8,119,22.4,9.2,11,1,8.4,4,566,127,16,0,,0,0,0,,,0,,0,0,0,0
Justin Durant,3664,LB,DET,16,0,0,11,54.1,1,2,50,10.4,4.0,2,1,5.0,1,501,52,4,0,,0,0,0,,,0,,0,0,0,0
Eric Wright,3669,CB,TB,10,0,0,30,59.8,0,0,6,1.8,0.0,0,3,0.0,0,328,6,0,0,,0,0,0,,,0,,0,0,0,0
Turk McBride,3670,ED,NO,7,0,0,20,68.3,4,5,64,95.8,14.1,9,2,7.0,0,72,69,9,0,,0,0,0,,,0,,0,0,0,0
Josh Wilson,3671,CB,WAS,17,0,0,32,90.9,2,1,10,1.5,10.0,1,5,35.0,2,736,11,5,0,,0,0,0,,,0,,0,0,0,0
Usama Young,3682,S,CLV,12,1,1,8,90.2,0,1,9,2.7,22.2,2,1,27.8,2,364,10,3,0,,0,0,0,,,0,,0,0,0,0
Quincy Black,3684,LB,TB,9,0,0,30,52.8,1,0,32,21.0,0.0,0,1,1.6,0,162,34,1,0,,0,0,0,,,0,,0,0,0,0
Charles Johnson,3699,ED,CAR,16,2,3,5,90.0,11,50,493,97.6,13.8,68,8,9.0,14,532,519,75,0,,0,0,0,,,0,,0,0,0,0
Brandon Mebane,3701,DI,SEA,18,3,0,29,61.6,3,10,364,98.7,4.4,16,5,2.6,3,383,378,16,0,,0,0,0,,,0,,0,0,0,0
Stewart Bradley,3703,LB,ARZ,4,0,0,1,65.3,0,1,1,7.1,0.0,0,0,50.0,0,14,1,1,0,,0,0,0,,,0,,0,0,0,0
Ray McDonald,3713,DI,SF,19,1,0,28,58.8,1,44,684,98.9,6.9,47,2,3.9,4,734,726,49,0,,0,0,0,,,0,,0,0,0,0
Brian Robison,3718,ED,MIN,16,6,0,18,78.7,7,40,543,99.1,9.4,51,3,6.0,9,576,571,56,0,,0,0,0,,,0,,0,0,0,0
Paul Soliai,3724,DI,MIA,16,2,0,17,65.0,1,8,284,98.3,4.2,12,0,2.6,3,302,297,12,0,,0,0,0,,,0,,0,0,0,0
Stephen Nicholas,3725,LB,ATL,17,0,0,2,66.8,4,8,100,18.0,11.0,11,2,8.0,2,572,103,14,0,,0,0,0,,,0,,0,0,0,0
Dashon Goldson,3742,S,SF,19,0,0,28,57.7,0,1,2,0.3,0.0,0,7,25.0,0,780,2,1,0,,0,0,0,,,0,,0,0,0,0
Antwan Barnes,3750,ED,SD,11,0,0,27,71.7,2,10,131,91.5,11.5,15,2,6.9,3,153,140,15,0,,0,0,0,,,0,,0,0,0,0
Brandon McDonald,3756,CB,TB,7,1,1,30,57.3,0,0,8,5.0,0.0,0,1,0.0,0,160,8,0,0,,0,0,0,,,0,,0,0,0,0
Antonio Johnson,3768,DI,IND,15,0,1,14,55.1,4,3,231,98.0,3.0,7,2,1.5,0,250,245,7,0,,0,0,0,,,0,,0,0,0,0
Will Herring,3777,LB,NO,6,0,0,20,57.8,0,0,1,10.0,0.0,0,0,0.0,0,30,3,0,0,,0,0,0,,,0,,0,0,0,0
Tim Shaw,3780,LB,TEN,8,0,0,31,61.4,1,0,7,8.0,0.0,0,0,7.1,0,100,8,1,0,,0,0,0,,,0,,0,0,0,0
Eric Frampton,3781,S,DAL,9,0,0,9,49.9,0,0,3,2.5,0.0,0,0,0.0,0,120,3,0,0,,0,0,0,,,0,,0,0,0,0
Derek Landri,3782,DI,PHI,16,2,0,24,73.0,5,9,215,100.0,6.5,14,0,3.3,0,233,233,14,0,,0,0,0,,,0,,0,0,0,0
Corey Graham,3784,CB,BLT,16,0,0,3,52.5,1,4,42,8.1,7.1,3,0,8.3,1,566,46,6,0,,0,0,0,,,0,,0,0,0,0
William Gay,3786,CB,ARZ,16,0,2,1,71.9,0,3,8,1.8,12.5,1,5,31.3,1,564,10,4,0,,0,0,0,,,0,,0,0,0,0
Michael Coe,3789,CB,DAL,6,0,0,9,48.8,0,0,3,4.2,0.0,0,0,0.0,0,71,3,0,0,,0,0,0,,,0,,0,0,0,0
Adam Hayward,3798,LB,TB,11,0,0,30,53.6,0,0,7,10.9,0.0,0,0,0.0,0,64,7,0,0,,0,0,0,,,0,,0,0,0,0
John Wendling,3800,S,DET,3,0,0,11,55.3,0,0,2,2.0,0.0,0,0,0.0,0,101,2,0,0,,0,0,0,,,0,,0,0,0,0
Matt Toeaina,3803,DI,CHI,3,0,0,6,58.7,1,1,42,100.0,4.8,2,1,2.4,0,44,44,2,0,,0,0,0,,,0,,0,0,0,0
Zach Diles,3834,LB,TEN,5,0,0,31,54.9,0,0,3,9.1,0.0,0,0,0.0,0,33,3,0,0,,0,0,0,,,0,,0,0,0,0
Marvin Mitchell,3836,LB,MIN,2,0,0,18,68.0,0,1,3,12.0,33.3,1,0,16.7,0,25,3,1,0,,0,0,0,,,0,,0,0,0,0
Brandon Siler,3856,LB,KC,5,0,0,16,65.1,0,2,13,21.0,15.4,2,0,7.7,0,62,13,2,0,,0,0,0,,,0,,0,0,0,0
Keyunta Dawson,3858,ED,TEN,3,0,1,31,62.0,1,1,17,100.0,11.8,2,1,5.9,0,17,17,2,0,,0,0,0,,,0,,0,0,0,0
Antwan Applewhite,3877,ED,CAR,5,0,0,5,60.9,1,3,49,84.7,10.2,5,0,6.1,1,59,50,5,0,,0,0,0,,,0,,0,0,0,0
Marquice Cole,3909,CB,NE,11,0,0,19,49.4,0,0,4,2.4,0.0,0,0,0.0,0,169,4,0,0,,0,0,0,,,0,,0,0,0,0
Craig Dahl,3920,S,SL,16,0,0,26,38.5,0,1,10,1.9,0.0,0,1,5.0,0,633,12,1,0,,0,0,0,,,0,,0,0,0,0
Mike Devito,3928,DI,NYJ,16,0,0,22,63.1,0,11,232,100.0,5.2,12,0,2.8,1,248,248,12,0,,0,0,0,,,0,,0,0,0,0
Justin Hickman,3962,ED,IND,12,0,0,14,63.3,2,4,72,76.5,8.3,6,1,4.2,0,98,75,6,0,,0,0,0,,,0,,0,0,0,0
Daniel Muir,4022,DI,NYJ,3,0,0,22,60.5,0,0,14,100.0,0.0,0,0,0.0,0,16,16,0,0,,0,0,0,,,0,,0,0,0,0
Nick Roach,4054,LB,CHI,16,0,0,6,66.5,1,5,51,13.8,5.9,3,1,9.8,2,398,55,8,0,,0,0,0,,,0,,0,0,0,0
Jason Trusnik,4083,LB,MIA,8,0,0,17,53.0,0,0,8,21.6,0.0,0,0,0.0,0,37,8,0,0,,0,0,0,,,0,,0,0,0,0
James Ihedigbo,4147,S,BLT,14,0,0,3,71.0,3,1,22,13.3,18.2,4,0,13.6,1,166,22,5,0,,0,0,0,,,0,,0,0,0,0
Michael Adams,4192,CB,ARZ,11,0,0,1,51.2,0,0,3,5.1,0.0,0,0,0.0,0,59,3,0,0,,0,0,0,,,0,,0,0,0,0
Gary Gibson,4232,DI,TB,16,0,1,30,62.4,1,5,140,99.3,4.3,6,3,2.1,0,144,143,6,0,,0,0,0,,,0,,0,0,0,0
Chris Wilson,4244,ED,WAS,7,0,0,32,58.3,1,2,51,75.7,5.9,3,0,4.9,1,74,56,4,0,,0,0,0,,,0,,0,0,0,0
Akeem Jordan,4270,LB,PHI,13,0,0,24,53.3,0,0,7,5.5,0.0,0,0,0.0,0,127,7,0,0,,0,0,0,,,0,,0,0,0,0
Edgar Jones,4280,ED,KC,4,0,0,16,50.6,0,0,23,82.1,0.0,0,0,0.0,0,28,23,0,0,,0,0,0,,,0,,0,0,0,0
Chris Long,4316,ED,SL,16,1,1,26,75.5,9,55,545,100.0,12.8,70,7,8.1,12,569,569,76,0,,0,0,0,,,0,,0,0,0,0
Glenn Dorsey,4319,ED,KC,4,0,0,16,51.6,0,1,52,100.0,1.9,1,0,1.0,0,53,53,1,0,,0,0,0,,,0,,0,0,0,0
Sedrick Ellis,4321,DI,NO,16,0,0,20,60.3,4,20,396,99.0,6.1,24,1,3.0,0,416,412,24,0,,0,0,0,,,0,,0,0,0,0
Keith Rivers,4323,LB,NYG,9,0,0,21,57.7,2,1,26,26.2,0.0,0,0,5.8,0,103,27,3,0,,0,0,0,,,0,,0,0,0,0
Jerod Mayo,4324,LB,NE,18,0,0,19,80.1,3,10,83,11.7,9.6,8,5,11.4,3,753,88,16,0,,0,0,0,,,0,,0,0,0,0
Leodis McKelvin,4325,CB,BUF,9,0,0,4,64.6,1,0,1,0.4,0.0,0,1,50.0,0,225,1,1,0,,0,0,0,,,0,,0,0,0,0
Aqib Talib,4334,CB,NE,12,0,1,19,59.0,0,0,1,0.2,0.0,0,5,0.0,0,419,1,0,0,,0,0,0,,,0,,0,0,0,0
Mike Jenkins,4339,CB,DAL,13,0,0,9,63.8,0,1,6,2.5,0.0,0,1,8.3,0,240,6,1,0,,0,0,0,,,0,,0,0,0,0
Antoine Cason,4341,CB,SD,16,0,1,27,69.5,0,1,2,0.3,0.0,0,6,25.0,0,661,2,1,0,,0,0,0,,,0,,0,0,0,0
Lawrence Jackson,4342,ED,DET,15,0,0,11,61.8,4,10,228,99.6,6.6,15,3,4.4,3,241,240,17,0,,0,0,0,,,0,,0,0,0,0
Kenny Phillips,4345,S,NYG,7,1,0,21,98.8,0,2,6,3.3,33.3,2,1,16.7,0,183,6,2,0,,0,0,0,,,0,,0,0,0,0
Phillip Merling,4346,DI,GB,3,0,0,12,57.8,0,0,15,100.0,0.0,0,0,0.0,0,18,18,0,0,,0,0,0,,,0,,0,0,0,0
Brandon Flowers,4349,CB,KC,15,0,0,16,73.2,0,0,2,0.4,50.0,1,2,50.0,1,454,2,1,0,,0,0,0,,,0,,0,0,0,0
Curtis Lofton,4351,LB,NO,16,1,1,20,50.1,2,4,101,16.1,3.0,3,3,4.0,1,672,108,7,0,,0,0,0,,,0,,0,0,0,0
Tracy Porter,4354,CB,DEN,6,0,0,10,49.4,0,0,3,1.7,0.0,0,0,0.0,0,179,3,0,0,,0,0,0,,,0,,0,0,0,0
Tyrell Johnson,4357,S,DET,1,0,0,11,57.3,0,0,1,11.1,0.0,0,0,0.0,0,9,1,0,0,,0,0,0,,,0,,0,0,0,0
Calais Campbell,4364,DI,ARZ,13,6,0,1,65.3,11,21,398,99.5,9.3,37,0,5.8,7,424,422,39,0,,0,0,0,,,0,,0,0,0,0
Quentin Groves,4366,ED,ARZ,16,0,0,1,69.0,5,7,138,63.7,8.7,12,5,7.2,4,226,144,16,0,,0,0,0,,,0,,0,0,0,0
Jason Jones,4368,DI,SEA,12,3,0,29,71.1,4,10,232,96.0,7.3,17,2,4.7,4,253,243,18,0,,0,0,0,,,0,,0,0,0,0
Patrick Lee,4374,CB,DET,11,0,0,11,50.9,0,0,2,0.8,0.0,0,0,0.0,0,266,2,0,0,,0,0,0,,,0,,0,0,0,0
Kendall Langford,4380,DI,SL,16,2,3,26,63.6,3,13,398,95.6,4.8,19,7,3.0,4,431,412,20,0,,0,0,0,,,0,,0,0,0,0
Charles Godfrey,4381,S,CAR,15,1,0,5,52.2,0,1,22,3.7,0.0,0,3,2.3,0,592,22,1,0,,0,0,0,,,0,,0,0,0,0
Tavares Gooden,4385,LB,SF,2,0,0,28,53.2,0,0,3,75.0,0.0,0,0,0.0,0,4,3,0,0,,0,0,0,,,0,,0,0,0,0
Dan Connor,4388,LB,DAL,14,0,0,9,61.4,0,2,14,9.1,7.1,1,0,7.1,0,165,15,2,0,,0,0,0,,,0,,0,0,0,0
Pat Sims,4391,DI,CIN,9,0,0,7,57.2,0,2,87,100.0,2.3,2,1,1.1,0,91,91,2,0,,0,0,0,,,0,,0,0,0,0
Tom Zbikowski,4400,S,IND,12,0,0,14,60.3,0,0,16,4.5,0.0,0,0,6.3,1,420,19,1,0,,0,0,0,,,0,,0,0,0,0
Andre Fluellen,4401,DI,DET,5,0,0,11,55.6,0,2,59,100.0,3.4,2,0,1.7,0,59,59,2,0,,0,0,0,,,0,,0,0,0,0
Cliff Avril,4406,ED,DET,16,2,0,11,70.9,5,20,393,99.0,7.6,30,3,5.7,10,414,410,35,0,,0,0,0,,,0,,0,0,0,0
Philip Wheeler,4407,LB,OAK,16,0,0,23,85.8,14,13,126,22.6,11.9,15,4,13.1,3,593,134,30,0,,0,0,0,,,0,,0,0,0,0
Thomas DeCoud,4412,S,ATL,18,1,1,2,66.1,0,4,28,4.2,7.1,2,2,10.7,1,686,29,5,0,,0,0,0,,,0,,0,0,0,0
Tyvon Branch,4414,S,OAK,14,0,0,23,84.8,3,6,38,8.0,15.8,6,4,11.8,0,500,40,9,0,,0,0,0,,,0,,0,0,0,0
Justin King,4415,CB,PIT,3,0,1,25,53.5,0,0,2,3.6,0.0,0,3,0.0,0,55,2,0,0,,0,0,0,,,0,,0,0,0,0
William Hayes,4417,ED,SL,16,2,0,26,67.9,6,11,217,99.1,10.6,23,1,7.1,7,227,225,24,0,,0,0,0,,,0,,0,0,0,0
Dwight Lowery,4427,S,JAX,9,0,0,15,53.8,0,0,3,1.0,0.0,0,1,0.0,0,298,3,0,0,,0,0,0,,,0,,0,0,0,0
Quintin Demps,4431,S,HST,12,0,0,13,68.9,0,0,10,3.4,0.0,0,0,0.0,0,297,10,0,0,,0,0,0,,,0,,0,0,0,0
Red Bryant,4435,ED,SEA,18,4,0,29,56.1,0,16,373,98.7,4.3,16,2,2.1,0,394,389,16,0,,0,0,0,,,0,,0,0,0,0
Brandon Carr,4454,CB,DAL,16,0,1,9,54.3,0,0,1,0.2,0.0,0,4,0.0,0,584,1,0,0,,0,0,0,,,0,,0,0,0,0
Orlando Scandrick,4457,CB,DAL,11,0,0,9,42.6,0,1,10,4.3,0.0,0,3,5.0,0,231,10,1,0,,0,0,0,,,0,,0,0,0,0
Letroy Guion,4466,DI,MIN,16,2,1,18,64.8,2,11,259,97.2,5.4,14,3,3.3,2,281,273,15,0,,0,0,0,,,0,,0,0,0,0
Kroy Biermann,4468,ED,ATL,18,0,0,2,58.5,9,27,426,88.0,8.7,37,1,4.9,3,507,446,39,0,,0,0,0,,,0,,0,0,0,0
Erik Walden,4481,ED,GB,17,0,1,12,52.1,11,15,416,80.7,5.5,23,5,4.1,4,543,438,30,0,,0,0,0,,,0,,0,0,0,0
Trevor Scott,4483,ED,NE,14,0,0,19,69.8,2,14,187,95.2,10.2,19,1,5.9,3,207,197,19,0,,0,0,0,,,0,,0,0,0,0
Geno Hayes,4489,LB,CHI,8,0,0,6,53.6,0,0,11,12.9,0.0,0,0,0.0,0,85,11,0,0,,0,0,0,,,0,,0,0,0,0
Corey Lynch,4491,S,SD,15,0,0,27,68.6,0,1,4,1.5,0.0,0,0,12.5,0,338,5,1,0,,0,0,0,,,0,,0,0,0,0
Ahtyba Rubin,4504,DI,CLV,13,1,0,8,56.7,4,12,390,99.8,4.6,18,1,2.6,2,427,426,18,0,,0,0,0,,,0,,0,0,0,0
Ryan Mundy,4508,S,PIT,12,0,0,25,72.4,1,1,6,3.8,0.0,0,1,16.7,0,182,7,2,0,,0,0,0,,,0,,0,0,0,0
Joe Mays,4514,LB,DEN,4,0,0,10,71.3,0,2,24,19.1,12.5,3,3,8.3,1,157,30,3,0,,0,0,0,,,0,,0,0,0,0
Andy Studebaker,4517,ED,KC,7,0,0,16,58.5,0,1,14,60.9,7.1,1,0,3.6,0,23,14,1,0,,0,0,0,,,0,,0,0,0,0
Haruki Nakamura,4520,S,CAR,13,0,0,5,77.5,2,0,6,1.9,33.3,2,2,16.7,0,313,6,2,0,,0,0,0,,,0,,0,0,0,0
Larry Grant,4528,LB,SF,3,0,0,28,58.7,0,0,1,9.1,0.0,0,0,0.0,0,11,1,0,0,,0,0,0,,,0,,0,0,0,0
Cary Williams,4543,CB,BLT,20,0,1,3,57.2,0,0,8,1.0,0.0,0,7,12.5,1,825,8,1,0,,0,0,0,,,0,,0,0,0,0
Rob Jackson,4556,ED,WAS,16,1,0,32,67.0,2,10,211,65.6,5.7,12,1,5.2,5,340,223,17,0,,0,0,0,,,0,,0,0,0,0
Gary Guyton,4577,LB,SD,1,0,0,27,55.9,0,1,2,22.2,0.0,0,0,25.0,0,9,2,1,0,,0,0,0,,,0,,0,0,0,0
Wesley Woodyard,4583,LB,DEN,16,0,0,10,64.5,3,7,132,23.4,6.8,9,1,9.1,7,594,139,17,0,,0,0,0,,,0,,0,0,0,0
Patrick Bailey,4585,LB,TEN,1,0,0,31,59.6,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
JoLonn Dunbar,4588,LB,SL,16,0,1,26,76.4,5,9,128,20.9,7.0,9,3,9.4,5,647,135,19,0,,0,0,0,,,0,,0,0,0,0
Ogemdi Nwagbuo,4598,DI,DET,1,0,0,11,56.9,0,0,5,100.0,0.0,0,0,0.0,0,6,6,0,0,,0,0,0,,,0,,0,0,0,0
Elbert Mack,4624,CB,NO,6,0,0,20,56.4,0,1,14,7.8,0.0,0,0,3.6,0,192,15,1,0,,0,0,0,,,0,,0,0,0,0
Erin Henderson,4656,LB,MIN,15,1,0,18,72.8,2,4,56,14.6,12.5,7,3,10.7,3,419,61,9,0,,0,0,0,,,0,,0,0,0,0
David Hawthorne,4693,LB,NO,11,0,0,20,64.6,0,3,21,17.4,4.8,1,0,7.1,0,132,23,3,0,,0,0,0,,,0,,0,0,0,0
Ropati Pitoitua,4707,DI,KC,15,1,0,16,49.4,3,1,220,100.0,2.3,5,1,1.8,2,226,226,6,0,,0,0,0,,,0,,0,0,0,0
Marcus Dixon,4724,DI,NYJ,3,0,0,22,56.0,1,0,27,100.0,3.7,1,0,1.9,0,29,29,1,0,,0,0,0,,,0,,0,0,0,0
Eric Bakhtiari,4731,ED,SF,4,0,0,28,54.3,0,0,6,70.0,0.0,0,0,0.0,0,10,7,0,0,,0,0,0,,,0,,0,0,0,0
Kyle Arrington,4742,CB,NE,18,0,1,19,77.9,1,2,9,1.5,11.1,1,5,16.7,0,620,9,3,0,,0,0,0,,,0,,0,0,0,0
Brian Schaefering,4753,DI,DAL,3,0,0,9,52.5,0,0,17,94.4,0.0,0,0,0.0,0,18,17,0,0,,0,0,0,,,0,,0,0,0,0
