rank,player-name,year signed,age,year 2,value,average/year
1,Doug Martin,2016-2020 (FA: 2021),27,5,"$35,750,000","$7,150,000"
3,Lamar Miller,2016-2019 (FA: 2020),24,4,"$26,000,000","$6,500,000"
2,Chris Ivory,2016-2020 (FA: 2021),27,5,"$32,000,000","$6,400,000"
4,DeMarco Murray,2016-2019 (FA: 2020),28,4,"$25,250,000","$6,312,500"
5,Ezekiel Elliott,2016-2020 (FA: 2021),20,4,"$24,956,341","$6,239,085"
7,Giovani Bernard,2016-2019 (FA: 2020),24,3,"$15,500,000","$5,166,667"
6,C.J. Anderson,2016-2019 (FA: 2020),25,4,"$18,000,000","$4,500,000"
14,Darren Sproles,2016-2017 (FA: 2018),33,1,"$4,500,000","$4,500,000"
8,Matt Forte,2016-2018 (FA: 2019),30,3,"$12,000,000","$4,000,000"
9,Theo Riddick,2016-2019 (FA: 2020),25,3,"$11,550,000","$3,850,000"
10,Bilal Powell,2016-2018 (FA: 2019),27,3,"$11,250,000","$3,750,000"
11,Justin Forsett,2016-2017 (FA: 2018),30,2,"$6,000,000","$3,000,000"
11,James Starks,2016-2017 (FA: 2018),30,2,"$6,000,000","$3,000,000"
35,Ronnie Hillman,2016-2016 (FA: 2017),24,1,"$2,000,000","$2,000,000"
15,Spencer Ware,2016-2018 (FA: 2019),24,2,"$3,600,000","$1,800,000"
15,Charcandrick West,2016-2018 (FA: 2019),24,2,"$3,600,000","$1,800,000"
17,Alfred Morris,2016-2017 (FA: 2018),27,2,"$3,500,000","$1,750,000"
36,Benny Cunningham,2016-2016 (FA: 2017),25,1,"$1,671,000","$1,671,000"
64,Chris Johnson,2016-2016 (FA: 2017),30,1,"$1,500,000","$1,500,000"
64,Reggie Bush,2016-2016 (FA: 2017),31,1,"$1,500,000","$1,500,000"
64,Arian Foster,2016-2016 (FA: 2017),29,1,"$1,500,000","$1,500,000"
13,Derrick Henry,2016-2019 (FA: 2020),22,4,"$5,407,928","$1,351,982"
70,Lance Dunbar,2016-2016 (FA: 2017),26,1,"$1,250,000","$1,250,000"
72,Khiry Robinson,2016-2016 (FA: 2017),26,1,"$1,175,000","$1,175,000"
80,LeGarrette Blount,2016-2016 (FA: 2017),29,1,"$1,000,000","$1,000,000"
98,Donald Brown,2016-2016 (FA: 2017),28,1,"$965,000","$965,000"
