rank,player-name,year signed,age,year 2,value,average/year
5,Le'Veon Bell,2017-2017 (FA: 2018),25,1,"$12,120,000","$12,120,000"
1,Devonta Freeman,2017-2022 (FA: 2023),25,5,"$41,250,000","$8,250,000"
10,Jonathan Stewart,2017-2018 (FA: 2019),30,1,"$8,000,000","$8,000,000"
2,Leonard Fournette,2017-2020 (FA: 2021),22,4,"$27,150,842","$6,787,711"
4,Latavius Murray,2017-2018 (FA: 2019),27,3,"$15,000,000","$5,000,000"
7,Marshawn Lynch,2017-2018 (FA: 2019),31,2,"$9,000,000","$4,500,000"
3,Christian McCaffrey,2017-2021 (FA: 2022),20,4,"$17,241,304","$4,310,326"
9,Cordarrelle Patterson,2017-2018 (FA: 2019),25,2,"$8,500,000","$4,250,000"
16,Eddie Lacy,2017-2017 (FA: 2018),26,1,"$4,250,000","$4,250,000"
6,James White,2017-2020 (FA: 2021),25,3,"$12,000,000","$4,000,000"
11,Chris Thompson,2017-2019 (FA: 2020),26,2,"$7,006,800","$3,503,400"
12,Adrian Peterson,2017-2018 (FA: 2019),32,2,"$7,000,000","$3,500,000"
13,Mike Gillislee,2017-2018 (FA: 2019),26,2,"$6,400,000","$3,200,000"
22,Rex Burkhead,2017-2017 (FA: 2018),26,1,"$3,150,000","$3,150,000"
8,Danny Woodhead,2017-2019 (FA: 2020),32,3,"$8,800,000","$2,933,333"
30,Chris Thompson,2017-2017 (FA: 2018),26,1,"$2,746,000","$2,746,000"
30,Isaiah Crowell,2017-2017 (FA: 2018),24,1,"$2,746,000","$2,746,000"
39,Jamaal Charles,2017-2017 (FA: 2018),30,1,"$2,500,000","$2,500,000"
50,Damien Williams,2017-2017 (FA: 2018),24,1,"$1,797,000","$1,797,000"
50,Terrance West,2017-2017 (FA: 2018),26,1,"$1,797,000","$1,797,000"
18,Jacquizz Rodgers,2017-2018 (FA: 2019),27,2,"$3,300,000","$1,650,000"
14,Dalvin Cook,2017-2020 (FA: 2021),21,4,"$6,353,334","$1,588,334"
85,Lance Dunbar,2017-2017 (FA: 2018),27,1,"$1,500,000","$1,500,000"
15,Joe Mixon,2017-2020 (FA: 2021),20,4,"$5,450,174","$1,362,544"
32,Robert Turbin,2017-2018 (FA: 2019),27,2,"$2,700,000","$1,350,000"
39,Fozzy Whittaker,2017-2018 (FA: 2019),28,2,"$2,500,000","$1,250,000"
90,LeGarrette Blount,2017-2017 (FA: 2018),30,1,"$1,250,000","$1,250,000"
102,Cedric Peerman,2017-2017 (FA: 2018),30,1,"$1,150,000","$1,150,000"
103,Tim Hightower,2017-2017 (FA: 2018),30,1,"$1,107,000","$1,107,000"
104,Orleans Darkwa,2017-2017 (FA: 2018),25,1,"$1,100,000","$1,100,000"
113,Chris Johnson,2017-2017 (FA: 2018),31,1,"$1,000,000","$1,000,000"
113,Chris Johnson,2017-2017 (FA: 2018),31,1,"$1,000,000","$1,000,000"
113,Shaun Draughn,2017-2017 (FA: 2018),29,1,"$1,000,000","$1,000,000"
48,Kapri Bibbs,2017-2019 (FA: 2020),23,2,"$1,975,000","$987,500"
119,Darren McFadden,2017-2017 (FA: 2018),29,1,"$980,000","$980,000"
119,C.J. Spiller,2017-2017 (FA: 2018),29,1,"$980,000","$980,000"
17,Alvin Kamara,2017-2020 (FA: 2021),21,4,"$3,857,772","$964,443"
121,Andre Ellington,2017-2017 (FA: 2018),28,1,"$905,000","$905,000"
122,C.J. Spiller,2017-2017 (FA: 2018),30,1,"$900,000","$900,000"
123,Travaris Cadet,2017-2017 (FA: 2018),28,1,"$855,000","$855,000"
123,Brandon Bolden,2017-2017 (FA: 2018),27,1,"$855,000","$855,000"
123,Benny Cunningham,2017-2017 (FA: 2018),26,1,"$855,000","$855,000"
19,Kareem Hunt,2017-2020 (FA: 2021),21,4,"$3,285,722","$821,431"
126,Kenjon Barner,2017-2017 (FA: 2018),27,1,"$815,000","$815,000"
20,D'Onta Foreman,2017-2020 (FA: 2021),21,4,"$3,259,984","$814,996"
127,Christine Michael,2017-2017 (FA: 2018),26,1,"$800,000","$800,000"
127,Branden Oliver,2017-2017 (FA: 2018),25,1,"$800,000","$800,000"
21,James Conner,2017-2020 (FA: 2021),22,4,"$3,161,523","$790,381"
129,Stevan Ridley,2017-2017 (FA: 2018),28,1,"$775,000","$775,000"
129,Taiwan Jones,2017-2017 (FA: 2018),29,1,"$775,000","$775,000"
129,Jordan Todman,2017-2017 (FA: 2018),27,1,"$775,000","$775,000"
129,DuJuan Harris,2017-2017 (FA: 2018),28,1,"$775,000","$775,000"
129,Matt Asiata,2017-2017 (FA: 2018),29,1,"$775,000","$775,000"
129,Ronnie Hillman,2017-2017 (FA: 2018),25,1,"$775,000","$775,000"
129,Bernard Pierce,2017-2017 (FA: 2018),26,1,"$775,000","$775,000"
129,Bobby Rainey,2017-2017 (FA: 2018),29,1,"$775,000","$775,000"
129,Travaris Cadet,2017-2017 (FA: 2018),28,1,"$775,000","$775,000"
129,Johnathan Grimes,2017-2017 (FA: 2018),27,1,"$775,000","$775,000"
129,Brandon Bolden,2017-2017 (FA: 2018),27,1,"$775,000","$775,000"
129,Christine Michael,2017-2017 (FA: 2018),26,1,"$775,000","$775,000"
129,Knile Davis,2017-2017 (FA: 2018),25,1,"$775,000","$775,000"
129,Mike James,2017-2017 (FA: 2018),25,1,"$775,000","$775,000"
23,Samaje Perine,2017-2020 (FA: 2021),21,4,"$3,059,781","$764,945"
24,Tarik Cohen,2017-2020 (FA: 2021),21,4,"$3,035,658","$758,915"
25,Joe Williams,2017-2020 (FA: 2021),23,4,"$3,029,384","$757,346"
26,Donnel Pumphrey,2017-2020 (FA: 2021),22,4,"$2,975,888","$743,972"
27,Jamaal Williams,2017-2020 (FA: 2021),22,4,"$2,965,992","$741,498"
47,Terrence Magee,2017-2019 (FA: 2020),23,3,"$2,125,000","$708,333"
28,Wayne Gallman,2017-2020 (FA: 2021),22,4,"$2,819,648","$704,912"
28,Marlon Mack,2017-2020 (FA: 2021),21,4,"$2,819,648","$704,912"
143,Bishop Sankey,2017-2017 (FA: 2018),24,1,"$690,000","$690,000"
143,Andre Williams,2017-2017 (FA: 2018),24,1,"$690,000","$690,000"
143,Fitz Toussaint,2017-2017 (FA: 2018),26,1,"$690,000","$690,000"
143,Daryl Richardson,2017-2017 (FA: 2018),27,1,"$690,000","$690,000"
143,Joe Banyard,2017-2017 (FA: 2018),28,1,"$690,000","$690,000"
143,Kenjon Barner,2017-2017 (FA: 2018),28,1,"$690,000","$690,000"
33,Brian Hill,2017-2020 (FA: 2021),21,4,"$2,669,248","$667,312"
86,Matt Jones,2017-2018 (FA: 2019),24,2,"$1,334,000","$667,000"
34,Jeremy McNichols,2017-2020 (FA: 2021),21,4,"$2,663,778","$665,945"
87,George Winn,2017-2018 (FA: 2019),26,2,"$1,320,000","$660,000"
87,Akeem Hunt,2017-2018 (FA: 2019),24,2,"$1,320,000","$660,000"
87,Rod Smith,2017-2018 (FA: 2019),24,2,"$1,320,000","$660,000"
49,Marcus Murphy,2017-2019 (FA: 2020),25,3,"$1,965,000","$655,000"
35,T.J. Logan,2017-2020 (FA: 2021),22,4,"$2,601,937","$650,484"
35,Aaron Jones,2017-2020 (FA: 2021),22,4,"$2,601,937","$650,484"
37,Elijah McGuire,2017-2020 (FA: 2021),22,4,"$2,568,505","$642,126"
38,De'Angelo Henderson,2017-2020 (FA: 2021),24,4,"$2,545,153","$636,288"
41,Devante Mays,2017-2020 (FA: 2021),22,4,"$2,475,036","$618,759"
42,Khalfani Muhammad,2017-2020 (FA: 2021),22,4,"$2,470,487","$617,622"
43,Elijah Hood,2017-2020 (FA: 2021),21,4,"$2,469,750","$617,438"
44,Christopher Carson,2017-2020 (FA: 2021),22,4,"$2,465,129","$616,282"
45,Matt Dayes,2017-2020 (FA: 2021),22,4,"$2,464,270","$616,068"
149,Tyler Gaffney,2017-2017 (FA: 2018),25,1,"$615,000","$615,000"
149,Mike Davis,2017-2017 (FA: 2018),24,1,"$615,000","$615,000"
91,Jonathan Williams,2017-2018 (FA: 2019),22,2,"$1,220,000","$610,000"
92,Storm Johnson,2017-2018 (FA: 2019),24,2,"$1,170,000","$585,000"
92,David Fluellen,2017-2018 (FA: 2019),24,2,"$1,170,000","$585,000"
92,Senorise Perry,2017-2018 (FA: 2019),25,2,"$1,170,000","$585,000"
92,Brandon Wegher,2017-2018 (FA: 2019),26,2,"$1,170,000","$585,000"
92,Trey Williams,2017-2019 (FA: 2020),24,2,"$1,170,000","$585,000"
92,Bronson Hill,2017-2018 (FA: 2019),23,2,"$1,170,000","$585,000"
92,Daniel Lasco,2017-2018 (FA: 2019),24,2,"$1,170,000","$585,000"
92,D.J. Foster,2017-2018 (FA: 2019),23,2,"$1,170,000","$585,000"
92,Josh Ferguson,2017-2018 (FA: 2019),23,2,"$1,170,000","$585,000"
92,Byron Marshall,2017-2019 (FA: 2020),23,2,"$1,170,000","$585,000"
46,Khalfani Muhammad,2017-2020 (FA: 2021),22,4,"$2,325,000","$581,250"
52,Justin Davis,2017-2019 (FA: 2020),21,3,"$1,680,000","$560,000"
