rank,player-name,year signed,age,year 2,value,average/year
12,Darren Sproles,2009-2009 (FA: 2010),25,1,"$6,621,000","$6,621,000"
2,Brandon Jacobs,2009-2012 (FA: 2013),26,4,"$25,000,000","$6,250,000"
1,Maurice Jones-Drew,2009-2013 (FA: 2014),23,5,"$31,100,000","$6,220,000"
3,LaDainian Tomlinson,2009-2011 (FA: 2012),29,3,"$17,875,000","$5,958,333"
14,Ricky Williams,2009-2009 (FA: 2010),31,1,"$5,000,000","$5,000,000"
5,Derrick Ward,2009-2012 (FA: 2013),28,4,"$17,000,000","$4,250,000"
4,Knowshon Moreno,2009-2013 (FA: 2014),21,5,"$17,075,000","$3,415,000"
13,Cedric Benson,2009-2010 (FA: 2011),26,2,"$6,500,000","$3,250,000"
14,Fred Taylor,2009-2010 (FA: 2011),32,2,"$5,000,000","$2,500,000"
7,Correll Buckhalter,2009-2012 (FA: 2013),30,4,"$9,700,000","$2,425,000"
11,Maurice Morris,2009-2011 (FA: 2012),29,3,"$7,000,000","$2,333,333"
9,J.J. Arrington,2009-2012 (FA: 2013),25,4,"$8,760,000","$2,190,000"
6,Donald Brown,2009-2013 (FA: 2014),22,5,"$10,435,000","$2,087,000"
26,Edgerrin James,2009-2009 (FA: 2010),31,1,"$2,000,000","$2,000,000"
8,Beanie Wells,2009-2013 (FA: 2014),20,5,"$9,600,000","$1,920,000"
10,Fred Jackson,2009-2012 (FA: 2013),28,4,"$7,500,000","$1,875,000"
18,Kevin Jones,2009-2010 (FA: 2011),26,2,"$3,500,000","$1,750,000"
14,Moran Norris,2009-2011 (FA: 2012),30,3,"$5,000,000","$1,666,667"
17,Lousaka Polite,2009-2011 (FA: 2012),27,3,"$3,700,000","$1,233,333"
22,Dominic Rhodes,2009-2010 (FA: 2011),29,2,"$2,450,000","$1,225,000"
26,Jason Wright,2009-2010 (FA: 2011),26,2,"$2,000,000","$1,000,000"
19,LeSean McCoy,2009-2012 (FA: 2013),20,4,"$3,497,123","$874,281"
44,Ahman Green,2009-2009 (FA: 2010),31,1,"$845,001","$845,001"
45,Aaron Stecker,2009-2009 (FA: 2010),33,1,"$745,000","$745,000"
20,Shonn Greene,2009-2012 (FA: 2013),23,4,"$2,655,000","$663,750"
21,Glen Coffee,2009-2012 (FA: 2013),22,4,"$2,578,244","$644,561"
36,Alvin Pearman,2009-2010 (FA: 2011),26,2,"$1,250,000","$625,000"
51,Larry Johnson,2009-2009 (FA: 2010),29,1,"$620,000","$620,000"
51,Verron Haynes,2009-2009 (FA: 2010),30,1,"$620,000","$620,000"
23,Mike Goodson,2009-2012 (FA: 2013),22,4,"$2,242,000","$560,500"
24,Andre Brown,2009-2009 (FA: 2010),22,4,"$2,180,000","$545,000"
25,Gartrell Johnson,2009-2009 (FA: 2009),23,4,"$2,156,000","$539,000"
53,Justin Green,2009-2009 (FA: 2010),26,1,"$535,000","$535,000"
42,Tim Castille,2009-2010 (FA: 2011),24,2,"$1,005,000","$502,500"
28,Javon Ringer,2009-2012 (FA: 2013),22,4,"$1,896,540","$474,135"
29,James Davis,2009-2009 (FA: 2010),23,4,"$1,849,250","$462,313"
54,Charles Ali,2009-2009 (FA: 2010),24,1,"$460,000","$460,000"
54,D.J. Ware,2009-2009 (FA: 2010),24,1,"$460,000","$460,000"
30,Bernard Scott,2009-2012 (FA: 2013),25,4,"$1,827,510","$456,878"
31,Chris Ogbonnaya,2009-2012 (FA: 2013),22,4,"$1,816,700","$454,175"
32,Rashad Jennings,2009-2012 (FA: 2013),24,4,"$1,788,450","$447,113"
33,Fui Vakapuna,2009-2010 (FA: 2011),25,4,"$1,750,000","$437,500"
43,Dantrell Savage,2009-2010 (FA: 2011),23,2,"$855,000","$427,500"
34,Aaron Brown,2009-2011 (FA: 2012),23,3,"$1,270,285","$423,428"
35,Cedric Peerman,2009-2011 (FA: 2012),22,3,"$1,263,000","$421,000"
37,Javarris Williams,2009-2011 (FA: 2012),23,3,"$1,233,850","$411,283"
38,LaRod Stephens-Howling,2009-2011 (FA: 2012),21,3,"$1,219,050","$406,350"
39,Arian Foster,2009-2011 (FA: 2012),22,3,"$1,192,500","$397,500"
40,Issac Redman,2009-2011 (FA: 2012),24,3,"$1,187,000","$395,667"
41,Anthony Alridge,2009-2011 (FA: 2012),25,3,"$1,185,000","$395,000"
56,Thomas Clayton,2009-2009 (FA: 2010),24,1,"$385,000","$385,000"
56,Chad Simpson,2009-2009 (FA: 2010),23,1,"$385,000","$385,000"
46,Kory Sheets,2009-2010 (FA: 2011),23,2,"$716,000","$358,000"
47,Curtis Brinkley,2009-2010 (FA: 2011),23,2,"$711,000","$355,500"
48,Lex Hilliard,2009-2010 (FA: 2011),24,2,"$705,000","$352,500"
48,Brock Bolen,2009-2010 (FA: 2011),23,2,"$705,000","$352,500"
50,Thomas Brown,2009-2010 (FA: 2011),23,2,"$630,000","$315,000"
58,Matt Lawrence,2009-2009 (FA: 2010),28,1,"$310,000","$310,000"
58,Gartrell Johnson,2009-2009 (FA: 2010),22,1,"$310,000","$310,000"
60,Antone Smith,2009-2009 (FA: 2010),23,1,"$88,400","$88,400"
