rank,player-name,year signed,age,year 2,value,average/year
5,Reggie Bush,2008-2011 (FA: 2012),22,4,"$36,725,000","$9,181,250"
1,Clinton Portis,2008-2013 (FA: 2014),26,6,"$46,120,000","$7,686,667"
3,Steven Jackson,2008-2012 (FA: 2013),25,6,"$44,805,000","$7,467,500"
4,Darren McFadden,2008-2013 (FA: 2014),20,6,"$42,043,750","$7,007,292"
7,Frank Gore,2008-2011 (FA: 2012),23,4,"$28,012,000","$7,003,000"
2,Marion Barber,2008-2014 (FA: 2015),24,7,"$45,000,000","$6,428,571"
10,Kevin Smith,2008-2010 (FA: 2011),21,3,"$17,900,000","$5,966,667"
6,Michael Turner,2008-2013 (FA: 2014),25,6,"$34,500,000","$5,750,000"
11,Jamal Lewis,2008-2010 (FA: 2011),28,3,"$17,000,000","$5,666,667"
9,Ryan Grant,2008-2011 (FA: 2012),25,4,"$20,000,000","$5,000,000"
12,Justin Fargas,2008-2010 (FA: 2011),27,3,"$14,300,000","$4,766,667"
8,Jonathan Stewart,2008-2012 (FA: 2013),21,5,"$20,600,000","$4,120,000"
19,Warrick Dunn,2008-2009 (FA: 2010),32,2,"$6,000,000","$3,000,000"
15,Julius Jones,2008-2011 (FA: 2012),26,4,"$11,800,000","$2,950,000"
16,Earnest Graham,2008-2011 (FA: 2012),27,4,"$11,050,000","$2,762,500"
13,T.J. Duckett,2008-2012 (FA: 2013),26,5,"$13,355,000","$2,671,000"
14,Chris Johnson,2008-2012 (FA: 2013),22,5,"$12,100,000","$2,420,000"
17,Rashard Mendenhall,2008-2012 (FA: 2013),21,5,"$11,005,000","$2,201,000"
18,Felix Jones,2008-2012 (FA: 2013),20,5,"$10,525,000","$2,105,000"
20,Mewelde Moore,2008-2010 (FA: 2011),25,3,"$4,950,000","$1,650,000"
41,Tatum Bell,2008-2008 (FA: 2009),27,1,"$1,600,000","$1,600,000"
43,Derrick Ward,2008-2008 (FA: 2009),27,1,"$1,400,000","$1,400,000"
24,Michael Bennett,2008-2009 (FA: 2010),29,2,"$2,750,000","$1,375,000"
44,Aaron Stecker,2008-2008 (FA: 2009),32,1,"$1,300,000","$1,300,000"
52,Rudi Johnson,2008-2008 (FA: 2009),28,1,"$1,100,000","$1,100,000"
23,Rock Cartwright,2008-2010 (FA: 2011),28,3,"$3,050,000","$1,016,667"
53,Jason Wright,2008-2008 (FA: 2009),25,1,"$1,000,000","$1,000,000"
21,Matt Forte,2008-2011 (FA: 2012),22,4,"$3,766,500","$941,625"
57,Vernand Morency,2008-2008 (FA: 2009),27,1,"$927,000","$927,000"
57,Justin Green,2008-2008 (FA: 2009),25,1,"$927,000","$927,000"
25,Patrick Cobbs,2008-2010 (FA: 2011),24,3,"$2,655,000","$885,000"
22,Ray Rice,2008-2011 (FA: 2012),21,4,"$3,159,000","$789,750"
59,Kevin Jones,2008-2008 (FA: 0),25,1,"$762,500","$762,500"
60,Dan Kreider,2008-2008 (FA: 2009),31,1,"$730,000","$730,000"
60,Shaun Alexander,2008-2008 (FA: 2009),31,1,"$730,000","$730,000"
63,Jesse Chatman,2008-2008 (FA: 2009),28,1,"$645,000","$645,000"
63,Dominic Rhodes,2008-2008 (FA: 2009),28,1,"$645,000","$645,000"
26,Jacob Hester,2008-2011 (FA: 2012),23,4,"$2,538,850","$634,713"
46,Casey Cramer,2008-2009 (FA: 2010),25,2,"$1,225,000","$612,500"
65,Kevin Jones,2008-2008 (FA: 2009),25,1,"$605,000","$605,000"
65,Adimchinobi Echemandu,2008-2008 (FA: 2009),27,1,"$605,000","$605,000"
65,Tatum Bell,2008-2008 (FA: 2009),27,1,"$605,000","$605,000"
27,Steve Slaton,2008-2011 (FA: 2012),22,4,"$2,369,386","$592,347"
38,Jamaal Charles,2008-2010 (FA: 2011),21,3,"$1,750,000","$583,333"
40,Anthony Alridge,2008-2010 (FA: 2011),24,3,"$1,730,000","$576,667"
51,Alvin Pearman,2008-2009 (FA: 2010),25,2,"$1,140,000","$570,000"
28,Tashard Choice,2008-2011 (FA: 2012),23,4,"$2,144,000","$536,000"
69,Cedric Benson,2008-2008 (FA: 2009),25,1,"$525,000","$525,000"
55,Luke Lawton,2008-2009 (FA: 2010),27,2,"$980,000","$490,000"
55,Ryan Moats,2008-2009 (FA: 2010),25,2,"$980,000","$490,000"
29,Ryan Torain,2008-2011 (FA: 2012),21,4,"$1,948,000","$487,000"
30,Marcus Thomas,2008-2011 (FA: 2012),24,4,"$1,856,985","$464,246"
31,Jalen Parmele,2008-2011 (FA: 2012),22,4,"$1,823,700","$455,925"
32,Thomas Brown,2008-2011 (FA: 2012),22,4,"$1,813,500","$453,375"
33,Spencer Larsen,2008-2011 (FA: 2012),23,4,"$1,802,525","$450,631"
34,Mike Hart,2008-2011 (FA: 2012),22,4,"$1,780,070","$445,018"
35,Chauncey Washington,2008-2011 (FA: 2012),22,4,"$1,764,740","$441,185"
36,Peyton Hillis,2008-2011 (FA: 2012),22,4,"$1,754,800","$438,700"
37,Justin Forsett,2008-2011 (FA: 2012),22,4,"$1,751,000","$437,750"
39,Cory Boyd,2008-2011 (FA: 2012),22,4,"$1,748,900","$437,225"
45,Tim Hightower,2008-2010 (FA: 2011),22,3,"$1,285,500","$428,500"
47,Allen Patrick,2008-2010 (FA: 2011),24,3,"$1,182,000","$394,000"
48,BenJarvus Green-Ellis,2008-2010 (FA: 2011),22,3,"$1,171,840","$390,613"
49,Danny Woodhead,2008-2010 (FA: 2011),23,3,"$1,157,000","$385,667"
50,Darius Reynaud,2008-2010 (FA: 2011),23,3,"$1,150,000","$383,333"
70,Charles Ali,2008-2008 (FA: 2009),23,1,"$370,000","$370,000"
42,Lex Hilliard,2008-2011 (FA: 2012),23,4,"$1,460,000","$365,000"
62,Allen Patrick,2008-2009 (FA: 2010),23,2,"$680,000","$340,000"
53,Lynell Hamilton,2008-2010 (FA: 2011),22,3,"$1,000,000","$333,333"
68,Dantrell Savage,2008-2009 (FA: 2010),22,2,"$580,000","$290,000"
