rank,player-name,year signed,age,year 2,value,average/year
1,Adrian Peterson,2011-2017 (FA: 2018),26,6,"$86,280,000","$14,380,000"
2,Chris Johnson,2011-2016 (FA: 2017),25,4,"$53,975,000","$13,493,750"
3,DeAngelo Williams,2011-2015 (FA: 2016),28,5,"$43,000,000","$8,600,000"
4,Frank Gore,2011-2014 (FA: 2015),28,3,"$19,212,550","$6,404,183"
10,Reggie Bush,2011-2012 (FA: 2013),25,2,"$9,750,000","$4,875,000"
6,Joseph Addai,2011-2013 (FA: 2014),28,3,"$14,000,000","$4,666,667"
5,Ahmad Bradshaw,2011-2014 (FA: 2015),25,4,"$18,000,000","$4,500,000"
14,Cedric Benson,2011-2011 (FA: 2012),28,1,"$4,500,000","$4,500,000"
6,Darren Sproles,2011-2014 (FA: 2015),28,4,"$14,000,000","$3,500,000"
8,Leon Washington,2011-2014 (FA: 2015),28,4,"$12,500,000","$3,125,000"
9,Pierre Thomas,2011-2014 (FA: 2015),26,4,"$11,200,000","$2,800,000"
22,Michael Bush,2011-2011 (FA: 2012),27,1,"$2,610,000","$2,610,000"
11,Willis McGahee,2011-2014 (FA: 2015),29,4,"$9,500,000","$2,375,000"
14,Marion Barber,2011-2012 (FA: 2013),27,2,"$4,500,000","$2,250,000"
14,Brandon Jackson,2011-2012 (FA: 2013),25,2,"$4,500,000","$2,250,000"
12,Mark Ingram,2011-2014 (FA: 2015),21,4,"$7,416,750","$1,854,188"
43,Tim Hightower,2011-2011 (FA: 2012),24,1,"$1,835,000","$1,835,000"
43,BenJarvus Green-Ellis,2011-2011 (FA: 2012),26,1,"$1,835,000","$1,835,000"
45,Derrick Ward,2011-2011 (FA: 2012),30,1,"$1,750,000","$1,750,000"
23,Ricky Williams,2011-2012 (FA: 2013),34,2,"$2,600,000","$1,300,000"
13,Ryan Williams,2011-2014 (FA: 2015),21,4,"$5,007,432","$1,251,858"
58,Ronnie Brown,2011-2011 (FA: 2012),29,1,"$1,250,000","$1,250,000"
37,Korey Hall,2011-2012 (FA: 2013),27,2,"$2,110,000","$1,055,000"
65,Jason Snelling,2011-2011 (FA: 2012),27,1,"$1,000,000","$1,000,000"
66,Sammy Morris,2011-2011 (FA: 2012),33,1,"$960,000","$960,000"
68,Rock Cartwright,2011-2011 (FA: 2012),31,1,"$910,000","$910,000"
68,Kevin Faulk,2011-2011 (FA: 2012),35,1,"$910,000","$910,000"
70,Michael Bennett,2011-2011 (FA: 2012),32,1,"$890,000","$890,000"
17,Shane Vereen,2011-2014 (FA: 2015),22,4,"$3,461,150","$865,288"
71,Mewelde Moore,2011-2011 (FA: 2012),28,1,"$860,000","$860,000"
18,Mikel Leshoure,2011-2014 (FA: 2015),23,4,"$3,434,178","$858,545"
46,Danny Woodhead,2011-2012 (FA: 2013),25,2,"$1,675,000","$837,500"
73,Larry Johnson,2011-2011 (FA: 2012),31,1,"$810,000","$810,000"
73,Chester Taylor,2011-2011 (FA: 2012),31,1,"$810,000","$810,000"
19,Daniel Thomas,2011-2014 (FA: 2015),23,4,"$3,236,387","$809,097"
20,DeMarco Murray,2011-2014 (FA: 2015),22,4,"$2,973,438","$743,360"
21,Stevan Ridley,2011-2014 (FA: 2015),22,4,"$2,953,500","$738,375"
75,Jerome Harrison,2011-2011 (FA: 2012),27,1,"$735,000","$735,000"
75,Carnell Williams,2011-2011 (FA: 2012),29,1,"$735,000","$735,000"
47,Reagan Maui'a,2011-2012 (FA: 2013),27,2,"$1,425,000","$712,500"
77,Jerious Norwood,2011-2011 (FA: 2012),28,1,"$685,000","$685,000"
42,D.J. Ware,2011-2013 (FA: 2014),25,3,"$2,040,000","$680,000"
24,Alexander Green,2011-2014 (FA: 2015),23,4,"$2,577,500","$644,375"
25,Roy Helu,2011-2014 (FA: 2015),22,4,"$2,510,252","$627,563"
26,Kendall Hunter,2011-2014 (FA: 0),22,4,"$2,479,000","$619,750"
27,Delone Carter,2011-2014 (FA: 2015),23,4,"$2,465,204","$616,301"
28,Taiwan Jones,2011-2014 (FA: 2015),23,4,"$2,445,000","$611,250"
29,Bilal Powell,2011-2014 (FA: 2015),22,4,"$2,440,500","$610,125"
62,Chauncey Washington,2011-2012 (FA: 2013),24,2,"$1,205,000","$602,500"
78,Kevin Smith,2011-2011 (FA: 2012),24,1,"$600,000","$600,000"
79,Darius Reynaud,2011-2011 (FA: 2012),26,1,"$585,500","$585,500"
30,Jamie Harper,2011-2014 (FA: 2015),21,4,"$2,340,580","$585,145"
31,Johnny White,2011-2014 (FA: 2015),23,4,"$2,253,600","$563,400"
32,Jacquizz Rodgers,2011-2014 (FA: 2015),21,4,"$2,231,000","$557,750"
33,Dion Lewis,2011-2014 (FA: 2015),20,4,"$2,228,880","$557,220"
80,Chris Henry,2011-2011 (FA: 2012),25,1,"$555,000","$555,000"
34,Jordan Todman,2011-2014 (FA: 2015),21,4,"$2,210,792","$552,698"
35,Evan Royster,2011-2014 (FA: 2015),23,4,"$2,147,672","$536,918"
36,Shane Bannon,2011-2014 (FA: 2015),22,4,"$2,116,392","$529,098"
81,Matt Lawrence,2011-2011 (FA: 2012),30,1,"$525,000","$525,000"
81,Lex Hilliard,2011-2011 (FA: 2012),26,1,"$525,000","$525,000"
81,Arian Foster,2011-2011 (FA: 2012),24,1,"$525,000","$525,000"
81,Brock Bolen,2011-2011 (FA: 2012),25,1,"$525,000","$525,000"
38,Da'Rel Scott,2011-2014 (FA: 2015),23,4,"$2,095,952","$523,988"
39,Anthony Allen,2011-2014 (FA: 2015),22,4,"$2,091,000","$522,750"
40,Baron Batch,2011-2014 (FA: 2015),23,4,"$2,086,512","$521,628"
41,Jay Finley,2011-2014 (FA: 2015),23,4,"$2,085,982","$521,496"
64,Joique Bell,2011-2012 (FA: 2013),25,2,"$1,005,000","$502,500"
85,Charles Ali,2011-2011 (FA: 2012),25,1,"$480,000","$480,000"
85,Fui Vakapuna,2011-2011 (FA: 2012),26,1,"$480,000","$480,000"
85,Eldra Buckley,2011-2011 (FA: 2012),25,1,"$480,000","$480,000"
85,Kahlil Bell,2011-2011 (FA: 2012),24,1,"$480,000","$480,000"
85,Tyrell Sutton,2011-2011 (FA: 2012),24,1,"$480,000","$480,000"
67,Curtis Brinkley,2011-2012 (FA: 2013),25,2,"$945,000","$472,500"
48,Shaun Draughn,2011-2013 (FA: 2014),23,3,"$1,403,000","$467,667"
49,Damien Berry,2011-2013 (FA: 2014),22,3,"$1,402,500","$467,500"
50,Brandon Saine,2011-2013 (FA: 2014),22,3,"$1,400,000","$466,667"
51,Phillip Tanner,2011-2013 (FA: 2014),22,3,"$1,396,500","$465,500"
52,Matt Asiata,2011-2013 (FA: 2014),24,3,"$1,396,000","$465,333"
53,Jordan Todman,2011-2013 (FA: 2014),20,3,"$1,395,000","$465,000"
53,Richard Murphy,2011-2013 (FA: 2014),24,3,"$1,395,000","$465,000"
53,Ryan Mahaffey,2011-2013 (FA: 2014),23,3,"$1,395,000","$465,000"
53,Mossis Madu,2011-2013 (FA: 2014),23,3,"$1,395,000","$465,000"
53,Armond Smith,2011-2013 (FA: 2014),24,3,"$1,395,000","$465,000"
90,Andre Brown,2011-2011 (FA: 2012),24,1,"$450,000","$450,000"
72,DuJuan Harris,2011-2012 (FA: 2013),22,2,"$840,000","$420,000"
59,Caleb King,2011-2013 (FA: 2014),22,3,"$1,245,000","$415,000"
59,Armando Allen,2011-2012 (FA: 2013),21,3,"$1,245,000","$415,000"
59,John Clay,2011-2013 (FA: 2014),22,3,"$1,245,000","$415,000"
91,Josh Vaughan,2011-2011 (FA: 2012),24,1,"$405,000","$405,000"
91,Jehuu Caulcrick,2011-2011 (FA: 2012),27,1,"$405,000","$405,000"
91,Chris Jennings,2011-2011 (FA: 2012),25,1,"$405,000","$405,000"
91,Keith Toston,2011-2011 (FA: 2012),23,1,"$405,000","$405,000"
63,Mario Fannin,2011-2013 (FA: 2014),23,3,"$1,180,000","$393,333"
95,Alfonso Smith,2011-2011 (FA: 2012),23,1,"$380,000","$380,000"
96,Stafon Johnson,2011-2011 (FA: 2012),22,1,"$330,000","$330,000"
96,Rashawn Jackson,2011-2011 (FA: 2012),23,1,"$330,000","$330,000"
96,Matt Clapp,2011-2011 (FA: 2012),24,1,"$330,000","$330,000"
96,Dominique Lindsay,2011-2011 (FA: 2012),24,1,"$330,000","$330,000"
100,Ian Johnson,2011-2011 (FA: 2012),24,1,"$96,900","$96,900"
