rank,player-name,year signed,age,year 2,value,average/year
2,Adrian Peterson,2007-2011 (FA: 2012),22,5,"$40,500,000","$8,100,000"
1,Larry Johnson,2007-2012 (FA: 2013),27,6,"$45,000,000","$7,500,000"
4,Ahman Green,2007-2010 (FA: 2011),29,4,"$23,000,000","$5,750,000"
4,Fred Taylor,2007-2010 (FA: 2011),30,4,"$23,000,000","$5,750,000"
3,Willis McGahee,2007-2013 (FA: 2014),25,7,"$40,120,000","$5,731,429"
7,Thomas Jones,2007-2009 (FA: 2010),28,4,"$20,000,000","$5,000,000"
6,Travis Henry,2007-2011 (FA: 2012),28,5,"$22,500,000","$4,500,000"
8,Marshawn Lynch,2007-2011 (FA: 2012),20,5,"$19,065,000","$3,813,000"
11,Dominic Rhodes,2007-2008 (FA: 2009),27,2,"$7,500,000","$3,750,000"
12,Jamal Lewis,2007-2007 (FA: 2008),27,1,"$3,500,000","$3,500,000"
9,Ovie Mughelli,2007-2012 (FA: 2013),26,6,"$18,000,000","$3,000,000"
17,Michael Turner,2007-2007 (FA: 2008),24,1,"$2,350,000","$2,350,000"
10,Ladell Betts,2007-2011 (FA: 2012),27,5,"$11,000,000","$2,200,000"
32,T.J. Duckett,2007-2007 (FA: 2008),25,1,"$1,600,000","$1,600,000"
35,Ron Dayne,2007-2007 (FA: 2008),29,1,"$1,300,000","$1,300,000"
16,Correll Buckhalter,2007-2008 (FA: 2009),28,2,"$2,550,000","$1,275,000"
41,Derrick Ward,2007-2007 (FA: 2008),26,1,"$850,000","$850,000"
13,Kenny Irons,2007-2010 (FA: 2011),23,4,"$3,365,000","$841,250"
42,Verron Haynes,2007-2007 (FA: 2008),27,1,"$840,000","$840,000"
14,Chris Henry,2007-2010 (FA: 2011),22,4,"$3,307,500","$826,875"
15,Brandon Jackson,2007-2010 (FA: 2011),21,4,"$2,805,000","$701,250"
18,Tony Hunt,2007-2010 (FA: 2011),21,4,"$2,295,000","$573,750"
19,Garrett Wolfe,2007-2010 (FA: 2011),22,4,"$2,287,500","$571,875"
20,Michael Bush,2007-2010 (FA: 2011),23,4,"$2,165,000","$541,250"
21,Nate Ilaoa,2007-2010 (FA: 2011),24,4,"$2,155,000","$538,750"
22,Dwayne Wright,2007-2010 (FA: 2011),24,4,"$2,126,000","$531,500"
23,Lorenzo Booker,2007-2010 (FA: 2011),22,4,"$2,100,000","$525,000"
40,Lousaka Polite,2007-2008 (FA: 2009),25,2,"$1,005,000","$502,500"
33,Antonio Pittman,2007-2009 (FA: 2010),21,3,"$1,470,170","$490,057"
34,Luke Lawton,2007-2009 (FA: 2010),26,3,"$1,340,000","$446,667"
24,Reagan Maui'a,2007-2010 (FA: 2011),22,4,"$1,766,750","$441,688"
25,Thomas Clayton,2007-2010 (FA: 2011),23,4,"$1,761,500","$440,375"
26,Korey Hall,2007-2010 (FA: 2011),23,4,"$1,759,450","$439,863"
27,Deon Anderson,2007-2010 (FA: 2011),24,4,"$1,757,250","$439,313"
28,DeShawn Wynn,2007-2010 (FA: 2011),23,4,"$1,715,907","$428,977"
29,Jason Snelling,2007-2010 (FA: 2011),23,4,"$1,705,400","$426,350"
30,Kenneth Darby,2007-2010 (FA: 2011),24,4,"$1,705,000","$426,250"
31,Ahmad Bradshaw,2007-2010 (FA: 2011),21,4,"$1,701,725","$425,431"
36,Kolby Smith,2007-2009 (FA: 2010),22,3,"$1,247,875","$415,958"
37,Justise Hairston,2007-2009 (FA: 2010),24,3,"$1,170,500","$390,167"
38,Pierre Thomas,2007-2009 (FA: 2010),22,3,"$1,120,000","$373,333"
39,Kenton Keith,2007-2009 (FA: 2010),26,3,"$1,119,000","$373,000"
43,Tim Castille,2007-2008 (FA: 2009),22,2,"$658,000","$329,000"
44,Fred Jackson,2007-2008 (FA: 2009),25,2,"$655,000","$327,500"
45,Ryan Grant,2007-2007 (FA: 2008),24,1,"$315,000","$315,000"
46,Charles Ali,2007-2007 (FA: 2008),22,1,"$287,000","$287,000"
