rank,player-name,year signed,age,year 2,value,average/year
1,LeSean McCoy,2012-2017 (FA: 2018),23,5,"$45,000,000","$9,000,000"
2,Arian Foster,2012-2016 (FA: 2017),25,5,"$43,500,000","$8,700,000"
11,Ray Rice,2012-2012 (FA: 2013),24,1,"$7,700,000","$7,700,000"
5,Matt Forte,2012-2015 (FA: 2016),26,4,"$30,400,000","$7,600,000"
6,Marshawn Lynch,2012-2015 (FA: 2016),25,4,"$30,000,000","$7,500,000"
3,Jonathan Stewart,2012-2017 (FA: 2018),25,5,"$36,500,000","$7,300,000"
4,Ray Rice,2012-2016 (FA: 2017),25,5,"$35,000,000","$7,000,000"
7,Trent Richardson,2012-2015 (FA: 2016),22,4,"$20,489,796","$5,122,449"
10,Fred Jackson,2012-2014 (FA: 2015),31,2,"$8,700,000","$4,350,000"
8,Michael Bush,2012-2015 (FA: 2016),27,4,"$14,000,000","$3,500,000"
9,BenJarvus Green-Ellis,2012-2014 (FA: 2015),26,3,"$9,000,000","$3,000,000"
18,Peyton Hillis,2012-2012 (FA: 2013),26,1,"$2,800,000","$2,800,000"
32,LaRod Stephens-Howling,2012-2012 (FA: 2013),24,1,"$1,927,000","$1,927,000"
12,Doug Martin,2012-2015 (FA: 2016),23,4,"$6,787,816","$1,696,954"
13,David Wilson,2012-2015 (FA: 2016),20,4,"$6,684,502","$1,671,126"
36,Brandon Jacobs,2012-2012 (FA: 2013),29,1,"$1,600,000","$1,600,000"
15,Jason Snelling,2012-2014 (FA: 2015),28,3,"$4,000,000","$1,333,333"
76,Kahlil Bell,2012-2012 (FA: 2013),25,1,"$1,260,000","$1,260,000"
79,Joseph Addai,2012-2012 (FA: 2013),28,1,"$1,100,000","$1,100,000"
14,Isaiah Pead,2012-2015 (FA: 2016),22,4,"$4,038,100","$1,009,525"
83,Ronnie Brown,2012-2012 (FA: 2013),29,1,"$1,000,000","$1,000,000"
84,Moran Norris,2012-2012 (FA: 2013),33,1,"$990,000","$990,000"
85,Rock Cartwright,2012-2012 (FA: 2013),32,1,"$950,000","$950,000"
86,Ovie Mughelli,2012-2012 (FA: 2013),31,1,"$890,000","$890,000"
33,Spencer Larsen,2012-2013 (FA: 2014),28,2,"$1,700,000","$850,000"
16,LaMichael James,2012-2015 (FA: 2016),22,4,"$3,318,898","$829,725"
95,Mewelde Moore,2012-2012 (FA: 2013),29,1,"$825,000","$825,000"
95,Cedric Benson,2012-2012 (FA: 2013),29,1,"$825,000","$825,000"
99,Kevin Smith,2012-2012 (FA: 2013),25,1,"$765,000","$765,000"
17,Ronnie Hillman,2012-2015 (FA: 2016),20,4,"$3,000,832","$750,208"
100,Ryan Grant,2012-2012 (FA: 2013),29,1,"$750,000","$750,000"
100,Tim Hightower,2012-2012 (FA: 2013),25,1,"$750,000","$750,000"
73,Jacob Hester,2012-2013 (FA: 2014),26,2,"$1,415,000","$707,500"
102,Ryan Grant,2012-2012 (FA: 2013),29,1,"$700,001","$700,001"
103,Steve Slaton,2012-2012 (FA: 2013),26,1,"$700,000","$700,000"
103,Chris Taylor,2012-2012 (FA: 2013),28,1,"$700,000","$700,000"
103,Tashard Choice,2012-2012 (FA: 2013),27,1,"$700,000","$700,000"
103,Lousaka Polite,2012-2012 (FA: 2013),30,1,"$700,000","$700,000"
103,Kregg Lumpkin,2012-2012 (FA: 2013),27,1,"$700,000","$700,000"
103,Justin Forsett,2012-2012 (FA: 2013),26,1,"$700,000","$700,000"
103,Jacob Hester,2012-2012 (FA: 2013),26,1,"$700,000","$700,000"
103,Lorenzo Booker,2012-2012 (FA: 2013),28,1,"$700,000","$700,000"
111,Lex Hilliard,2012-2012 (FA: 2013),28,1,"$665,000","$665,000"
19,Bernard Pierce,2012-2015 (FA: 2016),22,4,"$2,655,944","$663,986"
20,Lamar Miller,2012-2015 (FA: 2016),21,4,"$2,586,000","$646,500"
21,Robert Turbin,2012-2015 (FA: 2016),22,4,"$2,556,456","$639,114"
112,Ryan Torain,2012-2012 (FA: 2013),25,1,"$615,000","$615,000"
112,Thomas Clayton,2012-2012 (FA: 2013),27,1,"$615,000","$615,000"
112,Xavier Omon,2012-2012 (FA: 2013),26,1,"$615,000","$615,000"
112,Darius Reynaud,2012-2012 (FA: 2013),27,1,"$615,000","$615,000"
112,Jalen Parmele,2012-2012 (FA: 2013),26,1,"$615,000","$615,000"
112,Aaron Brown,2012-2012 (FA: 2013),26,1,"$615,000","$615,000"
112,Kahlil Bell,2012-2012 (FA: 2013),25,1,"$615,000","$615,000"
112,Kahlil Bell,2012-2012 (FA: 2013),25,1,"$615,000","$615,000"
112,Brock Bolen,2012-2012 (FA: 2013),26,1,"$615,000","$615,000"
112,Brit Miller,2012-2012 (FA: 2013),25,1,"$615,000","$615,000"
112,Kregg Lumpkin,2012-2012 (FA: 2013),27,1,"$615,000","$615,000"
77,Tyrell Sutton,2012-2013 (FA: 2014),25,2,"$1,170,000","$585,000"
77,Keiland Williams,2012-2013 (FA: 2014),26,2,"$1,170,000","$585,000"
22,Chris Rainey,2012-2015 (FA: 2016),24,4,"$2,281,652","$570,413"
23,Vick Ballard,2012-2015 (FA: 2016),21,4,"$2,244,560","$561,140"
24,Cyrus Gray,2012-2015 (FA: 2016),22,4,"$2,232,672","$558,168"
25,Alfred Morris,2012-2015 (FA: 2016),23,4,"$2,223,100","$555,775"
34,DuJuan Harris,2012-2014 (FA: 2015),23,3,"$1,665,000","$555,000"
34,Armond Smith,2012-2014 (FA: 2015),25,3,"$1,665,000","$555,000"
26,Dan Herron,2012-2015 (FA: 2016),23,4,"$2,203,152","$550,788"
27,Terrance Ganaway,2012-2015 (FA: 2016),23,4,"$2,178,000","$544,500"
28,Michael Smith,2012-2015 (FA: 2016),23,4,"$2,165,148","$541,287"
123,Cedric Peerman,2012-2012 (FA: 2013),25,1,"$540,000","$540,000"
123,Lance Ball,2012-2012 (FA: 2013),26,1,"$540,000","$540,000"
123,Chris Ogbonnaya,2012-2012 (FA: 2013),25,1,"$540,000","$540,000"
123,LeGarrette Blount,2012-2012 (FA: 2013),25,1,"$540,000","$540,000"
123,Antone Smith,2012-2012 (FA: 2013),26,1,"$540,000","$540,000"
123,Dimitri Nance,2012-2012 (FA: 2013),23,1,"$540,000","$540,000"
123,Issac Redman,2012-2012 (FA: 2013),27,1,"$540,000","$540,000"
123,Eddie Williams,2012-2012 (FA: 2013),24,1,"$540,000","$540,000"
29,Bryce Brown,2012-2015 (FA: 2016),20,4,"$2,150,880","$537,720"
30,Edwin Baker,2012-2015 (FA: 2016),20,4,"$2,145,896","$536,474"
30,Daryl Richardson,2012-2015 (FA: 2016),22,4,"$2,145,896","$536,474"
80,Jordan Todman,2012-2013 (FA: 2014),21,2,"$1,020,000","$510,000"
80,Ryan Mahaffey,2012-2013 (FA: 2014),24,2,"$1,020,000","$510,000"
80,Darren Evans,2012-2013 (FA: 2014),23,2,"$1,020,000","$510,000"
37,Brandon Bolden,2012-2014 (FA: 0),22,3,"$1,455,000","$485,000"
38,Jeff Demps,2012-2014 (FA: 2015),21,3,"$1,451,000","$483,667"
39,Chris Polk,2012-2014 (FA: 2015),22,3,"$1,450,000","$483,333"
40,Jonas Gray,2012-2014 (FA: 2015),21,3,"$1,449,500","$483,167"
41,Princeton McCarty,2012-2014 (FA: 2015),23,3,"$1,447,500","$482,500"
41,Tauren Poole,2012-2014 (FA: 2015),22,3,"$1,447,500","$482,500"
41,Lyndon Rowells,2012-2014 (FA: 2015),23,3,"$1,447,500","$482,500"
44,Travaris Cadet,2012-2014 (FA: 2015),23,3,"$1,445,000","$481,667"
44,Marc Tyler,2012-2014 (FA: 2015),23,3,"$1,445,000","$481,667"
46,Stephfon Green,2012-2014 (FA: 2015),22,3,"$1,444,500","$481,500"
47,Darrell Scott,2012-2014 (FA: 2015),22,3,"$1,444,000","$481,333"
47,Duane Bennett,2012-2014 (FA: 2015),22,3,"$1,444,000","$481,333"
49,Chris Douglas,2012-2014 (FA: 2015),22,3,"$1,443,000","$481,000"
50,Nate Eachus,2012-2014 (FA: 2015),21,3,"$1,442,500","$480,833"
51,Bobby Rainey,2012-2012 (FA: 2013),24,3,"$1,441,500","$480,500"
51,Lance Dunbar,2012-2014 (FA: 2015),22,3,"$1,441,500","$480,500"
