rank,player-name,year signed,age,year 2,value,average/year
1,Jamaal Charles,2014-2017 (FA: 2018),27,2,"$18,100,000","$9,050,000"
8,Chris Johnson,2014-2015 (FA: 2016),28,2,"$8,000,000","$4,000,000"
2,Darren Sproles,2014-2016 (FA: 2017),30,3,"$10,500,000","$3,500,000"
2,Donald Brown,2014-2016 (FA: 2017),26,3,"$10,500,000","$3,500,000"
2,Toby Gerhart,2014-2016 (FA: 2017),26,3,"$10,500,000","$3,500,000"
6,Joique Bell,2014-2016 (FA: 2017),27,3,"$9,300,000","$3,100,000"
10,Ben Tate,2014-2015 (FA: 2016),25,2,"$6,200,000","$3,100,000"
7,Dexter McCluster,2014-2016 (FA: 2017),25,3,"$9,000,000","$3,000,000"
19,Knowshon Moreno,2014-2014 (FA: 2015),26,1,"$3,000,000","$3,000,000"
5,Rashad Jennings,2014-2017 (FA: 2018),28,4,"$10,000,000","$2,500,000"
9,Maurice Jones-Drew,2014-2016 (FA: 2017),29,3,"$7,500,000","$2,500,000"
34,Joique Bell,2014-2014 (FA: 2015),27,1,"$2,187,000","$2,187,000"
11,Pierre Thomas,2014-2016 (FA: 2017),29,2,"$4,000,000","$2,000,000"
12,LeGarrette Blount,2014-2015 (FA: 2016),27,2,"$3,850,000","$1,925,000"
36,Darren McFadden,2014-2014 (FA: 2015),26,1,"$1,750,000","$1,750,000"
17,James Starks,2014-2015 (FA: 2016),28,2,"$3,250,000","$1,625,000"
16,Anthony Dixon,2014-2016 (FA: 2017),26,3,"$3,600,000","$1,200,000"
13,Bishop Sankey,2014-2017 (FA: 2018),21,4,"$3,843,446","$960,862"
14,Jeremy Hill,2014-2017 (FA: 2018),21,4,"$3,753,602","$938,401"
15,Carlos Hyde,2014-2017 (FA: 2018),23,4,"$3,681,678","$920,420"
101,Leon Washington,2014-2014 (FA: 2015),31,1,"$920,000","$920,000"
35,Peyton Hillis,2014-2015 (FA: 2016),28,2,"$1,800,000","$900,000"
37,LeGarrette Blount,2014-2015 (FA: 2016),27,2,"$1,730,000","$865,000"
102,Ahmad Bradshaw,2014-2014 (FA: 2015),27,1,"$855,000","$855,000"
102,Ronnie Brown,2014-2014 (FA: 2015),32,1,"$855,000","$855,000"
102,Ronnie Brown,2014-2014 (FA: 2015),32,1,"$855,000","$855,000"
105,Jonathan Dwyer,2014-2014 (FA: 2015),24,1,"$795,000","$795,000"
18,Charles Sims,2014-2017 (FA: 2018),23,4,"$3,073,320","$768,330"
20,Tre Mason,2014-2017 (FA: 2018),20,4,"$2,980,938","$745,235"
106,Justin Forsett,2014-2014 (FA: 2015),28,1,"$730,000","$730,000"
