rank,player-name,year signed,age,year 2,value,average/year
1,Reggie Bush,2013-2016 (FA: 2017),28,4,"$16,000,000","$4,000,000"
2,Steven Jackson,2013-2015 (FA: 2016),29,3,"$12,000,000","$4,000,000"
3,DeAngelo Williams,2013-2015 (FA: 2016),29,3,"$10,000,000","$3,333,333"
3,Shonn Greene,2013-2015 (FA: 2016),27,3,"$10,000,000","$3,333,333"
16,Rashard Mendenhall,2013-2013 (FA: 2014),25,1,"$2,500,000","$2,500,000"
6,Mike Goodson,2013-2015 (FA: 2016),25,3,"$6,900,000","$2,300,000"
36,Andre Brown,2013-2013 (FA: 2014),26,1,"$2,023,000","$2,023,000"
36,Chris Ivory,2013-2013 (FA: 2014),24,1,"$2,023,000","$2,023,000"
7,Chris Ivory,2013-2015 (FA: 2016),25,3,"$6,000,000","$2,000,000"
38,Ahmad Bradshaw,2013-2013 (FA: 2014),27,1,"$2,000,000","$2,000,000"
5,Cordarrelle Patterson,2013-2016 (FA: 2017),22,4,"$7,221,049","$1,805,262"
10,Danny Woodhead,2013-2014 (FA: 2015),28,2,"$3,500,000","$1,750,000"
39,LeGarrette Blount,2013-2013 (FA: 2014),26,1,"$1,750,000","$1,750,000"
74,Lance Ball,2013-2013 (FA: 2014),27,1,"$1,323,000","$1,323,000"
74,Jonathan Dwyer,2013-2013 (FA: 2014),23,1,"$1,323,000","$1,323,000"
8,Giovani Bernard,2013-2016 (FA: 2017),21,4,"$5,253,862","$1,313,466"
76,Leon Washington,2013-2013 (FA: 2014),30,1,"$1,300,000","$1,300,000"
31,Justin Forsett,2013-2014 (FA: 2015),27,2,"$2,250,000","$1,125,000"
35,Cedric Peerman,2013-2014 (FA: 2015),26,2,"$2,165,000","$1,082,500"
79,Ronnie Brown,2013-2013 (FA: 2014),31,1,"$1,050,000","$1,050,000"
9,Le'Veon Bell,2013-2016 (FA: 2017),21,4,"$4,120,600","$1,030,150"
83,Darius Reynaud,2013-2013 (FA: 2014),28,1,"$1,015,000","$1,015,000"
84,Willis McGahee,2013-2013 (FA: 2014),31,1,"$940,000","$940,000"
11,Montee Ball,2013-2016 (FA: 2017),22,4,"$3,464,326","$866,082"
12,Eddie Lacy,2013-2016 (FA: 2017),22,4,"$3,392,412","$848,103"
13,Christine Michael,2013-2016 (FA: 2017),22,4,"$3,374,430","$843,608"
92,Leon Washington,2013-2013 (FA: 2014),30,1,"$840,000","$840,000"
92,Leon Washington,2013-2013 (FA: 2014),30,1,"$840,000","$840,000"
92,Brandon Jacobs,2013-2013 (FA: 2014),31,1,"$840,000","$840,000"
95,Bernard Scott,2013-2013 (FA: 2014),29,1,"$791,250","$791,250"
96,Felix Jones,2013-2013 (FA: 2014),26,1,"$780,000","$780,000"
96,Tashard Choice,2013-2013 (FA: 2014),28,1,"$780,000","$780,000"
96,LaRod Stephens-Howling,2013-2013 (FA: 2014),26,1,"$780,000","$780,000"
41,Chris Ogbonnaya,2013-2014 (FA: 2015),26,2,"$1,525,000","$762,500"
72,Tashard Choice,2013-2014 (FA: 2015),28,2,"$1,445,000","$722,500"
99,Peyton Hillis,2013-2013 (FA: 2014),27,1,"$715,000","$715,000"
99,Peyton Hillis,2013-2013 (FA: 2014),27,1,"$715,000","$715,000"
99,Spencer Larsen,2013-2013 (FA: 2014),29,1,"$715,000","$715,000"
99,Ryan Torain,2013-2013 (FA: 2014),26,1,"$715,000","$715,000"
99,Brandon Jackson,2013-2013 (FA: 2014),27,1,"$715,000","$715,000"
99,Darius Reynaud,2013-2013 (FA: 2014),28,1,"$715,000","$715,000"
99,Jalen Parmele,2013-2013 (FA: 2014),27,1,"$715,000","$715,000"
99,Bernard Scott,2013-2013 (FA: 2014),29,1,"$715,000","$715,000"
99,Lex Hilliard,2013-2013 (FA: 2014),28,1,"$715,000","$715,000"
99,Kahlil Bell,2013-2013 (FA: 2014),26,1,"$715,000","$715,000"
73,Antone Smith,2013-2014 (FA: 2015),27,2,"$1,425,000","$712,500"
14,Knile Davis,2013-2016 (FA: 2017),21,4,"$2,741,016","$685,254"
109,LeGarrette Blount,2013-2013 (FA: 2014),26,1,"$680,000","$680,000"
15,Johnathan Franklin,2013-2016 (FA: 2017),23,4,"$2,565,468","$641,367"
110,Rashad Jennings,2013-2013 (FA: 2014),28,1,"$630,000","$630,000"
110,Deji Karim,2013-2013 (FA: 2014),26,1,"$630,000","$630,000"
110,Jonathan Dwyer,2013-2013 (FA: 2014),24,1,"$630,000","$630,000"
110,Joique Bell,2013-2013 (FA: 2014),26,1,"$630,000","$630,000"
110,Chris Gronkowski,2013-2013 (FA: 2014),26,1,"$630,000","$630,000"
110,Brock Bolen,2013-2013 (FA: 2014),28,1,"$630,000","$630,000"
17,Marcus Lattimore,2013-2016 (FA: 2017),21,4,"$2,460,584","$615,146"
77,Delone Carter,2013-2014 (FA: 2015),25,2,"$1,200,000","$600,000"
77,Josh Vaughan,2013-2014 (FA: 2015),26,2,"$1,200,000","$600,000"
18,Denard Robinson,2013-2016 (FA: 2017),22,4,"$2,373,612","$593,403"
19,Stepfan Taylor,2013-2016 (FA: 2017),21,4,"$2,360,500","$590,125"
20,Joseph Randle,2013-2016 (FA: 2017),21,4,"$2,348,820","$587,205"
21,Chris Thompson,2013-2016 (FA: 2017),22,4,"$2,345,000","$586,250"
22,Zac Stacy,2013-2016 (FA: 2017),22,4,"$2,336,500","$584,125"
23,Mike Gillislee,2013-2016 (FA: 2017),22,4,"$2,322,800","$580,700"
24,Latavius Murray,2013-2016 (FA: 2017),23,4,"$2,266,200","$566,550"
25,Kenjon Barner,2013-2016 (FA: 2017),24,4,"$2,265,800","$566,450"
26,Andre Ellington,2013-2016 (FA: 2017),24,4,"$2,263,864","$565,966"
27,Mike James,2013-2016 (FA: 2017),22,4,"$2,263,152","$565,788"
28,Rex Burkhead,2013-2016 (FA: 2017),22,4,"$2,262,200","$565,550"
29,Spencer Ware,2013-2016 (FA: 2017),21,4,"$2,257,432","$564,358"
30,Theo Riddick,2013-2016 (FA: 2017),21,4,"$2,251,000","$562,750"
116,Alfonso Smith,2013-2013 (FA: 2014),26,1,"$555,000","$555,000"
116,Anthony Allen,2013-2013 (FA: 2014),24,1,"$555,000","$555,000"
32,Jawan Jamison,2013-2016 (FA: 2017),21,4,"$2,210,880","$552,720"
33,Kerwynn Williams,2013-2016 (FA: 2017),21,4,"$2,210,352","$552,588"
34,Michael Cox,2013-2016 (FA: 2017),24,4,"$2,205,896","$551,474"
40,Johnathan Grimes,2013-2015 (FA: 2016),23,3,"$1,635,000","$545,000"
79,Devin Moore,2013-2014 (FA: 2015),27,2,"$1,050,000","$525,000"
79,Mossis Madu,2013-2014 (FA: 2015),25,2,"$1,050,000","$525,000"
79,Chris Rainey,2013-2014 (FA: 2015),24,2,"$1,050,000","$525,000"
42,Miguel Maysonet,2013-2015 (FA: 2016),23,3,"$1,500,000","$500,000"
43,C.J. Anderson,2013-2015 (FA: 2016),22,3,"$1,497,500","$499,167"
44,Benny Cunningham,2013-2015 (FA: 2016),22,3,"$1,495,000","$498,333"
45,Jeroldis Williams,2013-2015 (FA: 2016),22,3,"$1,494,000","$498,000"
46,Cierre Wood,2013-2015 (FA: 2016),22,3,"$1,493,000","$497,667"
47,Bradley Randle,2013-2015 (FA: 2016),22,3,"$1,492,500","$497,500"
48,Steven Miller,2013-2015 (FA: 2016),22,3,"$1,492,000","$497,333"
49,Michael Hill,2013-2015 (FA: 2016),23,3,"$1,490,000","$496,667"
50,Michael Ford,2013-2015 (FA: 2016),22,3,"$1,488,500","$496,167"
51,Drew Smith,2013-2015 (FA: 2016),23,3,"$1,488,000","$496,000"
51,Curtis McNeal,2013-2015 (FA: 2016),-,3,"$1,488,000","$496,000"
53,Matthew Tucker,2013-2015 (FA: 2016),21,3,"$1,487,500","$495,833"
53,Dennis Johnson,2013-2015 (FA: 2016),22,3,"$1,487,500","$495,833"
53,Lonnie Pryor,2013-2015 (FA: 2016),23,3,"$1,487,500","$495,833"
56,Zach Boren,2013-2015 (FA: 2016),21,3,"$1,487,000","$495,667"
56,Denodus O'Bryant,2013-2015 (FA: 2016),0,3,"$1,487,000","$495,667"
56,Deonte Williams,2013-2015 (FA: 2016),22,3,"$1,487,000","$495,667"
59,Ronnie Wingo,2013-2015 (FA: 2016),22,3,"$1,486,500","$495,500"
60,Ray Graham,2013-2015 (FA: 2016),22,3,"$1,486,000","$495,333"
60,Donald Russell,2013-2015 (FA: 2016),22,3,"$1,486,000","$495,333"
60,Quenton Hines,2013-2015 (FA: 2016),22,3,"$1,486,000","$495,333"
60,Khiry Robinson,2013-2015 (FA: 2016),23,3,"$1,486,000","$495,333"
64,Kendial Lawrence,2013-2015 (FA: 2016),21,3,"$1,485,500","$495,167"
64,Cameron Marshall,2013-2015 (FA: 2016),0,3,"$1,485,500","$495,167"
66,Ray Holley,2013-2015 (FA: 2016),23,3,"$1,485,000","$495,000"
66,Edwin Baker,2013-2015 (FA: 2016),21,3,"$1,485,000","$495,000"
66,Joe Banyard,2013-2015 (FA: 2016),24,3,"$1,485,000","$495,000"
66,Fozzy Whittaker,2013-2015 (FA: 2016),23,3,"$1,485,000","$495,000"
66,Jawan Jamison,2013-2015 (FA: 2016),21,3,"$1,485,000","$495,000"
66,Angelo Pease,2013-2015 (FA: 2016),21,3,"$1,485,000","$495,000"
118,Lonyae Miller,2013-2013 (FA: 2014),24,1,"$480,000","$480,000"
118,Armando Allen,2013-2013 (FA: 2014),23,1,"$480,000","$480,000"
118,Jeremiah Johnson,2013-2013 (FA: 2014),25,1,"$480,000","$480,000"
118,Shaun Draughn,2013-2013 (FA: 2014),25,1,"$480,000","$480,000"
118,William Powell,2013-2013 (FA: 2014),24,1,"$480,000","$480,000"
118,Bobby Rainey,2013-2013 (FA: 2014),25,1,"$480,000","$480,000"
118,Jeremy Stewart,2013-2013 (FA: 2014),24,1,"$480,000","$480,000"
85,Chad Spann,2013-2014 (FA: 2015),24,2,"$900,000","$450,000"
85,Chase Reynolds,2013-2014 (FA: 2015),25,2,"$900,000","$450,000"
85,Alvester Alexander,2013-2014 (FA: 2015),22,2,"$900,000","$450,000"
85,Alvester Alexander,2013-2014 (FA: 2015),22,2,"$900,000","$450,000"
85,Davin Meggett,2013-2014 (FA: 2015),22,2,"$900,000","$450,000"
85,Zach Brown,2013-2014 (FA: 2015),23,2,"$900,000","$450,000"
85,Ray Graham,2013-2014 (FA: 2015),22,2,"$900,000","$450,000"
125,Matt Brown,2013-2013 (FA: 2014),0,1,"$405,000","$405,000"
