player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Nate Orchard,9484,ED,CLV,15,4,3.1,0,1,8,63.4,64.8,88.7,62.4,60.6,58.6,8.0,2,1,235,238,5.1,12,19
Jordan Phillips,9485,DI,MIA,15,2,2.7,0,0,17,62.2,46.6,54.5,60.6,40.7,61.2,7.1,1,2,192,200,3.1,6,11
Markus Golden,9491,ED,ARZ,15,4,1.5,0,0,1,42.7,68.6,76.6,70.2,66.1,74.4,4.8,1,1,168,175,6.5,11,16
Randy Gregory,9493,ED,DAL,11,0,3.0,0,0,9,61.3,61.8,88.1,65.3,48.0,74.8,0.0,0,0,83,87,2.4,2,3
Quinten Rollins,9495,CB,GB,12,1,2.8,0,0,12,75.7,79.1,83.9,90.2,75.9,48.6,18.8,3,0,91,91,11.0,10,12
Frank Clark,9496,ED,SEA,17,2,0.4,0,0,29,60.7,61.8,69.7,66.1,50.5,48.4,18.2,2,1,91,92,7.7,7,7
Jordan Richards,9497,S,NE,10,0,4.3,0,0,19,74.5,76.8,83.1,60.0,69.1,63.1,12.5,1,0,60,62,8.3,5,7
D'Joun Smith,9498,CB,IND,1,0,,0,0,14,66.6,66.4,73.6,57.7,60.0,,,0,0,2,2,0.0,0,0
Owa Odighizuwa,9507,ED,NYG,4,0,4.3,0,0,21,60.0,35.3,83.7,43.7,36.5,45.2,0.0,0,0,53,53,3.8,2,3
Chris Conley,9509,WR,KC,1,0,,0,0,16,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Eli Harold,9512,ED,SF,15,0,0.9,0,0,28,49.9,57.3,22.1,60.2,65.5,57.6,15.4,2,3,166,172,6.0,10,11
Lorenzo Mauldin,9515,ED,NYJ,11,1,12.0,0,0,22,62.0,57.8,64.7,60.7,45.3,60.7,33.3,1,1,29,29,0.0,0,1
Craig Mager,9516,CB,SD,5,0,0.0,1,0,27,63.8,61.9,15.2,,58.7,59.7,0.0,0,1,72,75,1.4,1,1
Jordan Hicks,9517,LB,PHI,7,2,3.2,0,0,24,84.6,80.9,84.8,65.4,63.1,56.3,8.3,2,0,159,161,8.2,13,20
Tyler Kroft,9518,TE,CIN,1,0,,1,0,7,,60.0,60.0,,60.0,,,0,3,1,1,0.0,0,0
Danielle Hunter,9521,ED,MIN,15,2,2.7,0,0,18,48.5,70.3,74.4,64.3,74.8,65.3,8.0,2,1,120,127,10.8,13,21
Carl Davis,9523,DI,BLT,13,3,3.8,0,0,3,60.0,51.7,84.0,60.0,47.3,59.2,7.1,1,0,118,119,5.1,6,10
Henry Anderson,9526,DI,IND,9,4,1.2,0,0,14,60.0,77.9,86.3,61.3,81.5,68.9,3.3,1,0,183,192,12.0,22,25
Xavier Cooper,9529,DI,CLV,14,3,2.9,2,0,8,60.2,42.8,50.5,50.4,45.1,50.8,11.1,2,2,170,174,6.5,11,13
Geneo Grissom,9530,DI,NE,7,2,1.0,0,0,19,41.2,44.4,85.9,51.3,47.6,51.7,0.0,0,0,30,31,3.3,1,1
Steven Nelson,9531,CB,KC,5,0,,0,0,16,67.2,59.4,0.0,46.3,63.0,,,0,1,14,14,0.0,0,0
Paul Dawson,9532,LB,CIN,4,0,0.0,0,0,7,64.2,71.7,75.6,90.4,59.1,59.4,0.0,0,0,3,4,33.3,1,1
Angelo Blackson,9533,DI,TEN,16,2,2.8,0,0,31,67.0,58.2,29.9,55.6,59.5,74.6,0.0,0,2,117,126,4.3,5,6
James Sample,9537,S,JAX,3,2,6.0,0,0,15,44.6,45.3,78.6,55.6,62.6,69.8,14.3,1,3,46,46,4.3,2,4
Jalston Fowler,9541,FB,TEN,1,0,,0,0,31,,61.6,60.1,,60.0,,,0,0,1,1,0.0,0,0
Clayton Geathers,9542,S,IND,8,0,5.6,0,0,14,46.0,48.9,83.7,81.8,50.3,67.5,0.0,0,1,53,55,13.2,7,9
Gabe Wright,9546,DI,DET,7,0,1.4,0,0,11,61.2,59.9,81.8,55.9,58.8,45.0,16.7,1,0,53,58,7.5,4,5
Ibraheim Campbell,9548,S,CLV,4,1,4.6,0,0,8,71.5,73.4,76.5,53.9,67.6,87.3,0.0,0,0,57,57,5.3,3,5
Rodney Gunter,9549,DI,ARZ,18,7,2.1,0,0,1,58.9,59.3,61.1,66.5,54.6,58.2,8.0,2,2,216,225,6.5,14,16
Ramik Wilson,9551,LB,KC,3,4,4.5,0,0,16,65.6,64.1,81.8,69.1,58.3,75.5,7.7,1,0,72,77,8.3,6,8
Josh Shaw,9553,CB,CIN,5,0,10.7,0,0,7,73.0,73.6,83.1,60.0,70.9,84.4,0.0,0,0,27,27,3.7,1,3
Za'Darius Smith,9555,ED,BLT,15,4,3.0,0,0,3,60.9,58.3,69.9,56.9,59.4,76.5,6.7,1,1,131,133,3.8,5,10
Kwon Alexander,9557,LB,TB,12,11,3.3,0,0,30,42.5,41.5,89.3,86.2,36.6,28.2,18.2,12,1,311,319,8.4,26,43
Damien Wilson,9560,LB,DAL,1,1,1.3,0,0,9,27.6,39.4,76.9,61.8,72.3,79.5,0.0,0,0,15,15,20.0,3,4
Jake Ryan,9562,LB,GB,10,13,2.9,0,0,12,37.9,50.2,85.1,45.7,68.3,59.0,4.5,2,0,161,162,11.8,19,29
Tray Walker,9569,CB,BLT,1,0,,0,0,3,62.9,64.0,71.7,,60.0,,,0,0,5,5,0.0,0,0
Grady Jarrett,9570,DI,ATL,15,6,1.4,0,0,2,56.4,76.2,84.6,64.5,78.6,54.6,8.3,2,0,113,116,12.4,14,16
Rashad Greene Sr.,9572,WR,JAX,1,0,,0,0,15,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Ben Heeney,9573,LB,OAK,11,1,3.2,0,0,23,65.1,62.8,84.2,81.8,43.7,59.3,14.3,2,0,86,86,9.3,8,11
Adrian Amos,9575,S,CHI,16,8,6.2,0,0,6,61.9,69.6,94.5,71.9,80.8,72.6,8.3,3,1,393,409,2.5,10,25
Bobby McCain,9578,CB,MIA,8,1,10.0,0,0,17,59.8,60.6,84.5,,60.2,74.1,33.3,1,0,127,132,0.0,0,1
David Parry,9584,DI,IND,16,12,2.0,0,0,14,55.1,57.6,89.8,55.4,56.5,56.0,7.5,3,0,339,349,5.9,20,25
Kyle Emanuel,9586,ED,SD,14,4,2.2,1,0,27,58.7,43.7,65.2,49.3,43.2,25.4,30.0,6,1,127,129,6.3,8,10
Tyeler Davison,9587,DI,NO,16,4,2.9,0,0,20,53.2,56.9,74.1,58.7,60.3,74.5,0.0,0,1,182,185,2.7,5,8
Tony Lippett,9589,CB,MIA,5,1,3.7,0,0,17,69.9,70.8,81.1,,68.4,64.4,20.0,1,1,40,43,5.0,2,3
Neiron Ball,9594,LB,OAK,3,0,,0,0,23,86.0,82.0,77.6,55.0,68.4,61.6,,0,0,9,9,0.0,0,0
Ryan Russell,9596,ED,DAL,1,0,,0,0,9,,49.8,79.2,59.4,44.9,,,0,0,13,13,0.0,0,0
Lorenzo Doss,9597,CB,DEN,1,0,,0,0,10,,60.0,64.3,,60.0,,,0,0,3,3,0.0,0,0
Damian Swann,9600,CB,NO,7,0,1.3,0,0,20,62.5,60.5,0.0,51.4,71.4,64.8,20.0,1,2,64,65,6.3,4,4
D.J. Alexander,9605,LB,KC,3,2,1.0,0,0,16,62.1,81.1,71.7,,75.5,77.6,0.0,0,0,8,8,12.5,1,1
Deiontrez Mount,9610,ED,TEN,4,0,,0,0,31,85.4,74.8,79.6,67.6,43.9,24.2,100.0,1,0,13,14,0.0,0,0
Michael Bennett,9613,DI,JAX,13,3,2.5,0,0,15,59.3,54.1,41.9,57.2,56.7,45.8,21.4,3,2,159,162,3.8,6,8
Kyshoen Jarrett,9614,S,WAS,15,5,4.8,1,0,32,66.9,63.4,85.3,43.7,52.6,38.6,19.2,5,2,177,183,5.1,9,16
Tony Steward,9621,LB,BUF,2,0,1.0,0,0,4,62.1,27.7,69.3,59.0,28.6,23.3,66.7,2,0,4,4,25.0,1,1
Charles Gaines,9622,CB,CLV,5,0,9.5,0,0,8,49.4,49.9,82.6,55.0,54.0,28.8,50.0,2,1,105,106,0.0,0,2
Darius Philon,9625,DI,SD,8,1,4.0,0,0,27,60.4,47.0,81.9,58.7,40.0,35.6,16.7,1,0,60,60,3.3,2,4
Derron Smith,9630,S,CIN,5,0,6.0,0,0,7,57.3,60.2,74.7,58.7,65.1,48.7,0.0,0,0,10,10,0.0,0,2
L.T. Walton,9632,ED,PIT,6,0,0.0,0,0,25,,32.2,75.4,53.2,33.6,69.5,0.0,0,0,12,13,8.3,1,1
Quandre Diggs,9633,CB,DET,14,3,1.3,2,0,11,73.0,73.4,45.6,51.1,80.0,57.2,23.1,3,5,136,136,4.4,6,7
Darius Kilgo,9636,DI,DEN,9,2,5.0,0,0,10,59.1,56.5,35.9,53.1,62.2,72.2,0.0,0,1,61,65,6.6,4,5
Amarlo Herrera,9640,LB,IND,1,0,,0,0,14,,60.0,61.5,,60.0,,,0,0,1,1,0.0,0,0
Obum Gwacham,9642,ED,NO,5,0,,0,0,20,,54.8,83.4,50.6,73.1,73.5,,0,0,6,7,0.0,0,0
Anthony Chickillo,9645,ED,PIT,1,0,,1,0,25,65.9,35.3,0.0,51.4,59.6,73.0,,0,2,4,4,0.0,0,0
Christian Covington,9649,DI,HST,16,3,2.6,0,0,13,,68.0,82.8,57.0,71.2,74.1,0.0,0,0,80,82,6.3,5,7
Rakeem Nunez-Roches,9650,DI,KC,5,0,6.0,0,0,16,60.0,63.7,74.8,52.4,67.0,69.8,0.0,0,0,10,10,10.0,1,2
Hayes Pullard,9652,LB,JAX,4,3,1.8,0,0,15,55.2,70.9,80.6,61.0,82.8,59.8,13.3,2,0,69,71,11.6,8,10
Neal Sterling,9653,WR,JAX,1,0,,0,0,15,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Edmond Robinson,9665,LB,MIN,3,0,2.0,0,0,18,72.4,66.9,74.1,56.3,54.3,82.9,0.0,0,0,25,27,4.0,1,1
Dexter McDonald,9675,CB,OAK,2,0,,0,0,23,69.0,69.0,75.9,,60.0,79.0,,0,0,6,6,0.0,0,0
Akeem King,9682,CB,ATL,2,0,,0,0,2,52.2,52.7,71.8,,60.0,,,0,1,2,2,0.0,0,0
A.J. Tarpley,9738,LB,BUF,6,1,2.5,0,0,4,87.1,76.2,79.4,63.3,50.6,77.1,0.0,0,0,41,42,2.4,1,2
Joey Mbu,9772,DI,ATL,2,0,1.8,0,0,2,,56.1,80.1,61.5,52.9,69.6,0.0,0,0,26,28,15.4,4,4
Robenson Therezie,9776,S,ATL,10,0,11.5,1,0,2,47.0,50.3,84.6,52.7,70.0,67.6,20.0,2,1,79,81,2.5,2,8
Denzel Rice,9784,CB,PHI,1,0,,1,0,24,50.2,42.7,0.0,,60.0,,,0,1,2,2,0.0,0,0
Alani Fua,9798,LB,ARZ,2,0,,0,0,1,70.0,59.9,77.5,51.5,52.6,74.9,,0,0,4,4,0.0,0,0
Xavier Williams,9809,DI,ARZ,4,1,2.0,0,0,1,59.7,71.0,78.7,64.4,69.5,71.1,0.0,0,1,16,17,6.3,1,1
Mike Hull,9815,LB,MIA,2,0,,0,0,17,66.3,72.3,75.4,,67.5,77.1,,0,0,8,10,0.0,0,0
Zach Vigil,9824,LB,MIA,11,1,4.4,0,0,17,51.6,61.7,82.3,75.2,66.2,82.6,0.0,0,0,77,79,1.3,1,8
Thurston Armbrister,9825,LB,JAX,9,2,3.5,0,0,15,32.5,45.3,84.8,51.9,64.0,28.2,9.1,1,0,108,109,5.6,6,8
Nick Marshall,9829,CB,JAX,4,2,,0,0,15,46.3,50.1,83.0,,70.4,82.2,0.0,0,0,45,46,0.0,0,0
Neville Hewitt,9836,LB,MIA,10,3,4.0,0,0,17,75.6,62.1,33.7,54.7,46.4,47.1,20.0,5,0,135,143,7.4,10,17
Troy Hill,9881,CB,SL,1,0,4.0,0,0,26,70.0,70.8,74.4,,64.2,76.8,0.0,0,0,7,7,14.3,1,1
Justin Coleman,9892,CB,NE,10,1,4.5,0,0,19,57.5,60.4,40.1,73.9,82.0,77.3,0.0,0,4,98,102,1.0,1,2
Anthony Harris,9895,S,MIN,3,1,7.0,0,0,18,73.8,78.1,82.0,60.0,70.6,75.2,16.7,1,0,51,53,5.9,3,4
Matt Longacre,9910,ED,SL,5,4,1.0,0,0,26,60.0,77.2,84.3,61.5,80.0,76.2,0.0,0,0,64,65,9.4,6,6
Cameron Lynch,9911,LB,SL,1,0,,0,0,26,60.0,63.4,66.5,,60.0,,,0,0,1,1,0.0,0,0
LaDarius Gunter,9925,CB,GB,2,0,,0,0,12,71.4,71.3,77.2,,60.0,26.6,,0,0,3,3,0.0,0,0
Ryan Delaire,9939,ED,CAR,10,2,-1.0,0,0,5,66.4,48.5,65.3,60.7,29.5,25.2,33.3,2,0,68,70,2.9,2,2
Deshazor Everett,9940,CB,WAS,3,0,3.0,0,0,32,66.1,66.1,76.6,,56.7,78.0,0.0,0,0,10,10,0.0,0,2
Josh Keyes,9943,LB,TB,2,0,0.0,0,0,30,70.0,66.2,76.7,59.2,59.8,30.9,33.3,1,0,29,30,6.9,2,2
Eric Patterson,9953,CB,SL,1,0,,0,0,26,47.8,48.6,72.6,,60.0,75.1,,0,0,2,2,0.0,0,0
Jordan Williams,9962,DI,MIA,1,0,,0,0,17,,29.7,70.0,57.5,60.0,,,0,0,1,1,0.0,0,0
Dean Marlowe,9966,S,CAR,1,0,,0,0,5,70.2,73.2,72.3,,60.0,,,0,0,3,3,0.0,0,0
Leon Orr,9984,DI,OAK,3,1,3.0,0,0,23,59.6,48.4,79.3,51.5,50.6,70.7,0.0,0,0,22,23,4.5,1,1
Josh Shirley,9986,ED,TB,4,0,-3.0,0,0,30,59.2,57.5,80.3,53.3,67.6,71.4,0.0,0,0,8,8,12.5,1,1
Keenan Lambert,9990,S,OAK,2,0,,0,0,23,60.0,60.5,65.0,,60.0,,,0,0,3,3,0.0,0,0
Jonathan Anderson,9998,LB,CHI,10,2,3.5,0,0,6,60.5,53.1,84.4,52.6,42.8,49.1,0.0,0,0,92,95,6.5,6,10
Bryce Callahan,10000,CB,CHI,8,1,0.7,0,0,6,62.3,64.5,82.7,66.2,69.3,56.5,0.0,0,0,79,82,2.5,2,3
John Timu,10011,LB,CHI,3,1,3.9,0,0,6,41.4,45.9,82.2,52.2,60.2,72.0,5.6,1,0,69,73,11.6,8,16
De'Ante Saunders,10013,CB,CLV,1,1,,0,0,8,64.3,68.0,68.7,,60.0,80.7,0.0,0,0,2,2,0.0,0,0
Kurtis Drummond,10015,S,HST,3,0,,0,0,13,72.8,75.7,75.4,,60.8,81.6,,0,0,8,8,0.0,0,0
Richard Ash,10047,DI,JAX,1,0,,0,0,15,,45.5,74.3,57.4,47.9,,,0,0,12,13,0.0,0,0
Harold Jones-Quartey,10055,S,CHI,5,0,12.7,0,0,6,53.4,57.8,79.3,67.3,71.6,67.5,0.0,0,0,96,99,0.0,0,6
David Irving,10063,DI,DAL,12,4,1.4,0,0,9,61.8,67.7,83.3,64.4,61.9,74.8,0.0,0,0,85,87,7.1,6,9
Quinton Dunbar,10073,CB,WAS,9,0,13.0,0,0,32,64.2,63.0,84.9,,50.3,72.5,0.0,0,2,96,99,1.0,1,2
Bobby Richardson,10091,ED,NO,15,10,2.6,0,0,20,59.3,45.0,32.5,50.6,50.3,49.2,14.0,6,6,262,274,6.9,18,27
Kaleb Eulls,10098,DI,NO,3,0,,0,0,20,55.5,30.7,78.8,50.5,31.2,,,0,0,28,28,0.0,0,0
Tavaris Barnes,10099,ED,NO,11,1,2.6,0,0,20,,50.9,82.3,51.2,52.9,73.2,0.0,0,0,71,73,7.0,5,5
Yannik Cudjoe-Virgil,10100,ED,TEN,2,0,,0,0,31,39.6,30.2,73.6,61.9,53.0,,,0,0,4,4,0.0,0,0
Cody Riggs,10108,CB,TEN,7,0,5.3,0,0,31,80.0,77.9,0.0,56.8,71.2,82.7,0.0,0,1,46,47,2.2,1,3
J.R. Tavai,10111,ED,TEN,2,1,24.0,0,0,31,,85.7,75.8,81.5,65.7,73.7,0.0,0,0,6,6,0.0,0,1
Nick Dzubnar,10127,LB,SD,3,0,0.0,0,0,27,63.5,69.6,74.2,,65.8,73.2,0.0,0,0,10,12,10.0,1,1
Brian Parker,10135,TE,KC,1,0,,0,0,16,,60.0,60.0,,60.0,,,0,1,1,1,0.0,0,0
T.Y. McGill,10156,DI,IND,12,2,4.4,0,0,14,,62.1,55.1,69.5,52.8,53.8,22.2,2,1,78,78,2.6,2,5
Houston Bates,10167,ED,WAS,4,0,-1.0,0,0,32,60.0,58.2,78.3,50.7,65.8,71.9,0.0,0,0,9,10,11.1,1,1
Brian Peters,10248,LB,HST,1,0,,0,0,13,,42.5,64.2,,60.0,,,0,0,1,1,0.0,0,0
Delvin Breaux,10251,CB,NO,16,4,8.8,3,0,20,75.9,75.8,49.4,,73.5,59.7,10.5,2,11,347,362,2.3,8,13
Uani' Unga,10252,LB,NYG,12,5,4.1,0,0,21,52.2,41.4,86.9,47.0,34.7,55.2,16.0,4,0,127,128,5.5,7,16
Jude Adjei-Barimah,10298,CB,TB,12,0,1.6,1,0,30,53.5,57.6,86.8,,73.5,37.1,0.0,0,1,186,187,2.2,4,5
