player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Joplo Bartu,8455,LB,JAX,4,0,1.4,0,0,15,51.6,57.0,79.8,55.2,68.1,69.8,22.2,2,0,52,53,11.5,6,7
Darryl Morris,8456,CB,HST,4,1,7.0,0,0,13,60.1,59.5,78.0,60.0,57.0,62.5,33.3,1,0,44,46,2.3,1,1
Cody Davis,8458,S,SL,1,0,,0,0,26,60.8,61.3,69.5,,60.0,,,0,0,1,1,0.0,0,0
Brynden Trawick,8471,S,BLT,5,1,2.8,0,0,3,49.7,53.6,78.2,,63.3,59.0,16.7,1,1,42,44,4.8,2,4
Sheldon Price,8479,CB,BLT,1,0,,0,0,3,64.7,65.7,78.0,,64.8,75.4,,0,1,20,20,0.0,0,0
Nickell Robey-Coleman,8483,CB,BUF,16,0,6.5,1,0,4,48.7,50.5,85.8,54.9,60.0,75.6,42.9,3,4,179,187,0.6,1,4
Wes Horton,8484,ED,CAR,8,0,1.7,0,0,5,61.5,52.7,50.1,58.3,49.5,74.7,0.0,0,1,48,50,4.2,2,3
LaRoy Reynolds,8500,LB,CHI,4,1,2.6,0,0,6,56.6,50.2,78.9,68.2,48.8,45.4,20.0,2,0,43,47,9.3,4,7
Terence Garvin,8515,LB,PIT,2,0,,0,0,25,48.1,47.6,68.1,,60.2,,,0,0,3,3,0.0,0,0
Demetrius Harris,8524,TE,KC,1,0,,1,0,16,,52.8,60.1,,60.0,,,0,1,1,1,0.0,0,0
Marcus Cromartie,8525,CB,SF,4,0,3.8,0,0,28,58.5,61.8,80.2,57.7,74.9,72.1,0.0,0,1,37,40,5.4,2,4
Mike Purcell,8530,DI,SF,8,1,2.2,0,0,28,,58.6,83.4,50.5,62.2,62.8,6.3,1,0,150,157,6.7,10,14
Jadeveon Clowney,8636,ED,HST,13,6,3.0,1,0,13,73.3,75.2,40.6,64.6,81.3,62.8,16.7,5,5,212,219,7.1,15,19
Khalil Mack,8640,ED,OAK,16,4,1.8,0,0,23,68.1,91.8,70.6,90.5,91.3,79.5,4.2,2,3,321,326,10.6,34,42
Justin Gilbert,8643,CB,CLV,3,1,23.0,0,0,8,56.7,60.2,75.3,,68.6,79.0,0.0,0,0,21,21,0.0,0,1
Anthony Barr,8644,LB,MIN,15,8,5.0,0,1,18,90.0,90.0,6.7,90.4,72.0,77.9,5.0,2,4,322,335,6.8,22,30
Odell Beckham Jr.,8647,WR,NYG,1,0,,2,0,21,,60.0,61.7,,60.0,,,0,8,1,1,0.0,0,0
Aaron Donald,8648,DI,SL,16,8,1.1,0,0,26,50.2,92.9,30.4,93.1,91.9,77.2,3.4,2,5,337,351,11.3,38,49
Kyle Fuller,8649,CB,CHI,16,2,8.1,0,0,6,70.1,70.8,88.3,53.8,67.0,40.7,15.0,3,3,390,406,1.3,5,15
Ryan Shazier,8650,LB,PIT,14,14,1.2,0,1,25,58.4,61.8,67.9,66.4,62.1,67.0,7.8,4,1,265,276,11.3,30,33
C.J. Mosley,8652,LB,BLT,16,10,3.8,0,0,3,56.8,66.9,49.9,72.7,73.7,68.0,5.6,4,4,386,394,10.1,39,58
Calvin Pryor,8653,S,NYJ,13,11,5.5,0,0,22,81.9,73.8,84.0,46.6,57.9,60.6,20.0,7,0,233,239,3.4,8,17
Ha Ha Clinton-Dix,8656,S,GB,18,14,8.5,0,1,12,71.8,77.3,75.2,70.3,85.0,85.5,7.6,5,3,418,424,4.8,20,47
Dee Ford,8658,ED,KC,16,6,2.2,1,0,16,73.7,55.5,34.5,52.5,60.5,56.8,4.8,1,4,166,170,6.6,11,14
Darqueze Dennard,8659,CB,CIN,8,1,2.0,0,0,7,69.0,68.6,83.6,53.8,63.2,65.8,33.3,2,0,47,48,4.3,2,3
Jason Verrett,8660,CB,SD,14,5,12.0,1,0,27,90.9,88.4,31.9,67.6,49.1,73.5,23.1,3,3,283,285,1.1,3,5
Marcus Smith,8661,ED,PHI,10,0,10.0,0,0,24,60.4,56.5,83.0,63.6,46.4,50.6,0.0,0,0,53,55,0.0,0,1
Deone Bucannon,8662,LB,ARZ,18,18,3.0,0,0,1,78.7,70.2,89.1,70.0,51.1,74.0,13.8,11,0,389,403,8.2,32,51
Dominique Easley,8664,DI,NE,11,4,1.8,0,0,19,69.8,82.3,84.5,75.6,69.5,35.9,9.1,1,0,45,49,11.1,5,6
Jimmie Ward,8665,CB,SF,16,4,6.8,2,0,28,69.8,71.2,26.5,55.1,80.4,87.7,5.0,1,4,246,257,2.8,7,15
Bradley Roby,8666,CB,DEN,19,0,5.5,0,1,10,75.4,75.0,88.6,,59.2,37.1,33.3,1,3,162,166,0.0,0,2
Demarcus Lawrence,8669,ED,DAL,16,8,1.7,1,0,9,64.0,74.2,64.3,71.6,67.4,60.6,12.9,4,3,281,291,5.7,16,19
Ra'Shede Hageman,8672,DI,ATL,16,7,2.8,0,0,2,60.0,59.8,36.4,67.4,57.8,45.9,13.8,4,3,220,228,6.4,14,18
Kyle Van Noy,8675,LB,DET,11,2,2.3,0,0,11,27.9,45.8,78.3,75.2,73.1,62.8,16.7,1,0,44,44,4.5,2,3
Lamarcus Joyner,8676,CB,SL,16,10,6.9,0,0,26,60.1,57.0,36.5,53.2,52.3,42.3,10.3,3,6,189,191,3.2,6,16
Stephon Tuitt,8681,DI,PIT,16,7,1.7,0,0,25,74.0,68.1,89.8,62.1,60.4,47.7,10.8,4,0,344,360,7.0,24,26
Trent Murphy,8682,ED,WAS,17,4,3.8,0,0,32,83.0,71.4,80.6,71.3,55.1,62.6,10.0,2,1,298,307,2.7,8,14
Timmy Jernigan,8683,DI,BLT,15,9,2.7,0,0,3,69.9,67.0,47.1,64.3,66.0,70.1,3.7,1,3,164,168,9.1,15,17
Jeremiah Attaochu,8685,ED,SD,15,7,3.6,1,0,27,73.5,74.5,79.5,64.7,73.8,59.4,8.9,4,1,236,240,11.0,26,34
Ego Ferguson,8686,DI,CHI,4,0,4.3,0,0,6,60.0,59.2,79.2,53.3,61.8,71.8,0.0,0,0,52,53,1.9,1,4
Kony Ealy,8695,ED,CAR,19,7,3.5,0,0,5,64.3,59.1,27.3,69.2,47.4,35.9,10.0,3,7,237,243,5.5,13,20
Dezmen Southward,8703,CB,ATL,1,0,,0,0,2,73.1,72.9,73.9,,60.0,72.5,,0,0,2,2,0.0,0,0
Christian Kirksey,8706,LB,CLV,16,6,4.9,0,0,8,80.1,69.8,56.5,70.3,45.2,67.4,4.0,1,1,196,200,4.1,8,18
Scott Crichton,8707,ED,MIN,11,2,2.0,0,0,18,60.0,59.3,84.4,50.8,64.2,76.4,0.0,0,0,63,64,4.8,3,6
Preston Brown,8708,LB,BUF,16,23,3.3,0,0,4,48.8,37.4,0.0,45.8,42.1,61.1,9.1,7,5,377,395,6.4,24,47
Jay Bromley,8709,DI,NYG,16,6,3.3,0,0,21,55.8,60.2,44.1,63.2,60.4,77.4,3.2,1,2,230,237,8.3,19,24
Terrence Brooks,8714,S,BLT,4,0,-4.0,0,0,3,64.8,68.8,78.1,65.2,70.6,78.5,0.0,0,0,15,16,6.7,1,1
Dexter McDougle,8715,CB,NYJ,3,0,,0,0,22,48.0,51.1,76.9,56.7,67.0,74.8,,0,0,8,8,0.0,0,0
Will Sutton III,8717,DI,CHI,13,3,2.6,0,0,6,59.4,54.4,53.3,55.0,57.4,76.5,10.5,2,2,178,189,5.1,9,14
Louis Nix III,8718,DI,NYG,3,0,,0,0,21,,64.8,76.4,56.1,65.2,,,0,0,13,13,0.0,0,0
Kareem Martin,8719,ED,ARZ,11,1,1.0,0,0,1,66.5,57.1,84.3,61.2,48.1,28.8,33.3,2,0,86,88,3.5,3,3
Khyri Thornton,8720,DI,DET,6,2,3.5,0,0,11,,38.9,29.9,51.2,43.2,71.5,0.0,0,1,44,45,4.5,2,4
Phillip Gaines,8722,CB,KC,3,0,5.0,0,0,16,61.7,54.5,81.2,50.7,29.1,40.7,50.0,1,0,50,50,2.0,1,1
Will Clarke,8723,ED,CIN,11,1,0.5,0,0,7,61.1,54.1,84.9,53.3,53.3,73.8,0.0,0,0,46,48,4.3,2,2
Jaylen Watkins,8736,CB,PHI,2,1,1.0,0,0,24,81.1,68.9,77.7,,29.2,26.4,60.0,3,1,33,33,3.0,1,1
Bashaud Breeland,8737,CB,WAS,16,5,8.7,0,3,32,70.4,74.3,45.5,,89.2,76.0,5.3,2,3,340,351,4.1,14,31
Justin Ellis,8742,DI,OAK,12,2,2.5,0,0,23,50.7,72.3,84.2,68.3,69.2,61.0,4.3,1,0,180,184,8.9,16,20
Cassius Marsh,8743,ED,SEA,18,1,1.6,0,0,29,64.9,61.1,86.9,47.7,70.6,60.4,6.3,1,0,84,85,11.9,10,14
Ross Cockrell,8744,CB,PIT,17,2,,0,0,25,73.5,72.6,60.1,46.5,67.3,65.2,33.3,1,4,199,208,0.0,0,0
Maurice Alexander,8745,S,SL,6,1,5.7,1,0,26,40.3,44.7,85.5,71.0,53.0,53.4,11.1,1,1,132,139,3.0,4,7
DaQuan Jones,8747,DI,TEN,16,9,2.2,1,0,31,60.5,70.8,54.3,58.3,75.4,79.5,0.0,0,3,347,367,7.2,25,33
Andre Williams,8748,HB,NYG,1,0,,0,0,21,,60.0,65.6,,60.0,,,0,0,1,1,0.0,0,0
Aaron Colvin,8749,CB,JAX,16,2,4.3,1,0,15,61.1,63.3,70.8,66.9,65.4,60.3,16.1,5,5,390,398,4.6,18,24
Keith McGill,8751,CB,OAK,2,0,,0,0,23,50.7,52.0,87.9,60.0,60.0,26.6,,0,1,6,6,0.0,0,0
Anthony Hitchens,8754,LB,DAL,16,12,5.0,0,0,9,56.2,49.6,86.3,74.6,41.3,54.5,17.4,8,0,249,256,6.0,15,26
Marqueston Huff,8757,S,TEN,7,1,,0,0,31,62.2,62.7,77.6,,59.5,47.0,50.0,1,0,25,26,0.0,0,0
Walt Aikens,8760,S,MIA,10,2,8.7,0,0,17,53.5,50.2,42.7,52.0,49.1,48.5,44.4,4,1,155,164,0.6,1,3
Pierre Desir,8762,CB,CLV,10,0,7.1,1,0,8,42.2,47.2,85.0,,72.0,70.3,11.1,1,4,157,160,0.6,1,8
Tre Boston,8763,S,CAR,13,1,15.6,0,0,5,72.4,73.9,23.1,83.4,64.7,65.4,25.0,2,1,70,72,1.4,1,5
Dontae Johnson,8764,CB,SF,9,1,1.0,0,0,28,65.2,65.5,84.8,59.5,62.3,65.7,0.0,0,0,108,113,0.9,1,1
Brock Vereen,8766,S,CHI,1,0,,0,0,6,43.1,41.3,64.5,,60.0,22.3,,0,0,1,1,0.0,0,0
Kevin Pierre-Louis,8767,LB,SEA,6,5,6.7,0,0,29,59.7,56.0,79.9,71.7,48.3,50.1,20.0,2,0,45,45,2.2,1,3
Nevin Lawson,8768,CB,DET,11,1,5.9,2,0,11,50.1,52.8,51.6,54.0,70.3,64.6,23.1,3,6,202,203,1.5,3,9
Brent Urban,8769,DI,BLT,6,3,2.2,0,0,3,,64.3,79.2,55.2,66.5,73.8,0.0,0,0,47,47,6.4,3,5
Taylor Hart,8776,DI,PHI,14,4,4.0,0,0,24,60.1,41.5,26.9,47.0,48.8,68.2,4.8,1,0,167,174,4.8,8,16
Telvin Smith Sr.,8779,LB,JAX,14,16,3.8,0,1,15,62.8,68.3,69.4,90.7,63.5,69.7,8.1,6,3,369,375,8.9,33,52
Ricardo Allen,8782,S,ATL,15,2,11.5,0,0,2,72.2,68.4,32.4,76.8,58.4,65.4,23.3,7,2,329,339,0.9,3,21
Bene Benwikere,8783,CB,CAR,13,4,2.0,0,0,5,56.4,64.4,68.5,93.4,75.8,36.4,7.1,1,3,204,211,3.9,8,9
Aaron Lynch,8785,ED,SF,14,3,2.3,0,0,28,72.0,70.5,60.3,70.3,61.7,55.5,13.6,3,2,312,320,2.9,9,16
Avery Williamson,8786,LB,TEN,15,19,3.7,0,0,31,50.7,62.2,88.0,58.2,72.6,75.5,3.8,3,0,383,402,9.4,36,57
Jeremiah George,8789,LB,TB,1,0,-2.0,0,0,30,,90.4,64.2,,71.2,73.2,0.0,0,0,1,1,100.0,1,1
Caraun Reid,8793,DI,DET,14,10,2.0,0,0,11,63.2,58.9,86.7,52.0,60.8,69.1,3.7,1,0,219,223,5.0,11,16
Chris Smith,8794,ED,JAX,6,2,2.0,0,0,15,60.0,56.8,50.1,58.6,57.6,38.1,16.7,2,1,58,58,10.3,6,8
Ed Stinson,8795,DI,ARZ,17,1,1.6,0,0,1,,51.6,87.7,46.9,57.5,77.0,6.3,1,0,148,154,6.1,9,14
Ed Reynolds Jr.,8797,S,PHI,6,3,6.3,0,0,24,59.9,53.6,82.7,,35.0,35.8,41.7,5,0,95,99,1.1,1,4
Ryan Carrethers,8800,DI,SD,14,4,2.5,0,0,27,,54.5,84.3,59.6,51.5,58.7,6.7,1,0,122,125,6.6,8,10
Jonathan Newsome,8801,ED,IND,13,2,6.3,0,0,14,62.1,48.2,44.8,52.8,45.9,28.0,31.6,6,3,144,149,4.9,7,11
Keith Reaser,8805,CB,SF,7,0,6.7,0,0,28,60.8,59.6,76.6,,55.5,63.1,25.0,1,0,35,35,2.9,1,3
Jordan Tripp,8806,LB,JAX,3,1,4.7,0,0,15,71.9,63.7,81.4,55.3,49.4,79.0,0.0,0,0,40,40,2.5,1,3
Devon Kennard,8809,LB,NYG,9,3,3.7,0,0,21,51.7,62.5,89.8,55.7,72.8,63.7,6.3,2,1,202,207,6.9,14,27
Jeoffrey Pagan,8812,ED,HST,5,0,,0,0,13,,57.8,76.9,52.9,63.8,,,0,0,15,16,0.0,0,0
Kenneth Acker,8815,CB,SF,14,5,10.1,0,0,28,59.1,63.6,63.1,54.0,81.5,65.8,12.5,3,2,329,341,2.1,7,16
Antone Exum Jr.,8817,S,MIN,4,0,2.8,0,1,18,29.6,38.7,0.0,60.0,91.8,29.3,0.0,0,2,62,63,3.2,2,5
Demetri Goodson,8832,CB,GB,3,0,8.0,1,0,12,30.8,36.4,78.3,,67.8,78.1,0.0,0,2,25,25,0.0,0,1
Eric Pinkins,8842,LB,SEA,1,0,,0,0,29,60.0,61.2,65.2,,60.0,,,0,0,1,1,0.0,0,0
IK Enemkpali,8844,ED,BUF,10,0,2.9,0,0,4,52.3,55.4,84.6,48.2,64.0,58.5,0.0,0,0,61,65,11.5,7,10
Dan McCullers,8849,DI,PIT,11,1,3.8,0,0,25,60.4,72.3,80.6,59.9,73.8,73.1,0.0,0,0,44,48,4.5,2,4
Andre Hal,8850,S,HST,15,2,5.0,0,0,13,76.4,69.7,55.5,55.3,49.0,37.6,25.0,5,1,278,285,2.2,6,13
T.J. Carrie,8853,CB,OAK,15,6,7.3,1,0,23,54.6,54.9,65.1,50.0,58.0,45.7,12.5,2,8,294,298,1.7,5,8
Shamar Stephen,8854,DI,MIN,5,1,5.0,0,0,18,,45.4,80.5,51.9,46.9,69.4,0.0,0,0,39,41,0.0,0,1
Randell Johnson,8855,LB,BUF,2,0,3.0,0,0,4,63.5,61.2,73.4,60.0,57.8,70.5,0.0,0,0,8,8,12.5,1,1
Brandon Watts,8857,LB,MIN,3,0,6.5,0,0,18,65.2,52.8,75.9,,44.6,75.9,0.0,0,0,17,17,5.9,1,2
Beau Allen,8858,DI,PHI,16,9,3.2,0,0,24,60.0,61.6,85.8,59.2,59.7,76.4,3.7,1,0,177,182,6.2,11,17
Trevor Reilly,8867,ED,NYJ,7,0,-1.0,0,0,22,62.1,56.0,81.6,52.8,61.2,72.4,0.0,0,0,15,18,6.7,1,1
Terrence Fede,8868,ED,MIA,14,1,3.0,1,0,17,60.0,54.6,41.7,53.6,60.7,76.8,0.0,0,2,101,104,7.9,8,10
Shelby Harris,8869,DI,OAK,7,2,4.0,0,0,23,60.0,67.8,81.8,63.6,64.9,58.3,18.2,2,0,55,55,9.1,5,7
Corey Nelson,8876,LB,DEN,13,2,2.5,0,0,10,55.0,72.0,77.5,61.0,86.4,84.9,0.0,0,1,29,30,6.9,2,4
Ken Bishop,8885,DI,DAL,2,0,,0,0,9,,42.3,77.1,53.3,44.4,,,0,0,20,20,0.0,0,0
Terrance Mitchell,8888,CB,DAL,5,2,3.3,0,0,9,78.9,80.3,80.6,66.6,73.9,83.3,0.0,0,0,51,53,5.9,3,4
Lonnie Ballentine,8890,CB,HST,2,0,3.0,0,0,13,60.6,60.3,76.2,52.4,63.6,76.8,0.0,0,0,3,3,33.3,1,1
Howard Jones,8909,ED,TB,10,0,0.4,0,0,30,62.9,56.3,76.1,53.7,58.4,38.4,16.7,1,3,106,107,3.8,4,5
Davon Coleman,8917,DI,DAL,2,0,,0,0,9,,47.9,77.4,54.6,47.9,,,0,0,15,15,0.0,0,0
Max Bullough,8919,LB,HST,8,1,3.5,0,0,13,72.5,68.5,81.0,47.1,61.4,75.2,0.0,0,0,45,46,4.4,2,4
Brock Coyle,8929,LB,SEA,3,0,4.0,0,0,29,55.1,54.3,70.5,53.7,63.1,75.3,0.0,0,0,3,3,33.3,1,1
Kerry Wynn,8938,ED,NYG,15,11,2.9,0,0,21,61.5,57.4,90.1,45.5,66.1,64.2,2.3,1,0,252,255,7.1,18,32
Jamie Meder,8940,DI,CLV,16,7,2.6,0,0,8,62.6,72.3,86.9,71.3,64.9,76.8,3.7,1,0,216,220,6.0,13,19
Kimario McFadden,8952,S,TB,1,0,,0,0,30,50.5,47.1,65.6,,60.0,23.8,,0,0,2,2,0.0,0,0
Ethan Westbrooks,8976,ED,SL,12,2,2.5,0,0,26,60.3,56.4,43.9,58.5,58.0,68.3,5.9,1,2,104,108,8.7,9,14
Denico Autry,8982,DI,OAK,14,4,1.7,0,0,23,50.4,61.3,44.0,60.0,67.2,52.7,16.0,4,4,215,221,7.4,16,17
Nikita Whitlock,8994,FB,NYG,2,0,,0,0,21,59.5,82.4,78.7,82.6,56.7,67.3,100.0,1,0,2,2,0.0,0,0
Shaquil Barrett,9000,ED,DEN,19,13,2.3,0,0,10,51.9,74.8,87.5,71.3,76.9,83.5,2.9,1,0,208,213,7.2,15,21
Josh Mauro,9003,ED,ARZ,16,1,1.7,0,2,1,57.1,62.9,44.3,50.2,77.6,49.2,5.9,1,2,112,115,11.6,13,15
Todd Davis,9007,LB,DEN,17,4,1.9,0,0,10,65.5,65.1,79.4,61.3,61.3,63.8,14.3,2,0,81,81,6.2,5,8
Kasim Edebali,9011,ED,NO,14,0,9.5,0,0,20,64.7,49.2,88.1,51.8,38.1,57.1,0.0,0,0,55,57,1.8,1,6
Christian Jones,9020,LB,CHI,15,11,4.6,0,0,6,70.2,67.3,88.4,68.0,57.0,84.9,3.1,2,1,293,301,9.9,29,51
Robert Thomas,9022,DI,MIA,1,0,,0,0,17,,47.5,74.8,62.3,45.3,66.8,100.0,1,0,9,10,0.0,0,0
Malcolm Butler,9040,CB,NE,18,3,4.8,2,0,19,73.3,73.0,89.8,60.0,63.0,71.2,21.7,5,6,424,436,1.9,8,15
Dion Bailey,9042,S,NYJ,5,1,4.9,0,0,22,64.3,71.6,79.6,68.3,79.0,78.1,11.1,1,0,44,46,11.4,5,7
Kerry Hyder,9045,DI,DET,1,0,,0,0,11,,59.9,69.2,,60.0,,,0,0,2,2,0.0,0,0
Deji Olatoye,9061,CB,DAL,3,1,4.3,0,0,9,48.8,59.1,79.8,73.2,78.9,82.3,0.0,0,0,73,75,4.1,3,4
Chris McCain,9063,LB,MIA,4,0,,0,0,17,62.0,63.4,80.5,66.8,49.2,69.6,,0,0,10,10,0.0,0,0
Craig Loston,9064,S,JAX,3,0,,0,0,15,,64.3,99.9,,60.2,,,0,0,3,3,0.0,0,0
Greg Ducre,9078,CB,SD,2,0,21.0,0,0,27,68.1,68.8,77.4,,64.6,54.3,0.0,0,0,6,7,0.0,0,1
Kenny Anunike,9082,ED,DEN,2,0,,0,0,10,,49.9,70.2,60.0,54.1,,,0,0,4,4,0.0,0,0
Marcus Williams,9115,CB,NYJ,9,1,8.8,0,0,22,79.6,70.6,24.7,58.1,31.5,25.8,37.5,3,1,77,79,1.3,1,4
Akeem Davis,9127,S,IND,1,0,,0,0,14,,60.0,65.6,,60.0,,,0,0,1,1,0.0,0,0
Tyler Patmon,9135,CB,MIA,10,2,5.0,0,0,17,45.0,48.9,84.5,55.6,72.1,54.0,0.0,0,2,76,80,1.3,1,2
Jackson Jeffcoat,9139,ED,WAS,1,0,,0,0,32,67.8,59.9,78.5,48.4,60.0,30.7,,0,0,1,1,0.0,0,0
Brian Dixon,9146,CB,NO,4,0,10.0,1,0,20,47.9,43.4,80.4,,29.1,29.9,75.0,3,1,32,33,0.0,0,1
DeAndre Coleman,9157,DI,MIA,4,1,3.0,0,0,17,38.8,53.2,17.2,53.6,68.1,29.8,0.0,0,1,37,40,10.8,4,5
Orleans Darkwa,9173,HB,NYG,1,0,,0,0,21,,60.0,63.1,,60.0,,,0,0,1,1,0.0,0,0
Adrian Phillips,9177,S,SD,8,1,9.6,0,0,27,63.2,64.3,82.3,54.8,63.0,59.4,14.3,1,0,74,76,2.7,2,5
Bruce Gaston,9186,DI,CHI,9,1,3.9,0,0,6,60.0,63.5,49.7,65.5,60.6,74.4,11.1,1,1,63,66,6.3,4,7
Zach Kerr,9195,DI,IND,12,7,2.5,0,0,14,66.0,77.8,85.5,68.5,72.8,67.5,3.8,1,0,161,168,8.1,13,18
Dashaun Phillips,9198,CB,WAS,1,0,,0,0,32,77.5,75.6,72.1,60.0,60.2,75.8,,0,0,4,4,0.0,0,0
Carlos Fields,9200,LB,WAS,1,0,,1,0,32,61.8,48.7,0.0,60.0,60.0,29.7,,0,1,1,1,0.0,0,0
Shamiel Gary,9231,S,MIA,5,1,10.3,0,0,17,53.1,54.0,77.5,,61.3,72.1,20.0,1,0,54,56,0.0,0,3
Jerome Couplin III,9235,S,PHI,1,0,,0,0,24,60.8,61.2,69.0,,60.0,,,0,0,1,1,0.0,0,0
Marcus Roberson,9241,CB,SL,7,1,15.0,0,1,26,64.6,63.9,83.8,,55.7,47.0,50.0,2,2,124,125,0.0,0,1
Daniel Sorensen,9253,S,KC,9,2,5.0,0,0,16,49.9,44.6,12.4,67.9,38.6,42.3,0.0,0,1,34,34,8.8,3,4
Brandon Dunn,9262,DI,HST,13,3,1.3,0,0,13,63.5,67.5,38.7,52.5,72.9,73.2,0.0,0,1,75,76,4.0,3,4
Joe Thomas,9272,LB,GB,10,0,5.8,1,0,12,66.5,62.7,29.1,59.0,52.1,38.5,25.0,2,1,37,37,13.5,5,6
Mike Pennel,9316,DI,GB,18,5,2.2,0,1,12,,64.1,43.5,71.0,60.2,77.3,3.7,1,2,175,178,9.7,17,21
Shayne Skov,9317,LB,SF,2,0,,0,0,28,,61.9,72.5,58.7,60.0,,,0,0,7,7,0.0,0,0
Devonta Glover-Wright,9325,CB,IND,1,0,,0,0,14,63.3,63.9,68.8,,60.0,,,0,0,1,1,0.0,0,0
Zachary Orr,9326,LB,BLT,8,2,6.7,0,1,3,64.9,72.6,80.7,73.9,76.2,62.9,0.0,0,0,21,21,9.5,2,3
K'Waun Williams,9332,CB,CLV,13,2,3.9,1,1,8,66.1,71.7,48.8,93.2,67.9,68.9,16.7,2,4,159,162,3.8,6,8
Jayrone Elliott,9336,ED,GB,12,3,2.6,0,0,12,94.7,70.9,21.5,57.4,60.7,62.8,15.4,2,2,75,76,9.3,7,8
James Morris,9369,LB,NYG,1,0,,0,0,21,,60.0,65.2,,60.0,,,0,0,1,1,0.0,0,0
T.J. Fatinikun,9412,ED,TB,2,0,2.0,0,0,30,,47.5,80.3,47.6,55.1,69.2,0.0,0,0,12,13,8.3,1,1
Leonard Williams,9439,DI,NYJ,16,13,2.4,1,0,22,57.8,79.5,49.8,65.8,86.3,69.8,3.9,2,3,301,308,10.0,30,36
Vic Beasley Jr.,9441,ED,ATL,16,3,3.5,1,0,2,76.1,73.5,29.7,70.6,65.0,63.8,0.0,0,5,128,132,5.5,7,8
Trae Waynes,9444,CB,MIN,10,0,8.0,0,0,18,67.9,68.9,81.5,,67.5,65.2,25.0,1,1,84,84,2.4,2,3
Danny Shelton,9445,DI,CLV,16,13,1.6,0,0,8,60.0,63.4,60.6,56.1,66.1,72.0,7.0,3,2,268,274,7.1,19,27
Kevin Johnson,9449,CB,HST,17,1,11.3,2,0,13,59.0,60.1,63.6,59.1,66.6,59.9,8.3,1,6,246,253,2.0,5,10
Arik Armstead,9450,DI,SF,14,1,2.9,0,0,28,57.3,79.9,68.2,70.3,81.9,65.0,7.1,1,1,118,122,5.9,7,12
Marcus Peters,9451,CB,KC,18,2,9.0,0,1,16,58.1,57.5,51.0,,56.6,55.6,40.0,6,9,366,376,1.1,4,7
Bud Dupree,9455,ED,PIT,18,4,2.3,0,0,25,59.1,44.4,42.4,49.3,45.8,66.0,5.0,1,4,233,238,4.7,11,15
Shane Ray,9456,ED,DEN,17,5,1.7,0,1,10,73.5,58.4,68.1,58.8,52.4,73.7,0.0,0,1,149,152,3.4,5,6
Shaq Thompson,9458,LB,CAR,17,7,2.6,0,0,5,75.2,76.8,48.6,61.0,73.7,56.7,11.1,4,2,171,176,10.5,18,25
Byron Jones,9460,CB,DAL,16,6,7.8,1,0,9,72.3,68.1,5.4,62.5,61.8,76.0,16.1,5,5,346,360,2.6,9,20
Damarious Randall,9463,CB,GB,17,3,12.3,1,0,12,62.7,63.7,87.7,39.0,67.5,64.0,15.0,3,4,272,274,0.7,2,14
Stephone Anthony,9464,LB,NO,16,17,3.9,0,2,20,48.7,55.3,66.3,47.0,68.6,66.0,8.2,6,1,380,394,8.4,32,50
Malcom Brown,9465,DI,NE,18,12,2.2,0,0,19,60.0,70.9,87.0,58.8,72.1,79.3,2.0,1,0,270,277,11.1,30,38
Landon Collins,9466,S,NYG,16,3,4.5,0,0,21,37.9,49.6,69.3,70.4,71.5,61.9,16.3,8,3,405,415,5.9,24,38
Mario Edwards Jr.,9468,DI,OAK,14,6,2.5,0,0,23,83.4,74.2,64.2,61.9,74.2,74.9,3.2,1,2,192,194,8.3,16,24
Preston Smith,9471,ED,WAS,17,5,3.8,0,0,32,62.1,64.5,80.6,65.4,55.7,61.4,16.0,4,0,178,183,4.5,8,16
Eddie Goldman,9472,DI,CHI,15,5,2.1,0,0,6,67.0,70.4,87.6,68.1,63.7,59.4,16.0,4,0,236,245,5.9,14,16
Jalen Collins,9475,CB,ATL,9,0,5.0,0,0,2,47.9,50.7,83.8,,65.5,29.7,0.0,0,2,87,89,1.1,1,2
Benardrick McKinney,9476,LB,HST,14,10,3.4,0,0,13,74.2,77.5,86.6,59.2,72.5,79.9,8.0,4,0,237,244,8.9,21,36
Hau'oli Kikaha,9477,LB,NO,15,10,2.9,1,2,20,44.0,50.9,52.7,55.4,59.2,60.3,5.6,2,4,208,218,8.2,17,24
Eric Kendricks,9478,LB,MIN,14,22,3.9,0,0,18,42.6,59.2,89.1,69.2,78.7,63.7,1.7,1,0,279,287,7.9,22,37
Jaquiski Tartt,9479,S,SF,13,9,7.1,0,0,28,49.2,57.0,60.4,86.2,68.6,56.2,13.3,4,1,294,309,3.1,9,17
Eric Rowe,9480,CB,PHI,10,0,12.5,0,0,24,56.9,58.3,48.9,,69.3,49.1,0.0,0,2,175,181,0.6,1,4
Denzel Perryman,9481,LB,SD,13,6,3.3,0,1,27,57.0,76.2,37.8,67.9,89.6,78.2,4.1,2,1,169,171,18.3,31,41
Ronald Darby,9483,CB,BUF,15,5,7.8,1,0,4,74.9,76.6,64.5,,79.5,76.4,14.3,3,5,314,332,1.6,5,13
