player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Tim Jennings,3007,CB,CHI,14,0,6.7,0,0,6,78.9,80.0,88.9,61.7,73.9,69.5,23.1,3,3,284,290,2.5,7,10
Darryl Tapp,3008,ED,PHI,13,4,1.9,0,0,24,58.6,71.0,40.1,62.1,75.9,67.2,0.0,0,2,126,128,7.1,9,10
James Anderson,3033,LB,CAR,12,8,2.5,0,0,5,56.8,51.7,77.9,51.7,49.2,66.1,9.1,4,2,252,258,8.7,22,32
Frostee Rucker,3036,ED,CLV,16,7,2.7,0,0,8,54.3,60.4,70.3,65.0,58.6,54.5,3.1,1,1,284,294,6.7,19,24
Jason Hatcher,3037,DI,DAL,16,12,2.5,0,0,9,59.8,70.7,30.7,64.7,75.7,76.6,2.1,1,5,292,301,8.2,24,34
Eric Smith,3042,S,NYJ,11,4,6.2,0,0,22,67.6,61.5,17.2,40.0,60.2,90.0,0.0,0,1,103,108,1.0,1,5
Stephen Tulloch,3061,LB,DET,16,11,3.2,0,0,11,72.6,68.7,41.5,64.0,61.6,55.6,14.1,10,2,388,395,8.0,31,50
Domata Peko Sr.,3068,DI,CIN,17,12,2.1,0,0,7,67.3,57.6,77.7,62.7,50.7,55.8,6.3,3,1,363,368,7.4,27,33
Barry Cofield,3069,DI,WAS,17,6,2.2,0,2,32,57.8,62.3,76.3,68.0,51.6,70.3,4.3,1,1,260,267,3.8,10,16
Elvis Dumervil,3071,ED,DEN,17,4,3.0,0,0,10,56.7,67.0,10.8,76.6,60.6,73.2,3.1,1,9,374,384,4.8,18,27
Ray Edwards,3072,ED,ATL,9,1,1.5,0,0,2,61.0,57.3,49.6,57.9,58.6,75.7,0.0,0,1,105,107,6.7,7,8
Kyle Williams,3079,DI,BUF,16,6,1.1,0,0,4,53.4,78.7,29.5,78.9,75.2,48.0,8.1,3,6,315,319,6.7,21,28
Rob Ninkovich,3080,ED,NE,18,11,2.1,0,1,19,73.8,77.3,78.4,72.4,68.2,52.1,19.2,10,1,375,389,7.2,27,31
Dawan Landry,3091,S,JAX,16,15,7.2,0,0,15,53.2,62.4,64.1,40.4,82.8,82.6,8.1,6,3,516,524,3.7,19,53
Tim Dobbins,3096,LB,HST,13,10,3.6,0,0,13,66.7,69.7,33.8,55.7,74.9,71.9,3.1,1,1,132,133,10.6,14,21
Charlie Peprah,3103,S,DAL,5,1,12.2,0,0,9,53.7,51.7,77.3,58.0,54.2,28.9,25.0,2,0,60,63,0.0,0,5
Mark Anderson,3104,ED,BUF,5,2,2.4,0,0,4,41.6,43.7,52.6,57.6,43.7,56.3,0.0,0,1,108,109,4.6,5,8
Omar Gaither,3113,LB,OAK,5,2,1.4,0,0,23,49.4,56.0,77.7,58.2,62.7,68.2,10.0,1,0,81,85,6.2,5,7
Reed Doughty,3118,S,WAS,16,10,4.4,0,0,32,54.6,63.9,85.7,82.0,68.7,82.3,9.3,4,1,215,217,6.5,14,29
Tyrone Culver,3130,S,MIA,1,0,,0,0,17,60.7,58.6,68.7,,60.0,,,0,0,3,3,0.0,0,0
Jeremy Mincey,3136,ED,JAX,16,4,2.6,1,2,15,71.4,71.5,51.4,63.2,71.5,74.0,2.6,1,3,397,404,5.3,21,34
Kedric Golston,3141,DI,WAS,17,4,1.8,0,0,32,67.0,59.6,83.0,52.1,61.6,75.9,0.0,0,0,167,170,3.6,6,9
Antoine Bethea,3152,S,IND,17,18,10.8,0,0,14,52.9,60.1,62.5,77.4,68.8,78.9,14.3,11,2,437,453,3.7,16,48
Derrick Martin,3153,S,NE,3,0,2.0,0,0,19,58.1,57.7,78.5,64.0,49.8,37.0,50.0,1,0,12,12,8.3,1,1
Fred Evans,3157,DI,MIN,17,4,1.3,0,0,18,65.2,80.1,66.6,62.5,81.4,67.7,8.0,2,1,166,171,10.2,17,19
Cortland Finnegan,3160,CB,SL,16,5,5.2,0,0,26,71.4,66.8,44.7,42.1,55.3,78.3,12.5,4,2,372,382,3.2,12,23
Dave Tollefson,3198,ED,OAK,13,0,-0.8,0,0,23,53.5,48.4,47.7,51.6,55.9,74.4,0.0,0,1,74,77,4.1,3,4
Stephen Bowen,3242,DI,WAS,17,2,0.8,0,0,32,64.7,53.6,64.7,53.8,55.3,78.8,4.8,1,2,258,265,6.6,17,18
Jarrett Bush,3261,CB,GB,10,1,,0,0,12,39.8,38.1,80.0,43.7,51.6,39.4,66.7,2,1,35,36,0.0,0,0
John Chick,3270,ED,JAX,6,0,0.0,0,0,15,62.8,55.8,19.8,56.4,62.8,69.9,0.0,0,1,14,14,14.3,2,2
Blake Costanzo,3278,LB,CHI,4,1,2.0,0,0,6,68.6,87.3,70.0,,84.6,81.3,0.0,0,0,18,21,22.2,4,5
Abram Elam,3301,S,KC,10,4,9.5,0,0,16,63.3,70.2,82.4,61.1,79.7,90.0,0.0,0,2,186,189,1.6,3,15
Steve Gregory,3326,S,NE,14,1,6.4,0,0,19,64.1,64.0,29.5,85.6,64.1,50.4,25.0,5,2,302,316,1.7,5,14
Tom Johnson,3378,DI,NO,15,5,1.1,0,0,20,63.4,66.8,70.1,70.8,57.7,50.5,13.6,3,1,181,188,6.6,12,14
Tony McDaniel,3423,DI,MIA,11,2,3.6,0,0,17,63.2,51.4,83.0,51.7,50.2,54.9,12.5,1,0,81,85,4.9,4,5
Tramon Williams,3558,CB,GB,18,2,8.5,0,0,12,68.9,66.2,52.6,52.1,53.6,73.1,6.3,1,5,444,455,1.1,5,13
Brent Grimes,3589,CB,ATL,1,1,8.0,0,0,2,51.2,55.6,78.3,54.3,71.7,54.5,0.0,0,0,27,27,0.0,0,2
Garrett McIntyre,3598,ED,NYJ,14,5,1.8,0,0,22,55.8,58.4,64.8,56.7,61.7,66.2,15.0,3,1,200,206,5.0,10,12
LaRon Landry,3622,S,NYJ,16,7,6.4,0,2,22,66.3,67.6,13.9,62.6,72.7,73.2,11.1,7,3,450,464,4.7,21,49
Jamaal Anderson,3624,ED,CIN,2,0,4.5,0,0,7,,57.0,77.9,57.6,56.6,69.1,0.0,0,0,26,27,7.7,2,2
Amobi Okoye,3626,DI,CHI,9,2,2.3,0,0,6,56.9,59.5,63.5,55.4,65.9,73.4,0.0,0,0,81,83,6.2,5,7
Patrick Willis,3627,LB,SF,19,15,3.8,0,0,28,82.8,90.4,89.4,65.0,91.6,90.2,1.3,1,1,435,444,9.4,41,64
Adam Carriker,3629,DI,WAS,1,1,1.0,0,0,32,,54.5,76.4,50.0,64.6,69.2,0.0,0,0,9,10,11.1,1,1
Darrelle Revis,3630,CB,NYJ,2,2,12.3,0,0,22,92.4,93.9,79.9,,92.5,66.8,14.3,1,0,48,50,0.0,0,4
Lawrence Timmons,3631,LB,PIT,16,10,2.0,0,0,25,87.1,87.7,70.6,78.3,69.6,86.0,6.9,4,1,375,381,9.1,34,44
Leon Hall,3634,CB,CIN,15,1,6.8,0,0,7,80.1,79.2,49.4,49.9,74.7,64.8,26.7,4,4,366,372,1.4,5,10
Michael Griffin,3635,S,TEN,16,6,9.9,0,2,31,38.9,45.1,0.3,74.2,61.0,34.7,22.2,12,5,451,472,2.0,9,36
Aaron Ross,3636,CB,JAX,13,5,2.9,1,0,15,55.9,58.4,56.2,60.3,70.3,71.0,12.5,2,4,268,272,1.9,5,9
Reggie Nelson,3637,S,CIN,15,5,7.2,0,0,7,90.3,90.2,85.4,60.8,79.2,83.0,15.6,7,1,371,379,3.2,12,33
Brandon Meriweather,3640,S,WAS,1,0,1.0,0,0,32,74.5,74.4,74.2,,54.2,82.1,0.0,0,0,14,15,7.1,1,1
Jon Beason,3641,LB,CAR,4,3,5.0,0,0,5,51.2,54.2,80.7,57.4,60.9,41.9,18.2,4,0,99,100,8.1,8,15
Anthony Spencer,3642,ED,DAL,14,12,1.5,0,0,9,69.3,80.6,23.9,79.3,79.4,74.4,5.1,3,6,351,359,11.7,41,44
Alan Branch,3649,DI,SEA,18,3,2.7,0,0,29,61.7,63.0,76.2,66.4,56.1,63.9,11.5,3,1,276,282,4.3,12,20
Paul Posluszny,3650,LB,JAX,16,22,5.1,1,1,15,63.3,69.4,44.2,61.2,74.0,91.2,3.0,3,3,509,517,7.5,38,74
Eric Weddle,3653,S,SD,16,9,5.3,0,1,27,91.7,92.2,84.9,86.2,90.5,87.4,10.5,6,0,372,380,7.3,27,42
Chris Houston,3657,CB,DET,14,1,0.3,2,0,11,69.1,72.5,88.6,,83.1,81.5,0.0,0,4,325,331,1.8,6,6
Lamarr Woodley,3662,ED,PIT,13,4,2.0,0,0,25,66.4,69.2,76.7,65.3,66.4,72.4,8.0,2,0,238,243,5.9,14,19
David Harris,3663,LB,NYJ,16,24,3.8,0,0,22,58.9,59.5,65.4,59.1,60.1,74.8,7.2,7,1,481,496,8.3,40,66
Justin Durant,3664,LB,DET,16,13,2.3,0,0,11,49.5,58.5,77.7,54.1,68.5,61.2,8.8,6,1,345,350,9.9,34,49
Eric Wright,3669,CB,TB,10,2,4.7,0,0,30,62.7,63.7,86.5,59.8,63.6,36.1,30.8,4,3,157,166,1.3,2,7
Turk McBride,3670,ED,NO,7,0,3.2,0,0,20,56.0,52.9,2.7,68.3,53.7,72.7,0.0,0,2,66,68,6.1,4,6
Josh Wilson,3671,CB,WAS,17,4,10.7,0,1,32,69.8,73.3,70.5,90.9,75.8,56.7,5.9,1,5,355,361,0.0,0,12
Usama Young,3682,S,CLV,12,8,8.8,1,0,8,60.4,72.9,82.6,90.2,87.1,79.9,3.7,1,1,296,305,2.0,6,18
Quincy Black,3684,LB,TB,9,2,2.4,0,0,30,55.2,54.1,30.8,52.8,58.9,63.2,0.0,0,1,123,130,3.3,4,8
Charles Johnson,3699,ED,CAR,16,4,2.5,3,2,5,64.2,77.8,17.1,90.0,54.7,39.5,18.2,6,8,292,301,5.1,15,23
Brandon Mebane,3701,DI,SEA,18,10,1.8,0,1,29,62.0,64.5,34.6,61.6,67.4,79.3,2.0,1,5,318,323,9.4,30,38
Stewart Bradley,3703,LB,ARZ,8,1,2.2,0,0,1,35.4,54.5,77.1,65.3,67.7,81.4,0.0,0,0,25,25,20.0,5,6
Ray McDonald,3713,DI,SF,19,11,2.9,0,0,28,69.7,64.9,66.4,58.8,67.9,74.8,2.3,1,2,397,404,6.3,25,31
Brian Robison,3718,ED,MIN,16,6,2.6,0,0,18,64.4,76.9,52.1,78.7,63.1,72.1,3.8,1,3,303,311,4.3,13,19
Paul Soliai,3724,DI,MIA,16,3,0.3,0,0,17,65.9,65.1,87.5,65.0,58.7,69.4,4.0,1,0,308,314,6.8,21,21
Stephen Nicholas,3725,LB,ATL,17,14,3.5,0,1,2,41.9,51.1,58.4,66.8,58.2,63.2,4.8,3,2,404,407,6.9,28,46
Dashon Goldson,3742,S,SF,19,12,7.0,0,0,28,71.2,68.8,0.0,57.7,78.0,63.7,11.8,6,7,432,441,2.8,12,33
Antwan Barnes,3750,ED,SD,9,1,0.7,0,0,27,69.0,75.0,14.9,71.7,67.1,74.1,0.0,0,2,26,26,11.5,3,3
Brandon McDonald,3756,CB,TB,8,3,5.5,1,0,30,48.8,48.7,82.5,57.3,51.4,46.8,16.7,1,1,48,50,0.0,0,2
David Jones,3761,CB,WAS,2,0,,0,0,32,72.9,72.7,76.8,,60.0,79.5,,0,0,3,3,0.0,0,0
Tarell Brown,3763,CB,SF,19,0,11.2,3,0,28,84.5,85.3,91.0,,75.8,90.6,0.0,0,9,436,445,0.2,1,11
Antonio Johnson,3768,DI,IND,15,4,2.3,1,0,14,57.4,47.4,55.8,55.1,47.9,51.3,4.8,1,2,230,233,5.2,12,16
Will Herring,3777,LB,NO,6,1,10.8,0,0,20,69.1,55.0,69.3,57.8,49.1,51.1,28.6,2,0,69,72,1.4,1,4
Tim Shaw,3780,LB,TEN,11,3,4.3,0,0,31,56.2,68.2,78.0,61.4,73.8,75.3,4.2,1,0,119,123,8.4,10,20
Eric Frampton,3781,S,DAL,8,0,10.1,0,0,9,68.6,63.6,78.0,49.9,45.7,69.9,12.5,1,0,74,74,2.7,2,7
Derek Landri,3782,DI,PHI,16,7,2.1,0,0,24,60.0,59.1,85.8,73.0,47.1,56.0,8.7,2,0,246,251,3.7,9,14
Corey Graham,3784,CB,BLT,17,4,7.2,0,0,3,73.5,76.5,63.8,52.5,87.0,70.0,2.7,1,0,321,336,3.1,10,32
William Gay,3786,CB,ARZ,16,8,5.9,2,2,1,49.0,55.1,67.1,71.9,73.7,44.3,16.0,4,5,430,442,1.4,6,13
Michael Coe,3789,CB,DAL,4,1,,0,0,9,50.4,52.2,81.0,48.8,72.8,63.6,0.0,0,0,30,30,0.0,0,0
Adam Hayward,3798,LB,TB,11,3,1.5,0,0,30,68.9,70.2,71.9,53.6,68.5,78.8,8.3,1,0,80,84,8.8,7,8
John Wendling,3800,S,DET,3,2,9.0,0,0,11,49.3,48.9,78.0,55.3,59.7,67.7,11.1,1,0,63,65,1.6,1,6
Matt Toeaina,3803,DI,CHI,3,1,2.3,0,0,6,,53.3,31.7,58.7,55.5,71.7,0.0,0,1,31,33,9.7,3,4
Zach Diles,3834,LB,TEN,5,1,3.2,0,0,31,56.6,58.5,75.2,54.9,62.2,44.5,14.3,1,0,35,35,8.6,3,5
Marvin Mitchell,3836,LB,MIN,3,0,4.0,0,0,18,61.6,66.6,70.1,68.0,65.5,77.8,0.0,0,0,20,20,5.0,1,2
Alan Ball,3853,CB,HST,5,0,9.0,0,0,13,60.6,57.9,80.0,,43.0,58.2,33.3,1,0,28,29,0.0,0,2
Brandon Siler,3856,LB,KC,5,1,4.3,0,0,16,81.2,63.1,83.2,65.1,46.4,29.8,17.6,3,0,110,112,7.3,8,13
Keyunta Dawson,3858,ED,TEN,3,0,2.0,1,0,31,60.0,69.0,0.0,62.0,76.3,69.9,0.0,0,1,20,21,5.0,1,1
Antwan Applewhite,3877,ED,CAR,5,1,3.5,0,0,5,36.3,40.0,77.6,60.9,38.9,37.3,16.7,1,0,40,41,2.5,1,4
Marquice Cole,3909,CB,NE,9,1,1.5,0,0,19,59.2,61.7,82.6,49.4,74.7,69.0,16.7,1,0,55,58,7.3,4,4
Craig Dahl,3920,S,SL,16,11,10.4,0,0,26,62.9,61.9,83.7,38.5,61.2,51.4,17.5,7,1,392,402,1.0,4,22
Mike Devito,3928,DI,NYJ,16,4,1.6,0,1,22,63.7,72.0,86.8,63.1,69.0,74.7,2.4,1,0,373,381,6.7,25,37
Justin Hickman,3962,ED,IND,12,0,0.5,0,0,14,75.2,68.7,38.1,63.3,65.4,65.6,14.3,1,1,70,75,7.1,5,6
Daniel Muir,4022,DI,NYJ,3,0,3.0,0,0,22,,52.8,76.9,60.5,51.1,67.3,0.0,0,0,26,27,3.8,1,1
Nick Roach,4054,LB,CHI,16,8,3.7,0,1,6,58.6,62.1,77.7,66.5,62.3,77.1,9.8,4,1,295,299,6.8,20,29
Jason Trusnik,4083,LB,MIA,9,3,2.3,0,0,17,53.9,55.7,72.0,53.0,59.3,68.4,10.0,1,0,74,75,5.4,4,6
James Ihedigbo,4147,S,BLT,11,2,5.8,0,0,3,64.9,67.4,81.5,71.0,61.0,53.6,15.4,2,0,122,127,3.3,4,9
Michael Adams,4192,CB,ARZ,4,0,,0,0,1,82.3,80.8,79.0,51.2,63.3,78.3,,0,0,13,13,0.0,0,0
Gary Gibson,4232,DI,TB,16,3,-0.2,1,0,30,59.3,63.8,20.2,62.4,68.7,50.1,11.8,2,3,131,134,9.2,12,12
Chris Wilson,4244,ED,WAS,8,0,3.5,0,0,32,44.0,51.5,79.5,58.3,55.6,48.2,0.0,0,0,23,24,4.3,1,2
Akeem Jordan,4270,LB,PHI,14,10,4.5,0,0,24,53.1,58.9,74.1,53.3,62.8,80.5,5.9,2,0,202,204,5.4,11,22
Edgar Jones,4280,ED,KC,6,1,3.0,0,0,16,65.3,53.5,73.1,50.6,56.4,75.2,0.0,0,0,17,18,5.9,1,2
Chris Long,4316,ED,SL,16,5,1.4,1,0,26,67.0,63.1,18.6,75.5,46.9,65.5,4.3,1,7,302,307,4.3,13,17
Glenn Dorsey,4319,ED,KC,4,1,1.5,0,0,16,,67.4,78.0,51.6,74.2,72.5,0.0,0,0,57,59,5.3,3,4
Sedrick Ellis,4321,DI,NO,16,9,3.2,0,0,20,53.5,59.8,77.3,60.3,59.0,77.5,6.5,2,1,287,293,4.9,14,20
Keith Rivers,4323,LB,NYG,9,4,5.0,0,0,21,49.0,55.7,74.0,57.7,61.7,80.8,7.4,2,0,128,130,8.6,11,21
Jerod Mayo,4324,LB,NE,18,19,3.8,0,0,19,67.9,75.6,51.9,80.1,77.7,84.0,4.0,4,5,433,447,10.4,45,78
Leodis McKelvin,4325,CB,BUF,8,0,7.0,0,0,4,66.5,72.0,85.4,64.6,86.7,66.0,0.0,0,1,121,122,2.5,3,5
Dominique Rodgers-Cromartie,4330,CB,PHI,16,3,8.4,3,0,24,64.9,62.7,67.5,,49.6,42.6,26.7,4,8,418,431,0.7,3,8
Aqib Talib,4334,CB,NE,12,0,3.7,1,0,19,61.0,64.0,87.6,59.0,74.8,66.9,0.0,0,5,223,239,1.3,3,9
Mike Jenkins,4339,CB,DAL,11,1,13.0,0,0,9,56.3,54.1,33.7,63.8,48.3,27.6,28.6,2,1,113,116,0.9,1,4
Antoine Cason,4341,CB,SD,16,5,4.8,1,1,27,52.7,54.3,74.8,69.5,61.0,74.9,21.4,3,6,353,360,1.1,4,6
Lawrence Jackson,4342,ED,DET,15,2,1.2,0,0,11,60.0,66.7,27.0,61.8,73.3,77.1,0.0,0,3,140,143,7.9,11,13
Kenny Phillips,4345,S,NYG,7,2,5.6,0,0,21,72.1,86.6,80.7,98.8,73.2,81.6,0.0,0,1,104,110,2.9,3,8
Phillip Merling,4346,DI,GB,3,1,3.0,0,0,12,,51.1,76.2,57.8,50.7,70.5,0.0,0,0,27,27,3.7,1,2
Brandon Flowers,4349,CB,KC,15,1,6.0,0,0,16,85.7,85.7,63.2,73.2,74.8,58.0,23.1,3,2,402,410,0.7,3,9
Curtis Lofton,4351,LB,NO,16,16,3.2,1,1,20,58.4,62.5,64.1,50.1,70.8,64.7,8.3,7,3,435,449,10.1,44,61
Tracy Porter,4354,CB,DEN,6,2,1.7,0,0,10,60.7,61.8,85.0,49.4,65.2,29.0,37.5,3,0,118,122,1.7,2,3
Tyrell Johnson,4357,S,DET,2,0,4.0,0,0,11,62.9,73.9,72.1,57.3,76.1,80.7,0.0,0,0,13,13,15.4,2,3
Calais Campbell,4364,DI,ARZ,13,5,2.7,0,0,1,62.4,76.0,84.7,65.3,75.3,62.9,9.3,5,0,326,330,10.4,34,44
Quentin Groves,4366,ED,ARZ,16,5,3.2,0,0,1,69.1,67.4,16.2,69.0,67.2,78.8,7.7,2,5,237,242,5.5,13,19
Jason Jones,4368,DI,SEA,12,0,4.4,0,0,29,62.2,67.6,36.2,71.1,55.0,59.6,16.7,1,2,64,66,6.3,4,5
Patrick Lee,4374,CB,DET,10,0,4.5,0,0,11,70.5,70.1,86.5,50.9,62.6,39.0,33.3,3,0,157,160,1.9,3,6
Kendall Langford,4380,DI,SL,16,7,2.5,3,0,26,55.5,51.6,30.6,63.6,51.6,62.5,8.0,2,7,310,316,3.2,10,16
Charles Godfrey,4381,S,CAR,15,11,6.2,0,0,5,62.0,56.5,17.6,52.2,51.6,55.8,21.2,11,3,380,392,3.9,15,30
Tavares Gooden,4385,LB,SF,2,0,3.0,0,0,28,60.0,60.7,65.9,53.2,63.5,71.7,0.0,0,0,4,4,25.0,1,1
Dan Connor,4388,LB,DAL,14,2,3.9,0,0,9,64.3,61.9,86.1,61.4,56.8,69.8,7.1,2,0,174,175,7.5,13,24
Pat Sims,4391,DI,CIN,9,2,2.4,0,0,7,60.0,64.7,53.6,57.2,67.5,75.4,10.0,2,1,110,114,9.1,10,16
Tom Zbikowski,4400,S,IND,12,2,11.0,0,0,14,60.0,58.6,84.5,60.3,52.9,60.8,20.0,4,0,264,275,1.9,5,14
Andre Fluellen,4401,DI,DET,4,1,-2.5,0,1,11,61.8,66.6,79.9,55.6,67.2,70.3,0.0,0,0,47,47,4.3,2,2
Cliff Avril,4406,ED,DET,16,2,2.2,0,0,11,60.7,61.4,41.8,70.9,50.3,61.8,5.0,1,3,266,272,4.1,11,17
Philip Wheeler,4407,LB,OAK,16,14,3.4,0,0,23,70.3,71.4,45.6,85.8,62.1,70.6,7.0,4,4,409,422,5.4,22,39
Thomas DeCoud,4412,S,ATL,18,4,9.2,1,0,2,72.1,67.7,40.7,66.1,58.9,36.1,19.2,10,2,447,453,3.1,14,38
Tyvon Branch,4414,S,OAK,14,6,5.0,0,0,23,64.4,72.3,55.9,84.8,77.8,81.8,9.4,5,4,325,334,5.8,19,42
Justin King,4415,CB,PIT,3,0,,1,0,25,39.6,39.0,78.1,53.5,52.3,77.8,,0,3,14,14,0.0,0,0
William Hayes,4417,ED,SL,16,5,1.5,0,0,26,63.9,77.6,65.9,67.9,76.1,71.4,6.9,2,1,136,141,13.2,18,22
Dwight Lowery,4427,S,JAX,9,5,8.4,0,0,15,76.8,77.6,82.7,53.8,69.4,73.8,19.0,4,1,245,247,1.2,3,12
Quintin Demps,4431,S,HST,9,2,24.0,0,0,13,52.7,52.3,80.2,68.9,48.4,65.8,20.0,1,0,44,50,0.0,0,2
Craig Steltz,4434,S,CHI,5,1,11.0,0,0,6,60.1,58.3,77.1,,53.6,85.1,0.0,0,0,33,35,0.0,0,2
Red Bryant,4435,ED,SEA,18,4,2.6,0,0,29,67.0,52.9,64.1,56.1,50.0,37.5,10.7,3,2,316,322,4.4,14,21
Justin Tryon,4438,CB,NYG,7,1,,0,0,21,30.1,36.3,77.6,,66.5,81.6,0.0,0,1,17,20,0.0,0,0
Brandon Carr,4454,CB,DAL,16,1,9.8,1,0,9,64.5,65.3,88.8,54.3,62.9,53.7,35.7,5,4,417,426,0.5,2,8
Zackary Bowman,4456,CB,CHI,4,0,,0,0,6,79.5,81.0,74.3,,63.7,75.1,,0,0,6,6,0.0,0,0
Orlando Scandrick,4457,CB,DAL,11,0,6.0,0,0,9,69.5,67.5,28.4,42.6,67.0,48.4,25.0,1,3,89,95,1.1,1,3
Letroy Guion,4466,DI,MIN,16,7,3.5,1,0,18,56.9,49.5,59.9,64.8,43.8,58.4,7.1,2,3,235,239,6.0,14,19
Kroy Biermann,4468,ED,ATL,18,6,2.3,0,1,2,54.0,64.9,74.1,58.5,72.2,66.7,7.5,3,1,251,255,9.6,24,31
Erik Walden,4481,ED,GB,17,7,2.9,1,0,12,80.5,53.1,44.7,52.1,48.2,77.0,2.8,1,5,314,320,7.3,23,28
Trevor Scott,4483,ED,NE,13,2,3.3,0,0,19,48.8,69.7,56.7,69.8,65.4,55.7,25.0,2,1,72,79,1.4,1,4
Geno Hayes,4489,LB,CHI,7,0,0.0,0,0,6,67.3,67.9,70.7,53.6,67.5,75.3,33.3,1,0,51,53,3.9,2,2
Corey Lynch,4491,S,SD,14,4,4.8,0,0,27,58.1,64.2,82.5,68.6,75.8,69.5,11.5,3,0,152,156,3.9,6,19
Ahtyba Rubin,4504,DI,CLV,13,7,2.3,0,1,8,52.2,67.4,78.0,56.7,78.6,60.6,2.9,1,1,232,243,8.6,20,27
Ryan Mundy,4508,S,PIT,11,1,8.0,0,0,25,60.8,57.0,28.5,72.4,46.7,51.6,30.8,4,1,100,101,0.0,0,8
Joe Mays,4514,LB,DEN,4,8,3.4,0,0,10,39.3,59.0,21.8,71.3,77.8,63.0,5.6,1,3,131,135,4.6,6,9
Andy Studebaker,4517,ED,KC,8,1,8.0,0,0,16,49.1,57.6,78.1,58.5,63.0,75.3,0.0,0,0,34,35,0.0,0,1
Haruki Nakamura,4520,S,CAR,13,4,12.5,0,0,5,59.6,65.0,43.4,77.5,73.3,69.0,12.9,4,2,272,278,1.5,4,23
Larry Grant,4528,LB,SF,4,0,1.0,0,0,28,55.2,61.0,72.1,58.7,68.2,30.1,0.0,0,0,10,10,10.0,1,1
Cary Williams,4543,CB,BLT,20,4,6.0,1,0,3,63.1,65.6,75.4,57.2,72.7,81.9,9.5,2,7,556,580,0.9,5,15
Rob Jackson,4556,ED,WAS,16,0,1.0,0,0,32,91.6,76.1,73.9,67.0,55.2,28.8,27.3,9,1,295,299,6.8,20,24
Gary Guyton,4577,LB,SD,1,0,2.0,0,0,27,47.8,46.0,75.0,55.9,57.8,73.2,0.0,0,0,13,13,7.7,1,1
Wesley Woodyard,4583,LB,DEN,16,14,3.6,0,0,10,81.4,71.8,62.3,64.5,57.5,80.0,8.6,6,1,352,362,9.4,33,50
Patrick Bailey,4585,LB,TEN,1,0,,0,0,31,,59.7,62.6,59.6,60.0,,,0,0,1,1,0.0,0,0
JoLonn Dunbar,4588,LB,SL,16,19,1.4,1,0,26,50.0,62.4,30.3,76.4,70.1,64.2,7.0,5,3,402,412,10.0,40,47
Ogemdi Nwagbuo,4598,DI,DET,1,0,,0,0,11,,62.1,73.1,56.9,62.8,,,0,0,8,8,0.0,0,0
Elbert Mack,4624,CB,NO,6,1,16.0,0,0,20,74.1,71.9,83.4,56.4,54.4,43.9,0.0,0,0,61,62,0.0,0,1
Erin Henderson,4656,LB,MIN,15,8,2.5,0,0,18,38.9,55.0,54.4,72.8,68.4,81.2,2.0,1,3,315,324,9.2,29,41
David Hawthorne,4693,LB,NO,11,7,3.7,0,0,20,46.0,49.0,72.0,64.6,52.1,77.0,3.4,1,0,180,188,6.7,12,21
Ropati Pitoitua,4707,DI,KC,15,8,2.3,0,1,16,60.0,53.6,67.7,49.4,59.0,56.2,9.3,4,1,262,268,9.2,24,31
Marcus Dixon,4724,DI,NYJ,3,0,4.0,0,0,22,,54.6,1.9,56.0,63.0,67.4,0.0,0,0,26,27,3.8,1,1
Eric Bakhtiari,4731,ED,SF,5,0,,0,0,28,50.6,52.3,71.8,54.3,61.8,26.0,,0,0,9,9,0.0,0,0
Kyle Arrington,4742,CB,NE,18,5,7.8,1,0,19,62.8,67.8,89.0,77.9,81.8,71.7,6.3,1,5,298,309,1.7,5,10
Brian Schaefering,4753,DI,DAL,3,0,2.3,0,0,9,60.0,69.9,76.5,52.5,73.4,71.4,0.0,0,0,26,26,11.5,3,4
Anthony Toribio,4759,DI,KC,11,2,2.6,0,0,16,,58.3,79.6,55.6,59.0,54.3,18.2,2,0,78,81,7.7,6,7
Wallace Gilberry,4763,ED,CIN,15,5,1.9,0,0,7,61.3,77.1,83.2,74.9,66.3,77.7,7.1,1,0,133,136,5.3,7,8
Jameel McClain,4788,LB,BLT,13,14,4.7,0,0,3,59.3,60.2,59.1,70.6,57.5,69.5,8.8,5,3,325,338,5.8,19,38
Jesse Nading,4796,ED,HST,4,0,1.0,0,0,13,63.1,64.1,75.8,59.2,61.6,74.9,0.0,0,0,18,18,11.1,2,2
Jerrell Freeman,4888,LB,IND,17,21,4.8,1,0,14,74.8,70.6,65.1,60.6,64.3,72.4,7.0,7,2,430,446,10.2,44,72
Cameron Wake,4907,ED,MIA,16,6,2.9,0,0,17,63.8,90.9,87.9,90.7,75.3,63.9,9.3,4,0,309,318,7.1,22,33
Tyson Jackson,4926,DI,KC,15,1,2.5,0,0,16,69.0,51.9,64.3,48.1,56.3,65.0,3.6,1,2,301,306,6.6,20,26
Aaron Curry,4927,LB,OAK,2,0,-2.0,0,0,23,62.3,54.3,0.0,59.5,66.2,71.7,0.0,0,1,11,12,9.1,1,1
B.J. Raji,4932,DI,GB,16,5,2.1,0,0,12,60.0,62.9,40.6,63.0,65.1,62.3,9.7,3,4,322,330,6.2,20,23
