player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Eric Frampton,3781,S,NO,1,0,,0,0,20,61.3,62.0,67.4,,60.0,,,0,0,1,1,0.0,0,0
Derek Landri,3782,DI,TB,9,0,2.0,0,0,30,52.7,42.8,80.9,51.3,51.7,27.2,0.0,0,0,43,46,7.0,3,4
Corey Graham,3784,CB,BLT,16,1,5.7,1,0,3,74.9,75.6,57.7,89.9,64.0,73.7,8.3,1,4,198,204,3.0,6,10
William Gay,3786,CB,PIT,16,2,5.4,0,0,25,75.1,80.3,64.7,87.3,85.6,62.0,17.4,4,3,323,331,3.7,12,17
Adam Hayward,3798,LB,TB,11,1,1.7,0,0,30,65.3,52.7,19.7,48.3,49.4,51.6,20.0,2,1,92,95,6.5,6,7
Desmond Bishop,3808,LB,MIN,4,0,-0.6,0,0,18,68.6,71.0,73.6,57.1,68.2,64.8,16.7,1,0,23,23,17.4,4,5
Marvin Mitchell,3836,LB,MIN,15,15,3.4,0,0,18,65.2,64.7,73.3,57.6,62.7,78.5,3.0,1,0,177,179,6.8,12,17
Trumaine McBride,3837,CB,NYG,11,1,8.0,1,0,21,77.4,75.1,87.0,,51.2,53.7,30.0,3,1,206,213,0.5,1,6
Alan Ball,3853,CB,JAX,15,6,14.2,1,0,15,75.6,76.6,68.4,57.9,74.5,61.2,9.5,2,6,413,416,0.5,2,13
Keyunta Dawson,3858,ED,NO,9,3,3.0,0,0,20,87.1,73.0,79.8,59.1,55.8,73.8,0.0,0,0,36,37,2.8,1,1
Marquice Cole,3909,CB,DEN,7,1,,0,0,10,52.1,50.9,82.1,54.1,48.3,41.2,0.0,0,0,57,57,0.0,0,0
Craig Dahl,3920,S,SF,5,1,6.0,0,0,28,44.8,49.0,75.4,60.0,67.8,85.2,0.0,0,0,50,53,2.0,1,1
Mike Devito,3928,DI,KC,14,9,2.2,0,0,16,,79.5,83.7,50.7,90.9,78.5,3.4,1,0,196,199,6.1,12,19
Daniel Muir,4022,DI,OAK,10,1,3.9,0,0,23,60.4,50.0,82.1,51.6,51.3,75.1,7.7,1,0,77,79,10.4,8,11
Nick Roach,4054,LB,OAK,16,16,4.1,0,1,23,75.7,66.4,66.1,73.6,48.2,58.5,12.8,10,1,420,431,6.9,29,52
Jason Trusnik,4083,LB,MIA,8,4,2.3,0,0,17,58.8,70.0,73.2,64.8,71.7,74.4,0.0,0,0,113,118,8.8,10,13
James Ihedigbo,4147,S,BLT,16,9,4.7,0,2,3,48.6,63.2,68.5,90.2,84.7,54.2,8.9,5,2,415,427,5.3,22,42
Michael Adams,4192,CB,TB,4,0,4.0,0,0,30,49.6,54.6,78.8,73.7,71.6,67.5,0.0,0,2,12,12,8.3,1,2
Gary Gibson,4232,DI,TB,12,1,-1.0,0,0,30,,44.2,81.5,51.5,43.9,70.2,0.0,0,0,76,76,2.6,2,2
Akeem Jordan,4270,LB,KC,17,15,2.5,0,0,16,66.4,75.3,44.1,55.2,79.5,80.0,6.6,4,1,228,233,12.3,28,42
Edgar Jones,4280,ED,DAL,2,0,2.5,0,0,9,,48.2,78.8,47.9,56.8,70.5,0.0,0,0,18,19,5.6,1,2
Chris Long,4316,ED,SL,16,6,1.5,3,0,26,81.0,65.6,0.0,71.9,62.0,69.4,12.5,4,10,309,316,5.5,17,22
Glenn Dorsey,4319,DI,SF,19,6,3.0,0,0,28,60.0,76.4,84.4,55.6,79.1,83.2,7.8,4,0,293,306,10.2,30,41
Keith Rivers,4323,LB,NYG,14,4,2.9,0,0,21,53.4,63.3,76.2,56.3,69.2,67.4,0.0,0,1,238,243,3.4,8,17
Jerod Mayo,4324,LB,NE,6,6,4.8,0,0,19,66.1,57.8,40.4,61.3,49.8,85.5,6.3,2,1,153,155,6.5,10,24
Leodis McKelvin,4325,CB,BUF,15,2,8.5,0,0,4,76.4,74.5,89.1,60.0,55.5,78.1,17.4,4,3,362,368,2.2,8,17
Dominique Rodgers-Cromartie,4330,CB,DEN,18,0,12.7,0,0,10,82.6,80.3,89.5,76.5,51.0,60.1,30.0,3,5,314,323,1.3,4,7
Aqib Talib,4334,CB,NE,15,2,4.5,2,0,19,62.5,65.5,65.9,58.5,79.6,56.5,9.1,1,8,355,359,1.4,5,8
Mike Jenkins,4339,CB,OAK,15,2,7.4,1,0,23,60.6,64.1,19.9,46.3,89.1,78.7,4.3,1,8,346,354,1.4,5,20
Antoine Cason,4341,CB,ARZ,7,0,,0,0,1,62.4,61.8,0.0,65.1,65.5,66.4,,0,1,24,25,0.0,0,0
Phillip Merling,4346,DI,WAS,3,0,,1,0,32,60.0,30.4,0.0,50.2,39.8,68.1,,0,1,18,19,0.0,0,0
Brandon Flowers,4349,CB,KC,14,2,13.0,2,0,16,58.9,62.2,53.5,82.5,70.4,82.2,15.4,2,6,316,320,0.9,3,9
Curtis Lofton,4351,LB,NO,18,28,2.8,0,0,20,67.7,65.9,64.5,60.5,62.7,70.7,14.7,14,2,408,414,8.6,35,53
Tracy Porter,4354,CB,OAK,16,5,1.8,2,0,23,50.8,53.9,45.5,59.6,70.1,36.1,17.2,5,6,357,368,3.9,14,19
Eddie Royal,4356,WR,SD,1,0,,0,0,27,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Calais Campbell,4364,DI,ARZ,16,11,1.3,0,0,1,61.6,75.1,70.1,69.0,72.6,64.5,11.5,6,2,309,317,9.1,28,35
Quentin Groves,4366,ED,CLV,4,0,,0,0,8,76.2,75.9,77.0,69.7,61.8,73.6,100.0,1,1,19,19,0.0,0,0
Jason Jones,4368,ED,DET,3,0,5.5,0,0,11,,49.5,79.4,55.4,46.9,68.8,0.0,0,0,25,26,0.0,0,2
Terrell Thomas,4377,CB,NYG,15,1,4.1,0,0,21,69.5,71.1,86.7,69.8,67.2,58.1,23.1,3,0,148,154,4.1,6,9
Kendall Langford,4380,DI,SL,16,6,1.3,0,0,26,54.7,60.9,16.0,56.0,74.1,62.6,4.7,2,6,323,328,8.4,27,35
Charles Godfrey,4381,S,CAR,2,1,9.0,0,0,5,51.8,49.2,76.7,71.6,48.6,54.1,20.0,1,0,47,47,0.0,0,3
Dan Connor,4388,LB,CAR,2,1,,0,0,5,69.8,82.5,71.6,,77.9,77.0,0.0,0,0,10,10,0.0,0,0
Pat Sims,4391,DI,OAK,16,7,1.8,1,0,23,71.8,71.0,30.2,58.2,75.4,80.3,2.4,1,6,314,322,7.6,24,33
Andre Fluellen,4401,DI,DET,13,1,1.0,0,0,11,,57.5,22.1,58.7,62.5,28.3,50.0,2,2,72,73,1.4,1,1
Cliff Avril,4406,ED,SEA,18,3,4.1,0,0,29,81.5,84.1,20.1,90.1,56.6,80.3,0.0,0,4,183,188,3.3,6,8
Philip Wheeler,4407,LB,MIA,16,21,3.8,0,0,17,45.2,48.0,46.0,68.2,48.8,58.9,14.0,12,3,424,432,7.1,30,53
Andre Caldwell,4411,WR,DEN,1,0,,0,0,10,,60.0,60.4,,60.0,,,0,1,1,1,0.0,0,0
Thomas DeCoud,4412,S,ATL,15,8,11.4,0,0,2,36.4,42.4,86.3,47.6,59.1,40.6,13.5,5,1,364,374,2.5,9,24
Tyvon Branch,4414,S,OAK,2,1,12.0,0,0,23,55.0,63.0,77.5,89.9,64.7,54.2,0.0,0,0,26,26,0.0,0,1
William Hayes,4417,ED,SL,14,2,1.7,0,0,26,58.9,81.6,45.4,75.3,80.6,53.6,15.8,3,2,114,114,10.5,12,14
Dwight Lowery,4427,S,JAX,3,1,14.0,0,0,15,45.4,46.5,77.2,,61.8,78.4,14.3,1,0,56,56,3.6,2,5
Quintin Demps,4431,S,KC,17,5,8.4,1,0,16,53.6,52.2,82.9,42.1,52.0,58.3,29.4,5,3,182,186,1.6,3,7
Craig Steltz,4434,S,CHI,7,1,6.3,0,0,6,57.2,44.6,78.8,49.1,36.1,56.5,26.7,4,0,54,55,7.4,4,10
Red Bryant,4435,ED,SEA,18,7,1.8,1,0,29,63.8,67.7,43.6,60.4,70.4,66.3,10.5,4,3,288,294,8.0,23,27
Bryan Kehl,4437,LB,WAS,2,0,,0,0,32,60.0,60.6,68.3,58.5,60.4,,,0,0,3,3,0.0,0,0
Jacob Tamme,4441,TE,DEN,1,0,,0,0,10,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Brandon Carr,4454,CB,DAL,16,4,4.2,1,0,9,66.3,67.7,89.7,,66.4,41.9,22.2,4,6,409,423,1.5,6,10
Zackary Bowman,4456,CB,CHI,15,3,6.2,1,0,6,68.7,67.0,88.3,58.8,54.0,67.4,0.0,0,3,267,269,0.4,1,5
Orlando Scandrick,4457,CB,DAL,16,1,10.9,2,0,9,78.8,75.5,49.0,77.5,52.5,51.0,20.0,3,8,389,400,1.0,4,11
Letroy Guion,4466,DI,MIN,13,3,1.5,0,1,18,60.0,56.9,51.5,53.7,66.0,46.1,0.0,0,2,166,170,7.2,12,15
Kroy Biermann,4468,ED,ATL,2,0,5.5,0,0,2,39.8,56.8,77.0,53.8,72.0,49.7,14.3,1,0,39,40,5.1,2,6
Erik Walden,4481,ED,IND,17,14,3.9,0,1,14,71.0,67.3,66.9,58.5,68.1,70.7,10.0,4,3,428,432,3.0,13,22
Trevor Scott,4483,ED,TB,4,1,2.5,0,0,30,60.0,57.2,0.0,54.2,78.7,70.2,0.0,0,1,19,20,5.3,1,2
Geno Hayes,4489,LB,JAX,14,19,2.8,0,0,15,73.7,63.0,77.5,53.1,51.4,63.7,15.3,9,1,387,390,5.2,20,31
Corey Lynch,4491,S,IND,3,0,3.0,0,0,14,46.2,44.9,74.5,,62.8,49.4,0.0,0,0,7,7,14.3,1,1
Nick Hayden,4495,DI,DAL,16,9,2.9,1,1,9,60.7,44.9,60.5,49.7,45.8,61.4,2.9,1,3,287,296,5.2,15,24
Spencer Larsen,4497,FB,TB,1,0,,0,0,30,,60.0,60.0,,60.0,,,0,1,1,1,0.0,0,0
Ahtyba Rubin,4504,DI,CLV,14,12,3.0,0,0,8,66.2,66.4,86.6,45.3,77.4,74.4,4.1,2,0,279,287,9.0,25,35
Ryan Mundy,4508,S,NYG,13,7,5.1,0,0,21,55.5,62.5,85.5,80.1,71.0,83.3,10.9,5,0,258,269,6.2,16,34
Joe Mays,4514,LB,HST,14,13,2.5,0,0,13,54.5,60.9,88.4,60.4,64.1,50.4,12.1,7,0,288,295,10.1,29,38
Andy Studebaker,4517,ED,IND,8,2,1.8,0,0,14,70.0,81.7,84.5,76.0,72.1,80.0,0.0,0,0,30,32,6.7,2,4
Landon Cohen,4530,DI,CHI,15,2,2.2,1,0,6,60.0,45.1,50.1,59.0,41.8,51.6,6.3,1,2,203,206,4.9,10,13
Cary Williams,4543,CB,PHI,17,1,5.7,3,0,24,64.2,65.4,72.6,81.2,64.6,45.1,33.3,4,6,414,433,0.7,3,7
Rob Jackson,4556,ED,WAS,12,2,3.5,0,0,32,82.4,61.7,44.3,57.9,57.6,64.3,9.1,1,1,80,82,5.0,4,8
Wesley Woodyard,4583,LB,DEN,17,16,3.2,0,1,10,56.1,61.9,84.4,65.8,65.4,75.9,4.0,2,1,273,281,8.1,22,32
Patrick Bailey,4585,LB,TEN,2,0,,0,0,31,,64.6,63.0,,61.8,,,0,0,3,3,0.0,0,0
JoLonn Dunbar,4588,LB,SL,12,4,1.8,1,0,26,49.4,50.3,0.0,57.5,58.7,29.4,20.7,6,4,218,220,6.9,15,19
Elbert Mack,4624,CB,HST,1,0,,0,0,13,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Husain Abdullah,4652,S,KC,12,1,2.0,0,0,16,77.9,79.2,23.5,83.7,58.8,71.0,0.0,0,1,81,83,3.7,3,4
Leger Douzable,4654,DI,NYJ,16,3,0.6,0,0,22,70.3,63.6,29.4,62.7,63.9,76.4,0.0,0,2,97,98,11.3,11,12
Erin Henderson,4656,LB,MIN,14,13,2.5,0,0,18,49.0,65.4,84.2,66.9,79.1,86.6,6.9,5,1,326,331,10.7,35,54
Jordan Senn,4690,LB,CAR,1,0,,0,0,5,55.6,47.1,0.0,55.1,60.0,27.1,,0,1,1,1,0.0,0,0
David Hawthorne,4693,LB,NO,18,11,2.2,0,1,20,53.0,50.2,79.4,65.7,47.0,55.9,15.9,11,0,377,383,8.8,33,47
Ropati Pitoitua,4707,ED,TEN,16,12,2.2,0,0,31,59.5,67.4,71.7,54.6,72.8,61.5,6.5,3,1,310,313,7.7,24,31
Danny Lansanah,4713,LB,TB,1,0,,0,0,30,,65.5,63.7,,62.7,,,0,0,4,4,0.0,0,0
Kyle Arrington,4742,CB,NE,18,2,6.8,0,1,19,66.4,70.7,88.2,90.6,75.5,58.3,17.6,3,2,341,346,2.1,7,12
Anthony Toribio,4759,DI,KC,6,0,0.0,0,0,16,,56.8,75.6,55.7,58.3,70.0,0.0,0,0,21,22,14.3,3,3
Wallace Gilberry,4763,ED,CIN,17,2,2.8,0,0,7,71.0,66.2,58.3,66.1,54.8,77.6,0.0,0,2,131,132,7.6,10,13
Jameel McClain,4788,LB,BLT,10,8,3.1,0,0,3,70.4,52.9,82.4,55.0,40.1,67.2,11.8,4,0,198,204,7.1,14,22
Jerrell Freeman,4888,LB,IND,18,18,3.7,0,3,14,63.5,71.1,88.5,93.1,59.7,74.4,9.0,8,1,435,442,10.3,45,63
Cameron Wake,4907,ED,MIA,15,4,2.3,0,0,17,52.4,81.1,77.8,88.6,61.5,49.5,8.3,2,1,233,239,5.6,13,18
Tyson Jackson,4926,DI,KC,16,7,2.7,0,0,16,60.0,70.3,86.2,50.9,78.9,62.3,5.3,2,0,240,244,7.9,19,29
B.J. Raji,4932,DI,GB,17,3,1.2,0,0,12,71.4,47.5,72.3,51.0,47.0,77.3,5.3,1,1,335,342,3.9,13,15
Brian Orakpo,4936,ED,WAS,15,11,2.6,0,0,32,83.5,79.7,76.0,71.5,70.8,62.8,11.4,5,1,330,335,6.7,22,28
Malcolm Jenkins,4937,S,NO,16,8,9.9,0,0,20,65.4,63.3,14.3,70.7,58.0,54.2,24.3,9,4,356,359,1.4,5,20
Brian Cushing,4938,LB,HST,7,7,1.5,0,1,13,64.1,70.0,0.0,62.6,77.4,82.2,5.1,2,3,155,158,18.1,28,30
Larry English,4939,ED,SD,9,0,1.5,0,0,27,57.6,63.4,83.0,61.0,63.2,65.6,0.0,0,0,127,132,7.1,9,11
Robert Ayers,4941,ED,DEN,18,4,2.0,0,0,10,47.2,69.0,28.7,65.6,81.1,67.8,10.0,3,4,174,181,9.8,17,23
Peria Jerry,4947,DI,ATL,16,6,2.4,1,0,2,71.9,51.2,46.8,56.4,49.1,50.2,16.1,5,4,317,325,4.1,13,20
Vontae Davis,4948,CB,IND,18,3,6.2,0,0,14,77.6,77.3,55.0,,71.2,72.8,11.8,2,8,442,447,1.4,6,12
Clay Matthews,4949,ED,GB,11,4,1.5,1,2,12,57.9,66.7,65.9,64.7,66.5,48.8,7.4,2,3,218,221,7.3,16,21
Ziggy Hood,4955,DI,PIT,16,6,2.2,0,0,25,72.9,46.2,86.7,45.7,46.2,64.4,6.9,2,0,257,265,7.0,18,21
Louis Delmas,4956,S,DET,16,8,4.8,0,0,11,67.5,64.6,15.5,70.7,60.8,47.6,22.5,9,3,353,364,3.1,11,23
Patrick Chung,4957,S,PHI,13,4,7.2,0,0,24,47.8,54.0,85.9,60.8,69.1,49.5,7.4,2,2,273,284,2.2,6,21
James Laurinaitis,4958,LB,SL,16,17,2.9,0,0,26,71.7,67.3,62.8,57.9,61.6,75.8,8.3,6,1,418,425,8.1,34,49
Rey Maualuga,4961,LB,CIN,14,9,3.1,1,0,7,52.9,59.6,46.2,48.9,68.8,52.4,12.9,9,2,292,296,11.0,32,52
Darius Butler,4964,CB,IND,17,0,8.0,1,0,14,62.1,63.2,35.2,63.9,69.8,75.7,18.8,3,6,259,266,1.2,3,13
Jairus Byrd,4965,S,BUF,11,2,10.4,0,1,4,89.8,89.4,13.2,54.8,75.7,79.6,5.3,1,2,231,233,1.3,3,16
Everette Brown,4966,ED,DAL,7,2,0.5,0,0,9,60.5,62.7,79.8,75.1,46.8,73.4,0.0,0,0,67,69,6.0,4,4
Connor Barwin,4969,ED,PHI,17,13,1.9,1,0,24,68.0,68.3,58.4,57.6,75.0,75.4,0.0,0,4,418,435,5.5,23,31
Mike Mitchell,4970,S,CAR,16,8,14.7,0,0,5,73.1,71.7,40.0,94.8,51.9,42.6,28.1,9,3,318,329,0.9,3,15
William Moore,4978,S,ATL,16,7,5.6,0,0,2,62.7,65.2,14.8,89.6,67.7,58.2,22.9,11,3,427,438,3.0,13,30
Fili Moala,4979,DI,IND,16,2,4.6,0,0,14,66.4,58.6,84.5,56.0,56.5,41.4,18.8,3,0,192,194,4.2,8,11
Paul Kruger,4980,ED,CLV,16,4,2.7,1,0,8,55.3,66.0,62.8,63.7,69.3,42.2,23.3,10,3,322,328,6.5,21,29
Sean Smith,4984,CB,KC,17,2,12.7,0,0,16,65.8,67.0,90.6,60.0,64.9,60.5,25.0,3,6,364,367,0.8,3,7
Sen'Derrick Marks,4985,DI,JAX,16,8,0.6,0,1,15,59.6,64.3,46.4,74.1,55.5,40.6,19.4,6,3,373,376,4.3,16,17
Bradley Fletcher,4989,CB,PHI,14,2,8.9,0,0,24,67.7,70.0,66.7,72.3,75.7,72.5,10.0,1,6,339,355,0.0,0,7
Michael Johnson,4993,ED,CIN,16,12,2.5,2,1,7,69.9,82.6,59.7,68.1,87.0,71.8,9.6,5,3,334,338,7.5,25,35
Matt Shaughnessy,4994,ED,ARZ,16,4,0.3,0,0,1,52.3,63.5,64.6,56.7,72.1,84.7,4.3,1,2,296,304,5.7,17,18
Terrance Knighton,4995,DI,DEN,19,10,1.2,0,0,10,58.0,84.1,77.6,70.1,85.5,68.1,7.1,3,1,305,310,8.5,26,29
Derek Cox,4996,CB,SD,13,2,15.0,0,0,27,43.1,46.5,87.6,60.0,67.4,48.9,16.7,1,1,191,198,0.0,0,3
DeAndre Levy,4999,LB,DET,16,10,4.0,0,0,11,79.9,69.7,61.2,63.9,57.7,75.7,13.6,9,2,353,364,8.8,31,47
Roy Miller,5004,DI,JAX,14,5,1.4,0,0,15,62.1,54.8,87.0,55.3,52.5,76.2,4.0,1,0,300,302,5.0,15,19
Lardarius Webb,5011,CB,BLT,16,3,5.1,0,0,3,74.2,76.4,23.2,72.7,85.3,44.1,8.7,2,6,355,365,3.1,11,18
Chris Owens,5013,CB,MIA,12,1,9.0,0,0,17,68.4,72.3,87.0,93.8,59.6,72.8,22.2,2,0,145,148,2.1,3,6
Jerraud Powers,5015,CB,ARZ,16,3,12.3,1,0,1,60.8,62.9,89.7,46.3,70.2,64.9,13.3,2,4,310,319,0.3,1,10
Corvey Irvin,5016,DI,DAL,6,1,5.5,0,0,9,,41.7,33.0,56.4,43.4,41.1,16.7,1,1,63,64,3.2,2,4
Rashad Johnson,5018,S,ARZ,13,2,5.8,0,0,1,74.2,71.6,83.2,34.4,60.9,70.9,21.1,4,1,158,163,5.1,8,13
Keenan Lewis,5019,CB,NO,18,2,10.1,1,0,20,76.4,73.5,44.6,59.3,57.5,75.2,23.1,3,6,381,387,0.5,2,8
Kaluka Maiava,5027,LB,OAK,6,4,3.8,0,0,23,44.2,51.2,77.9,72.2,56.6,73.1,11.1,1,0,67,68,3.0,2,4
Henry Melton,5028,DI,CHI,3,0,3.8,0,0,6,60.0,44.9,81.5,53.1,43.0,71.0,0.0,0,0,48,49,6.3,3,4
Glover Quin,5035,S,DET,16,7,6.2,1,0,11,78.6,79.0,60.5,94.9,63.3,72.5,13.5,5,1,336,347,3.3,11,25
Vaughn Martin,5036,DI,MIA,2,0,3.0,0,0,17,53.0,46.0,76.6,63.4,54.6,68.7,0.0,0,0,13,15,7.7,1,2
David Bruton,5037,S,DEN,11,0,8.0,0,0,10,67.7,70.7,79.5,73.3,61.4,89.3,0.0,0,0,23,23,0.0,0,2
Sammie Lee Hill,5038,DI,TEN,13,6,1.5,0,0,31,66.0,68.1,85.5,60.1,65.0,60.4,6.9,2,0,208,211,9.6,20,21
D.J. Moore,5042,CB,CAR,2,0,,0,0,5,53.8,55.5,77.2,,66.2,78.1,,0,0,15,15,0.0,0,0
Greg Toler,5055,CB,IND,9,0,6.0,1,0,14,53.5,53.1,42.5,,56.8,35.6,12.5,1,4,171,172,1.2,2,7
Brandon Hughes,5072,CB,PHI,1,0,,0,0,24,53.7,54.9,74.1,,60.1,71.6,,0,0,6,7,0.0,0,0
Jasper Brinkley,5074,LB,ARZ,6,3,1.1,0,0,1,29.9,59.5,80.5,51.7,91.3,48.3,0.0,0,0,78,81,20.5,16,17
Chris Clemons,5089,S,MIA,16,14,8.0,0,0,17,77.7,73.9,85.2,47.0,65.8,63.6,12.7,7,0,455,465,1.5,7,34
Don Carey,5101,CB,DET,6,3,0.8,1,0,11,31.0,35.9,4.6,41.2,79.8,60.4,0.0,0,4,58,60,12.1,7,8
Jarius Wynn,5106,DI,DAL,15,3,0.6,1,0,9,62.1,46.9,15.8,56.4,49.3,27.4,46.7,7,5,150,156,3.3,5,5
Brice McCain,5112,CB,HST,16,2,16.3,1,0,13,29.4,31.8,86.7,55.2,69.9,29.9,14.3,1,5,182,187,0.5,1,4
Jason McCourty,5127,CB,TEN,16,3,3.4,0,1,31,75.0,77.3,68.9,,81.5,70.3,16.7,2,2,413,421,0.7,3,7
John Phillips,5132,TE,SD,1,0,,0,0,27,,60.0,60.0,,60.0,,,0,2,1,1,0.0,0,0
Vance Walker,5134,DI,OAK,15,9,1.5,0,0,23,60.4,60.3,86.1,54.0,63.9,80.4,13.5,5,0,288,292,6.9,20,23
Captain Munnerlyn,5140,CB,CAR,17,3,5.4,3,1,5,75.9,79.5,12.7,80.5,87.7,89.7,5.6,1,10,345,356,1.7,6,14
E.J. Biggers,5141,S,WAS,14,3,4.5,0,0,32,38.8,38.3,35.8,43.5,57.0,49.7,25.0,3,2,127,130,2.4,3,6
Brad Jones,5142,LB,GB,13,8,3.9,3,0,12,63.6,60.5,63.2,71.9,52.9,65.4,7.7,4,4,298,303,7.7,23,40
Ellis Lankster,5144,CB,NYJ,2,0,5.0,0,0,22,51.7,55.4,76.6,,66.1,51.2,0.0,0,0,16,16,0.0,0,1
Moise Fokou,5154,LB,TEN,12,7,4.5,0,1,31,50.7,47.1,0.0,54.2,54.0,65.9,16.3,8,4,267,271,6.4,17,34
Jamarca Sanford,5155,S,MIN,13,6,9.5,0,2,18,69.8,68.4,55.3,34.4,67.5,64.9,14.7,5,1,302,308,2.3,7,23
Ricky Jean Francois,5168,DI,IND,12,5,1.7,0,0,14,62.4,60.4,69.2,53.4,65.7,68.4,0.0,0,1,208,212,6.7,14,15
Clinton McDonald,5173,DI,SEA,18,7,2.0,0,0,29,61.9,67.1,87.4,65.7,60.5,78.6,3.3,1,0,221,226,9.0,20,22
Chris Baker,5188,DI,WAS,15,3,1.1,0,0,32,59.5,49.4,47.8,50.7,54.7,59.1,16.0,4,3,210,212,6.7,14,18
Tony Carter,5191,CB,DEN,10,0,,1,0,10,39.1,39.5,85.1,60.0,48.8,27.5,100.0,1,6,72,74,0.0,0,0
Desmond Bryant,5204,DI,CLV,12,6,2.4,0,0,8,64.2,53.3,56.6,55.4,53.2,64.0,4.8,1,2,193,197,5.7,11,14
Steve McLendon,5232,DI,PIT,14,9,3.5,0,1,25,73.8,69.3,68.5,57.8,69.9,79.7,0.0,0,1,198,203,7.1,14,17
Colt Anderson,5242,S,PHI,4,1,,0,0,24,57.6,52.9,86.7,58.3,49.7,25.2,66.7,2,0,14,14,0.0,0,0
Robert Francois,5245,LB,GB,1,0,,0,0,12,62.7,28.6,74.7,55.7,28.9,,,0,0,6,6,0.0,0,0
Russell Allen,5263,LB,JAX,14,7,3.2,0,0,15,57.4,63.8,75.6,58.7,67.4,58.9,13.0,6,0,311,314,6.1,19,33
Michael Bennett,5273,ED,SEA,19,3,0.5,0,1,29,59.2,89.8,0.0,90.2,86.7,79.7,7.7,2,10,214,218,8.9,19,21
Ashlee Palmer,5281,LB,DET,16,5,0.1,0,0,11,51.4,54.8,76.5,59.5,57.6,67.9,11.8,2,0,178,182,5.6,10,10
Jamaal Westerman,5305,ED,PIT,8,0,3.0,0,0,25,,53.9,0.0,62.3,61.5,73.7,0.0,0,2,23,23,4.3,1,3
Ramon Humber,5310,LB,NO,9,3,3.4,0,0,20,65.7,67.6,79.6,56.2,67.7,70.8,12.5,2,0,71,72,11.3,8,11
Dan Skuta,5349,ED,SF,16,1,1.4,0,0,28,81.7,79.5,59.9,69.5,73.0,65.3,11.8,2,2,140,149,7.9,11,14
Reggie Walker,5351,LB,SD,16,1,3.6,0,1,27,63.0,53.7,60.3,57.7,44.2,80.3,10.0,2,0,157,162,5.7,9,17
Marcus Benard,5359,ED,ARZ,9,0,2.3,0,0,1,65.9,62.7,16.2,61.1,73.3,77.7,0.0,0,2,25,25,12.0,3,4
Kory Sperry,5369,TE,ARZ,1,0,,0,0,1,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
C.J. Spillman,5370,S,SF,8,0,2.0,0,0,28,71.5,74.4,77.5,58.9,66.4,84.5,0.0,0,0,19,19,5.3,1,1
Ronald Talley,5396,DI,ARZ,6,2,2.7,0,0,1,,47.8,77.6,49.9,52.2,71.0,0.0,0,0,30,30,10.0,3,3
Tim Jamison,5400,ED,HST,5,0,4.0,0,0,13,,37.5,75.7,55.9,36.8,67.4,0.0,0,0,24,24,4.2,1,1
Jonathan Casillas,5422,LB,TB,11,3,2.7,0,1,30,66.9,64.6,34.0,68.4,60.1,60.9,7.7,1,1,89,91,4.5,4,9
Danny Gorrer,5424,CB,TB,5,0,14.3,0,0,30,36.4,41.1,79.7,55.0,68.5,25.7,0.0,0,0,33,33,6.1,2,3
Darrel Young,5438,FB,WAS,1,0,,1,0,32,,60.0,60.0,,60.0,,,0,2,1,1,0.0,0,0
Dannell Ellerbe,5442,LB,MIA,15,14,4.6,1,0,17,68.5,59.1,80.8,59.1,48.0,56.9,6.8,5,3,399,409,6.3,25,54
Ndamukong Suh,5527,DI,DET,16,12,3.2,0,0,11,55.9,80.1,24.3,87.5,68.9,74.0,4.5,2,8,291,301,8.6,25,30
Gerald McCoy,5528,DI,TB,16,4,1.9,1,0,30,72.3,84.4,10.3,90.0,70.8,68.8,8.6,3,11,359,367,6.7,24,28
Eric Berry,5530,S,KC,16,10,4.6,1,2,16,87.9,85.8,65.0,80.0,69.8,82.8,7.0,3,5,372,376,5.1,19,30
Joe Haden,5532,CB,CLV,15,1,9.0,1,0,8,77.3,77.6,68.6,53.8,73.8,60.0,18.2,2,7,389,400,0.8,3,8
Tyson Alualu,5535,ED,JAX,16,6,3.1,0,0,15,66.5,62.0,75.4,53.8,64.1,74.6,2.3,1,1,366,369,5.5,20,36
Brandon Graham,5538,ED,PHI,17,3,1.4,0,1,24,74.0,78.1,85.2,63.3,80.4,72.7,7.1,1,0,119,122,7.6,9,10
Earl Thomas III,5539,S,SEA,19,12,9.7,0,1,29,89.1,81.4,43.3,54.4,69.1,76.8,16.7,10,4,446,454,1.6,7,38
Jason Pierre-Paul,5540,ED,NYG,11,5,1.6,0,0,21,62.4,67.4,33.3,59.6,76.6,77.9,8.3,2,2,195,202,7.7,15,17
Derrick Morgan,5541,ED,TEN,15,9,2.4,1,0,31,67.0,70.3,68.8,69.1,62.3,74.4,10.8,4,1,305,312,5.9,18,24
